PeakID (cmd=annotatePeaks.pl AkaaF3Ctrl_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Ctrl_REP1.mLb.clN_peak_15195	chrX	15074645	15076823	+	73	NA	intron (FBgn0030608, intron 1 of 5)	-intron (FBgn0030608, intron 1 of 3)	486	FBgn0030608	FBgn0030608	FBtr0346060						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_78	chr2L	470298	471615	+	73	NA	intron (FBgn0031258, intron 1 of 1)	-intron (FBgn0031258, intron 1 of 1)	599	FBgn0031258	FBgn0031258	FBtr0310034						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_9566	chr3R	5215811	5216787	+	73	NA	intron (FBgn0259212, intron 1 of 16)	-intron (FBgn0259212, intron 1 of 16)	1157	FBgn0259212	FBgn0259212	FBtr0299709						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14621	chrX	10472700	10474700	+	73	NA	promoter-TSS (FBgn0030206)	-promoter-TSS (FBgn0030206)	-113	FBgn0261710	FBgn0261710	FBtr0071461						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_300	chr2L	2374425	2374740	+	73	NA	promoter-TSS (FBgn0031419)	-promoter-TSS (FBgn0031419)	-131	FBgn0031419	FBgn0031419	FBtr0077764						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_3252	chr2R	8024249	8024732	+	73	NA	exon (FBgn0266805, exon 1 of 1)	-exon (FBgn0266805, exon 1 of 1)	4943	FBgn0263970	FBgn0263970	FBtr0329886						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_731	chr2L	6100242	6100773	+	73	NA	exon (FBgn0266521, exon 1 of 7)	-exon (FBgn0266521, exon 1 of 7)	130	FBgn0266521	FBgn0266521	FBtr0304908						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14825	chrX	12012220	12012684	+	73	NA	promoter-TSS (FBgn0030362)	-promoter-TSS (FBgn0030362)	-241	FBgn0030361	FBgn0030361	FBtr0346737						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8858	chr3L	21388866	21390140	+	73	NA	intron (FBgn0261258, intron 1 of 5)	-intron (FBgn0261258, intron 1 of 6)	7002	FBgn0261258	FBgn0261258	FBtr0078346						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6460	chr3L	1794286	1795570	+	73	NA	promoter-TSS (FBgn0011573)	-promoter-TSS (FBgn0011573)	400	FBgn0024510	FBgn0024510	FBtr0072790						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10380	chr3R	11172503	11173114	+	73	NA	promoter-TSS (FBgn0026315)	-promoter-TSS (FBgn0026315)	-144	FBgn0026315	FBgn0026315	FBtr0082374						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_3534	chr2R	9414186	9415294	+	73	NA	exon (FBgn0041087, exon 1 of 6)	-exon (FBgn0041087, exon 1 of 6)	398	FBgn0041087	FBgn0041087	FBtr0339380						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10126	chr3R	9033310	9034296	+	73	NA	promoter-TSS (FBgn0002932)	-promoter-TSS (FBgn0002932)	-4957	FBgn0037657	FBgn0037657	FBtr0300415						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7084	chr3L	6971162	6971663	+	73	NA	TTS (FBgn0035727)	-TTS (FBgn0035727)	1055	FBgn0035727	FBgn0035727	FBtr0076935						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_4776	chr2R	16681608	16681835	+	73	NA	intron (FBgn0050463, intron 5 of 10)	-intron (FBgn0050463, intron 6 of 11)	2272	FBgn0050463	FBgn0050463	FBtr0087112						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11784	chr3R	23293090	23293456	+	72	NA	intron (FBgn0003118, intron 6 of 8)	-intron (FBgn0003118, intron 1 of 3)	1965	FBgn0003118	FBgn0003118	FBtr0089717						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_455	chr2L	3778485	3778964	+	72	NA	promoter-TSS (FBgn0004893)	-promoter-TSS (FBgn0004893)	-6223	FBgn0051960	FBgn0051960	FBtr0077494						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_12924	chr4	443712	444032	+	72	NA	promoter-TSS (FBgn0039907)	-promoter-TSS (FBgn0039907)	39	FBgn0039907	FBgn0039907	FBtr0089111						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10542	chr3R	12626830	12628811	+	72	NA	promoter-TSS (FBgn0038065)	-promoter-TSS (FBgn0038065)	-106	FBgn0005671	FBgn0005671	FBtr0082670						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7357	chr3L	8974446	8975414	+	72	NA	promoter-TSS (FBgn0035947)	-promoter-TSS (FBgn0035947)	-116	FBgn0035947	FBgn0035947	FBtr0076517						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_13593	chrX	2633857	2634790	+	72	NA	TTS (FBgn0267350)	-TTS (FBgn0267350)	9519	FBgn0267350	FBgn0267350	FBtr0331587						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_12942	chr4	517198	518360	+	72	NA	intron (FBgn0004607, intron 3 of 12)	-intron (FBgn0004607, intron 3 of 13)	15969	FBgn0004607	FBgn0004607	FBtr0307167						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_13619	chrX	2789591	2790439	+	72	NA	promoter-TSS (FBgn0040384)	-promoter-TSS (FBgn0040384)	-693	FBgn0040384	FBgn0040384	FBtr0309881						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6741	chr3L	3818607	3819201	+	72	NA	TTS (FBgn0004888)	-TTS (FBgn0004888)	225	FBgn0004875	FBgn0004875	FBtr0073153						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6616	chr3L	3046323	3047070	+	72	NA	promoter-TSS (FBgn0052484)	-promoter-TSS (FBgn0052484)	116	FBgn0035390	FBgn0035390	FBtr0073005						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14969	chrX	13383942	13384142	+	72	NA	intron (FBgn0030479, intron 1 of 1)	-intron (FBgn0030479, intron 1 of 1)	835	FBgn0030479	FBgn0030479	FBtr0339838						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_2620	chr2R	4012703	4013400	+	72	NA	Intergenic	Intergenic	-1060	FBgn0046706	FBgn0046706	FBtr0113784						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_1129	chr2L	9493816	9494865	+	72	NA	exon (FBgn0004868, exon 1 of 3)	-exon (FBgn0004868, exon 1 of 3)	536	FBgn0004868	FBgn0004868	FBtr0345433						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8844	chr3L	21279929	21280446	+	72	NA	promoter-TSS (FBgn0012034)	-promoter-TSS (FBgn0012034)	-206	FBgn0012034	FBgn0012034	FBtr0078413						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_2253	chr2L	20821498	20823133	+	72	NA	promoter-TSS (FBgn0032889)	-promoter-TSS (FBgn0032889)	-1327	FBgn0032889	FBgn0032889	FBtr0339560						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7264	chr3L	8424891	8425434	+	72	NA	exon (FBgn0020224, exon 1 of 5)	-exon (FBgn0020224, exon 1 of 5)	208	FBgn0020224	FBgn0020224	FBtr0076615						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7612	chr3L	11246097	11246649	+	72	NA	promoter-TSS (FBgn0265924)	-promoter-TSS (FBgn0265924)	-580	FBgn0265924	FBgn0265924	FBtr0342863						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_9300	chr3R	2088274	2088657	+	72	NA	intron (FBgn0267431, intron 16 of 21)	-intron (FBgn0267431, intron 16 of 21)	68741	FBgn0058182	FBgn0058182	FBtr0302347						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14361	chrX	8398603	8399330	+	72	NA	promoter-TSS (FBgn0030034)	-promoter-TSS (FBgn0030034)	26	FBgn0030034	FBgn0030034	FBtr0343353						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_525	chr2L	4456705	4456906	+	72	NA	promoter-TSS (FBgn0019982)	-promoter-TSS (FBgn0019982)	2	FBgn0019982	FBgn0019982	FBtr0110812						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7463	chr3L	9859312	9859925	+	72	NA	TTS (FBgn0036053)	-TTS (FBgn0036053)	271	FBgn0036052	FBgn0036052	FBtr0076366						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7187	chr3L	7809481	7810020	+	72	NA	promoter-TSS (FBgn0052369)	-promoter-TSS (FBgn0052369)	75	FBgn0052369	FBgn0052369	FBtr0304992						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11706	chr3R	22633021	22633340	+	72	NA	promoter-TSS (FBgn0020278)	-promoter-TSS (FBgn0020278)	3276	FBgn0020278	FBgn0020278	FBtr0084273						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10939	chr3R	16229105	16229517	+	72	NA	intron (FBgn0040071, intron 1 of 1)	-intron (FBgn0040071, intron 1 of 1)	5916	FBgn0267203	FBgn0267203	FBtr0346358						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14783	chrX	11716630	11716800	+	72	NA	promoter-TSS (FBgn0030329)	-promoter-TSS (FBgn0030329)	5	FBgn0267178	FBgn0267178	FBtr0346305						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_13108	chrX	71822	72906	+	72	NA	Intergenic	Intergenic	-50129	FBgn0058469	FBgn0058469	FBtr0307364						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11997	chr3R	25032784	25033578	+	72	NA	TTS (FBgn0039261)	-TTS (FBgn0039261)	284	FBgn0039260	FBgn0039260	FBtr0084796						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_4342	chr2R	13964413	13965176	+	72	NA	promoter-TSS (FBgn0013770)	-promoter-TSS (FBgn0013770)	141	FBgn0261975	FBgn0261975	FBtr0304022						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_9540	chr3R	5126977	5127139	+	72	NA	Intergenic	Intergenic	-1029	FBgn0037293	FBgn0037293	FBtr0078842						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11867	chr3R	23922003	23923160	+	72	NA	promoter-TSS (FBgn0051141)	-promoter-TSS (FBgn0051141)	392	FBgn0016754	FBgn0016754	FBtr0335206						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10505	chr3R	12279054	12279299	+	72	NA	intron (FBgn0003651, intron 1 of 4)	-intron (FBgn0003651, intron 1 of 4)	-1976	FBgn0003651	FBgn0003651	FBtr0479795						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8401	chr3L	17947328	17947706	+	72	NA	exon (FBgn0266942, exon 1 of 1)	-exon (FBgn0266942, exon 1 of 1)	183	FBgn0266942	FBgn0266942	FBtr0345835						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7891	chr3L	13964659	13965897	+	72	NA	promoter-TSS (FBgn0036389)	-promoter-TSS (FBgn0036389)	75	FBgn0036389	FBgn0036389	FBtr0346645						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_13188	chrX	499193	500176	+	72	NA	promoter-TSS (FBgn0004648)	-promoter-TSS (FBgn0004648)	-228	FBgn0266197	FBgn0266197	FBtr0343792						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7025	chr3L	6451084	6451318	+	72	NA	intron (FBgn0261801, intron 2 of 6)	-intron (FBgn0261801, intron 2 of 6)	37223	FBgn0035702	FBgn0035702	FBtr0333060						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_12103	chr3R	25982853	25983958	+	72	NA	TTS (FBgn0259146)	-TTS (FBgn0259146)	392	FBgn0015269	FBgn0015269	FBtr0084953						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10677	chr3R	14031542	14032776	+	72	NA	promoter-TSS (FBgn0038195)	-promoter-TSS (FBgn0038195)	-212	FBgn0038195	FBgn0038195	FBtr0082869						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_9189	chr3L	23714918	23715573	+	72	NA	promoter-TSS (FBgn0039977)	-promoter-TSS (FBgn0039977)	-46	FBgn0039977	FBgn0039977	FBtr0333911						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_2113	chr2L	19528274	19528873	+	72	NA	promoter-TSS (FBgn0032801)	-promoter-TSS (FBgn0032801)	-250	FBgn0032801	FBgn0032801	FBtr0303779						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14013	chrX	5737323	5738232	+	72	NA	TTS (FBgn0261383)	-TTS (FBgn0261383)	5037	FBgn0029795	FBgn0029795	FBtr0070806						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_13136	chrX	278688	279683	+	72	NA	promoter-TSS (FBgn0024989)	-promoter-TSS (FBgn0024989)	533	FBgn0005427	FBgn0005427	FBtr0332978						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_15229	chrX	15323181	15323794	+	72	NA	promoter-TSS (FBgn0004924)	-promoter-TSS (FBgn0004924)	-104	FBgn0004924	FBgn0004924	FBtr0340434						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10703	chr3R	14315955	14317253	+	72	NA	TTS (FBgn0013767)	-TTS (FBgn0013767)	262	FBgn0011474	FBgn0011474	FBtr0082930						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14902	chrX	12784803	12785206	+	72	NA	promoter-TSS (FBgn0052647)	-promoter-TSS (FBgn0052647)	-46	FBgn0052647	FBgn0052647	FBtr0073702						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6202	chr3L	282282	282674	+	72	NA	exon (FBgn0264707, exon 5 of 16)	-exon (FBgn0264707, exon 5 of 16)	7323	FBgn0035124	FBgn0035124	FBtr0072507						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_5453	chr2R	21193342	21194301	+	72	NA	TTS (FBgn0003891)	-TTS (FBgn0003891)	250	FBgn0034602	FBgn0034602	FBtr0071583						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_1651	chr2L	14524237	14524581	+	72	NA	promoter-TSS (FBgn0053648)	-promoter-TSS (FBgn0053648)	-396	FBgn0053648	FBgn0053648	FBtr0343696						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14396	chrX	8588770	8589210	+	72	NA	TTS (FBgn0030052)	-TTS (FBgn0030052)	179	FBgn0030053	FBgn0030053	FBtr0332626						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_3401	chr2R	8733161	8733568	+	72	NA	promoter-TSS (FBgn0086784)	-promoter-TSS (FBgn0086784)	72	FBgn0086784	FBgn0086784	FBtr0301639						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7573	chr3L	10988460	10989980	+	72	NA	intron (FBgn0013469, intron 2 of 2)	-intron (FBgn0013469, intron 2 of 2)	-10918	FBgn0267309	FBgn0267309	FBtr0346564						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_1048	chr2L	8700978	8701391	+	72	NA	intron (FBgn0004914, intron 2 of 7)	-intron (FBgn0004914, intron 2 of 7)	-2291	FBgn0266327	FBgn0266327	FBtr0344058						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_3684	chr2R	10251968	10252446	+	72	NA	promoter-TSS (FBgn0003660)	-promoter-TSS (FBgn0003660)	-35	FBgn0003660	FBgn0003660	FBtr0273275						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_12973	chr4	670997	671486	+	72	NA	promoter-TSS (FBgn0039920)	-promoter-TSS (FBgn0039920)	99	FBgn0039920	FBgn0039920	FBtr0310539						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10608	chr3R	13403064	13403370	+	72	NA	promoter-TSS (FBgn0053977)	-promoter-TSS (FBgn0053977)	-166	FBgn0053977	FBgn0053977	FBtr0100020						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10070	chr3R	8712194	8713371	+	72	NA	promoter-TSS (FBgn0037612)	-promoter-TSS (FBgn0037612)	-151	FBgn0037612	FBgn0037612	FBtr0305337						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_5998	chr2R	24389457	24389815	+	72	NA	exon (FBgn0000037, exon 1 of 5)	-exon (FBgn0000037, exon 1 of 5)	658	FBgn0000037	FBgn0000037	FBtr0072367						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_1459	chr2L	12545717	12546789	+	72	NA	exon (FBgn0259176, exon 1 of 7)	-exon (FBgn0259176, exon 1 of 7)	3077	FBgn0261709	FBgn0261709	FBtr0303215						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_3190	chr2R	7665500	7666072	+	72	NA	promoter-TSS (FBgn0033205)	-promoter-TSS (FBgn0033205)	-42	FBgn0033205	FBgn0033205	FBtr0088923						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_3460	chr2R	9095147	9095316	+	71	NA	promoter-TSS (FBgn0033374)	-promoter-TSS (FBgn0033374)	-42	FBgn0083124	FBgn0083124	FBtr0300230						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6738	chr3L	3811183	3811423	+	71	NA	promoter-TSS (FBgn0035464)	-promoter-TSS (FBgn0035464)	40	FBgn0035464	FBgn0035464	FBtr0073150						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_3634	chr2R	9958145	9958933	+	71	NA	TTS (FBgn0033467)	-TTS (FBgn0033467)	1193	FBgn0033467	FBgn0033467	FBtr0088441						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11179	chr3R	18450291	18450565	+	71	NA	promoter-TSS (FBgn0004652)	-promoter-TSS (FBgn0004652)	-37554	FBgn0051122	FBgn0051122	FBtr0474142						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_347	chr2L	2888086	2888246	+	71	NA	promoter-TSS (FBgn0041111)	-promoter-TSS (FBgn0041111)	2237	FBgn0041111	FBgn0041111	FBtr0077633						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8660	chr3L	20006327	20007207	+	71	NA	intron (FBgn0261574, intron 1 of 21)	-intron (FBgn0261574, intron 1 of 20)	1466	FBgn0261574	FBgn0261574	FBtr0346077						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_587	chr2L	5055005	5055208	+	71	NA	promoter-TSS (FBgn0014857)	-promoter-TSS (FBgn0014857)	-28	FBgn0014857	FBgn0014857	FBtr0333536						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_2901	chr2R	6245021	6245720	+	71	NA	promoter-TSS (FBgn0286511)	-promoter-TSS (FBgn0286511)	-142	FBgn0286511	FBgn0286511	FBtr0336520						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_13741	chrX	3718622	3720598	+	71	NA	promoter-TSS (FBgn0015286)	-promoter-TSS (FBgn0015286)	25	FBgn0015286	FBgn0015286	FBtr0070584						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_1757	chr2L	15498895	15499699	+	71	NA	exon (FBgn0002524, exon 1 of 4)	-exon (FBgn0002524, exon 1 of 4)	170	FBgn0002524	FBgn0002524	FBtr0080738						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11080	chr3R	17646200	17646895	+	71	NA	TTS (FBgn0051578)	-TTS (FBgn0051578)	179	FBgn0051579	FBgn0051579	FBtr0083474						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_2409	chr2L	21846319	21847944	+	71	NA	Intergenic	Intergenic	-7963	FBgn0266222	FBgn0266222	FBtr0343879						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6821	chr3L	4363679	4365003	+	71	NA	promoter-TSS (FBgn0035534)	-promoter-TSS (FBgn0035534)	-209	FBgn0035534	FBgn0035534	FBtr0306093						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10961	chr3R	16341681	16342430	+	71	NA	promoter-TSS (FBgn0283477)	-promoter-TSS (FBgn0283477)	-67	FBgn0283477	FBgn0283477	FBtr0304727						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10434	chr3R	11647023	11647283	+	71	NA	promoter-TSS (FBgn0262081)	-promoter-TSS (FBgn0262081)	-3818	FBgn0037926	FBgn0037926	FBtr0335448						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11828	chr3R	23629410	23630007	+	71	NA	intron (FBgn0051145, intron 4 of 13)	-intron (FBgn0051145, intron 4 of 13)	-24213	FBgn0039094	FBgn0039094	FBtr0084481						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8574	chr3L	19260198	19260751	+	71	NA	promoter-TSS (FBgn0260857)	-promoter-TSS (FBgn0260857)	205	FBgn0026630	FBgn0026630	FBtr0075020						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11223	chr3R	18849179	18849621	+	71	NA	promoter-TSS (FBgn0038653)	-promoter-TSS (FBgn0038653)	-176	FBgn0038653	FBgn0038653	FBtr0332809						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7250	chr3L	8299160	8300231	+	71	NA	promoter-TSS (FBgn0035867)	-promoter-TSS (FBgn0035867)	144	FBgn0035866	FBgn0035866	FBtr0076715						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_13008	chr4	806979	808396	+	71	NA	promoter-TSS (FBgn0039938)	-promoter-TSS (FBgn0039938)	-340	FBgn0039938	FBgn0039938	FBtr0100600						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_13217	chrX	654280	656765	+	71	NA	promoter-TSS (FBgn0025637)	-promoter-TSS (FBgn0025637)	-584	FBgn0025639	FBgn0025639	FBtr0070151						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_1904	chr2L	17621315	17621603	+	71	NA	Intergenic	Intergenic	4231	FBgn0265586	FBgn0265586	FBtr0340252						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6043	chr2R	24669145	24670136	+	71	NA	promoter-TSS (FBgn0261373)	-promoter-TSS (FBgn0261373)	243	FBgn0035047	FBgn0035047	FBtr0072327						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_97	chr2L	568000	568435	+	71	NA	promoter-TSS (FBgn0031266)	-promoter-TSS (FBgn0031266)	-96	FBgn0021874	FBgn0021874	FBtr0078075						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10110	chr3R	8938618	8939257	+	71	NA	TTS (FBgn0003015)	-TTS (FBgn0003015)	179	FBgn0037643	FBgn0037643	FBtr0301787						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_2282	chr2L	20975407	20976214	+	71	NA	intron (FBgn0250867, intron 4 of 5)	-intron (FBgn0250867, intron 1 of 1)	-27640	FBgn0265817	FBgn0265817	FBtr0342649						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11772	chr3R	23189924	23191502	+	71	NA	promoter-TSS (FBgn0262975)	-promoter-TSS (FBgn0262975)	2567	FBgn0262975	FBgn0262975	FBtr0308226						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_13371	chrX	1375442	1375869	+	71	NA	TTS (FBgn0024987)	-TTS (FBgn0024987)	119	FBgn0023169	FBgn0023169	FBtr0070218						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_2550	chr2R	1243428	1243912	+	71	NA	Intergenic	Intergenic	-21368	FBgn0058191	FBgn0058191	FBtr0113826						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_14052	chrX	6037035	6038197	+	71	NA	promoter-TSS (FBgn0029833)	-promoter-TSS (FBgn0029833)	184	FBgn0003302	FBgn0003302	FBtr0307288						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_11944	chr3R	24581956	24582924	+	71	NA	TTS (FBgn0039210)	-TTS (FBgn0039210)	2720	FBgn0039210	FBgn0039210	FBtr0084671						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8565	chr3L	19194935	19195523	+	71	NA	intron (FBgn0016797, intron 3 of 5)	-intron (FBgn0016797, intron 4 of 6)	-10503	FBgn0267603	FBgn0267603	FBtr0347049						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_12791	chr3R	31776509	31778147	+	71	NA	promoter-TSS (FBgn0039876)	-promoter-TSS (FBgn0039876)	308	FBgn0005632	FBgn0005632	FBtr0307550						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_1308	chr2L	10967344	10968217	+	71	NA	promoter-TSS (FBgn0053129)	-promoter-TSS (FBgn0053129)	-969	FBgn0053129	FBgn0053129	FBtr0080169						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8156	chr3L	16113194	16114119	+	71	NA	promoter-TSS (FBgn0010280)	-promoter-TSS (FBgn0010280)	-652	FBgn0010280	FBgn0010280	FBtr0075448						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_5891	chr2R	23712851	23714113	+	71	NA	promoter-TSS (FBgn0034897)	-promoter-TSS (FBgn0034897)	-418	FBgn0286932	FBgn0286932	FBtr0475196						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_1592	chr2L	14020716	14020944	+	71	NA	promoter-TSS (FBgn0001967)	-promoter-TSS (FBgn0001967)	-622	FBgn0001967	FBgn0001967	FBtr0290243						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_6801	chr3L	4232139	4232659	+	71	NA	intron (FBgn0001257, intron 1 of 2)	-intron (FBgn0001257, intron 1 of 2)	-5097	FBgn0287590	FBgn0287590	FBtr0479862						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8008	chr3L	14786283	14786790	+	71	NA	promoter-TSS (FBgn0036450)	-promoter-TSS (FBgn0036450)	-124	FBgn0036449	FBgn0036449	FBtr0300190						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_15370	chrX	16384302	16385858	+	71	NA	promoter-TSS (FBgn0030745)	-promoter-TSS (FBgn0030745)	-1397	FBgn0030745	FBgn0030745	FBtr0340314						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_8038	chr3L	15079392	15079755	+	71	NA	promoter-TSS (FBgn0086690)	-promoter-TSS (FBgn0086690)	-1126	FBgn0036474	FBgn0036474	FBtr0310278						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_5839	chr2R	23425500	23426630	+	71	NA	promoter-TSS (FBgn0034861)	-promoter-TSS (FBgn0034861)	-6471	FBgn0034860	FBgn0034860	FBtr0306150						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10981	chr3R	16502657	16503376	+	71	NA	exon (FBgn0259244, exon 1 of 17)	-exon (FBgn0259244, exon 1 of 17)	246	FBgn0259244	FBgn0259244	FBtr0336778						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_10451	chr3R	11778039	11779168	+	71	NA	promoter-TSS (FBgn0265276)	-promoter-TSS (FBgn0265276)	-251	FBgn0265276	FBgn0265276	FBtr0307086						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_12587	chr3R	30344194	30344632	+	71	NA	intron (FBgn0010113, intron 2 of 5)	-intron (FBgn0010113, intron 2 of 5)	13725	FBgn0267783	FBgn0267783	FBtr0347347						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_13947	chrX	5086487	5086927	+	71	NA	intron (FBgn0029746, intron 1 of 31)	-intron (FBgn0266098, intron 1 of 29)	948	FBgn0029746	FBgn0029746	FBtr0344669						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_7610	chr3L	11210521	11210951	+	71	NA	promoter-TSS (FBgn0064766)	-promoter-TSS (FBgn0064766)	-50	FBgn0064766	FBgn0064766	FBtr0076165						NA
AkaaF3Ctrl_REP1.mLb.clN_peak_12320	chr3R	28326256	28327065	+	71	NA	promoter-TSS (FBgn0261618)	-promoter-TSS (FBgn0261618)	8881	FBgn0261618	FBgn0261618	FBtr0301180						NA
