PeakID (cmd=annotatePeaks.pl ManzF3Ctrl_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Ctrl_REP3.mLb.clN_peak_2541	chr2L	16491310	16492659	+	38	NA	exon (FBgn0032586, exon 1 of 4)	-exon (FBgn0032586, exon 1 of 4)	444	FBgn0032586	FBgn0032586	FBtr0333487						NA
ManzF3Ctrl_REP3.mLb.clN_peak_1952	chr2L	11874406	11874714	+	38	NA	promoter-TSS (FBgn0264815)	-promoter-TSS (FBgn0264815)	2677	FBgn0264815	FBgn0264815	FBtr0334140						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19199	chrX	6050692	6051254	+	38	NA	TTS (FBgn0029834)	-TTS (FBgn0029834)	145	FBgn0029835	FBgn0029835	FBtr0305342						NA
ManzF3Ctrl_REP3.mLb.clN_peak_14090	chr3R	11581533	11582281	+	38	NA	TTS (FBgn0037916)	-TTS (FBgn0037916)	-1020	FBgn0037917	FBgn0037917	FBtr0082414						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10908	chr3L	14360207	14360586	+	38	NA	intron (FBgn0001085, intron 4 of 4)	-intron (FBgn0001085, intron 4 of 4)	9311	FBgn0036421	FBgn0036421	FBtr0333022						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15032	chr3R	17054696	17054803	+	37	NA	promoter-TSS (FBgn0020493)	-promoter-TSS (FBgn0020493)	742	FBgn0020493	FBgn0020493	FBtr0479820						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19385	chrX	6986367	6987350	+	37	NA	exon (FBgn0261284, exon 1 of 1)	-exon (FBgn0261284, exon 1 of 1)	372	FBgn0261284	FBgn0261284	FBtr0071004						NA
ManzF3Ctrl_REP3.mLb.clN_peak_7745	chr2R	22258377	22258605	+	37	NA	intron (FBgn0020307, intron 1 of 5)	-intron (FBgn0020307, intron 1 of 5)	-12427	FBgn0020307	FBgn0020307	FBtr0071776						NA
ManzF3Ctrl_REP3.mLb.clN_peak_17185	chr3R	29591721	29592195	+	37	NA	exon (FBgn0086361, exon 1 of 6)	-exon (FBgn0086361, exon 1 of 6)	127	FBgn0086361	FBgn0086361	FBtr0085444						NA
ManzF3Ctrl_REP3.mLb.clN_peak_21787	chrX	19651525	19652524	+	37	NA	promoter-TSS (FBgn0031052)	-promoter-TSS (FBgn0031052)	245	FBgn0031051	FBgn0031051	FBtr0340614						NA
ManzF3Ctrl_REP3.mLb.clN_peak_2580	chr2L	16680053	16680607	+	37	NA	promoter-TSS (FBgn0267347)	-promoter-TSS (FBgn0267347)	276	FBgn0261278	FBgn0261278	FBtr0339514						NA
ManzF3Ctrl_REP3.mLb.clN_peak_18713	chrX	3761198	3761427	+	37	NA	intron (FBgn0283657, intron 1 of 8)	-intron (FBgn0283657, intron 2 of 9)	-28730	FBgn0029676	FBgn0029676	FBtr0333764						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15334	chr3R	18983678	18984059	+	37	NA	promoter-TSS (FBgn0261792)	-promoter-TSS (FBgn0261792)	-157	FBgn0026239	FBgn0026239	FBtr0089768						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3287	chr2L	21397151	21399489	+	37	NA	Intergenic	Intergenic	-5861	FBgn0051616	FBgn0051616	FBtr0085889						NA
ManzF3Ctrl_REP3.mLb.clN_peak_7438	chr2R	20828878	20830659	+	37	NA	exon (FBgn0016984, exon 2 of 2)	-exon (FBgn0016984, exon 2 of 2)	6260	FBgn0011674	FBgn0011674	FBtr0071562						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15889	chr3R	21875090	21875717	+	37	NA	TTS (FBgn0064912)	-TTS (FBgn0064912)	110	FBgn0038912	FBgn0038912	FBtr0084139						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19716	chrX	8681723	8682366	+	37	NA	intron (FBgn0030056, intron 1 of 3)	-intron (FBgn0030056, intron 1 of 4)	792	FBgn0030056	FBgn0030056	FBtr0345984						NA
ManzF3Ctrl_REP3.mLb.clN_peak_14923	chr3R	16244694	16244874	+	37	NA	intron (FBgn0040071, intron 1 of 1)	-intron (FBgn0040071, intron 1 of 1)	1968	FBgn0040071	FBgn0040071	FBtr0083258						NA
ManzF3Ctrl_REP3.mLb.clN_peak_11240	chr3L	16482862	16484279	+	37	NA	promoter-TSS (FBgn0004569)	-promoter-TSS (FBgn0004569)	80	FBgn0004569	FBgn0004569	FBtr0075408						NA
ManzF3Ctrl_REP3.mLb.clN_peak_7309	chr2R	20170326	20171502	+	37	NA	Intergenic	Intergenic	20231	FBgn0266764	FBgn0266764	FBtr0345372						NA
ManzF3Ctrl_REP3.mLb.clN_peak_14312	chr3R	12961513	12961753	+	37	NA	promoter-TSS (FBgn0087021)	-promoter-TSS (FBgn0087021)	-112	FBgn0087021	FBgn0087021	FBtr0082690						NA
ManzF3Ctrl_REP3.mLb.clN_peak_13285	chr3R	6999288	6999510	+	37	NA	promoter-TSS (FBgn0260642)	-promoter-TSS (FBgn0260642)	-1093	FBgn0267559	FBgn0267559	FBtr0346969						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10687	chr3L	12735485	12735606	+	37	NA	promoter-TSS (FBgn0261933)	-promoter-TSS (FBgn0261933)	600	FBgn0014007	FBgn0014007	FBtr0075914						NA
ManzF3Ctrl_REP3.mLb.clN_peak_6800	chr2R	17726026	17727325	+	37	NA	promoter-TSS (FBgn0034266)	-promoter-TSS (FBgn0034266)	172	FBgn0034265	FBgn0034265	FBtr0086885						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15663	chr3R	20832767	20833350	+	37	NA	TTS (FBgn0051223)	-TTS (FBgn0051223)	259	FBgn0053094	FBgn0053094	FBtr0334725						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10479	chr3L	11491657	11492926	+	37	NA	intron (FBgn0036165, intron 1 of 3)	-intron (FBgn0036165, intron 1 of 3)	-1580	FBgn0036165	FBgn0036165	FBtr0344910						NA
ManzF3Ctrl_REP3.mLb.clN_peak_22119	chrX	21628643	21630134	+	37	NA	exon (FBgn0024807, exon 2 of 5)	-exon (FBgn0024807, exon 2 of 5)	760	FBgn0024807	FBgn0024807	FBtr0301293						NA
ManzF3Ctrl_REP3.mLb.clN_peak_16780	chr3R	26880869	26881848	+	37	NA	promoter-TSS (FBgn0004359)	-promoter-TSS (FBgn0004359)	-187	FBgn0003267	FBgn0003267	FBtr0085091						NA
ManzF3Ctrl_REP3.mLb.clN_peak_4633	chr2R	8927516	8928543	+	37	NA	promoter-TSS (FBgn0033352)	-promoter-TSS (FBgn0033352)	76	FBgn0033351	FBgn0033351	FBtr0088676						NA
ManzF3Ctrl_REP3.mLb.clN_peak_21248	chrX	17110630	17111097	+	37	NA	intron (FBgn0260748, intron 1 of 10)	-intron (FBgn0260748, intron 1 of 10)	-5011	FBgn0065032	FBgn0065032	FBtr0074410						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10464	chr3L	11366426	11366723	+	37	NA	TTS (FBgn0266396)	-TTS (FBgn0266396)	-1689	FBgn0036155	FBgn0036155	FBtr0333387						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3001	chr2L	19895959	19896114	+	37	NA	promoter-TSS (FBgn0263873)	-promoter-TSS (FBgn0263873)	-3486	FBgn0032827	FBgn0032827	FBtr0081312						NA
ManzF3Ctrl_REP3.mLb.clN_peak_16204	chr3R	23619780	23620523	+	37	NA	intron (FBgn0051145, intron 9 of 16)	-intron (FBgn0051145, intron 6 of 13)	-14656	FBgn0039094	FBgn0039094	FBtr0084481						NA
ManzF3Ctrl_REP3.mLb.clN_peak_1436	chr2L	8511539	8512029	+	37	NA	promoter-TSS (FBgn0032050)	-promoter-TSS (FBgn0032050)	82	FBgn0032050	FBgn0032050	FBtr0343426						NA
ManzF3Ctrl_REP3.mLb.clN_peak_16346	chr3R	24319782	24320799	+	37	NA	promoter-TSS (FBgn0267762)	-promoter-TSS (FBgn0267762)	-508	FBgn0267762	FBgn0267762	FBtr0347326						NA
ManzF3Ctrl_REP3.mLb.clN_peak_18531	chrX	2703211	2704031	+	37	NA	promoter-TSS (FBgn0024996)	-promoter-TSS (FBgn0024996)	231	FBgn0024994	FBgn0024994	FBtr0345710						NA
ManzF3Ctrl_REP3.mLb.clN_peak_8032	chr2R	23396282	23396795	+	37	NA	TTS (FBgn0034859)	-TTS (FBgn0034859)	142	FBgn0028497	FBgn0028497	FBtr0072028						NA
ManzF3Ctrl_REP3.mLb.clN_peak_21979	chrX	21045160	21045646	+	37	NA	intron (FBgn0031148, intron 1 of 3)	-intron (FBgn0031148, intron 1 of 3)	142	FBgn0031148	FBgn0031148	FBtr0340437						NA
ManzF3Ctrl_REP3.mLb.clN_peak_6732	chr2R	17435809	17435948	+	37	NA	intron (FBgn0027506, intron 1 of 5)	-intron (FBgn0027506, intron 1 of 5)	-4419	FBgn0034218	FBgn0034218	FBtr0086918						NA
ManzF3Ctrl_REP3.mLb.clN_peak_4300	chr2R	7632531	7633387	+	37	NA	exon (FBgn0263046, exon 1 of 1)	-exon (FBgn0263046, exon 1 of 1)	118	FBgn0263046	FBgn0263046	FBtr0306944						NA
ManzF3Ctrl_REP3.mLb.clN_peak_1509	chr2L	8958054	8958169	+	37	NA	promoter-TSS (FBgn0032079)	-promoter-TSS (FBgn0032079)	-2304	FBgn0032079	FBgn0032079	FBtr0113029						NA
ManzF3Ctrl_REP3.mLb.clN_peak_13506	chr3R	8250370	8250854	+	37	NA	TTS (FBgn0040528)	-TTS (FBgn0040528)	115	FBgn0260386	FBgn0260386	FBtr0344714						NA
ManzF3Ctrl_REP3.mLb.clN_peak_12554	chr3L	25229965	25230199	+	37	NA	Intergenic	Intergenic	28140	FBgn0058354	FBgn0058354	FBtr0302346						NA
ManzF3Ctrl_REP3.mLb.clN_peak_11252	chr3L	16572212	16572497	+	37	NA	promoter-TSS (FBgn0026061)	-promoter-TSS (FBgn0026061)	47	FBgn0026061	FBgn0026061	FBtr0075398						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15564	chr3R	20283784	20284911	+	37	NA	intron (FBgn0262582, intron 1 of 17)	-intron (FBgn0262582, intron 2 of 18)	-8697	FBgn0262582	FBgn0262582	FBtr0334306						NA
ManzF3Ctrl_REP3.mLb.clN_peak_2666	chr2L	17963208	17963661	+	37	NA	promoter-TSS (FBgn0032656)	-promoter-TSS (FBgn0032656)	55	FBgn0032656	FBgn0032656	FBtr0340182						NA
ManzF3Ctrl_REP3.mLb.clN_peak_12661	chr3R	3734772	3735334	+	37	NA	exon (FBgn0263977, exon 1 of 3)	-exon (FBgn0263977, exon 1 of 3)	124	FBgn0263977	FBgn0263977	FBtr0345179						NA
ManzF3Ctrl_REP3.mLb.clN_peak_6793	chr2R	17697519	17699080	+	37	NA	promoter-TSS (FBgn0045800)	-promoter-TSS (FBgn0045800)	63	FBgn0027872	FBgn0027872	FBtr0086888						NA
ManzF3Ctrl_REP3.mLb.clN_peak_12183	chr3L	21791448	21791653	+	37	NA	Intergenic	Intergenic	-14390	FBgn0267620	FBgn0267620	FBtr0347071						NA
ManzF3Ctrl_REP3.mLb.clN_peak_18652	chrX	3451305	3451542	+	37	NA	intron (FBgn0266350, intron 3 of 3)	-intron (FBgn0266350, intron 3 of 3)	-2480	FBgn0029657	FBgn0029657	FBtr0344078						NA
ManzF3Ctrl_REP3.mLb.clN_peak_21487	chrX	18320803	18321031	+	37	NA	intron (FBgn0030912, intron 1 of 3)	-intron (FBgn0030912, intron 1 of 3)	-5016	FBgn0030912	FBgn0030912	FBtr0074579						NA
ManzF3Ctrl_REP3.mLb.clN_peak_1247	chr2L	7573560	7573920	+	37	NA	intron (FBgn0264895, intron 1 of 5)	-intron (FBgn0264895, intron 1 of 5)	2273	FBgn0264895	FBgn0264895	FBtr0334849						NA
ManzF3Ctrl_REP3.mLb.clN_peak_8611	chr3L	681922	682564	+	37	NA	promoter-TSS (FBgn0035152)	-promoter-TSS (FBgn0035152)	-182	FBgn0035152	FBgn0035152	FBtr0333378						NA
ManzF3Ctrl_REP3.mLb.clN_peak_21927	chrX	20509924	20510124	+	37	NA	intron (FBgn0031118, intron 1 of 14)	-intron (FBgn0031118, intron 1 of 13)	-1520	FBgn0031119	FBgn0031119	FBtr0077312						NA
ManzF3Ctrl_REP3.mLb.clN_peak_2223	chr2L	13666045	13666235	+	37	NA	intron (FBgn0028527, intron 1 of 5)	-intron (FBgn0028527, intron 1 of 4)	615	FBgn0028527	FBgn0028527	FBtr0331332						NA
ManzF3Ctrl_REP3.mLb.clN_peak_6965	chr2R	18411971	18412642	+	37	NA	promoter-TSS (FBgn0027835)	-promoter-TSS (FBgn0027835)	1293	FBgn0013983	FBgn0013983	FBtr0345891						NA
ManzF3Ctrl_REP3.mLb.clN_peak_1857	chr2L	11105952	11106945	+	37	NA	promoter-TSS (FBgn0261983)	-promoter-TSS (FBgn0261983)	197	FBgn0032341	FBgn0032341	FBtr0306139						NA
ManzF3Ctrl_REP3.mLb.clN_peak_14144	chr3R	11851077	11851813	+	37	NA	intron (FBgn0037956, intron 1 of 2)	-intron (FBgn0037956, intron 1 of 2)	18015	FBgn0037956	FBgn0037956	FBtr0299594						NA
ManzF3Ctrl_REP3.mLb.clN_peak_2542	chr2L	16496629	16496788	+	37	NA	promoter-TSS (FBgn0032586)	-promoter-TSS (FBgn0032586)	5168	FBgn0032586	FBgn0032586	FBtr0333487						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3245	chr2L	21178665	21179923	+	37	NA	promoter-TSS (FBgn0032929)	-promoter-TSS (FBgn0032929)	389	FBgn0000239	FBgn0000239	FBtr0343875						NA
ManzF3Ctrl_REP3.mLb.clN_peak_12464	chr3L	23094940	23095616	+	37	NA	exon (FBgn0024733, exon 2 of 5)	-exon (FBgn0024733, exon 2 of 5)	193	FBgn0024733	FBgn0024733	FBtr0333910						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3062	chr2L	20310789	20312391	+	37	NA	exon (FBgn0003475, exon 1 of 17)	-exon (FBgn0003475, exon 1 of 17)	371	FBgn0003475	FBgn0003475	FBtr0306556						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10456	chr3L	11298038	11298353	+	37	NA	Intergenic	Intergenic	-2276	FBgn0036152	FBgn0036152	FBtr0333389						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3232	chr2L	21101722	21103642	+	37	NA	promoter-TSS (FBgn0032916)	-promoter-TSS (FBgn0032916)	-61	FBgn0032916	FBgn0032916	FBtr0081465						NA
ManzF3Ctrl_REP3.mLb.clN_peak_6697	chr2R	17314922	17315037	+	37	NA	intron (FBgn0265487, intron 1 of 5)	-intron (FBgn0265487, intron 2 of 3)	-7677	FBgn0263709	FBgn0263709	FBtr0310348						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19418	chrX	7140087	7140262	+	37	NA	intron (FBgn0029939, intron 1 of 4)	-intron (FBgn0029939, intron 1 of 5)	5657	FBgn0267965	FBgn0267965	FBtr0347543						NA
ManzF3Ctrl_REP3.mLb.clN_peak_11600	chr3L	18822547	18822917	+	37	NA	TTS (FBgn0036815)	-TTS (FBgn0036815)	128	FBgn0000261	FBgn0000261	FBtr0075058						NA
ManzF3Ctrl_REP3.mLb.clN_peak_20283	chrX	11611130	11612239	+	37	NA	promoter-TSS (FBgn0030321)	-promoter-TSS (FBgn0030321)	-32	FBgn0030320	FBgn0030320	FBtr0306135						NA
ManzF3Ctrl_REP3.mLb.clN_peak_19298	chrX	6599261	6599413	+	37	NA	promoter-TSS (FBgn0029881)	-promoter-TSS (FBgn0029881)	-725	FBgn0029881	FBgn0029881	FBtr0343375						NA
ManzF3Ctrl_REP3.mLb.clN_peak_2276	chr2L	14020734	14020931	+	37	NA	promoter-TSS (FBgn0001967)	-promoter-TSS (FBgn0001967)	-624	FBgn0001967	FBgn0001967	FBtr0290243						NA
ManzF3Ctrl_REP3.mLb.clN_peak_5604	chr2R	12691994	12692740	+	37	NA	exon (FBgn0033769, exon 2 of 4)	-exon (FBgn0033769, exon 2 of 4)	323	FBgn0033769	FBgn0033769	FBtr0087871						NA
ManzF3Ctrl_REP3.mLb.clN_peak_12921	chr3R	5222467	5223416	+	37	NA	exon (FBgn0037298, exon 2 of 2)	-exon (FBgn0037298, exon 2 of 2)	326	FBgn0037298	FBgn0037298	FBtr0078829						NA
ManzF3Ctrl_REP3.mLb.clN_peak_16716	chr3R	26522375	26522833	+	37	NA	TTS (FBgn0266753)	-TTS (FBgn0266753)	3024	FBgn0266753	FBgn0266753	FBtr0345330						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3551	chr2R	2565344	2565714	+	37	NA	promoter-TSS (FBgn0058263)	-promoter-TSS (FBgn0058263)	-144	FBgn0058263	FBgn0058263	FBtr0334936						NA
ManzF3Ctrl_REP3.mLb.clN_peak_8601	chr3L	626495	626918	+	37	NA	Intergenic	Intergenic	-1764	FBgn0286827	FBgn0286827	FBtr0333724						NA
ManzF3Ctrl_REP3.mLb.clN_peak_13611	chr3R	8805281	8805844	+	37	NA	promoter-TSS (FBgn0037634)	-promoter-TSS (FBgn0037634)	240	FBgn0037633	FBgn0037633	FBtr0334332						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15489	chr3R	19775984	19776368	+	37	NA	TTS (FBgn0024963)	-TTS (FBgn0024963)	1104	FBgn0038731	FBgn0038731	FBtr0083797						NA
ManzF3Ctrl_REP3.mLb.clN_peak_11511	chr3L	18077750	18078463	+	37	NA	TTS (FBgn0266941)	-TTS (FBgn0266941)	525	FBgn0266941	FBgn0266941	FBtr0345833						NA
ManzF3Ctrl_REP3.mLb.clN_peak_16251	chr3R	23890706	23891177	+	37	NA	promoter-TSS (FBgn0025574)	-promoter-TSS (FBgn0025574)	119	FBgn0013347	FBgn0013347	FBtr0084526						NA
ManzF3Ctrl_REP3.mLb.clN_peak_3579	chr2R	3703638	3704303	+	37	NA	Intergenic	Intergenic	56624	FBgn0085512	FBgn0085512	FBtr0310523						NA
ManzF3Ctrl_REP3.mLb.clN_peak_17595	chr3R	31723674	31724094	+	37	NA	intron (FBgn0003870, intron 1 of 4)	-intron (FBgn0003870, intron 1 of 4)	-2518	FBgn0003870	FBgn0003870	FBtr0303227						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15081	chr3R	17394358	17394691	+	37	NA	promoter-TSS (FBgn0025456)	-promoter-TSS (FBgn0025456)	116	FBgn0025456	FBgn0025456	FBtr0305991						NA
ManzF3Ctrl_REP3.mLb.clN_peak_14458	chr3R	13728511	13729298	+	37	NA	intron (FBgn0085412, intron 2 of 12)	-intron (FBgn0085412, intron 2 of 12)	-6565	FBgn0085412	FBgn0085412	FBtr0112624						NA
ManzF3Ctrl_REP3.mLb.clN_peak_1444	chr2L	8544106	8544263	+	37	NA	intron (FBgn0011259, intron 1 of 20)	-intron (FBgn0011259, intron 1 of 21)	854	FBgn0011259	FBgn0011259	FBtr0329930						NA
ManzF3Ctrl_REP3.mLb.clN_peak_6129	chr2R	14756611	14756811	+	37	NA	promoter-TSS (FBgn0033960)	-promoter-TSS (FBgn0033960)	195	FBgn0033961	FBgn0033961	FBtr0087440						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10753	chr3L	13168088	13168427	+	37	NA	Intergenic	Intergenic	-6221	FBgn0086916	FBgn0086916	FBtr0334063						NA
ManzF3Ctrl_REP3.mLb.clN_peak_73	chr2L	356234	358172	+	37	NA	promoter-TSS (FBgn0266906)	-promoter-TSS (FBgn0266906)	-126	FBgn0266906	FBgn0266906	FBtr0345775						NA
ManzF3Ctrl_REP3.mLb.clN_peak_17887	chr4	1060349	1061010	+	37	NA	promoter-TSS (FBgn0087002)	-promoter-TSS (FBgn0087002)	-1999	FBgn0087002	FBgn0087002	FBtr0334627						NA
ManzF3Ctrl_REP3.mLb.clN_peak_18848	chrX	4322426	4322622	+	37	NA	promoter-TSS (FBgn0262738)	-promoter-TSS (FBgn0262738)	-293	FBgn0040907	FBgn0040907	FBtr0070655						NA
ManzF3Ctrl_REP3.mLb.clN_peak_11142	chr3L	16051880	16053458	+	37	NA	intron (FBgn0005536, intron 1 of 19)	-intron (FBgn0005536, intron 1 of 15)	710	FBgn0005536	FBgn0005536	FBtr0475269						NA
ManzF3Ctrl_REP3.mLb.clN_peak_18175	chrX	1169650	1170387	+	37	NA	promoter-TSS (FBgn0040364)	-promoter-TSS (FBgn0040364)	-1407	FBgn0040364	FBgn0040364	FBtr0345513						NA
ManzF3Ctrl_REP3.mLb.clN_peak_12581	chr3L	27068582	27069613	+	37	NA	Intergenic	Intergenic	14809	FBgn0063670	FBgn0063670	FBtr0333872						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15839	chr3R	21652807	21653031	+	37	NA	intron (FBgn0011766, intron 1 of 7)	-intron (FBgn0011766, intron 1 of 7)	6618	FBgn0267724	FBgn0267724	FBtr0347264						NA
ManzF3Ctrl_REP3.mLb.clN_peak_11502	chr3L	18020987	18021234	+	37	NA	intron (FBgn0000568, intron 3 of 7)	-intron (FBgn0000568, intron 1 of 5)	4922	FBgn0000568	FBgn0000568	FBtr0306814						NA
ManzF3Ctrl_REP3.mLb.clN_peak_14439	chr3R	13661244	13661774	+	37	NA	promoter-TSS (FBgn0004587)	-promoter-TSS (FBgn0004587)	198	FBgn0004587	FBgn0004587	FBtr0308197						NA
ManzF3Ctrl_REP3.mLb.clN_peak_5337	chr2R	11640303	11641016	+	37	NA	TTS (FBgn0033639)	-TTS (FBgn0033639)	282	FBgn0033638	FBgn0033638	FBtr0479845						NA
ManzF3Ctrl_REP3.mLb.clN_peak_10347	chr3L	10759935	10761336	+	37	NA	Intergenic	Intergenic	-11290	FBgn0262890	FBgn0262890	FBtr0334743						NA
ManzF3Ctrl_REP3.mLb.clN_peak_13742	chr3R	9456156	9456660	+	37	NA	TTS (FBgn0037697)	-TTS (FBgn0037697)	138	FBgn0037696	FBgn0037696	FBtr0082044						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15834	chr3R	21630409	21630800	+	37	NA	intron (FBgn0011766, intron 2 of 7)	-intron (FBgn0011766, intron 2 of 7)	-2101	FBgn0267722	FBgn0267722	FBtr0347262						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15006	chr3R	16811918	16812115	+	37	NA	intron (FBgn0000014, intron 4 of 5)	-intron (FBgn0000014, intron 5 of 6)	10717	FBgn0267315	FBgn0267315	FBtr0346596						NA
ManzF3Ctrl_REP3.mLb.clN_peak_13019	chr3R	5684605	5686861	+	37	NA	promoter-TSS (FBgn0037364)	-promoter-TSS (FBgn0037364)	-299	FBgn0037364	FBgn0037364	FBtr0078727						NA
ManzF3Ctrl_REP3.mLb.clN_peak_83	chr2L	414346	415152	+	37	NA	promoter-TSS (FBgn0263933)	-promoter-TSS (FBgn0263933)	-318	FBgn0263933	FBgn0263933	FBtr0078055						NA
ManzF3Ctrl_REP3.mLb.clN_peak_4906	chr2R	9978902	9980421	+	37	NA	promoter-TSS (FBgn0264599)	-promoter-TSS (FBgn0264599)	-77	FBgn0264599	FBgn0264599	FBtr0333552						NA
ManzF3Ctrl_REP3.mLb.clN_peak_15460	chr3R	19641202	19641471	+	37	NA	promoter-TSS (FBgn0038721)	-promoter-TSS (FBgn0038721)	-108	FBgn0038721	FBgn0038721	FBtr0302492						NA
ManzF3Ctrl_REP3.mLb.clN_peak_7479	chr2R	21038723	21040010	+	37	NA	Intergenic	Intergenic	-9325	FBgn0266641	FBgn0266641	FBtr0344935						NA
ManzF3Ctrl_REP3.mLb.clN_peak_20240	chrX	11427264	11427521	+	37	NA	intron (FBgn0001145, intron 1 of 3)	-intron (FBgn0001145, intron 2 of 4)	3435	FBgn0001145	FBgn0001145	FBtr0343563						NA
ManzF3Ctrl_REP3.mLb.clN_peak_20681	chrX	13781613	13782932	+	37	NA	promoter-TSS (FBgn0030521)	-promoter-TSS (FBgn0030521)	-102	FBgn0030521	FBgn0030521	FBtr0346091						NA
ManzF3Ctrl_REP3.mLb.clN_peak_1164	chr2L	7056198	7056945	+	37	NA	TTS (FBgn0262872)	-TTS (FBgn0262872)	270	FBgn0031885	FBgn0031885	FBtr0110978						NA
ManzF3Ctrl_REP3.mLb.clN_peak_20024	chrX	10325362	10326031	+	37	NA	promoter-TSS (FBgn0030189)	-promoter-TSS (FBgn0030189)	-768	FBgn0030189	FBgn0030189	FBtr0071441						NA
ManzF3Ctrl_REP3.mLb.clN_peak_1287	chr2L	7813374	7813514	+	37	NA	promoter-TSS (FBgn0261800)	-promoter-TSS (FBgn0261800)	-910	FBgn0261800	FBgn0261800	FBtr0079491						NA
ManzF3Ctrl_REP3.mLb.clN_peak_17041	chr3R	28810061	28811393	+	37	NA	exon (FBgn0005642, exon 1 of 3)	-exon (FBgn0005642, exon 1 of 3)	610	FBgn0005642	FBgn0005642	FBtr0085356						NA
ManzF3Ctrl_REP3.mLb.clN_peak_6304	chr2R	15481890	15482957	+	37	NA	exon (FBgn0034021, exon 1 of 5)	-exon (FBgn0034021, exon 1 of 5)	411	FBgn0034021	FBgn0034021	FBtr0345392						NA
ManzF3Ctrl_REP3.mLb.clN_peak_7851	chr2R	22670627	22671277	+	37	NA	TTS (FBgn0040658)	-TTS (FBgn0040658)	365	FBgn0034763	FBgn0034763	FBtr0345500						NA
ManzF3Ctrl_REP3.mLb.clN_peak_8580	chr3L	550547	550998	+	37	NA	exon (FBgn0267982, exon 1 of 2)	-exon (FBgn0267982, exon 1 of 2)	238	FBgn0267982	FBgn0267982	FBtr0347579						NA
ManzF3Ctrl_REP3.mLb.clN_peak_9907	chr3L	8110277	8110598	+	37	NA	promoter-TSS (FBgn0027549)	-promoter-TSS (FBgn0027549)	69	FBgn0027549	FBgn0027549	FBtr0334615						NA
ManzF3Ctrl_REP3.mLb.clN_peak_671	chr2L	4286701	4287973	+	36	NA	intron (FBgn0010473, intron 2 of 13)	-intron (FBgn0010473, intron 2 of 6)	4189	FBgn0010473	FBgn0010473	FBtr0333484						NA
ManzF3Ctrl_REP3.mLb.clN_peak_13230	chr3R	6683322	6683478	+	36	NA	Intergenic	Intergenic	-1045	FBgn0000552	FBgn0000552	FBtr0081688						NA
ManzF3Ctrl_REP3.mLb.clN_peak_13150	chr3R	6290321	6290456	+	36	NA	TTS (FBgn0037421)	-TTS (FBgn0037421)	-1349	FBgn0037422	FBgn0037422	FBtr0078605						NA
ManzF3Ctrl_REP3.mLb.clN_peak_13302	chr3R	7085584	7085887	+	36	NA	promoter-TSS (FBgn0003884)	-promoter-TSS (FBgn0003884)	75	FBgn0267567	FBgn0267567	FBtr0346978						NA
ManzF3Ctrl_REP3.mLb.clN_peak_13104	chr3R	6100953	6101263	+	36	NA	promoter-TSS (FBgn0026077)	-promoter-TSS (FBgn0026077)	-221	FBgn0026077	FBgn0026077	FBtr0112922						NA
ManzF3Ctrl_REP3.mLb.clN_peak_4173	chr2R	7150535	7150863	+	36	NA	promoter-TSS (FBgn0003090)	-promoter-TSS (FBgn0003090)	904	FBgn0265095	FBgn0265095	FBtr0336881						NA
ManzF3Ctrl_REP3.mLb.clN_peak_4316	chr2R	7691493	7691681	+	36	NA	intron (FBgn0033212, intron 1 of 18)	-intron (FBgn0033212, intron 1 of 18)	7315	FBgn0033212	FBgn0033212	FBtr0332912						NA
