PeakID (cmd=annotatePeaks.pl AkaaF6HSan_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6HSan_REP3.mLb.clN_peak_13658	chrX	1387263	1388951	+	131	NA	promoter-TSS (FBgn0052813)	-promoter-TSS (FBgn0052813)	2203	FBgn0052813	FBgn0052813	FBtr0479843						NA
AkaaF6HSan_REP3.mLb.clN_peak_14629	chrX	8090966	8094056	+	131	NA	promoter-TSS (FBgn0029996)	-promoter-TSS (FBgn0029996)	-398	FBgn0029996	FBgn0029996	FBtr0071112						NA
AkaaF6HSan_REP3.mLb.clN_peak_3482	chr2R	8927867	8928804	+	131	NA	promoter-TSS (FBgn0033351)	-promoter-TSS (FBgn0033351)	166	FBgn0033352	FBgn0033352	FBtr0339303						NA
AkaaF6HSan_REP3.mLb.clN_peak_7180	chr3L	7328349	7329342	+	131	NA	promoter-TSS (FBgn0002909)	-promoter-TSS (FBgn0002909)	-3	FBgn0035763	FBgn0035763	FBtr0332734						NA
AkaaF6HSan_REP3.mLb.clN_peak_6998	chr3L	5751285	5753456	+	131	NA	promoter-TSS (FBgn0016756)	-promoter-TSS (FBgn0016756)	-181	FBgn0263106	FBgn0263106	FBtr0077123						NA
AkaaF6HSan_REP3.mLb.clN_peak_12787	chr3R	30275975	30277269	+	131	NA	Intergenic	Intergenic	-1310	FBgn0010113	FBgn0010113	FBtr0085621						NA
AkaaF6HSan_REP3.mLb.clN_peak_7820	chr3L	12408393	12408937	+	131	NA	promoter-TSS (FBgn0052103)	-promoter-TSS (FBgn0052103)	6177	FBgn0052103	FBgn0052103	FBtr0075982						NA
AkaaF6HSan_REP3.mLb.clN_peak_7628	chr3L	11008933	11009585	+	131	NA	promoter-TSS (FBgn0013469)	-promoter-TSS (FBgn0013469)	-71	FBgn0013469	FBgn0013469	FBtr0345346						NA
AkaaF6HSan_REP3.mLb.clN_peak_7183	chr3L	7344910	7345344	+	131	NA	promoter-TSS (FBgn0035767)	-promoter-TSS (FBgn0035767)	-743	FBgn0035767	FBgn0035767	FBtr0076881						NA
AkaaF6HSan_REP3.mLb.clN_peak_1744	chr2L	15009485	15010707	+	131	NA	promoter-TSS (FBgn0283659)	-promoter-TSS (FBgn0283659)	157	FBgn0286027	FBgn0286027	FBtr0080696						NA
AkaaF6HSan_REP3.mLb.clN_peak_11611	chr3R	20782615	20783029	+	131	NA	promoter-TSS (FBgn0038826)	-promoter-TSS (FBgn0038826)	-7164	FBgn0038826	FBgn0038826	FBtr0334713						NA
AkaaF6HSan_REP3.mLb.clN_peak_2380	chr2L	21214290	21215456	+	131	NA	TTS (FBgn0003930)	-TTS (FBgn0003930)	305	FBgn0003930	FBgn0003930	FBtr0081489						NA
AkaaF6HSan_REP3.mLb.clN_peak_15652	chrX	16072201	16074020	+	131	NA	exon (FBgn0030724, exon 2 of 6)	-exon (FBgn0030724, exon 2 of 6)	172	FBgn0030724	FBgn0030724	FBtr0074257						NA
AkaaF6HSan_REP3.mLb.clN_peak_2017	chr2L	18695072	18696036	+	131	NA	promoter-TSS (FBgn0032700)	-promoter-TSS (FBgn0032700)	48	FBgn0032699	FBgn0032699	FBtr0343117						NA
AkaaF6HSan_REP3.mLb.clN_peak_2631	chr2R	1343754	1345601	+	131	NA	exon (FBgn0267398, exon 1 of 2)	-exon (FBgn0267398, exon 1 of 2)	442	FBgn0267398	FBgn0267398	FBtr0344755						NA
AkaaF6HSan_REP3.mLb.clN_peak_4980	chr2R	16817664	16818578	+	131	NA	TTS (FBgn0034160)	-TTS (FBgn0034160)	1119	FBgn0263336	FBgn0263336	FBtr0308766						NA
AkaaF6HSan_REP3.mLb.clN_peak_15300	chrX	13303932	13304185	+	131	NA	promoter-TSS (FBgn0266376)	-promoter-TSS (FBgn0266376)	53	FBgn0266376	FBgn0266376	FBtr0344173						NA
AkaaF6HSan_REP3.mLb.clN_peak_6687	chr3L	3090589	3090914	+	131	NA	promoter-TSS (FBgn0003938)	-promoter-TSS (FBgn0003938)	-50	FBgn0003938	FBgn0003938	FBtr0073017						NA
AkaaF6HSan_REP3.mLb.clN_peak_11203	chr3R	16987380	16988152	+	130	NA	promoter-TSS (FBgn0038460)	-promoter-TSS (FBgn0038460)	-916	FBgn0038460	FBgn0038460	FBtr0083377						NA
AkaaF6HSan_REP3.mLb.clN_peak_14023	chrX	3772827	3773755	+	130	NA	intron (FBgn0283657, intron 1 of 7)	-intron (FBgn0283657, intron 3 of 9)	-16751	FBgn0029676	FBgn0029676	FBtr0333764						NA
AkaaF6HSan_REP3.mLb.clN_peak_15311	chrX	13370905	13371659	+	130	NA	TTS (FBgn0030477)	-TTS (FBgn0030477)	-2477	FBgn0030478	FBgn0030478	FBtr0339837						NA
AkaaF6HSan_REP3.mLb.clN_peak_11821	chr3R	22487090	22487592	+	130	NA	TTS (FBgn0038977)	-TTS (FBgn0038977)	302	FBgn0038976	FBgn0038976	FBtr0301486						NA
AkaaF6HSan_REP3.mLb.clN_peak_15375	chrX	13821093	13823192	+	130	NA	promoter-TSS (FBgn0027537)	-promoter-TSS (FBgn0027537)	165	FBgn0030529	FBgn0030529	FBtr0346089						NA
AkaaF6HSan_REP3.mLb.clN_peak_15680	chrX	16287955	16289362	+	130	NA	promoter-TSS (FBgn0285954)	-promoter-TSS (FBgn0285954)	-125	FBgn0052576	FBgn0052576	FBtr0100556						NA
AkaaF6HSan_REP3.mLb.clN_peak_16040	chrX	18848355	18849441	+	130	NA	promoter-TSS (FBgn0030966)	-promoter-TSS (FBgn0030966)	-332	FBgn0030966	FBgn0030966	FBtr0074655						NA
AkaaF6HSan_REP3.mLb.clN_peak_9760	chr3R	6170805	6171159	+	130	NA	TTS (FBgn0037405)	-TTS (FBgn0037405)	-2567	FBgn0037406	FBgn0037406	FBtr0078588						NA
AkaaF6HSan_REP3.mLb.clN_peak_298	chr2L	2362848	2365617	+	130	NA	promoter-TSS (FBgn0014010)	-promoter-TSS (FBgn0014010)	-1362	FBgn0261647	FBgn0261647	FBtr0330666						NA
AkaaF6HSan_REP3.mLb.clN_peak_6789	chr3L	3765269	3766295	+	130	NA	promoter-TSS (FBgn0052264)	-promoter-TSS (FBgn0052264)	-10581	FBgn0035458	FBgn0035458	FBtr0303094						NA
AkaaF6HSan_REP3.mLb.clN_peak_14477	chrX	6820607	6821341	+	130	NA	promoter-TSS (FBgn0029906)	-promoter-TSS (FBgn0029906)	-42	FBgn0029906	FBgn0029906	FBtr0070970						NA
AkaaF6HSan_REP3.mLb.clN_peak_10358	chr3R	10350022	10352426	+	130	NA	intron (FBgn0015396, intron 1 of 2)	-intron (FBgn0015396, intron 1 of 2)	1042	FBgn0015396	FBgn0015396	FBtr0082237						NA
AkaaF6HSan_REP3.mLb.clN_peak_6015	chr2R	24028330	24029563	+	130	NA	promoter-TSS (FBgn0034961)	-promoter-TSS (FBgn0034961)	-157	FBgn0061198	FBgn0061198	FBtr0343346						NA
AkaaF6HSan_REP3.mLb.clN_peak_2273	chr2L	20793139	20794591	+	130	NA	promoter-TSS (FBgn0264995)	-promoter-TSS (FBgn0264995)	281	FBgn0250785	FBgn0250785	FBtr0335146						NA
AkaaF6HSan_REP3.mLb.clN_peak_12084	chr3R	24649727	24650232	+	130	NA	promoter-TSS (FBgn0000139)	-promoter-TSS (FBgn0000139)	64	FBgn0039214	FBgn0039214	FBtr0330308						NA
AkaaF6HSan_REP3.mLb.clN_peak_7539	chr3L	9971701	9972789	+	130	NA	promoter-TSS (FBgn0263251)	-promoter-TSS (FBgn0263251)	-67	FBgn0259932	FBgn0259932	FBtr0300239						NA
AkaaF6HSan_REP3.mLb.clN_peak_12126	chr3R	24937822	24938356	+	130	NA	TTS (FBgn0029157)	-TTS (FBgn0029157)	133	FBgn0020626	FBgn0020626	FBtr0084801						NA
AkaaF6HSan_REP3.mLb.clN_peak_9407	chr3R	4319557	4320291	+	130	NA	promoter-TSS (FBgn0261086)	-promoter-TSS (FBgn0261086)	241	FBgn0037234	FBgn0037234	FBtr0100617						NA
AkaaF6HSan_REP3.mLb.clN_peak_11110	chr3R	16229082	16229645	+	130	NA	intron (FBgn0040071, intron 1 of 1)	-intron (FBgn0040071, intron 1 of 1)	5968	FBgn0267203	FBgn0267203	FBtr0346358						NA
AkaaF6HSan_REP3.mLb.clN_peak_14961	chrX	10472649	10474922	+	130	NA	promoter-TSS (FBgn0030206)	-promoter-TSS (FBgn0030206)	-198	FBgn0261710	FBgn0261710	FBtr0071461						NA
AkaaF6HSan_REP3.mLb.clN_peak_16149	chrX	19601427	19601948	+	130	NA	exon (FBgn0031036, exon 1 of 4)	-exon (FBgn0031036, exon 1 of 4)	164	FBgn0031036	FBgn0031036	FBtr0307162						NA
AkaaF6HSan_REP3.mLb.clN_peak_14370	chrX	6036995	6038345	+	130	NA	promoter-TSS (FBgn0029833)	-promoter-TSS (FBgn0029833)	130	FBgn0003302	FBgn0003302	FBtr0307288						NA
AkaaF6HSan_REP3.mLb.clN_peak_14755	chrX	9089358	9090149	+	130	NA	TTS (FBgn0030085)	-TTS (FBgn0030085)	240	FBgn0030086	FBgn0030086	FBtr0071289						NA
AkaaF6HSan_REP3.mLb.clN_peak_10144	chr3R	9013670	9015345	+	130	NA	promoter-TSS (FBgn0037656)	-promoter-TSS (FBgn0037656)	-475	FBgn0037655	FBgn0037655	FBtr0300743						NA
AkaaF6HSan_REP3.mLb.clN_peak_5789	chr2R	22740167	22740979	+	130	NA	promoter-TSS (FBgn0028371)	-promoter-TSS (FBgn0028371)	-114	FBgn0028371	FBgn0028371	FBtr0330234						NA
AkaaF6HSan_REP3.mLb.clN_peak_13677	chrX	1478459	1479114	+	130	NA	TTS (FBgn0260986)	-TTS (FBgn0260986)	185	FBgn0025381	FBgn0025381	FBtr0339589						NA
AkaaF6HSan_REP3.mLb.clN_peak_8058	chr3L	14780283	14781912	+	130	NA	intron (FBgn0036449, intron 1 of 6)	-intron (FBgn0036449, intron 1 of 7)	-4968	FBgn0036448	FBgn0036448	FBtr0075700						NA
AkaaF6HSan_REP3.mLb.clN_peak_15988	chrX	18499324	18500498	+	130	NA	promoter-TSS (FBgn0030931)	-promoter-TSS (FBgn0030931)	75	FBgn0030930	FBgn0030930	FBtr0346082						NA
AkaaF6HSan_REP3.mLb.clN_peak_14712	chrX	8681291	8682442	+	130	NA	TTS (FBgn0030055)	-TTS (FBgn0030055)	614	FBgn0030056	FBgn0030056	FBtr0345984						NA
AkaaF6HSan_REP3.mLb.clN_peak_5380	chr2R	19630707	19633082	+	129	NA	promoter-TSS (FBgn0003435)	-promoter-TSS (FBgn0003435)	-1301	FBgn0265696	FBgn0265696	FBtr0340594						NA
AkaaF6HSan_REP3.mLb.clN_peak_7705	chr3L	11561051	11563072	+	129	NA	promoter-TSS (FBgn0036173)	-promoter-TSS (FBgn0036173)	65	FBgn0036173	FBgn0036173	FBtr0333215						NA
AkaaF6HSan_REP3.mLb.clN_peak_10239	chr3R	9629868	9631835	+	129	NA	promoter-TSS (FBgn0037723)	-promoter-TSS (FBgn0037723)	0	FBgn0005585	FBgn0005585	FBtr0334618						NA
AkaaF6HSan_REP3.mLb.clN_peak_12646	chr3R	29157558	29158819	+	129	NA	promoter-TSS (FBgn0039644)	-promoter-TSS (FBgn0039644)	66	FBgn0039644	FBgn0039644	FBtr0085387						NA
AkaaF6HSan_REP3.mLb.clN_peak_5989	chr2R	23870045	23870630	+	129	NA	promoter-TSS (FBgn0011236)	-promoter-TSS (FBgn0011236)	64	FBgn0011236	FBgn0011236	FBtr0072129						NA
AkaaF6HSan_REP3.mLb.clN_peak_8551	chr3L	19044746	19045604	+	129	NA	exon (FBgn0002945, exon 1 of 5)	-exon (FBgn0002945, exon 1 of 5)	274	FBgn0002945	FBgn0002945	FBtr0332650						NA
AkaaF6HSan_REP3.mLb.clN_peak_10367	chr3R	10388165	10389447	+	129	NA	exon (FBgn0259938, exon 1 of 4)	-exon (FBgn0259938, exon 1 of 4)	548	FBgn0259938	FBgn0259938	FBtr0305152						NA
AkaaF6HSan_REP3.mLb.clN_peak_3825	chr2R	10617428	10618851	+	129	NA	TTS (FBgn0263102)	-TTS (FBgn0263102)	477	FBgn0033538	FBgn0033538	FBtr0088284						NA
AkaaF6HSan_REP3.mLb.clN_peak_8413	chr3L	17856426	17857782	+	129	NA	promoter-TSS (FBgn0036764)	-promoter-TSS (FBgn0036764)	-310	FBgn0036764	FBgn0036764	FBtr0273277						NA
AkaaF6HSan_REP3.mLb.clN_peak_8889	chr3L	21343158	21343816	+	129	NA	promoter-TSS (FBgn0052436)	-promoter-TSS (FBgn0052436)	229	FBgn0037074	FBgn0037074	FBtr0331797						NA
AkaaF6HSan_REP3.mLb.clN_peak_4616	chr2R	14768751	14769543	+	129	NA	TTS (FBgn0259112)	-TTS (FBgn0259112)	276	FBgn0020767	FBgn0020767	FBtr0329879						NA
AkaaF6HSan_REP3.mLb.clN_peak_2757	chr2R	5306806	5308107	+	129	NA	exon (FBgn0261403, exon 2 of 10)	-exon (FBgn0261403, exon 2 of 10)	168	FBgn0261403	FBgn0261403	FBtr0086086						NA
AkaaF6HSan_REP3.mLb.clN_peak_7988	chr3L	14190212	14191712	+	129	NA	promoter-TSS (FBgn0013718)	-promoter-TSS (FBgn0013718)	-1314	FBgn0036414	FBgn0036414	FBtr0321258						NA
AkaaF6HSan_REP3.mLb.clN_peak_16011	chrX	18657032	18658192	+	129	NA	promoter-TSS (FBgn0001079)	-promoter-TSS (FBgn0001079)	-143	FBgn0001079	FBgn0001079	FBtr0074602						NA
AkaaF6HSan_REP3.mLb.clN_peak_2192	chr2L	19935139	19936159	+	129	NA	intron (FBgn0263873, intron 1 of 5)	-intron (FBgn0263873, intron 12 of 15)	-1332	FBgn0266693	FBgn0266693	FBtr0345080						NA
AkaaF6HSan_REP3.mLb.clN_peak_7806	chr3L	12265583	12267717	+	128	NA	promoter-TSS (FBgn0052100)	-promoter-TSS (FBgn0052100)	-878	FBgn0052100	FBgn0052100	FBtr0076006						NA
AkaaF6HSan_REP3.mLb.clN_peak_10228	chr3R	9559278	9560391	+	128	NA	promoter-TSS (FBgn0027950)	-promoter-TSS (FBgn0027950)	74	FBgn0027950	FBgn0027950	FBtr0334654						NA
AkaaF6HSan_REP3.mLb.clN_peak_10711	chr3R	13363501	13365375	+	128	NA	promoter-TSS (FBgn0027610)	-promoter-TSS (FBgn0027610)	150	FBgn0086371	FBgn0086371	FBtr0082772						NA
AkaaF6HSan_REP3.mLb.clN_peak_1463	chr2L	12460848	12462007	+	128	NA	promoter-TSS (FBgn0259176)	-promoter-TSS (FBgn0259176)	7763	FBgn0032437	FBgn0032437	FBtr0329828						NA
AkaaF6HSan_REP3.mLb.clN_peak_7660	chr3L	11196638	11198062	+	128	NA	TTS (FBgn0036147)	-TTS (FBgn0036147)	186	FBgn0036144	FBgn0036144	FBtr0306255						NA
AkaaF6HSan_REP3.mLb.clN_peak_11924	chr3R	23314263	23314599	+	128	NA	promoter-TSS (FBgn0003118)	-promoter-TSS (FBgn0003118)	-19193	FBgn0003118	FBgn0003118	FBtr0089717						NA
AkaaF6HSan_REP3.mLb.clN_peak_13968	chrX	3377497	3378898	+	128	NA	intron (FBgn0266350, intron 2 of 3)	-intron (FBgn0262656, intron 2 of 2)	5038	FBgn0262656	FBgn0262656	FBtr0331605						NA
AkaaF6HSan_REP3.mLb.clN_peak_9678	chr3R	5623131	5624849	+	128	NA	promoter-TSS (FBgn0037351)	-promoter-TSS (FBgn0037351)	135	FBgn0037350	FBgn0037350	FBtr0113194						NA
AkaaF6HSan_REP3.mLb.clN_peak_12625	chr3R	29038866	29040496	+	128	NA	promoter-TSS (FBgn0039626)	-promoter-TSS (FBgn0039626)	-149	FBgn0003093	FBgn0003093	FBtr0085359						NA
AkaaF6HSan_REP3.mLb.clN_peak_3734	chr2R	10237991	10238933	+	128	NA	promoter-TSS (FBgn0266803)	-promoter-TSS (FBgn0266803)	-317	FBgn0266803	FBgn0266803	FBtr0345475						NA
AkaaF6HSan_REP3.mLb.clN_peak_15850	chrX	17506077	17507873	+	128	NA	exon (FBgn0263706, exon 1 of 6)	-exon (FBgn0263706, exon 1 of 6)	10306	FBgn0265903	FBgn0265903	FBtr0342804						NA
AkaaF6HSan_REP3.mLb.clN_peak_14543	chrX	7323386	7325360	+	128	NA	promoter-TSS (FBgn0029943)	-promoter-TSS (FBgn0029943)	159	FBgn0029944	FBgn0029944	FBtr0071049						NA
AkaaF6HSan_REP3.mLb.clN_peak_13898	chrX	2703343	2704855	+	128	NA	promoter-TSS (FBgn0024996)	-promoter-TSS (FBgn0024996)	-247	FBgn0024994	FBgn0024994	FBtr0345710						NA
AkaaF6HSan_REP3.mLb.clN_peak_14963	chrX	10486240	10487017	+	128	NA	promoter-TSS (FBgn0052687)	-promoter-TSS (FBgn0052687)	577	FBgn0052687	FBgn0052687	FBtr0336901						NA
AkaaF6HSan_REP3.mLb.clN_peak_9682	chr3R	5647266	5649132	+	128	NA	promoter-TSS (FBgn0262125)	-promoter-TSS (FBgn0262125)	539	FBgn0027951	FBgn0027951	FBtr0330315						NA
AkaaF6HSan_REP3.mLb.clN_peak_10207	chr3R	9428148	9429310	+	128	NA	intron (FBgn0261552, intron 1 of 5)	-intron (FBgn0261552, intron 2 of 7)	-3873	FBgn0261552	FBgn0261552	FBtr0344283						NA
AkaaF6HSan_REP3.mLb.clN_peak_7852	chr3L	12657085	12658499	+	128	NA	Intergenic	Intergenic	-1111	FBgn0265746	FBgn0265746	FBtr0340703						NA
AkaaF6HSan_REP3.mLb.clN_peak_15109	chrX	11610978	11612320	+	128	NA	promoter-TSS (FBgn0030321)	-promoter-TSS (FBgn0030321)	3	FBgn0030320	FBgn0030320	FBtr0306135						NA
AkaaF6HSan_REP3.mLb.clN_peak_10096	chr3R	8658744	8660554	+	128	NA	intron (FBgn0263231, intron 1 of 3)	-intron (FBgn0263231, intron 1 of 3)	1112	FBgn0263231	FBgn0263231	FBtr0334319						NA
AkaaF6HSan_REP3.mLb.clN_peak_3238	chr2R	7734885	7736121	+	128	NA	exon (FBgn0042135, exon 1 of 13)	-exon (FBgn0042135, exon 1 of 13)	119	FBgn0042135	FBgn0042135	FBtr0088935						NA
AkaaF6HSan_REP3.mLb.clN_peak_10484	chr3R	11568674	11569512	+	127	NA	promoter-TSS (FBgn0263316)	-promoter-TSS (FBgn0263316)	-157	FBgn0263316	FBgn0263316	FBtr0302027						NA
AkaaF6HSan_REP3.mLb.clN_peak_12943	chr3R	31310638	31311996	+	127	NA	exon (FBgn0085376, exon 1 of 17)	-exon (FBgn0085376, exon 1 of 17)	160	FBgn0085376	FBgn0085376	FBtr0479761						NA
AkaaF6HSan_REP3.mLb.clN_peak_12603	chr3R	28887990	28889828	+	127	NA	promoter-TSS (FBgn0265998)	-promoter-TSS (FBgn0265998)	-112	FBgn0265998	FBgn0265998	FBtr0479846						NA
AkaaF6HSan_REP3.mLb.clN_peak_14057	chrX	3935807	3937194	+	127	NA	promoter-TSS (FBgn0029686)	-promoter-TSS (FBgn0029686)	-17	FBgn0029686	FBgn0029686	FBtr0345711						NA
AkaaF6HSan_REP3.mLb.clN_peak_15271	chrX	13131049	13131594	+	127	NA	promoter-TSS (FBgn0030452)	-promoter-TSS (FBgn0030452)	2303	FBgn0030452	FBgn0030452	FBtr0339677						NA
AkaaF6HSan_REP3.mLb.clN_peak_1834	chr2L	16485683	16486906	+	127	NA	promoter-TSS (FBgn0005677)	-promoter-TSS (FBgn0005677)	-296	FBgn0005677	FBgn0005677	FBtr0100400						NA
AkaaF6HSan_REP3.mLb.clN_peak_15212	chrX	12665070	12666489	+	127	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	5245	FBgn0011837	FBgn0011837	FBtr0333756						NA
AkaaF6HSan_REP3.mLb.clN_peak_8926	chr3L	21539002	21540296	+	127	NA	promoter-TSS (FBgn0028663)	-promoter-TSS (FBgn0028663)	-202	FBgn0263911	FBgn0263911	FBtr0333464						NA
AkaaF6HSan_REP3.mLb.clN_peak_14896	chrX	10085972	10086834	+	127	NA	promoter-TSS (FBgn0083940)	-promoter-TSS (FBgn0083940)	-124	FBgn0083940	FBgn0083940	FBtr0343017						NA
AkaaF6HSan_REP3.mLb.clN_peak_8662	chr3L	19922983	19923910	+	127	NA	promoter-TSS (FBgn0036918)	-promoter-TSS (FBgn0036918)	16	FBgn0020887	FBgn0020887	FBtr0074917						NA
AkaaF6HSan_REP3.mLb.clN_peak_10000	chr3R	7963541	7963930	+	127	NA	promoter-TSS (FBgn0000504)	-promoter-TSS (FBgn0000504)	3673	FBgn0000504	FBgn0000504	FBtr0339710						NA
AkaaF6HSan_REP3.mLb.clN_peak_15367	chrX	13783570	13784523	+	127	NA	TTS (FBgn0030522)	-TTS (FBgn0030522)	332	FBgn0261244	FBgn0261244	FBtr0340290						NA
AkaaF6HSan_REP3.mLb.clN_peak_14345	chrX	5915833	5917512	+	127	NA	promoter-TSS (FBgn0029824)	-promoter-TSS (FBgn0029824)	-355	FBgn0029823	FBgn0029823	FBtr0070827						NA
AkaaF6HSan_REP3.mLb.clN_peak_6297	chr3L	377174	378398	+	127	NA	promoter-TSS (FBgn0262139)	-promoter-TSS (FBgn0262139)	-470	FBgn0262139	FBgn0262139	FBtr0333901						NA
AkaaF6HSan_REP3.mLb.clN_peak_175	chr2L	1157324	1159049	+	127	NA	promoter-TSS (FBgn0031312)	-promoter-TSS (FBgn0031312)	-475	FBgn0031312	FBgn0031312	FBtr0331287						NA
AkaaF6HSan_REP3.mLb.clN_peak_8230	chr3L	16408116	16409241	+	127	NA	promoter-TSS (FBgn0014163)	-promoter-TSS (FBgn0014163)	-515	FBgn0014163	FBgn0014163	FBtr0075412						NA
AkaaF6HSan_REP3.mLb.clN_peak_7861	chr3L	12716633	12717294	+	127	NA	Intergenic	Intergenic	17648	FBgn0261933	FBgn0261933	FBtr0075952						NA
AkaaF6HSan_REP3.mLb.clN_peak_8424	chr3L	17933048	17934245	+	127	NA	promoter-TSS (FBgn0267794)	-promoter-TSS (FBgn0267794)	-386	FBgn0267794	FBgn0267794	FBtr0347237						NA
AkaaF6HSan_REP3.mLb.clN_peak_2263	chr2L	20733733	20735738	+	127	NA	promoter-TSS (FBgn0262743)	-promoter-TSS (FBgn0262743)	-176	FBgn0262743	FBgn0262743	FBtr0305586						NA
AkaaF6HSan_REP3.mLb.clN_peak_7001	chr3L	5770256	5771460	+	127	NA	promoter-TSS (FBgn0260936)	-promoter-TSS (FBgn0260936)	-307	FBgn0260936	FBgn0260936	FBtr0077103						NA
AkaaF6HSan_REP3.mLb.clN_peak_6402	chr3L	880563	882282	+	126	NA	promoter-TSS (FBgn0035173)	-promoter-TSS (FBgn0035173)	-377	FBgn0035173	FBgn0035173	FBtr0072593						NA
AkaaF6HSan_REP3.mLb.clN_peak_10673	chr3R	12997342	12998785	+	126	NA	promoter-TSS (FBgn0038107)	-promoter-TSS (FBgn0038107)	-26	FBgn0038108	FBgn0038108	FBtr0334510						NA
AkaaF6HSan_REP3.mLb.clN_peak_12211	chr3R	25471939	25473831	+	126	NA	promoter-TSS (FBgn0039335)	-promoter-TSS (FBgn0039335)	173	FBgn0004509	FBgn0004509	FBtr0336806						NA
AkaaF6HSan_REP3.mLb.clN_peak_5397	chr2R	19802349	19803473	+	126	NA	TTS (FBgn0011897)	-TTS (FBgn0011897)	320	FBgn0011897	FBgn0011897	FBtr0086334						NA
AkaaF6HSan_REP3.mLb.clN_peak_11718	chr3R	21618377	21619562	+	126	NA	promoter-TSS (FBgn0283499)	-promoter-TSS (FBgn0283499)	-3229	FBgn0264826	FBgn0264826	FBtr0334680						NA
AkaaF6HSan_REP3.mLb.clN_peak_15166	chrX	12006899	12007647	+	126	NA	promoter-TSS (FBgn0030360)	-promoter-TSS (FBgn0030360)	97	FBgn0030360	FBgn0030360	FBtr0339626						NA
AkaaF6HSan_REP3.mLb.clN_peak_11533	chr3R	19846938	19847964	+	126	NA	exon (FBgn0038735, exon 1 of 9)	-exon (FBgn0038735, exon 1 of 9)	140	FBgn0038735	FBgn0038735	FBtr0083814						NA
AkaaF6HSan_REP3.mLb.clN_peak_15730	chrX	16636571	16638272	+	126	NA	promoter-TSS (FBgn0026181)	-promoter-TSS (FBgn0026181)	-720	FBgn0010412	FBgn0010412	FBtr0340149						NA
AkaaF6HSan_REP3.mLb.clN_peak_9343	chr3L	28011005	28012820	+	126	NA	intron (FBgn0287182, intron 2 of 2)	-intron (FBgn0287182, intron 2 of 3)	687	FBgn0287182	FBgn0287182	FBtr0334934						NA
AkaaF6HSan_REP3.mLb.clN_peak_8073	chr3L	14999200	15001016	+	126	NA	promoter-TSS (FBgn0036462)	-promoter-TSS (FBgn0036462)	157	FBgn0023174	FBgn0023174	FBtr0075629						NA
AkaaF6HSan_REP3.mLb.clN_peak_7337	chr3L	8600656	8601375	+	126	NA	promoter-TSS (FBgn0017579)	-promoter-TSS (FBgn0017579)	9	FBgn0017579	FBgn0017579	FBtr0076633						NA
AkaaF6HSan_REP3.mLb.clN_peak_11146	chr3R	16431377	16433189	+	126	NA	promoter-TSS (FBgn0038424)	-promoter-TSS (FBgn0038424)	86	FBgn0051279	FBgn0051279	FBtr0337014						NA
AkaaF6HSan_REP3.mLb.clN_peak_7549	chr3L	10331552	10332611	+	126	NA	promoter-TSS (FBgn0267668)	-promoter-TSS (FBgn0267668)	25197	FBgn0267666	FBgn0267666	FBtr0347129						NA
AkaaF6HSan_REP3.mLb.clN_peak_15446	chrX	14603697	14603973	+	126	NA	TTS (FBgn0015773)	-TTS (FBgn0015773)	-1255	FBgn0030574	FBgn0030574	FBtr0343366						NA
AkaaF6HSan_REP3.mLb.clN_peak_7663	chr3L	11210491	11211025	+	126	NA	promoter-TSS (FBgn0064766)	-promoter-TSS (FBgn0064766)	-28	FBgn0064766	FBgn0064766	FBtr0076165						NA
AkaaF6HSan_REP3.mLb.clN_peak_7047	chr3L	6192936	6194147	+	126	NA	promoter-TSS (FBgn0024921)	-promoter-TSS (FBgn0024921)	61	FBgn0024921	FBgn0024921	FBtr0333059						NA
AkaaF6HSan_REP3.mLb.clN_peak_9292	chr3L	25115395	25116214	+	126	NA	promoter-TSS (FBgn0040020)	-promoter-TSS (FBgn0040020)	34	FBgn0040020	FBgn0040020	FBtr0113739						NA
AkaaF6HSan_REP3.mLb.clN_peak_773	chr2L	6479370	6481741	+	126	NA	promoter-TSS (FBgn0031820)	-promoter-TSS (FBgn0031820)	20	FBgn0086357	FBgn0086357	FBtr0345753						NA
AkaaF6HSan_REP3.mLb.clN_peak_2554	chr2L	22245908	22247956	+	126	NA	TTS (FBgn0032987)	-TTS (FBgn0032987)	943	FBgn0032987	FBgn0032987	FBtr0345541						NA
AkaaF6HSan_REP3.mLb.clN_peak_3318	chr2R	8145000	8146484	+	126	NA	exon (FBgn0263593, exon 1 of 12)	-exon (FBgn0263593, exon 1 of 12)	2836	FBgn0010504	FBgn0010504	FBtr0088812						NA
AkaaF6HSan_REP3.mLb.clN_peak_16134	chrX	19495411	19497137	+	126	NA	promoter-TSS (FBgn0027621)	-promoter-TSS (FBgn0027621)	-378	FBgn0265428	FBgn0265428	FBtr0339739						NA
