PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP3.mLb.clN_peak_260	chr2L	3825507	3825612	+	34	NA	promoter-TSS (FBgn0003430)	-promoter-TSS (FBgn0003430)	-116	FBgn0003430	FBgn0003430	FBtr0077499						NA
ManzF3Heat_REP3.mLb.clN_peak_8049	chrX	8271497	8271702	+	34	NA	promoter-TSS (FBgn0030028)	-promoter-TSS (FBgn0030028)	-190	FBgn0030028	FBgn0030028	FBtr0307283						NA
ManzF3Heat_REP3.mLb.clN_peak_3538	chr3L	1885502	1885633	+	34	NA	promoter-TSS (FBgn0262624)	-promoter-TSS (FBgn0262624)	-548	FBgn0000109	FBgn0000109	FBtr0346441						NA
ManzF3Heat_REP3.mLb.clN_peak_4617	chr3L	17573890	17574110	+	34	NA	intron (FBgn0000567, intron 5 of 7)	-intron (FBgn0000567, intron 5 of 7)	-7838	FBgn0086080	FBgn0086080	FBtr0114356						NA
ManzF3Heat_REP3.mLb.clN_peak_6882	chr3R	27607025	27607812	+	34	NA	promoter-TSS (FBgn0039528)	-promoter-TSS (FBgn0039528)	-22	FBgn0039528	FBgn0039528	FBtr0335247						NA
ManzF3Heat_REP3.mLb.clN_peak_1855	chr2R	7782551	7783266	+	34	NA	promoter-TSS (FBgn0266577)	-promoter-TSS (FBgn0266577)	-426	FBgn0266577	FBgn0266577	FBtr0344725						NA
ManzF3Heat_REP3.mLb.clN_peak_769	chr2L	12045691	12046072	+	34	NA	promoter-TSS (FBgn0032399)	-promoter-TSS (FBgn0032399)	237	FBgn0032400	FBgn0032400	FBtr0080306						NA
ManzF3Heat_REP3.mLb.clN_peak_5970	chr3R	13660498	13660619	+	34	NA	promoter-TSS (FBgn0004587)	-promoter-TSS (FBgn0004587)	-27	FBgn0004237	FBgn0004237	FBtr0334495						NA
ManzF3Heat_REP3.mLb.clN_peak_6318	chr3R	19402802	19403477	+	34	NA	promoter-TSS (FBgn0038704)	-promoter-TSS (FBgn0038704)	14	FBgn0086613	FBgn0086613	FBtr0083771						NA
ManzF3Heat_REP3.mLb.clN_peak_654	chr2L	9678778	9679235	+	34	NA	Intergenic	Intergenic	-7936	FBgn0264999	FBgn0264999	FBtr0335496						NA
ManzF3Heat_REP3.mLb.clN_peak_7679	chrX	3451336	3451539	+	34	NA	intron (FBgn0266350, intron 3 of 3)	-intron (FBgn0266350, intron 3 of 3)	-2494	FBgn0029657	FBgn0029657	FBtr0344078						NA
ManzF3Heat_REP3.mLb.clN_peak_5863	chr3R	11868701	11869622	+	34	NA	exon (FBgn0037956, exon 1 of 3)	-exon (FBgn0037956, exon 1 of 3)	299	FBgn0037956	FBgn0037956	FBtr0299594						NA
ManzF3Heat_REP3.mLb.clN_peak_1420	chr2L	21758015	21758449	+	34	NA	promoter-TSS (FBgn0086779)	-promoter-TSS (FBgn0086779)	222	FBgn0032961	FBgn0032961	FBtr0085903						NA
ManzF3Heat_REP3.mLb.clN_peak_3740	chr3L	4232328	4232566	+	34	NA	intron (FBgn0001257, intron 1 of 2)	-intron (FBgn0001257, intron 1 of 2)	-5145	FBgn0001257	FBgn0001257	FBtr0073248						NA
ManzF3Heat_REP3.mLb.clN_peak_1329	chr2L	20783184	20783352	+	34	NA	TTS (FBgn0000251)	-TTS (FBgn0000251)	-4388	FBgn0032884	FBgn0032884	FBtr0081414						NA
ManzF3Heat_REP3.mLb.clN_peak_3219	chr2R	23386392	23386549	+	34	NA	promoter-TSS (FBgn0034858)	-promoter-TSS (FBgn0034858)	-7	FBgn0250838	FBgn0250838	FBtr0072030						NA
ManzF3Heat_REP3.mLb.clN_peak_437	chr2L	6494533	6494648	+	34	NA	promoter-TSS (FBgn0031824)	-promoter-TSS (FBgn0031824)	-58	FBgn0031824	FBgn0031824	FBtr0079263						NA
ManzF3Heat_REP3.mLb.clN_peak_7054	chr3R	30276960	30277218	+	34	NA	promoter-TSS (FBgn0010113)	-promoter-TSS (FBgn0010113)	-843	FBgn0010113	FBgn0010113	FBtr0085621						NA
ManzF3Heat_REP3.mLb.clN_peak_136	chr2L	1710337	1710499	+	34	NA	promoter-TSS (FBgn0031357)	-promoter-TSS (FBgn0031357)	3	FBgn0031356	FBgn0031356	FBtr0077912						NA
ManzF3Heat_REP3.mLb.clN_peak_6043	chr3R	14714227	14714581	+	34	NA	intron (FBgn0262127, intron 1 of 8)	-intron (FBgn0262127, intron 1 of 8)	9857	FBgn0262127	FBgn0262127	FBtr0344383						NA
ManzF3Heat_REP3.mLb.clN_peak_4175	chr3L	11010338	11010892	+	34	NA	Intergenic	Intergenic	-1427	FBgn0013469	FBgn0013469	FBtr0345346						NA
ManzF3Heat_REP3.mLb.clN_peak_2310	chr2R	12474196	12474377	+	34	NA	promoter-TSS (FBgn0033744)	-promoter-TSS (FBgn0033744)	-138	FBgn0033744	FBgn0033744	FBtr0113075						NA
ManzF3Heat_REP3.mLb.clN_peak_1588	chr2R	5495811	5496982	+	34	NA	promoter-TSS (FBgn0050438)	-promoter-TSS (FBgn0050438)	-535	FBgn0050440	FBgn0050440	FBtr0086076						NA
ManzF3Heat_REP3.mLb.clN_peak_6861	chr3R	27263493	27263924	+	34	NA	TTS (FBgn0039503)	-TTS (FBgn0039503)	347	FBgn0010328	FBgn0010328	FBtr0334731						NA
ManzF3Heat_REP3.mLb.clN_peak_7368	chrX	334750	334958	+	34	NA	promoter-TSS (FBgn0052816)	-promoter-TSS (FBgn0052816)	-53	FBgn0052816	FBgn0052816	FBtr0273442						NA
ManzF3Heat_REP3.mLb.clN_peak_3470	chr3L	1098552	1098943	+	34	NA	intron (FBgn0004870, intron 1 of 3)	-intron (FBgn0004870, intron 1 of 3)	2342	FBgn0004870	FBgn0004870	FBtr0333270						NA
ManzF3Heat_REP3.mLb.clN_peak_3972	chr3L	7835045	7835520	+	34	NA	intron (FBgn0016694, intron 1 of 5)	-intron (FBgn0016694, intron 1 of 4)	20266	FBgn0016694	FBgn0016694	FBtr0332083						NA
ManzF3Heat_REP3.mLb.clN_peak_1998	chr2R	9284206	9285180	+	34	NA	promoter-TSS (FBgn0266625)	-promoter-TSS (FBgn0266625)	-152	FBgn0266625	FBgn0266625	FBtr0344909						NA
ManzF3Heat_REP3.mLb.clN_peak_1398	chr2L	21397236	21397465	+	34	NA	Intergenic	Intergenic	-6831	FBgn0051616	FBgn0051616	FBtr0085889						NA
ManzF3Heat_REP3.mLb.clN_peak_5669	chr3R	8857700	8857991	+	34	NA	promoter-TSS (FBgn0262614)	-promoter-TSS (FBgn0262614)	-4035	FBgn0011966	FBgn0011966	FBtr0081923						NA
ManzF3Heat_REP3.mLb.clN_peak_4882	chr3L	20733860	20734391	+	34	NA	intron (FBgn0037016, intron 1 of 2)	-intron (FBgn0037016, intron 1 of 2)	3534	FBgn0037016	FBgn0037016	FBtr0078245						NA
ManzF3Heat_REP3.mLb.clN_peak_2512	chr2R	14644805	14645289	+	34	NA	promoter-TSS (FBgn0033951)	-promoter-TSS (FBgn0033951)	-223	FBgn0033951	FBgn0033951	FBtr0339980						NA
ManzF3Heat_REP3.mLb.clN_peak_5794	chr3R	10686430	10686622	+	34	NA	promoter-TSS (FBgn0262717)	-promoter-TSS (FBgn0262717)	-417	FBgn0262717	FBgn0262717	FBtr0305666						NA
ManzF3Heat_REP3.mLb.clN_peak_6111	chr3R	15973184	15973987	+	34	NA	promoter-TSS (FBgn0002783)	-promoter-TSS (FBgn0002783)	-672	FBgn0002783	FBgn0002783	FBtr0302550						NA
ManzF3Heat_REP3.mLb.clN_peak_7875	chrX	5770831	5771047	+	34	NA	promoter-TSS (FBgn0029804)	-promoter-TSS (FBgn0029804)	-159	FBgn0029804	FBgn0029804	FBtr0070836						NA
ManzF3Heat_REP3.mLb.clN_peak_6223	chr3R	17811407	17811673	+	34	NA	promoter-TSS (FBgn0038552)	-promoter-TSS (FBgn0038552)	-1	FBgn0261649	FBgn0261649	FBtr0337039						NA
ManzF3Heat_REP3.mLb.clN_peak_4127	chr3L	10515896	10516636	+	34	NA	intron (FBgn0052062, intron 1 of 14)	-intron (FBgn0052062, intron 1 of 14)	263	FBgn0052062	FBgn0052062	FBtr0332985						NA
ManzF3Heat_REP3.mLb.clN_peak_6150	chr3R	16403554	16404003	+	34	NA	promoter-TSS (FBgn0003513)	-promoter-TSS (FBgn0003513)	-88	FBgn0003513	FBgn0003513	FBtr0306027						NA
ManzF3Heat_REP3.mLb.clN_peak_1168	chr2L	18572223	18572388	+	34	NA	promoter-TSS (FBgn0085370)	-promoter-TSS (FBgn0085370)	18037	FBgn0085370	FBgn0085370	FBtr0343831						NA
ManzF3Heat_REP3.mLb.clN_peak_8581	chrX	15075960	15076292	+	34	NA	promoter-TSS (FBgn0030608)	-promoter-TSS (FBgn0030608)	94	FBgn0030608	FBgn0030608	FBtr0346060						NA
ManzF3Heat_REP3.mLb.clN_peak_7592	chrX	2447936	2448273	+	34	NA	promoter-TSS (FBgn0040388)	-promoter-TSS (FBgn0040388)	148	FBgn0004050	FBgn0004050	FBtr0331161						NA
ManzF3Heat_REP3.mLb.clN_peak_5230	chr3R	4215457	4215941	+	34	NA	promoter-TSS (FBgn0037217)	-promoter-TSS (FBgn0037217)	-385	FBgn0037217	FBgn0037217	FBtr0078988						NA
ManzF3Heat_REP3.mLb.clN_peak_3087	chr2R	21918510	21918830	+	34	NA	intron (FBgn0085397, intron 3 of 6)	-intron (FBgn0085397, intron 1 of 4)	18193	FBgn0263999	FBgn0263999	FBtr0334012						NA
ManzF3Heat_REP3.mLb.clN_peak_8020	chrX	7937711	7938686	+	34	NA	intron (FBgn0260970, intron 2 of 11)	-intron (FBgn0260970, intron 1 of 10)	2302	FBgn0260970	FBgn0260970	FBtr0331298						NA
ManzF3Heat_REP3.mLb.clN_peak_4919	chr3L	21093434	21093797	+	34	NA	intron (FBgn0020294, intron 1 of 6)	-intron (FBgn0020294, intron 2 of 7)	-4626	FBgn0053285	FBgn0053285	FBtr0078325						NA
ManzF3Heat_REP3.mLb.clN_peak_4734	chr3L	19044904	19045537	+	34	NA	exon (FBgn0002945, exon 1 of 5)	-exon (FBgn0002945, exon 1 of 5)	229	FBgn0002945	FBgn0002945	FBtr0332650						NA
ManzF3Heat_REP3.mLb.clN_peak_7308	chr4	958119	958515	+	34	NA	promoter-TSS (FBgn0052016)	-promoter-TSS (FBgn0052016)	-147	FBgn0052016	FBgn0052016	FBtr0089229						NA
ManzF3Heat_REP3.mLb.clN_peak_6024	chr3R	14373507	14373839	+	34	NA	promoter-TSS (FBgn0024321)	-promoter-TSS (FBgn0024321)	-1927	FBgn0086058	FBgn0086058	FBtr0114334						NA
ManzF3Heat_REP3.mLb.clN_peak_207	chr2L	2886819	2886972	+	34	NA	intron (FBgn0041111, intron 1 of 10)	-intron (FBgn0041111, intron 1 of 12)	966	FBgn0041111	FBgn0041111	FBtr0077633						NA
ManzF3Heat_REP3.mLb.clN_peak_7798	chrX	4649583	4650026	+	34	NA	promoter-TSS (FBgn0022942)	-promoter-TSS (FBgn0022942)	228	FBgn0025615	FBgn0025615	FBtr0345715						NA
ManzF3Heat_REP3.mLb.clN_peak_8016	chrX	7912067	7912303	+	34	NA	promoter-TSS (FBgn0029976)	-promoter-TSS (FBgn0029976)	96	FBgn0029976	FBgn0029976	FBtr0340148						NA
ManzF3Heat_REP3.mLb.clN_peak_1038	chr2L	16286684	16286900	+	34	NA	intron (FBgn0001994, intron 1 of 2)	-intron (FBgn0001994, intron 1 of 2)	938	FBgn0001994	FBgn0001994	FBtr0343814						NA
ManzF3Heat_REP3.mLb.clN_peak_3959	chr3L	7654502	7654786	+	34	NA	TTS (FBgn0261788)	-TTS (FBgn0261788)	108	FBgn0035807	FBgn0035807	FBtr0076821						NA
ManzF3Heat_REP3.mLb.clN_peak_5695	chr3R	9228982	9229736	+	34	NA	intron (FBgn0266706, intron 1 of 2)	-intron (FBgn0003165, intron 3 of 12)	1226	FBgn0266706	FBgn0266706	FBtr0345157						NA
ManzF3Heat_REP3.mLb.clN_peak_6706	chr3R	25292898	25293146	+	34	NA	promoter-TSS (FBgn0051098)	-promoter-TSS (FBgn0051098)	-45	FBgn0051098	FBgn0051098	FBtr0084863						NA
ManzF3Heat_REP3.mLb.clN_peak_5727	chr3R	9784465	9784670	+	34	NA	promoter-TSS (FBgn0037754)	-promoter-TSS (FBgn0037754)	-197	FBgn0002868	FBgn0002868	FBtr0334686						NA
ManzF3Heat_REP3.mLb.clN_peak_5448	chr3R	6350871	6351493	+	34	NA	TTS (FBgn0037436)	-TTS (FBgn0037436)	286	FBgn0267698	FBgn0267698	FBtr0334544						NA
ManzF3Heat_REP3.mLb.clN_peak_8597	chrX	15319381	15319501	+	34	NA	promoter-TSS (FBgn0004924)	-promoter-TSS (FBgn0004924)	-1474	FBgn0266276	FBgn0266276	FBtr0343974						NA
ManzF3Heat_REP3.mLb.clN_peak_5860	chr3R	11812817	11813316	+	34	NA	exon (FBgn0051116, exon 1 of 13)	-exon (FBgn0051116, exon 1 of 13)	141	FBgn0051116	FBgn0051116	FBtr0300622						NA
ManzF3Heat_REP3.mLb.clN_peak_3381	chr3L	73278	74340	+	34	NA	promoter-TSS (FBgn0264720)	-promoter-TSS (FBgn0264720)	-708	FBgn0264720	FBgn0264720	FBtr0334095						NA
ManzF3Heat_REP3.mLb.clN_peak_152	chr2L	1972776	1972969	+	33	NA	Intergenic	Intergenic	-1085	FBgn0267972	FBgn0267972	FBtr0334758						NA
ManzF3Heat_REP3.mLb.clN_peak_1780	chr2R	7146927	7147063	+	33	NA	promoter-TSS (FBgn0024294)	-promoter-TSS (FBgn0024294)	-697	FBgn0024294	FBgn0024294	FBtr0089041						NA
ManzF3Heat_REP3.mLb.clN_peak_948	chr2L	14663044	14663364	+	33	NA	intron (FBgn0003016, intron 1 of 11)	-intron (FBgn0003016, intron 1 of 10)	26136	FBgn0003016	FBgn0003016	FBtr0301496						NA
ManzF3Heat_REP3.mLb.clN_peak_5507	chr3R	6912404	6913170	+	33	NA	intron (FBgn0260642, intron 2 of 6)	-intron (FBgn0260642, intron 1 of 4)	-8105	FBgn0262897	FBgn0262897	FBtr0344599						NA
ManzF3Heat_REP3.mLb.clN_peak_4220	chr3L	11487319	11487783	+	33	NA	promoter-TSS (FBgn0036165)	-promoter-TSS (FBgn0036165)	-6320	FBgn0036165	FBgn0036165	FBtr0344910						NA
ManzF3Heat_REP3.mLb.clN_peak_5999	chr3R	14017729	14018667	+	33	NA	intron (FBgn0264493, intron 2 of 8)	-intron (FBgn0264493, intron 2 of 8)	-11030	FBgn0038194	FBgn0038194	FBtr0089766						NA
ManzF3Heat_REP3.mLb.clN_peak_5028	chr3L	22217936	22218062	+	33	NA	intron (FBgn0037153, intron 3 of 10)	-intron (FBgn0037153, intron 3 of 10)	7879	FBgn0266395	FBgn0266395	FBtr0344307						NA
ManzF3Heat_REP3.mLb.clN_peak_2781	chr2R	18134111	18134304	+	33	NA	intron (FBgn0001222, intron 1 of 8)	-intron (FBgn0001222, intron 1 of 7)	427	FBgn0001222	FBgn0001222	FBtr0110966						NA
ManzF3Heat_REP3.mLb.clN_peak_4073	chr3L	9420274	9420695	+	33	NA	promoter-TSS (FBgn0035989)	-promoter-TSS (FBgn0035989)	-307	FBgn0035989	FBgn0035989	FBtr0076480						NA
ManzF3Heat_REP3.mLb.clN_peak_7404	chrX	635961	637374	+	33	NA	intron (FBgn0003575, intron 1 of 5)	-intron (FBgn0003575, intron 1 of 5)	225	FBgn0003575	FBgn0003575	FBtr0340082						NA
ManzF3Heat_REP3.mLb.clN_peak_6853	chr3R	27149892	27151052	+	33	NA	exon (FBgn0039492, exon 1 of 5)	-exon (FBgn0039492, exon 1 of 5)	597	FBgn0039492	FBgn0039492	FBtr0339264						NA
ManzF3Heat_REP3.mLb.clN_peak_333	chr2L	5093003	5093362	+	33	NA	promoter-TSS (FBgn0031682)	-promoter-TSS (FBgn0031682)	410	FBgn0031681	FBgn0031681	FBtr0111024						NA
ManzF3Heat_REP3.mLb.clN_peak_4641	chr3L	17878898	17879006	+	33	NA	promoter-TSS (FBgn0036765)	-promoter-TSS (FBgn0036765)	-144	FBgn0036765	FBgn0036765	FBtr0300281						NA
ManzF3Heat_REP3.mLb.clN_peak_6583	chr3R	23346127	23346416	+	33	NA	promoter-TSS (FBgn0003118)	-promoter-TSS (FBgn0003118)	-1857	FBgn0264326	FBgn0264326	FBtr0084408						NA
ManzF3Heat_REP3.mLb.clN_peak_8773	chrX	17698418	17699401	+	33	NA	promoter-TSS (FBgn0263258)	-promoter-TSS (FBgn0263258)	3868	FBgn0030863	FBgn0030863	FBtr0074476						NA
ManzF3Heat_REP3.mLb.clN_peak_5560	chr3R	7451985	7452107	+	33	NA	promoter-TSS (FBgn0011998)	-promoter-TSS (FBgn0011998)	-14	FBgn0011998	FBgn0011998	FBtr0081536						NA
ManzF3Heat_REP3.mLb.clN_peak_1650	chr2R	6035426	6036558	+	33	NA	TTS (FBgn0033054)	-TTS (FBgn0033054)	396	FBgn0033052	FBgn0033052	FBtr0086027						NA
ManzF3Heat_REP3.mLb.clN_peak_3557	chr3L	2069442	2069713	+	33	NA	exon (FBgn0086906, exon 26 of 41)	-exon (FBgn0086906, exon 26 of 41)	-18589	FBgn0262107	FBgn0262107	FBtr0304032						NA
ManzF3Heat_REP3.mLb.clN_peak_167	chr2L	2196488	2197243	+	33	NA	intron (FBgn0085201, intron 1 of 2)	-intron (FBgn0085201, intron 1 of 2)	-3902	FBgn0085201	FBgn0085201	FBtr0330663						NA
ManzF3Heat_REP3.mLb.clN_peak_4172	chr3L	10970980	10971434	+	33	NA	Intergenic	Intergenic	-1441	FBgn0036112	FBgn0036112	FBtr0076194						NA
ManzF3Heat_REP3.mLb.clN_peak_3944	chr3L	7469793	7469996	+	33	NA	exon (FBgn0035787, exon 1 of 1)	-exon (FBgn0035787, exon 1 of 1)	408	FBgn0035787	FBgn0035787	FBtr0076863						NA
ManzF3Heat_REP3.mLb.clN_peak_6427	chr3R	21060158	21060801	+	33	NA	exon (FBgn0011672, exon 1 of 11)	-exon (FBgn0011672, exon 1 of 11)	321	FBgn0011672	FBgn0011672	FBtr0330046						NA
ManzF3Heat_REP3.mLb.clN_peak_7192	chr3R	31777752	31778100	+	33	NA	intron (FBgn0005632, intron 2 of 18)	-intron (FBgn0005632, intron 1 of 17)	906	FBgn0005632	FBgn0005632	FBtr0307550						NA
ManzF3Heat_REP3.mLb.clN_peak_4632	chr3L	17802103	17802409	+	33	NA	promoter-TSS (FBgn0052190)	-promoter-TSS (FBgn0052190)	23	FBgn0052190	FBgn0052190	FBtr0075171						NA
ManzF3Heat_REP3.mLb.clN_peak_199	chr2L	2755239	2755485	+	33	NA	intron (FBgn0031453, intron 2 of 3)	-intron (FBgn0031453, intron 2 of 3)	2814	FBgn0265997	FBgn0265997	FBtr0343107						NA
ManzF3Heat_REP3.mLb.clN_peak_9218	chrX	22950153	22950418	+	33	NA	Intergenic	Intergenic	4964	FBgn0069938	FBgn0069938	FBtr0111194						NA
ManzF3Heat_REP3.mLb.clN_peak_8984	chrX	19897616	19898382	+	33	NA	intron (FBgn0052529, intron 1 of 5)	-intron (FBgn0052529, intron 4 of 8)	-7939	FBgn0086782	FBgn0086782	FBtr0074802						NA
ManzF3Heat_REP3.mLb.clN_peak_4537	chr3L	16408772	16409104	+	33	NA	promoter-TSS (FBgn0014163)	-promoter-TSS (FBgn0014163)	-775	FBgn0014163	FBgn0014163	FBtr0075412						NA
ManzF3Heat_REP3.mLb.clN_peak_8833	chrX	18385202	18385337	+	33	NA	promoter-TSS (FBgn0008635)	-promoter-TSS (FBgn0008635)	-27	FBgn0008635	FBgn0008635	FBtr0074576						NA
ManzF3Heat_REP3.mLb.clN_peak_4804	chr3L	19790946	19792005	+	33	NA	promoter-TSS (FBgn0261360)	-promoter-TSS (FBgn0261360)	2094	FBgn0266136	FBgn0266136	FBtr0302282						NA
ManzF3Heat_REP3.mLb.clN_peak_2625	chr2R	16197045	16197283	+	33	NA	promoter-TSS (FBgn0262166)	-promoter-TSS (FBgn0262166)	122	FBgn0262026	FBgn0262026	FBtr0303860						NA
ManzF3Heat_REP3.mLb.clN_peak_4654	chr3L	17999461	17999978	+	33	NA	exon (FBgn0000568, exon 1 of 6)	-exon (FBgn0000568, exon 1 of 6)	3359	FBgn0086081	FBgn0086081	FBtr0114357						NA
ManzF3Heat_REP3.mLb.clN_peak_7583	chrX	2361073	2361277	+	33	NA	intron (FBgn0003159, intron 1 of 3)	-intron (FBgn0003159, intron 1 of 3)	5181	FBgn0003159	FBgn0003159	FBtr0343597						NA
ManzF3Heat_REP3.mLb.clN_peak_6723	chr3R	25448280	25448768	+	33	NA	intron (FBgn0004509, intron 1 of 5)	-intron (FBgn0004509, intron 1 of 11)	24534	FBgn0004509	FBgn0004509	FBtr0336806						NA
ManzF3Heat_REP3.mLb.clN_peak_751	chr2L	11807709	11808263	+	33	NA	intron (FBgn0020309, intron 1 of 7)	-intron (FBgn0020309, intron 1 of 7)	1452	FBgn0020309	FBgn0020309	FBtr0335476						NA
ManzF3Heat_REP3.mLb.clN_peak_8813	chrX	18136719	18137695	+	33	NA	promoter-TSS (FBgn0017418)	-promoter-TSS (FBgn0017418)	478	FBgn0017418	FBgn0017418	FBtr0332850						NA
ManzF3Heat_REP3.mLb.clN_peak_4948	chr3L	21445722	21445846	+	33	NA	promoter-TSS (FBgn0267849)	-promoter-TSS (FBgn0267849)	-50	FBgn0267849	FBgn0267849	FBtr0078352						NA
ManzF3Heat_REP3.mLb.clN_peak_452	chr2L	6792121	6792244	+	33	NA	intron (FBgn0015777, intron 2 of 6)	-intron (FBgn0015777, intron 3 of 7)	-5321	FBgn0015776	FBgn0015776	FBtr0332370						NA
ManzF3Heat_REP3.mLb.clN_peak_4092	chr3L	9714305	9714816	+	33	NA	promoter-TSS (FBgn0040475)	-promoter-TSS (FBgn0040475)	236	FBgn0045823	FBgn0045823	FBtr0330097						NA
ManzF3Heat_REP3.mLb.clN_peak_5900	chr3R	12477384	12478113	+	33	NA	exon (FBgn0052865, exon 1 of 2)	-exon (FBgn0052865, exon 1 of 2)	519	FBgn0052865	FBgn0052865	FBtr0082678						NA
ManzF3Heat_REP3.mLb.clN_peak_5143	chr3L	24623633	24623807	+	33	NA	Intergenic	Intergenic	70610	FBgn0085810	FBgn0085810	FBtr0114264						NA
ManzF3Heat_REP3.mLb.clN_peak_2307	chr2R	12438915	12439048	+	33	NA	intron (FBgn0033739, intron 1 of 5)	-intron (FBgn0033739, intron 1 of 5)	1636	FBgn0033739	FBgn0033739	FBtr0308613						NA
ManzF3Heat_REP3.mLb.clN_peak_7077	chr3R	30563067	30563812	+	33	NA	exon (FBgn0082582, exon 1 of 7)	-exon (FBgn0082582, exon 1 of 7)	-3240	FBgn0083991	FBgn0083991	FBtr0111047						NA
ManzF3Heat_REP3.mLb.clN_peak_313	chr2L	4646010	4646369	+	33	NA	promoter-TSS (FBgn0264342)	-promoter-TSS (FBgn0264342)	-862	FBgn0264342	FBgn0264342	FBtr0332006						NA
ManzF3Heat_REP3.mLb.clN_peak_6678	chr3R	24768699	24769319	+	33	NA	promoter-TSS (FBgn0040600)	-promoter-TSS (FBgn0040600)	-342	FBgn0040600	FBgn0040600	FBtr0339253						NA
ManzF3Heat_REP3.mLb.clN_peak_2287	chr2R	12019542	12019954	+	33	NA	promoter-TSS (FBgn0004839)	-promoter-TSS (FBgn0004839)	98	FBgn0004839	FBgn0004839	FBtr0344879						NA
ManzF3Heat_REP3.mLb.clN_peak_7449	chrX	1056379	1056823	+	33	NA	intron (FBgn0266005, intron 1 of 1)	-intron (FBgn0266005, intron 1 of 2)	5076	FBgn0040398	FBgn0040398	FBtr0070179						NA
ManzF3Heat_REP3.mLb.clN_peak_7999	chrX	7651850	7652071	+	33	NA	intron (FBgn0004198, intron 2 of 6)	-intron (FBgn0004198, intron 2 of 6)	27661	FBgn0267227	FBgn0267227	FBtr0346400						NA
ManzF3Heat_REP3.mLb.clN_peak_379	chr2L	5724611	5725057	+	33	NA	TTS (FBgn0024191)	-TTS (FBgn0024191)	178	FBgn0031736	FBgn0031736	FBtr0332554						NA
ManzF3Heat_REP3.mLb.clN_peak_4651	chr3L	17964855	17965115	+	33	NA	intron (FBgn0000568, intron 3 of 5)	-intron (FBgn0000568, intron 3 of 5)	16856	FBgn0267581	FBgn0267581	FBtr0346997						NA
ManzF3Heat_REP3.mLb.clN_peak_6307	chr3R	19212900	19213033	+	33	NA	TTS (FBgn0286871)	-TTS (FBgn0286871)	812	FBgn0286871	FBgn0286871	FBtr0475044						NA
ManzF3Heat_REP3.mLb.clN_peak_7019	chr3R	29782456	29782854	+	33	NA	promoter-TSS (FBgn0001297)	-promoter-TSS (FBgn0001297)	-2203	FBgn0039694	FBgn0039694	FBtr0085538						NA
ManzF3Heat_REP3.mLb.clN_peak_3368	chr2R	25157734	25157969	+	33	NA	Intergenic	Intergenic	-9808	FBgn0054038	FBgn0054038	FBtr0307197						NA
ManzF3Heat_REP3.mLb.clN_peak_5352	chr3R	5297306	5297563	+	33	NA	promoter-TSS (FBgn0013576)	-promoter-TSS (FBgn0013576)	82	FBgn0013576	FBgn0013576	FBtr0273431						NA
ManzF3Heat_REP3.mLb.clN_peak_3043	chr2R	21379332	21379618	+	33	NA	promoter-TSS (FBgn0000395)	-promoter-TSS (FBgn0000395)	-11	FBgn0000395	FBgn0000395	FBtr0071610						NA
ManzF3Heat_REP3.mLb.clN_peak_807	chr2L	12824012	12824128	+	33	NA	Intergenic	Intergenic	-1283	FBgn0015399	FBgn0015399	FBtr0346702						NA
ManzF3Heat_REP3.mLb.clN_peak_4553	chr3L	16661360	16661765	+	33	NA	promoter-TSS (FBgn0260960)	-promoter-TSS (FBgn0260960)	53	FBgn0260960	FBgn0260960	FBtr0075355						NA
ManzF3Heat_REP3.mLb.clN_peak_1061	chr2L	16535732	16535868	+	33	NA	promoter-TSS (FBgn0266895)	-promoter-TSS (FBgn0266895)	-572	FBgn0266895	FBgn0266895	FBtr0345761						NA
ManzF3Heat_REP3.mLb.clN_peak_8483	chrX	13994828	13995411	+	33	NA	Intergenic	Intergenic	-1538	FBgn0000173	FBgn0000173	FBtr0332844						NA
ManzF3Heat_REP3.mLb.clN_peak_4233	chr3L	11819708	11820105	+	33	NA	promoter-TSS (FBgn0036211)	-promoter-TSS (FBgn0036211)	2369	FBgn0036212	FBgn0036212	FBtr0302137						NA
ManzF3Heat_REP3.mLb.clN_peak_7713	chrX	3775906	3776061	+	33	NA	promoter-TSS (FBgn0283657)	-promoter-TSS (FBgn0283657)	-14059	FBgn0029676	FBgn0029676	FBtr0333764						NA
ManzF3Heat_REP3.mLb.clN_peak_7344	chrX	58679	59425	+	33	NA	Intergenic	Intergenic	-63441	FBgn0058469	FBgn0058469	FBtr0307364						NA
ManzF3Heat_REP3.mLb.clN_peak_3067	chr2R	21720423	21721163	+	33	NA	promoter-TSS (FBgn0034657)	-promoter-TSS (FBgn0034657)	59	FBgn0034657	FBgn0034657	FBtr0071713						NA
ManzF3Heat_REP3.mLb.clN_peak_8548	chrX	14753525	14753735	+	33	NA	Intergenic	Intergenic	-4620	FBgn0015774	FBgn0015774	FBtr0304875						NA
