PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP1.mLb.clN_peak_1183	chr2L	14020753	14020952	+	38	NA	promoter-TSS (FBgn0001967)	-promoter-TSS (FBgn0001967)	-644	FBgn0001967	FBgn0001967	FBtr0290243						NA
ManzF3Heat_REP1.mLb.clN_peak_7550	chr3R	10093517	10093731	+	38	NA	promoter-TSS (FBgn0263413)	-promoter-TSS (FBgn0263413)	-137	FBgn0263413	FBgn0263413	FBtr0346908						NA
ManzF3Heat_REP1.mLb.clN_peak_10335	chrX	5518134	5518522	+	38	NA	promoter-TSS (FBgn0267074)	-promoter-TSS (FBgn0267074)	-828	FBgn0267074	FBgn0267074	FBtr0346056						NA
ManzF3Heat_REP1.mLb.clN_peak_3770	chr2R	20208535	20209094	+	38	NA	Intergenic	Intergenic	3805	FBgn0034483	FBgn0034483	FBtr0086324						NA
ManzF3Heat_REP1.mLb.clN_peak_7602	chr3R	10760789	10761793	+	38	NA	promoter-TSS (FBgn0037831)	-promoter-TSS (FBgn0037831)	-19	FBgn0037831	FBgn0037831	FBtr0082273						NA
ManzF3Heat_REP1.mLb.clN_peak_7368	chr3R	8126614	8127245	+	38	NA	promoter-TSS (FBgn0037550)	-promoter-TSS (FBgn0037550)	324	FBgn0037551	FBgn0037551	FBtr0339724						NA
ManzF3Heat_REP1.mLb.clN_peak_8664	chr3R	23117692	23118695	+	38	NA	promoter-TSS (FBgn0039056)	-promoter-TSS (FBgn0039056)	-262	FBgn0039055	FBgn0039055	FBtr0084407						NA
ManzF3Heat_REP1.mLb.clN_peak_4365	chr2R	25262532	25262706	+	38	NA	Intergenic	Intergenic	10692	FBgn0050428	FBgn0050428	FBtr0343515						NA
ManzF3Heat_REP1.mLb.clN_peak_9687	chrX	58719	59399	+	38	NA	Intergenic	Intergenic	-63434	FBgn0058469	FBgn0058469	FBtr0307364						NA
ManzF3Heat_REP1.mLb.clN_peak_9543	chr4	240772	240990	+	38	NA	exon (FBgn0039897, exon 7 of 7)	-exon (FBgn0039897, exon 7 of 7)	9455	FBgn0039897	FBgn0039897	FBtr0333671						NA
ManzF3Heat_REP1.mLb.clN_peak_11143	chrX	14603687	14603973	+	38	NA	TTS (FBgn0015773)	-TTS (FBgn0015773)	-1250	FBgn0030574	FBgn0030574	FBtr0343366						NA
ManzF3Heat_REP1.mLb.clN_peak_1044	chr2L	12369687	12370021	+	38	NA	promoter-TSS (FBgn0262475)	-promoter-TSS (FBgn0262475)	13413	FBgn0032424	FBgn0032424	FBtr0080354						NA
ManzF3Heat_REP1.mLb.clN_peak_983	chr2L	11277944	11278320	+	38	NA	promoter-TSS (FBgn0052831)	-promoter-TSS (FBgn0052831)	-19	FBgn0052831	FBgn0052831	FBtr0091680						NA
ManzF3Heat_REP1.mLb.clN_peak_7037	chr3R	5367679	5368402	+	38	NA	promoter-TSS (FBgn0264912)	-promoter-TSS (FBgn0264912)	-441	FBgn0264912	FBgn0264912	FBtr0335001						NA
ManzF3Heat_REP1.mLb.clN_peak_4822	chr3L	4021377	4021937	+	38	NA	TTS (FBgn0004895)	-TTS (FBgn0004895)	200	FBgn0035483	FBgn0035483	FBtr0346806						NA
ManzF3Heat_REP1.mLb.clN_peak_1727	chr2L	20675965	20676225	+	38	NA	promoter-TSS (FBgn0086657)	-promoter-TSS (FBgn0086657)	50	FBgn0086657	FBgn0086657	FBtr0336824						NA
ManzF3Heat_REP1.mLb.clN_peak_7495	chr3R	9428151	9428746	+	38	NA	promoter-TSS (FBgn0261552)	-promoter-TSS (FBgn0261552)	-4154	FBgn0261552	FBgn0261552	FBtr0344283						NA
ManzF3Heat_REP1.mLb.clN_peak_3850	chr2R	20976954	20977282	+	38	NA	promoter-TSS (FBgn0034564)	-promoter-TSS (FBgn0034564)	62	FBgn0034564	FBgn0034564	FBtr0071520						NA
ManzF3Heat_REP1.mLb.clN_peak_10173	chrX	3811305	3811794	+	38	NA	promoter-TSS (FBgn0000542)	-promoter-TSS (FBgn0000542)	-8150	FBgn0052785	FBgn0052785	FBtr0070603						NA
ManzF3Heat_REP1.mLb.clN_peak_6141	chr3L	17989240	17989402	+	38	NA	intron (FBgn0000568, intron 2 of 5)	-intron (FBgn0000568, intron 2 of 5)	-7480	FBgn0267581	FBgn0267581	FBtr0346997						NA
ManzF3Heat_REP1.mLb.clN_peak_9719	chrX	334745	334961	+	38	NA	promoter-TSS (FBgn0052816)	-promoter-TSS (FBgn0052816)	-52	FBgn0052816	FBgn0052816	FBtr0273442						NA
ManzF3Heat_REP1.mLb.clN_peak_663	chr2L	7495372	7495750	+	38	NA	exon (FBgn0260486, exon 1 of 14)	-exon (FBgn0260486, exon 1 of 14)	746	FBgn0260486	FBgn0260486	FBtr0332201						NA
ManzF3Heat_REP1.mLb.clN_peak_3700	chr2R	19729094	19729616	+	38	NA	promoter-TSS (FBgn0050449)	-promoter-TSS (FBgn0050449)	73	FBgn0050449	FBgn0050449	FBtr0472547						NA
ManzF3Heat_REP1.mLb.clN_peak_10597	chrX	8517283	8517419	+	38	NA	promoter-TSS (FBgn0264975)	-promoter-TSS (FBgn0264975)	-22	FBgn0264975	FBgn0264975	FBtr0301763						NA
ManzF3Heat_REP1.mLb.clN_peak_7366	chr3R	8114138	8114430	+	38	NA	promoter-TSS (FBgn0265419)	-promoter-TSS (FBgn0265419)	-281	FBgn0265419	FBgn0265419	FBtr0339726						NA
ManzF3Heat_REP1.mLb.clN_peak_8033	chr3R	15485972	15486262	+	38	NA	promoter-TSS (FBgn0038344)	-promoter-TSS (FBgn0038344)	67	FBgn0038344	FBgn0038344	FBtr0083147						NA
ManzF3Heat_REP1.mLb.clN_peak_7347	chr3R	7977507	7977815	+	38	NA	exon (FBgn0037533, exon 1 of 4)	-exon (FBgn0037533, exon 1 of 4)	767	FBgn0037533	FBgn0037533	FBtr0479743						NA
ManzF3Heat_REP1.mLb.clN_peak_784	chr2L	8619645	8620359	+	38	NA	promoter-TSS (FBgn0051602)	-promoter-TSS (FBgn0051602)	-26	FBgn0051602	FBgn0051602	FBtr0079693						NA
ManzF3Heat_REP1.mLb.clN_peak_1028	chr2L	12045073	12046390	+	38	NA	promoter-TSS (FBgn0032399)	-promoter-TSS (FBgn0032399)	387	FBgn0032400	FBgn0032400	FBtr0080306						NA
ManzF3Heat_REP1.mLb.clN_peak_4906	chr3L	4767770	4768174	+	38	NA	intron (FBgn0035574, intron 6 of 9)	-intron (FBgn0035574, intron 7 of 10)	10089	FBgn0035572	FBgn0035572	FBtr0073347						NA
ManzF3Heat_REP1.mLb.clN_peak_9021	chr3R	26953895	26954505	+	38	NA	promoter-TSS (FBgn0039464)	-promoter-TSS (FBgn0039464)	-946	FBgn0039464	FBgn0039464	FBtr0085084						NA
ManzF3Heat_REP1.mLb.clN_peak_6960	chr3R	4948070	4948220	+	38	NA	promoter-TSS (FBgn0004183)	-promoter-TSS (FBgn0004183)	-49	FBgn0004183	FBgn0004183	FBtr0078851						NA
ManzF3Heat_REP1.mLb.clN_peak_4193	chr2R	23817739	23818502	+	38	NA	exon (FBgn0034909, exon 1 of 5)	-exon (FBgn0034909, exon 1 of 5)	207	FBgn0034909	FBgn0034909	FBtr0072239						NA
ManzF3Heat_REP1.mLb.clN_peak_11072	chrX	13845500	13846017	+	38	NA	TTS (FBgn0267033)	-TTS (FBgn0267033)	-7660	FBgn0052626	FBgn0052626	FBtr0309245						NA
ManzF3Heat_REP1.mLb.clN_peak_4145	chr2R	23376706	23377096	+	38	NA	TTS (FBgn0040660)	-TTS (FBgn0040660)	144	FBgn0034854	FBgn0034854	FBtr0072036						NA
ManzF3Heat_REP1.mLb.clN_peak_10405	chrX	6332941	6333323	+	38	NA	TTS (FBgn0250869)	-TTS (FBgn0250869)	2290	FBgn0250869	FBgn0250869	FBtr0330208						NA
ManzF3Heat_REP1.mLb.clN_peak_740	chr2L	8212715	8212973	+	38	NA	promoter-TSS (FBgn0032000)	-promoter-TSS (FBgn0032000)	58	FBgn0032000	FBgn0032000	FBtr0079633						NA
ManzF3Heat_REP1.mLb.clN_peak_5318	chr3L	9127758	9129002	+	38	NA	intron (FBgn0011206, intron 1 of 7)	-intron (FBgn0011206, intron 1 of 7)	-6180	FBgn0035964	FBgn0035964	FBtr0076531						NA
ManzF3Heat_REP1.mLb.clN_peak_4932	chr3L	5205846	5206521	+	38	NA	intron (FBgn0052423, intron 3 of 11)	-intron (FBgn0052423, intron 3 of 10)	-21386	FBgn0052423	FBgn0052423	FBtr0308859						NA
ManzF3Heat_REP1.mLb.clN_peak_2785	chr2R	11104576	11105085	+	38	NA	intron (FBgn0040765, intron 1 of 4)	-intron (FBgn0040765, intron 1 of 4)	11548	FBgn0040765	FBgn0040765	FBtr0345675						NA
ManzF3Heat_REP1.mLb.clN_peak_5526	chr3L	11294618	11295195	+	38	NA	promoter-TSS (FBgn0036152)	-promoter-TSS (FBgn0036152)	1013	FBgn0036152	FBgn0036152	FBtr0333389						NA
ManzF3Heat_REP1.mLb.clN_peak_4642	chr3L	2292535	2293240	+	38	NA	intron (FBgn0264002, intron 1 of 3)	-intron (FBgn0264002, intron 1 of 3)	10004	FBgn0264002	FBgn0264002	FBtr0330360						NA
ManzF3Heat_REP1.mLb.clN_peak_3983	chr2R	22122264	22122713	+	38	NA	promoter-TSS (FBgn0243516)	-promoter-TSS (FBgn0243516)	-424	FBgn0002715	FBgn0002715	FBtr0342979						NA
ManzF3Heat_REP1.mLb.clN_peak_5188	chr3L	7867069	7867675	+	38	NA	promoter-TSS (FBgn0016694)	-promoter-TSS (FBgn0016694)	-1670	FBgn0052365	FBgn0052365	FBtr0339897						NA
ManzF3Heat_REP1.mLb.clN_peak_10394	chrX	6225536	6225947	+	38	NA	promoter-TSS (FBgn0003514)	-promoter-TSS (FBgn0003514)	-195	FBgn0262730	FBgn0262730	FBtr0339697						NA
ManzF3Heat_REP1.mLb.clN_peak_4085	chr2R	22940840	22941655	+	38	NA	promoter-TSS (FBgn0034804)	-promoter-TSS (FBgn0034804)	-78	FBgn0034804	FBgn0034804	FBtr0310325						NA
ManzF3Heat_REP1.mLb.clN_peak_4439	chr3L	550738	550998	+	38	NA	exon (FBgn0267982, exon 1 of 2)	-exon (FBgn0267982, exon 1 of 2)	142	FBgn0267982	FBgn0267982	FBtr0347579						NA
ManzF3Heat_REP1.mLb.clN_peak_2724	chr2R	10604183	10604322	+	38	NA	intron (FBgn0263102, intron 1 of 7)	-intron (FBgn0263102, intron 3 of 9)	-13410	FBgn0033538	FBgn0033538	FBtr0088284						NA
ManzF3Heat_REP1.mLb.clN_peak_6684	chr3L	22743308	22743498	+	38	NA	intron (FBgn0037188, intron 1 of 4)	-intron (FBgn0037188, intron 1 of 4)	1610	FBgn0037188	FBgn0037188	FBtr0078530						NA
ManzF3Heat_REP1.mLb.clN_peak_8433	chr3R	20261176	20262190	+	38	NA	intron (FBgn0262582, intron 1 of 17)	-intron (FBgn0262582, intron 2 of 18)	-22592	FBgn0267710	FBgn0267710	FBtr0347250						NA
ManzF3Heat_REP1.mLb.clN_peak_11045	chrX	13634246	13635154	+	38	NA	intron (FBgn0030505, intron 1 of 9)	-intron (FBgn0030505, intron 1 of 9)	-7475	FBgn0030505	FBgn0030505	FBtr0301449						NA
ManzF3Heat_REP1.mLb.clN_peak_3174	chr2R	14526163	14527101	+	38	NA	promoter-TSS (FBgn0265974)	-promoter-TSS (FBgn0265974)	56	FBgn0265974	FBgn0265974	FBtr0474168						NA
ManzF3Heat_REP1.mLb.clN_peak_8089	chr3R	16229105	16229424	+	38	NA	intron (FBgn0040071, intron 1 of 1)	-intron (FBgn0040071, intron 1 of 1)	5869	FBgn0267203	FBgn0267203	FBtr0346358						NA
ManzF3Heat_REP1.mLb.clN_peak_4820	chr3L	4003389	4003693	+	38	NA	promoter-TSS (FBgn0035482)	-promoter-TSS (FBgn0035482)	67	FBgn0035482	FBgn0035482	FBtr0289977						NA
ManzF3Heat_REP1.mLb.clN_peak_5965	chr3L	16149408	16150269	+	38	NA	promoter-TSS (FBgn0036576)	-promoter-TSS (FBgn0036576)	-5802	FBgn0052152	FBgn0052152	FBtr0479927						NA
ManzF3Heat_REP1.mLb.clN_peak_6360	chr3L	20241113	20241593	+	38	NA	promoter-TSS (FBgn0036959)	-promoter-TSS (FBgn0036959)	165	FBgn0036958	FBgn0036958	FBtr0306328						NA
ManzF3Heat_REP1.mLb.clN_peak_4805	chr3L	3814132	3814612	+	38	NA	TTS (FBgn0035464)	-TTS (FBgn0035464)	161	FBgn0004888	FBgn0004888	FBtr0073151						NA
ManzF3Heat_REP1.mLb.clN_peak_8587	chr3R	22041657	22042799	+	38	NA	promoter-TSS (FBgn0264491)	-promoter-TSS (FBgn0264491)	37	FBgn0264491	FBgn0264491	FBtr0301401						NA
ManzF3Heat_REP1.mLb.clN_peak_1425	chr2L	16721191	16721425	+	38	NA	promoter-TSS (FBgn0284248)	-promoter-TSS (FBgn0284248)	-703	FBgn0284248	FBgn0284248	FBtr0344849						NA
ManzF3Heat_REP1.mLb.clN_peak_6875	chr3R	4378786	4379260	+	38	NA	promoter-TSS (FBgn0037239)	-promoter-TSS (FBgn0037239)	-284	FBgn0037239	FBgn0037239	FBtr0078916						NA
ManzF3Heat_REP1.mLb.clN_peak_232	chr2L	2450907	2451278	+	38	NA	promoter-TSS (FBgn0000490)	-promoter-TSS (FBgn0000490)	-3645	FBgn0000490	FBgn0000490	FBtr0077775						NA
ManzF3Heat_REP1.mLb.clN_peak_9519	chr3R	32051748	32052086	+	38	NA	promoter-TSS (FBgn0002780)	-promoter-TSS (FBgn0002780)	76	FBgn0040206	FBgn0040206	FBtr0305268						NA
ManzF3Heat_REP1.mLb.clN_peak_5068	chr3L	6677808	6677987	+	38	NA	Intergenic	Intergenic	-10081	FBgn0041232	FBgn0041232	FBtr0300026						NA
ManzF3Heat_REP1.mLb.clN_peak_6366	chr3L	20313573	20313987	+	38	NA	TTS (FBgn0003124)	-TTS (FBgn0003124)	148	FBgn0250791	FBgn0250791	FBtr0074840						NA
ManzF3Heat_REP1.mLb.clN_peak_591	chr2L	6667751	6668079	+	38	NA	exon (FBgn0263200, exon 1 of 4)	-exon (FBgn0263200, exon 1 of 4)	118	FBgn0263200	FBgn0263200	FBtr0333352						NA
ManzF3Heat_REP1.mLb.clN_peak_10776	chrX	10478741	10478889	+	38	NA	promoter-TSS (FBgn0030208)	-promoter-TSS (FBgn0030208)	-23	FBgn0030208	FBgn0030208	FBtr0336899						NA
ManzF3Heat_REP1.mLb.clN_peak_6887	chr3R	4433625	4433979	+	38	NA	promoter-TSS (FBgn0037250)	-promoter-TSS (FBgn0037250)	93	FBgn0037249	FBgn0037249	FBtr0346646						NA
ManzF3Heat_REP1.mLb.clN_peak_3352	chr2R	16270482	16270901	+	38	NA	intron (FBgn0001308, intron 1 of 3)	-intron (FBgn0001308, intron 1 of 3)	1280	FBgn0001308	FBgn0001308	FBtr0087184						NA
ManzF3Heat_REP1.mLb.clN_peak_10481	chrX	7109859	7110344	+	38	NA	exon (FBgn0027342, exon 1 of 4)	-exon (FBgn0027342, exon 1 of 4)	220	FBgn0027342	FBgn0027342	FBtr0071017						NA
ManzF3Heat_REP1.mLb.clN_peak_1144	chr2L	13514257	13514582	+	38	NA	intron (FBgn0023407, intron 3 of 6)	-intron (FBgn0023407, intron 3 of 6)	-13422	FBgn0053640	FBgn0053640	FBtr0332506						NA
ManzF3Heat_REP1.mLb.clN_peak_2578	chr2R	9414200	9414971	+	38	NA	exon (FBgn0041087, exon 1 of 6)	-exon (FBgn0041087, exon 1 of 6)	243	FBgn0041087	FBgn0041087	FBtr0339380						NA
ManzF3Heat_REP1.mLb.clN_peak_4222	chr2R	24028506	24029287	+	38	NA	promoter-TSS (FBgn0034961)	-promoter-TSS (FBgn0034961)	-107	FBgn0061198	FBgn0061198	FBtr0343346						NA
ManzF3Heat_REP1.mLb.clN_peak_7295	chr3R	7491301	7491852	+	38	NA	promoter-TSS (FBgn0015569)	-promoter-TSS (FBgn0015569)	1695	FBgn0261508	FBgn0261508	FBtr0302437						NA
ManzF3Heat_REP1.mLb.clN_peak_11935	chrX	22355428	22356545	+	38	NA	Intergenic	Intergenic	-88241	FBgn0031183	FBgn0031183	FBtr0339557						NA
ManzF3Heat_REP1.mLb.clN_peak_789	chr2L	8692585	8692730	+	38	NA	promoter-TSS (FBgn0004914)	-promoter-TSS (FBgn0004914)	-257	FBgn0004914	FBgn0004914	FBtr0336633						NA
ManzF3Heat_REP1.mLb.clN_peak_9754	chrX	548332	548536	+	38	NA	intron (FBgn0000108, intron 2 of 10)	-intron (FBgn0000108, intron 2 of 11)	17933	FBgn0000108	FBgn0000108	FBtr0307294						NA
ManzF3Heat_REP1.mLb.clN_peak_8180	chr3R	17377722	17377838	+	38	NA	intron (FBgn0038499, intron 3 of 6)	-intron (FBgn0038499, intron 3 of 6)	4987	FBgn0262825	FBgn0262825	FBtr0344657						NA
ManzF3Heat_REP1.mLb.clN_peak_3019	chr2R	13222328	13223933	+	38	NA	promoter-TSS (FBgn0043010)	-promoter-TSS (FBgn0043010)	-461	FBgn0011763	FBgn0011763	FBtr0087741						NA
ManzF3Heat_REP1.mLb.clN_peak_5757	chr3L	14053137	14053533	+	38	NA	promoter-TSS (FBgn0036406)	-promoter-TSS (FBgn0036406)	120	FBgn0267795	FBgn0267795	FBtr0114573						NA
ManzF3Heat_REP1.mLb.clN_peak_11129	chrX	14322849	14322982	+	38	NA	exon (FBgn0052600, exon 1 of 10)	-exon (FBgn0052600, exon 1 of 10)	689	FBgn0052600	FBgn0052600	FBtr0343518						NA
ManzF3Heat_REP1.mLb.clN_peak_6814	chr3R	324944	325238	+	38	NA	Intergenic	Intergenic	-241985	FBgn0267431	FBgn0267431	FBtr0392909						NA
ManzF3Heat_REP1.mLb.clN_peak_6865	chr3R	4281641	4282460	+	38	NA	promoter-TSS (FBgn0041605)	-promoter-TSS (FBgn0041605)	1829	FBgn0041605	FBgn0041605	FBtr0078902						NA
ManzF3Heat_REP1.mLb.clN_peak_3914	chr2R	21496940	21497643	+	37	NA	promoter-TSS (FBgn0010470)	-promoter-TSS (FBgn0010470)	-1290	FBgn0286873	FBgn0286873	FBtr0475048						NA
ManzF3Heat_REP1.mLb.clN_peak_1380	chr2L	16324559	16326081	+	37	NA	promoter-TSS (FBgn0000250)	-promoter-TSS (FBgn0000250)	887	FBgn0000250	FBgn0000250	FBtr0337081						NA
ManzF3Heat_REP1.mLb.clN_peak_10997	chrX	13091090	13091262	+	37	NA	promoter-TSS (FBgn0261524)	-promoter-TSS (FBgn0261524)	31	FBgn0261524	FBgn0261524	FBtr0073720						NA
ManzF3Heat_REP1.mLb.clN_peak_1750	chr2L	20840453	20840861	+	37	NA	promoter-TSS (FBgn0051676)	-promoter-TSS (FBgn0051676)	-93	FBgn0051676	FBgn0051676	FBtr0339564						NA
ManzF3Heat_REP1.mLb.clN_peak_2544	chr2R	9116174	9116643	+	37	NA	promoter-TSS (FBgn0003612)	-promoter-TSS (FBgn0003612)	286	FBgn0003612	FBgn0003612	FBtr0302507						NA
ManzF3Heat_REP1.mLb.clN_peak_6050	chr3L	17032034	17032292	+	37	NA	promoter-TSS (FBgn0036690)	-promoter-TSS (FBgn0036690)	-83	FBgn0036690	FBgn0036690	FBtr0290221						NA
ManzF3Heat_REP1.mLb.clN_peak_10948	chrX	12653720	12654657	+	37	NA	promoter-TSS (FBgn0015024)	-promoter-TSS (FBgn0015024)	-211	FBgn0015024	FBgn0015024	FBtr0073680						NA
ManzF3Heat_REP1.mLb.clN_peak_4740	chr3L	3303644	3304026	+	37	NA	promoter-TSS (FBgn0035431)	-promoter-TSS (FBgn0035431)	-2867	FBgn0035431	FBgn0035431	FBtr0073086						NA
ManzF3Heat_REP1.mLb.clN_peak_5662	chr3L	12806320	12806551	+	37	NA	TTS (FBgn0267984)	-TTS (FBgn0267984)	533	FBgn0262714	FBgn0262714	FBtr0332044						NA
ManzF3Heat_REP1.mLb.clN_peak_7210	chr3R	6683331	6683459	+	37	NA	Intergenic	Intergenic	-1050	FBgn0000552	FBgn0000552	FBtr0081688						NA
ManzF3Heat_REP1.mLb.clN_peak_695	chr2L	7821472	7821860	+	37	NA	promoter-TSS (FBgn0266360)	-promoter-TSS (FBgn0266360)	131	FBgn0027515	FBgn0027515	FBtr0331236						NA
ManzF3Heat_REP1.mLb.clN_peak_7899	chr3R	14024087	14025164	+	37	NA	intron (FBgn0264493, intron 1 of 8)	-intron (FBgn0264493, intron 2 of 8)	-4603	FBgn0038194	FBgn0038194	FBtr0089766						NA
ManzF3Heat_REP1.mLb.clN_peak_11310	chrX	16278240	16278421	+	37	NA	promoter-TSS (FBgn0000536)	-promoter-TSS (FBgn0000536)	2	FBgn0000536	FBgn0000536	FBtr0343519						NA
ManzF3Heat_REP1.mLb.clN_peak_2651	chr2R	10117591	10117779	+	37	NA	promoter-TSS (FBgn0033486)	-promoter-TSS (FBgn0033486)	-9	FBgn0033486	FBgn0033486	FBtr0304926						NA
ManzF3Heat_REP1.mLb.clN_peak_9683	chr4	1305437	1306762	+	37	NA	Intergenic	Intergenic	75262	FBgn0053653	FBgn0053653	FBtr0333702						NA
ManzF3Heat_REP1.mLb.clN_peak_11236	chrX	15449372	15449899	+	37	NA	promoter-TSS (FBgn0014455)	-promoter-TSS (FBgn0014455)	248	FBgn0040285	FBgn0040285	FBtr0332592						NA
ManzF3Heat_REP1.mLb.clN_peak_6456	chr3L	21099489	21100201	+	37	NA	exon (FBgn0020294, exon 2 of 8)	-exon (FBgn0020294, exon 2 of 8)	255	FBgn0020294	FBgn0020294	FBtr0078324						NA
ManzF3Heat_REP1.mLb.clN_peak_12116	chrX	23487381	23487564	+	37	NA	Intergenic	Intergenic	195772	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Heat_REP1.mLb.clN_peak_3809	chr2R	20623391	20623649	+	37	NA	promoter-TSS (FBgn0034529)	-promoter-TSS (FBgn0034529)	-27	FBgn0034529	FBgn0034529	FBtr0086227						NA
ManzF3Heat_REP1.mLb.clN_peak_11429	chrX	17484534	17484701	+	37	NA	intron (FBgn0263706, intron 4 of 8)	-intron (FBgn0263706, intron 4 of 8)	-9144	FBgn0263706	FBgn0263706	FBtr0310335						NA
ManzF3Heat_REP1.mLb.clN_peak_4581	chr3L	1729298	1729637	+	37	NA	intron (FBgn0027594, intron 1 of 9)	-intron (FBgn0027594, intron 1 of 9)	1640	FBgn0027594	FBgn0027594	FBtr0334080						NA
ManzF3Heat_REP1.mLb.clN_peak_9540	chr4	225789	226391	+	37	NA	promoter-TSS (FBgn0051999)	-promoter-TSS (FBgn0051999)	1658	FBgn0051999	FBgn0051999	FBtr0344870						NA
ManzF3Heat_REP1.mLb.clN_peak_9077	chr3R	27580501	27582244	+	37	NA	exon (FBgn0027492, exon 1 of 9)	-exon (FBgn0027492, exon 1 of 9)	869	FBgn0027492	FBgn0027492	FBtr0479866						NA
ManzF3Heat_REP1.mLb.clN_peak_7443	chr3R	8927328	8928415	+	37	NA	intron (FBgn0262614, intron 1 of 13)	-intron (FBgn0262614, intron 1 of 13)	-7255	FBgn0003015	FBgn0003015	FBtr0081956						NA
ManzF3Heat_REP1.mLb.clN_peak_10966	chrX	12750268	12750930	+	37	NA	TTS (FBgn0030418)	-TTS (FBgn0030418)	705	FBgn0287633	FBgn0287633	FBtr0480002						NA
ManzF3Heat_REP1.mLb.clN_peak_10535	chrX	7728936	7729054	+	37	NA	promoter-TSS (FBgn0027553)	-promoter-TSS (FBgn0027553)	240	FBgn0029957	FBgn0029957	FBtr0071071						NA
ManzF3Heat_REP1.mLb.clN_peak_8860	chr3R	25292922	25293273	+	37	NA	promoter-TSS (FBgn0051098)	-promoter-TSS (FBgn0051098)	-120	FBgn0051098	FBgn0051098	FBtr0084863						NA
ManzF3Heat_REP1.mLb.clN_peak_34	chr2L	297812	298474	+	37	NA	TTS (FBgn0024352)	-TTS (FBgn0024352)	263	FBgn0020622	FBgn0020622	FBtr0331208						NA
ManzF3Heat_REP1.mLb.clN_peak_4939	chr3L	5341954	5342109	+	37	NA	promoter-TSS (FBgn0011986)	-promoter-TSS (FBgn0011986)	-53	FBgn0011986	FBgn0011986	FBtr0077142						NA
ManzF3Heat_REP1.mLb.clN_peak_4735	chr3L	3239541	3240110	+	37	NA	promoter-TSS (FBgn0035425)	-promoter-TSS (FBgn0035425)	-452	FBgn0035425	FBgn0035425	FBtr0073093						NA
ManzF3Heat_REP1.mLb.clN_peak_2863	chr2R	11712100	11713112	+	37	NA	exon (FBgn0033649, exon 1 of 5)	-exon (FBgn0033649, exon 1 of 5)	343	FBgn0033649	FBgn0033649	FBtr0113070						NA
ManzF3Heat_REP1.mLb.clN_peak_2363	chr2R	7779232	7779682	+	37	NA	exon (FBgn0286778, exon 2 of 3)	-exon (FBgn0286778, exon 2 of 3)	-3877	FBgn0266577	FBgn0266577	FBtr0344725						NA
ManzF3Heat_REP1.mLb.clN_peak_7896	chr3R	14017626	14017995	+	37	NA	intron (FBgn0264493, intron 2 of 8)	-intron (FBgn0264493, intron 2 of 8)	-11418	FBgn0038194	FBgn0038194	FBtr0089766						NA
ManzF3Heat_REP1.mLb.clN_peak_1624	chr2L	19508292	19508862	+	37	NA	TTS (FBgn0032797)	-TTS (FBgn0032797)	187	FBgn0032796	FBgn0032796	FBtr0081282						NA
ManzF3Heat_REP1.mLb.clN_peak_1345	chr2L	15911538	15912837	+	37	NA	promoter-TSS (FBgn0266162)	-promoter-TSS (FBgn0266162)	-371	FBgn0266162	FBgn0266162	FBtr0343724						NA
ManzF3Heat_REP1.mLb.clN_peak_5090	chr3L	6964248	6964873	+	37	NA	TTS (FBgn0035724)	-TTS (FBgn0035724)	198	FBgn0261445	FBgn0261445	FBtr0076938						NA
ManzF3Heat_REP1.mLb.clN_peak_2725	chr2R	10617476	10617684	+	37	NA	promoter-TSS (FBgn0033538)	-promoter-TSS (FBgn0033538)	-82	FBgn0033538	FBgn0033538	FBtr0088284						NA
ManzF3Heat_REP1.mLb.clN_peak_3584	chr2R	18688076	18689262	+	37	NA	promoter-TSS (FBgn0262103)	-promoter-TSS (FBgn0262103)	537	FBgn0262103	FBgn0262103	FBtr0344259						NA
ManzF3Heat_REP1.mLb.clN_peak_10586	chrX	8437336	8438099	+	37	NA	promoter-TSS (FBgn0030037)	-promoter-TSS (FBgn0030037)	103	FBgn0030037	FBgn0030037	FBtr0345986						NA
ManzF3Heat_REP1.mLb.clN_peak_4410	chr3L	282255	282787	+	37	NA	exon (FBgn0264707, exon 5 of 16)	-exon (FBgn0264707, exon 5 of 16)	7366	FBgn0035124	FBgn0035124	FBtr0072507						NA
ManzF3Heat_REP1.mLb.clN_peak_666	chr2L	7535010	7535182	+	37	NA	intron (FBgn0264895, intron 3 of 5)	-intron (FBgn0264895, intron 3 of 5)	15417	FBgn0264891	FBgn0264891	FBtr0334845						NA
ManzF3Heat_REP1.mLb.clN_peak_3606	chr2R	18895089	18895459	+	37	NA	intron (FBgn0034408, intron 2 of 6)	-intron (FBgn0034408, intron 2 of 7)	-4155	FBgn0086022	FBgn0086022	FBtr0114298						NA
