PeakID (cmd=annotatePeaks.pl AkaaF6Ctrl_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6Ctrl_REP2.mLb.clN_peak_14195	chrX	1478475	1479114	+	122	NA	TTS (FBgn0260986)	-TTS (FBgn0260986)	193	FBgn0025381	FBgn0025381	FBtr0339589						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_3171	chr2R	6241446	6242609	+	122	NA	promoter-TSS (FBgn0286511)	-promoter-TSS (FBgn0286511)	-3485	FBgn0286511	FBgn0286511	FBtr0336520						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14254	chrX	1830093	1831464	+	122	NA	promoter-TSS (FBgn0283741)	-promoter-TSS (FBgn0283741)	-8397	FBgn0029590	FBgn0029590	FBtr0309970						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9187	chr3L	19928352	19929359	+	122	NA	promoter-TSS (FBgn0036920)	-promoter-TSS (FBgn0036920)	112	FBgn0036921	FBgn0036921	FBtr0331800						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1555	chr2L	12108457	12109938	+	122	NA	promoter-TSS (FBgn0263234)	-promoter-TSS (FBgn0263234)	-81	FBgn0015797	FBgn0015797	FBtr0346437						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_3665	chr2R	8649399	8650213	+	121	NA	TTS (FBgn0265308)	-TTS (FBgn0265308)	157	FBgn0003892	FBgn0003892	FBtr0089427						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9139	chr3L	19585593	19586622	+	121	NA	promoter-TSS (FBgn0036888)	-promoter-TSS (FBgn0036888)	-104	FBgn0036887	FBgn0036887	FBtr0344994						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15017	chrX	7323333	7325407	+	121	NA	promoter-TSS (FBgn0029943)	-promoter-TSS (FBgn0029943)	156	FBgn0029944	FBgn0029944	FBtr0071049						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_467	chr2L	3655263	3657724	+	121	NA	intron (FBgn0000721, intron 1 of 9)	-intron (FBgn0000721, intron 1 of 9)	-6252	FBgn0085369	FBgn0085369	FBtr0339572						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15852	chrX	13748915	13749977	+	121	NA	intron (FBgn0030520, intron 3 of 3)	-intron (FBgn0030520, intron 3 of 3)	4506	FBgn0262108	FBgn0262108	FBtr0343987						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1866	chr2L	14997323	14997897	+	121	NA	promoter-TSS (FBgn0086711)	-promoter-TSS (FBgn0086711)	-51	FBgn0086711	FBgn0086711	FBtr0332521						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_10659	chr3R	9350710	9353643	+	121	NA	intron (FBgn0266410, intron 2 of 5)	-intron (FBgn0266410, intron 2 of 5)	-2092	FBgn0086053	FBgn0086053	FBtr0114329						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1725	chr2L	13548927	13550838	+	121	NA	promoter-TSS (FBgn0259984)	-promoter-TSS (FBgn0259984)	-257	FBgn0259984	FBgn0259984	FBtr0301412						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4277	chr2R	11648477	11648726	+	121	NA	promoter-TSS (FBgn0033639)	-promoter-TSS (FBgn0033639)	3015	FBgn0033639	FBgn0033639	FBtr0330634						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15275	chrX	9152151	9152812	+	121	NA	TTS (FBgn0030093)	-TTS (FBgn0030093)	3172	FBgn0030093	FBgn0030093	FBtr0071300						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12766	chr3R	26005981	26006786	+	121	NA	promoter-TSS (FBgn0002733)	-promoter-TSS (FBgn0002733)	-360	FBgn0002733	FBgn0002733	FBtr0084982						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_462	chr2L	3631287	3633198	+	121	NA	promoter-TSS (FBgn0000721)	-promoter-TSS (FBgn0000721)	-88	FBgn0000721	FBgn0000721	FBtr0089312						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_16263	chrX	17107299	17108059	+	121	NA	promoter-TSS (FBgn0260748)	-promoter-TSS (FBgn0260748)	-1827	FBgn0065032	FBgn0065032	FBtr0074410						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8552	chr3L	15510878	15511058	+	121	NA	promoter-TSS (FBgn0000565)	-promoter-TSS (FBgn0000565)	-84	FBgn0000565	FBgn0000565	FBtr0330177						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8043	chr3L	11113325	11113979	+	121	NA	promoter-TSS (FBgn0003462)	-promoter-TSS (FBgn0003462)	88	FBgn0003462	FBgn0003462	FBtr0076229						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_7560	chr3L	7368147	7370802	+	121	NA	promoter-TSS (FBgn0082598)	-promoter-TSS (FBgn0082598)	-214	FBgn0035772	FBgn0035772	FBtr0076872						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13278	chr3R	30133643	30134938	+	121	NA	promoter-TSS (FBgn0086355)	-promoter-TSS (FBgn0086355)	19	FBgn0086355	FBgn0086355	FBtr0085582						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12786	chr3R	26117430	26118101	+	121	NA	intron (FBgn0051324, intron 3 of 4)	-intron (FBgn0051324, intron 1 of 2)	7658	FBgn0267729	FBgn0267729	FBtr0347307						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12051	chr3R	20778370	20778899	+	121	NA	promoter-TSS (FBgn0038826)	-promoter-TSS (FBgn0038826)	-6033	FBgn0046689	FBgn0046689	FBtr0083996						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13436	chr3R	31252223	31253066	+	121	NA	promoter-TSS (FBgn0039835)	-promoter-TSS (FBgn0039835)	-228	FBgn0039835	FBgn0039835	FBtr0085759						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_7556	chr3L	7348007	7348706	+	121	NA	promoter-TSS (FBgn0019662)	-promoter-TSS (FBgn0019662)	43	FBgn0019662	FBgn0019662	FBtr0076846						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14880	chrX	6266902	6268467	+	121	NA	promoter-TSS (FBgn0028982)	-promoter-TSS (FBgn0028982)	-113	FBgn0028982	FBgn0028982	FBtr0070896						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13182	chr3R	29460467	29461186	+	121	NA	intron (FBgn0004369, intron 1 of 12)	-intron (FBgn0004369, intron 1 of 12)	-1548	FBgn0264792	FBgn0264792	FBtr0334340						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9140	chr3L	19590284	19590742	+	121	NA	promoter-TSS (FBgn0036889)	-promoter-TSS (FBgn0036889)	11	FBgn0036889	FBgn0036889	FBtr0074971						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12734	chr3R	25624217	25624965	+	121	NA	promoter-TSS (FBgn0039348)	-promoter-TSS (FBgn0039348)	71	FBgn0039348	FBgn0039348	FBtr0300730						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13611	chr4	155756	156989	+	121	NA	promoter-TSS (FBgn0051997)	-promoter-TSS (FBgn0051997)	-312	FBgn0051997	FBgn0051997	FBtr0345283						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_7519	chr3L	6955317	6956335	+	121	NA	promoter-TSS (FBgn0035721)	-promoter-TSS (FBgn0035721)	-268	FBgn0035721	FBgn0035721	FBtr0333081						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_16516	chrX	18848357	18849448	+	121	NA	promoter-TSS (FBgn0030966)	-promoter-TSS (FBgn0030966)	-336	FBgn0030966	FBgn0030966	FBtr0074655						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_181	chr2L	1157306	1159049	+	121	NA	promoter-TSS (FBgn0031312)	-promoter-TSS (FBgn0031312)	-484	FBgn0031312	FBgn0031312	FBtr0331287						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1873	chr2L	15057032	15058058	+	121	NA	promoter-TSS (FBgn0053679)	-promoter-TSS (FBgn0053679)	317	FBgn0000317	FBgn0000317	FBtr0343686						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13137	chr3R	29138135	29139268	+	120	NA	promoter-TSS (FBgn0039640)	-promoter-TSS (FBgn0039640)	-128	FBgn0039639	FBgn0039639	FBtr0085413						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4276	chr2R	11639261	11641021	+	120	NA	intron (FBgn0033638, intron 1 of 7)	-intron (FBgn0033638, intron 1 of 7)	800	FBgn0033638	FBgn0033638	FBtr0479845						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_16682	chrX	19848217	19848612	+	120	NA	promoter-TSS (FBgn0261811)	-promoter-TSS (FBgn0261811)	-2727	FBgn0261811	FBgn0261811	FBtr0074804						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6369	chr2R	24028388	24029628	+	120	NA	promoter-TSS (FBgn0034961)	-promoter-TSS (FBgn0034961)	-219	FBgn0061198	FBgn0061198	FBtr0343346						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6861	chr3L	1487771	1489934	+	120	NA	promoter-TSS (FBgn0086670)	-promoter-TSS (FBgn0086670)	-54	FBgn0086670	FBgn0086670	FBtr0091635						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_16067	chrX	15582738	15583190	+	120	NA	promoter-TSS (FBgn0030660)	-promoter-TSS (FBgn0030660)	-90	FBgn0030659	FBgn0030659	FBtr0074066						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_16854	chrX	21591194	21592643	+	120	NA	Intergenic	Intergenic	8116	FBgn0265922	FBgn0265922	FBtr0342860						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12749	chr3R	25737798	25738555	+	120	NA	exon (FBgn0267771, exon 1 of 1)	-exon (FBgn0267771, exon 1 of 1)	149	FBgn0267771	FBgn0267771	FBtr0347335						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_7683	chr3L	8185401	8187534	+	120	NA	promoter-TSS (FBgn0035850)	-promoter-TSS (FBgn0035850)	-390	FBgn0035850	FBgn0035850	FBtr0321320						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_7626	chr3L	7835065	7835948	+	120	NA	intron (FBgn0016694, intron 1 of 5)	-intron (FBgn0016694, intron 1 of 4)	20042	FBgn0016694	FBgn0016694	FBtr0332083						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14491	chrX	3451256	3451951	+	120	NA	intron (FBgn0266350, intron 3 of 3)	-intron (FBgn0266350, intron 3 of 3)	-2660	FBgn0029657	FBgn0029657	FBtr0344078						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9368	chr3L	21216471	21217608	+	120	NA	promoter-TSS (FBgn0037061)	-promoter-TSS (FBgn0037061)	138	FBgn0028427	FBgn0028427	FBtr0078305						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12156	chr3R	21445442	21446787	+	120	NA	exon (FBgn0011278, exon 1 of 2)	-exon (FBgn0011278, exon 1 of 2)	423	FBgn0011278	FBgn0011278	FBtr0084091						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11587	chr3R	16647594	16648310	+	120	NA	promoter-TSS (FBgn0038454)	-promoter-TSS (FBgn0038454)	347	FBgn0015019	FBgn0015019	FBtr0302371						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14940	chrX	6743666	6744608	+	120	NA	promoter-TSS (FBgn0029897)	-promoter-TSS (FBgn0029897)	-322	FBgn0082997	FBgn0082997	FBtr0113561						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9247	chr3L	20395478	20395922	+	120	NA	TTS (FBgn0028978)	-TTS (FBgn0028978)	151	FBgn0267237	FBgn0267237	FBtr0346407						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11383	chr3R	15225229	15226078	+	120	NA	promoter-TSS (FBgn0263979)	-promoter-TSS (FBgn0263979)	77	FBgn0263979	FBgn0263979	FBtr0301845						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8591	chr3L	15815566	15816922	+	120	NA	promoter-TSS (FBgn0015025)	-promoter-TSS (FBgn0015025)	166	FBgn0261722	FBgn0261722	FBtr0075543						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_5267	chr2R	17261750	17262259	+	120	NA	promoter-TSS (FBgn0267659)	-promoter-TSS (FBgn0267659)	-335	FBgn0267659	FBgn0267659	FBtr0347117						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_5787	chr2R	20780012	20780643	+	120	NA	promoter-TSS (FBgn0263850)	-promoter-TSS (FBgn0263850)	-840	FBgn0263850	FBgn0263850	FBtr0321315						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11740	chr3R	18242382	18245234	+	120	NA	intron (FBgn0020238, intron 1 of 3)	-intron (FBgn0020238, intron 1 of 3)	1277	FBgn0020238	FBgn0020238	FBtr0083568						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13870	chr4	1122517	1123403	+	120	NA	promoter-TSS (FBgn0039928)	-promoter-TSS (FBgn0039928)	5	FBgn0039928	FBgn0039928	FBtr0333700						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4351	chr2R	11890285	11891115	+	120	NA	promoter-TSS (FBgn0284245)	-promoter-TSS (FBgn0284245)	279	FBgn0033663	FBgn0033663	FBtr0088058						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6539	chr2R	24928173	24928616	+	120	NA	promoter-TSS (FBgn0060296)	-promoter-TSS (FBgn0060296)	-4798	FBgn0060296	FBgn0060296	FBtr0333813						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15342	chrX	9674808	9675282	+	120	NA	intron (FBgn0261617, intron 7 of 13)	-intron (FBgn0261617, intron 7 of 13)	11613	FBgn0261617	FBgn0261617	FBtr0302723						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11126	chr3R	13363488	13365321	+	120	NA	promoter-TSS (FBgn0027610)	-promoter-TSS (FBgn0027610)	184	FBgn0086371	FBgn0086371	FBtr0082772						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15755	chrX	12909565	12910314	+	120	NA	promoter-TSS (FBgn0030435)	-promoter-TSS (FBgn0030435)	-120	FBgn0030435	FBgn0030435	FBtr0346316						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_10560	chr3R	8658762	8660554	+	120	NA	intron (FBgn0263231, intron 1 of 3)	-intron (FBgn0263231, intron 1 of 3)	1103	FBgn0263231	FBgn0263231	FBtr0334319						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1231	chr2L	9497277	9497718	+	120	NA	intron (FBgn0032120, intron 2 of 15)	-intron (FBgn0032120, intron 1 of 14)	2023	FBgn0032120	FBgn0032120	FBtr0089853						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8839	chr3L	17576304	17576825	+	120	NA	promoter-TSS (FBgn0000567)	-promoter-TSS (FBgn0000567)	-10402	FBgn0086080	FBgn0086080	FBtr0114356						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12184	chr3R	21618395	21619562	+	120	NA	promoter-TSS (FBgn0283499)	-promoter-TSS (FBgn0283499)	-3238	FBgn0264826	FBgn0264826	FBtr0334680						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_16037	chrX	15306184	15306699	+	119	NA	exon (FBgn0261703, exon 2 of 10)	-exon (FBgn0261703, exon 2 of 10)	7432	FBgn0261703	FBgn0261703	FBtr0331765						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15395	chrX	10209445	10212996	+	119	NA	TTS (FBgn0264500)	-TTS (FBgn0264500)	1039	FBgn0264500	FBgn0264500	FBtr0332903						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11965	chr3R	19904763	19905521	+	119	NA	promoter-TSS (FBgn0038747)	-promoter-TSS (FBgn0038747)	-22	FBgn0038747	FBgn0038747	FBtr0344354						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_380	chr2L	2972218	2972931	+	119	NA	promoter-TSS (FBgn0260639)	-promoter-TSS (FBgn0260639)	-66	FBgn0004584	FBgn0004584	FBtr0290241						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8663	chr3L	16377768	16378673	+	119	NA	TTS (FBgn0036622)	-TTS (FBgn0036622)	346	FBgn0036621	FBgn0036621	FBtr0333265						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8953	chr3L	18179623	18179966	+	119	NA	intron (FBgn0003997, intron 1 of 3)	-intron (FBgn0003997, intron 1 of 3)	5847	FBgn0003997	FBgn0003997	FBtr0332862						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11935	chr3R	19671217	19672785	+	119	NA	TTS (FBgn0012003)	-TTS (FBgn0012003)	348	FBgn0012003	FBgn0012003	FBtr0083799						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8815	chr3L	17419141	17421769	+	119	NA	intron (FBgn0027660, intron 1 of 5)	-intron (FBgn0027660, intron 1 of 5)	4762	FBgn0266669	FBgn0266669	FBtr0075231						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12181	chr3R	21606692	21607133	+	119	NA	intron (FBgn0283499, intron 1 of 12)	-intron (FBgn0283499, intron 1 of 12)	8828	FBgn0264826	FBgn0264826	FBtr0334680						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_7342	chr3L	5248004	5249414	+	119	NA	promoter-TSS (FBgn0052423)	-promoter-TSS (FBgn0052423)	14226	FBgn0035598	FBgn0035598	FBtr0077171						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14794	chrX	5428323	5428925	+	119	NA	promoter-TSS (FBgn0029766)	-promoter-TSS (FBgn0029766)	141	FBgn0267073	FBgn0267073	FBtr0346054						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9144	chr3L	19611792	19613033	+	119	NA	promoter-TSS (FBgn0036893)	-promoter-TSS (FBgn0036893)	-43	FBgn0036893	FBgn0036893	FBtr0074946						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6150	chr2R	22924495	22926589	+	119	NA	promoter-TSS (FBgn0010660)	-promoter-TSS (FBgn0010660)	435	FBgn0261564	FBgn0261564	FBtr0345079						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15898	chrX	14037829	14038563	+	119	NA	Intergenic	Intergenic	9299	FBgn0053247	FBgn0053247	FBtr0300096						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14745	chrX	5046827	5047305	+	119	NA	intron (FBgn0266096, intron 1 of 3)	-intron (FBgn0266096, intron 1 of 3)	-1207	FBgn0003028	FBgn0003028	FBtr0301914						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14983	chrX	7015143	7015620	+	119	NA	TTS (FBgn0029929)	-TTS (FBgn0029929)	1494	FBgn0029929	FBgn0029929	FBtr0071009						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8021	chr3L	11008151	11009591	+	119	NA	promoter-TSS (FBgn0013469)	-promoter-TSS (FBgn0013469)	317	FBgn0013469	FBgn0013469	FBtr0345346						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9195	chr3L	19991755	19992723	+	119	NA	intron (FBgn0036926, intron 1 of 5)	-intron (FBgn0036926, intron 1 of 3)	352	FBgn0036926	FBgn0036926	FBtr0344084						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_10405	chr3R	7107331	7110032	+	119	NA	promoter-TSS (FBgn0261238)	-promoter-TSS (FBgn0261238)	-1331	FBgn0267566	FBgn0267566	FBtr0346977						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13498	chr3R	31571848	31572549	+	119	NA	promoter-TSS (FBgn0028968)	-promoter-TSS (FBgn0028968)	55	FBgn0028968	FBgn0028968	FBtr0330096						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15710	chrX	12659012	12659524	+	119	NA	promoter-TSS (FBgn0011837)	-promoter-TSS (FBgn0011837)	-194	FBgn0053963	FBgn0053963	FBtr0100004						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_10082	chr3R	4947874	4948319	+	119	NA	promoter-TSS (FBgn0004183)	-promoter-TSS (FBgn0004183)	0	FBgn0004183	FBgn0004183	FBtr0078851						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_10584	chr3R	8819586	8820854	+	119	NA	promoter-TSS (FBgn0262604)	-promoter-TSS (FBgn0262604)	462	FBgn0286516	FBgn0286516	FBtr0334660						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8137	chr3L	11707865	11709716	+	119	NA	promoter-TSS (FBgn0036196)	-promoter-TSS (FBgn0036196)	-189	FBgn0261353	FBgn0261353	FBtr0302271						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_8690	chr3L	16574347	16575075	+	119	NA	promoter-TSS (FBgn0262732)	-promoter-TSS (FBgn0262732)	66	FBgn0262732	FBgn0262732	FBtr0330137						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4242	chr2R	11475291	11477040	+	119	NA	exon (FBgn0001269, exon 2 of 5)	-exon (FBgn0001269, exon 2 of 5)	457	FBgn0001269	FBgn0001269	FBtr0345673						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1361	chr2L	10311652	10312176	+	119	NA	promoter-TSS (FBgn0027491)	-promoter-TSS (FBgn0027491)	185	FBgn0267365	FBgn0267365	FBtr0080062						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1278	chr2L	9698278	9700914	+	119	NA	promoter-TSS (FBgn0286786)	-promoter-TSS (FBgn0286786)	-195	FBgn0286786	FBgn0286786	FBtr0335494						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4967	chr2R	15531248	15532423	+	119	NA	intron (FBgn0019968, intron 1 of 16)	-intron (FBgn0019968, intron 1 of 16)	424	FBgn0019968	FBgn0019968	FBtr0346265						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4807	chr2R	14526126	14527898	+	119	NA	exon (FBgn0265974, exon 1 of 10)	-exon (FBgn0265974, exon 1 of 10)	436	FBgn0265974	FBgn0265974	FBtr0474168						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_9225	chr3L	20301436	20302883	+	119	NA	promoter-TSS (FBgn0036967)	-promoter-TSS (FBgn0036967)	-18	FBgn0288469	FBgn0288469	FBtr0074846						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1458	chr2L	11065224	11067220	+	119	NA	intron (FBgn0032330, intron 1 of 6)	-intron (FBgn0032330, intron 1 of 6)	-4805	FBgn0032335	FBgn0032335	FBtr0080193						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_5930	chr2R	21634629	21635985	+	119	NA	TTS (FBgn0034642)	-TTS (FBgn0034642)	628	FBgn0034643	FBgn0034643	FBtr0330228						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14480	chrX	3377502	3378929	+	119	NA	intron (FBgn0266350, intron 2 of 3)	-intron (FBgn0262656, intron 2 of 2)	5056	FBgn0262656	FBgn0262656	FBtr0331605						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14950	chrX	6802987	6805007	+	119	NA	promoter-TSS (FBgn0029903)	-promoter-TSS (FBgn0029903)	313	FBgn0029903	FBgn0029903	FBtr0308228						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12053	chr3R	20782587	20783058	+	119	NA	promoter-TSS (FBgn0038826)	-promoter-TSS (FBgn0038826)	-7164	FBgn0038826	FBgn0038826	FBtr0334713						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12784	chr3R	26106203	26107195	+	118	NA	promoter-TSS (FBgn0051324)	-promoter-TSS (FBgn0051324)	-7988	FBgn0039411	FBgn0039411	FBtr0300618						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15770	chrX	13089871	13091380	+	118	NA	promoter-TSS (FBgn0261524)	-promoter-TSS (FBgn0261524)	-191	FBgn0010303	FBgn0010303	FBtr0479993						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_773	chr2L	6100185	6100911	+	118	NA	exon (FBgn0266521, exon 1 of 7)	-exon (FBgn0266521, exon 1 of 7)	171	FBgn0266521	FBgn0266521	FBtr0304908						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1667	chr2L	13127521	13128073	+	118	NA	Intergenic	Intergenic	-2794	FBgn0032471	FBgn0032471	FBtr0080431						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14269	chrX	1898987	1900714	+	118	NA	promoter-TSS (FBgn0000117)	-promoter-TSS (FBgn0000117)	-326	FBgn0000117	FBgn0000117	FBtr0089992						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_14342	chrX	2300486	2302008	+	118	NA	intron (FBgn0003079, intron 2 of 6)	-intron (FBgn0003079, intron 2 of 6)	5781	FBgn0003079	FBgn0003079	FBtr0344007						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_7026	chr3L	2585624	2586683	+	118	NA	exon (FBgn0010909, exon 1 of 19)	-exon (FBgn0010909, exon 1 of 19)	387	FBgn0010909	FBgn0010909	FBtr0072959						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_15808	chrX	13318694	13319980	+	118	NA	intron (FBgn0283680, intron 2 of 5)	-intron (FBgn0283680, intron 3 of 6)	-11682	FBgn0040309	FBgn0040309	FBtr0345161						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_16538	chrX	19028492	19028860	+	118	NA	TTS (FBgn0264090)	-TTS (FBgn0264090)	-21766	FBgn0085358	FBgn0085358	FBtr0344305						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_1084	chr2L	8299573	8301100	+	118	NA	intron (FBgn0003502, intron 1 of 12)	-intron (FBgn0003502, intron 1 of 12)	2649	FBgn0261020	FBgn0261020	FBtr0079614						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12137	chr3R	21295802	21298124	+	118	NA	exon (FBgn0001234, exon 1 of 2)	-exon (FBgn0001234, exon 1 of 2)	342	FBgn0001234	FBgn0001234	FBtr0334316						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_4422	chr2R	12343908	12345702	+	118	NA	promoter-TSS (FBgn0266111)	-promoter-TSS (FBgn0266111)	-178	FBgn0266111	FBgn0266111	FBtr0087904						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_6372	chr2R	24045173	24046937	+	118	NA	intron (FBgn0011726, intron 1 of 3)	-intron (FBgn0011726, intron 1 of 3)	750	FBgn0011726	FBgn0011726	FBtr0072188						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_5847	chr2R	21182492	21184002	+	118	NA	promoter-TSS (FBgn0003891)	-promoter-TSS (FBgn0003891)	-75	FBgn0003891	FBgn0003891	FBtr0342870						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_11817	chr3R	18923156	18924449	+	118	NA	promoter-TSS (FBgn0261113)	-promoter-TSS (FBgn0261113)	4857	FBgn0038662	FBgn0038662	FBtr0334525						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_530	chr2L	4340018	4340690	+	118	NA	intron (FBgn0020762, intron 1 of 6)	-intron (FBgn0020762, intron 2 of 6)	6441	FBgn0020762	FBgn0020762	FBtr0112899						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_12411	chr3R	23156224	23157888	+	118	NA	TTS (FBgn0039058)	-TTS (FBgn0039058)	806	FBgn0004395	FBgn0004395	FBtr0347570						NA
AkaaF6Ctrl_REP2.mLb.clN_peak_13225	chr3R	29782052	29782966	+	118	NA	promoter-TSS (FBgn0001297)	-promoter-TSS (FBgn0001297)	-2057	FBgn0039694	FBgn0039694	FBtr0085538						NA
