PeakID (cmd=annotatePeaks.pl ManzF3Ctrl_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Ctrl_REP1.mLb.clN_peak_19265	chrX	17910725	17911589	+	25	NA	promoter-TSS (FBgn0030884)	-promoter-TSS (FBgn0030884)	-305	FBgn0030884	FBgn0030884	FBtr0344233						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17866	chrX	9243460	9243805	+	25	NA	promoter-TSS (FBgn0260789)	-promoter-TSS (FBgn0260789)	-165	FBgn0260789	FBgn0260789	FBtr0343367						NA
ManzF3Ctrl_REP1.mLb.clN_peak_429	chr2L	2972071	2972878	+	25	NA	promoter-TSS (FBgn0260639)	-promoter-TSS (FBgn0260639)	34	FBgn0004584	FBgn0004584	FBtr0290241						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14952	chr3R	25292137	25293139	+	25	NA	TTS (FBgn0051102)	-TTS (FBgn0051102)	339	FBgn0051098	FBgn0051098	FBtr0084863						NA
ManzF3Ctrl_REP1.mLb.clN_peak_10184	chr3L	17044836	17045064	+	25	NA	promoter-TSS (FBgn0036696)	-promoter-TSS (FBgn0036696)	24	FBgn0036696	FBgn0036696	FBtr0075286						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7453	chr2R	24719320	24719772	+	25	NA	intron (FBgn0053988, intron 2 of 5)	-intron (FBgn0053988, intron 2 of 5)	17111	FBgn0053988	FBgn0053988	FBtr0331983						NA
ManzF3Ctrl_REP1.mLb.clN_peak_19564	chrX	19498986	19499147	+	25	NA	intron (FBgn0027621, intron 1 of 1)	-intron (FBgn0027621, intron 1 of 1)	693	FBgn0027621	FBgn0027621	FBtr0339440						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3463	chr2R	6108632	6108807	+	25	NA	intron (FBgn0000546, intron 4 of 7)	-intron (FBgn0000546, intron 3 of 6)	-23094	FBgn0033062	FBgn0033062	FBtr0310667						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7612	chr3L	246025	247060	+	25	NA	promoter-TSS (FBgn0052476)	-promoter-TSS (FBgn0052476)	370	FBgn0000541	FBgn0000541	FBtr0332104						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3948	chr2R	8180456	8180711	+	25	NA	intron (FBgn0053087, intron 1 of 21)	-intron (FBgn0053087, intron 1 of 22)	6418	FBgn0053087	FBgn0053087	FBtr0344894						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6677	chr2R	20944859	20945936	+	25	NA	promoter-TSS (FBgn0065059)	-promoter-TSS (FBgn0065059)	-573	FBgn0065059	FBgn0065059	FBtr0091781						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15742	chr3R	30764199	30764435	+	25	NA	Intergenic	Intergenic	-1609	FBgn0004606	FBgn0004606	FBtr0331180						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2003	chr2L	14221317	14221467	+	25	NA	intron (FBgn0016930, intron 3 of 10)	-intron (FBgn0016930, intron 2 of 9)	-13362	FBgn0265940	FBgn0265940	FBtr0342907						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6333	chr2R	19141615	19143268	+	25	NA	intron (FBgn0000578, intron 2 of 10)	-intron (FBgn0000578, intron 1 of 9)	809	FBgn0000578	FBgn0000578	FBtr0340450						NA
ManzF3Ctrl_REP1.mLb.clN_peak_20017	chrX	23525852	23526662	+	25	NA	Intergenic	Intergenic	234557	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3357	chr2R	5711047	5711505	+	25	NA	intron (FBgn0267978, intron 4 of 7)	-intron (FBgn0267978, intron 4 of 7)	9164	FBgn0259978	FBgn0259978	FBtr0307532						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11633	chr3R	5012045	5012309	+	25	NA	Intergenic	Intergenic	-1146	FBgn0037292	FBgn0037292	FBtr0301312						NA
ManzF3Ctrl_REP1.mLb.clN_peak_10999	chr3L	22026439	22027929	+	25	NA	exon (FBgn0037147, exon 1 of 1)	-exon (FBgn0037147, exon 1 of 1)	1141	FBgn0037147	FBgn0037147	FBtr0114546						NA
ManzF3Ctrl_REP1.mLb.clN_peak_10619	chr3L	20153497	20155036	+	25	NA	exon (FBgn0261556, exon 12 of 15)	-exon (FBgn0261556, exon 12 of 15)	-5724	FBgn0267604	FBgn0267604	FBtr0347050						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4780	chr2R	11710303	11710454	+	25	NA	Intergenic	Intergenic	-1885	FBgn0033649	FBgn0033649	FBtr0113070						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7859	chr3L	1546037	1546987	+	25	NA	promoter-TSS (FBgn0041342)	-promoter-TSS (FBgn0041342)	420	FBgn0041342	FBgn0041342	FBtr0345365						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18041	chrX	10318465	10319351	+	25	NA	intron (FBgn0259170, intron 2 of 6)	-intron (FBgn0259170, intron 2 of 6)	-7556	FBgn0030189	FBgn0030189	FBtr0071441						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7493	chr2R	24873359	24873522	+	25	NA	exon (FBgn0035073, exon 3 of 4)	-exon (FBgn0035073, exon 3 of 4)	1472	FBgn0035073	FBgn0035073	FBtr0072423						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18264	chrX	11544987	11545361	+	25	NA	intron (FBgn0052666, intron 1 of 4)	-intron (FBgn0052666, intron 2 of 5)	11264	FBgn0030309	FBgn0030309	FBtr0073543						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18949	chrX	16089111	16089545	+	25	NA	promoter-TSS (FBgn0028397)	-promoter-TSS (FBgn0028397)	-1939	FBgn0028397	FBgn0028397	FBtr0301652						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18084	chrX	10524725	10524881	+	25	NA	intron (FBgn0085443, intron 3 of 10)	-intron (FBgn0085443, intron 3 of 9)	32559	FBgn0085443	FBgn0085443	FBtr0310296						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5292	chr2R	13981372	13981824	+	25	NA	exon (FBgn0033890, exon 1 of 1)	-exon (FBgn0033890, exon 1 of 1)	1719	FBgn0033890	FBgn0033890	FBtr0087606						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8362	chr3L	4460908	4461065	+	25	NA	promoter-TSS (FBgn0035547)	-promoter-TSS (FBgn0035547)	518	FBgn0035548	FBgn0035548	FBtr0346535						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9471	chr3L	12056298	12056686	+	25	NA	promoter-TSS (FBgn0041096)	-promoter-TSS (FBgn0041096)	8367	FBgn0041096	FBgn0041096	FBtr0334110						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13131	chr3R	13976149	13976469	+	25	NA	intron (FBgn0264493, intron 2 of 8)	-intron (FBgn0264493, intron 1 of 7)	-4509	FBgn0264493	FBgn0264493	FBtr0301633						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3168	chr2R	4130830	4132443	+	25	NA	exon (FBgn0262115, exon 3 of 4)	-exon (FBgn0262115, exon 3 of 4)	662	FBgn0262115	FBgn0262115	FBtr0111300						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4734	chr2R	11566377	11566866	+	25	NA	Intergenic	Intergenic	21710	FBgn0082993	FBgn0082993	FBtr0113499						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17584	chrX	7691804	7691975	+	25	NA	intron (FBgn0029504, intron 1 of 5)	-intron (FBgn0029504, intron 1 of 5)	3029	FBgn0029504	FBgn0029504	FBtr0310287						NA
ManzF3Ctrl_REP1.mLb.clN_peak_10703	chr3L	20543778	20544464	+	25	NA	Intergenic	Intergenic	-3704	FBgn0037012	FBgn0037012	FBtr0078213						NA
ManzF3Ctrl_REP1.mLb.clN_peak_827	chr2L	5997822	5999549	+	25	NA	promoter-TSS (FBgn0031759)	-promoter-TSS (FBgn0031759)	816	FBgn0031759	FBgn0031759	FBtr0307069						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2955	chr2L	22091924	22092348	+	25	NA	Intergenic	Intergenic	12265	FBgn0051703	FBgn0051703	FBtr0085946						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8589	chr3L	6451139	6451923	+	25	NA	intron (FBgn0261801, intron 2 of 6)	-intron (FBgn0261801, intron 2 of 6)	36893	FBgn0035702	FBgn0035702	FBtr0333060						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8335	chr3L	4321534	4321775	+	25	NA	TTS (FBgn0052250)	-TTS (FBgn0052250)	605	FBgn0035532	FBgn0035532	FBtr0073340						NA
ManzF3Ctrl_REP1.mLb.clN_peak_924	chr2L	6610918	6611702	+	25	NA	promoter-TSS (FBgn0031836)	-promoter-TSS (FBgn0031836)	-377	FBgn0031836	FBgn0031836	FBtr0079293						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5072	chr2R	13115869	13116427	+	25	NA	promoter-TSS (FBgn0033792)	-promoter-TSS (FBgn0033792)	-6990	FBgn0033792	FBgn0033792	FBtr0345931						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14693	chr3R	23752786	23752893	+	25	NA	promoter-TSS (FBgn0028684)	-promoter-TSS (FBgn0028684)	-5	FBgn0039110	FBgn0039110	FBtr0335003						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9990	chr3L	16051060	16051221	+	25	NA	promoter-TSS (FBgn0260635)	-promoter-TSS (FBgn0260635)	-106	FBgn0260635	FBgn0260635	FBtr0333619						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7998	chr3L	2360840	2362491	+	25	NA	exon (FBgn0035332, exon 1 of 1)	-exon (FBgn0035332, exon 1 of 1)	1108	FBgn0035332	FBgn0035332	FBtr0072888						NA
ManzF3Ctrl_REP1.mLb.clN_peak_10243	chr3L	17512977	17515507	+	25	NA	promoter-TSS (FBgn0036734)	-promoter-TSS (FBgn0036734)	-56	FBgn0036734	FBgn0036734	FBtr0344941						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18152	chrX	10857385	10858166	+	25	NA	promoter-TSS (FBgn0030242)	-promoter-TSS (FBgn0030242)	120	FBgn0030243	FBgn0030243	FBtr0332961						NA
ManzF3Ctrl_REP1.mLb.clN_peak_1431	chr2L	9797282	9797427	+	25	NA	intron (FBgn0032151, intron 13 of 13)	-intron (FBgn0032151, intron 13 of 13)	-4247	FBgn0032150	FBgn0032150	FBtr0331285						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6162	chr2R	18288384	18288934	+	25	NA	promoter-TSS (FBgn0034321)	-promoter-TSS (FBgn0034321)	-5187	FBgn0034321	FBgn0034321	FBtr0340332						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3604	chr2R	6776234	6777738	+	25	NA	promoter-TSS (FBgn0085421)	-promoter-TSS (FBgn0085421)	4505	FBgn0000473	FBgn0000473	FBtr0086133						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9225	chr3L	10466560	10467753	+	25	NA	exon (FBgn0045770, exon 2 of 2)	-exon (FBgn0045770, exon 2 of 2)	821	FBgn0045770	FBgn0045770	FBtr0334099						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3312	chr2R	5417667	5417819	+	25	NA	intron (FBgn0286203, intron 1 of 7)	-intron (FBgn0286203, intron 1 of 7)	3999	FBgn0286203	FBgn0286203	FBtr0335262						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14579	chr3R	23091685	23092836	+	25	NA	exon (FBgn0039049, exon 3 of 5)	-exon (FBgn0039049, exon 3 of 5)	536	FBgn0039049	FBgn0039049	FBtr0344300						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17426	chrX	6770998	6771184	+	25	NA	promoter-TSS (FBgn0029502)	-promoter-TSS (FBgn0029502)	-134	FBgn0029502	FBgn0029502	FBtr0070963						NA
ManzF3Ctrl_REP1.mLb.clN_peak_10895	chr3L	21554397	21555093	+	25	NA	TTS (FBgn0037099)	-TTS (FBgn0037099)	183	FBgn0037098	FBgn0037098	FBtr0347540						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16565	chrX	1694915	1695141	+	25	NA	exon (FBgn0023130, exon 2 of 2)	-exon (FBgn0023130, exon 2 of 2)	861	FBgn0023130	FBgn0023130	FBtr0333116						NA
ManzF3Ctrl_REP1.mLb.clN_peak_1350	chr2L	9333399	9333519	+	25	NA	promoter-TSS (FBgn0026439)	-promoter-TSS (FBgn0026439)	-108	FBgn0026439	FBgn0026439	FBtr0479805						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4637	chr2R	11090220	11090756	+	25	NA	intron (FBgn0040765, intron 2 of 4)	-intron (FBgn0040765, intron 2 of 4)	4194	FBgn0286890	FBgn0286890	FBtr0475066						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16423	chrX	1061890	1063609	+	25	NA	intron (FBgn0266005, intron 1 of 1)	-intron (FBgn0266005, intron 1 of 2)	11224	FBgn0040398	FBgn0040398	FBtr0070179						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11703	chr3R	5297367	5297535	+	25	NA	promoter-TSS (FBgn0013576)	-promoter-TSS (FBgn0013576)	65	FBgn0013576	FBgn0013576	FBtr0273431						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7079	chr2R	22885700	22887247	+	25	NA	promoter-TSS (FBgn0034793)	-promoter-TSS (FBgn0034793)	-88	FBgn0034793	FBgn0034793	FBtr0332909						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3913	chr2R	8012212	8013382	+	25	NA	exon (FBgn0033250, exon 2 of 9)	-exon (FBgn0033250, exon 2 of 9)	958	FBgn0033250	FBgn0033250	FBtr0304750						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3316	chr2R	5464371	5465813	+	25	NA	Intergenic	Intergenic	30769	FBgn0050440	FBgn0050440	FBtr0086076						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9389	chr3L	11492620	11492865	+	25	NA	intron (FBgn0036165, intron 1 of 3)	-intron (FBgn0036165, intron 1 of 3)	-1129	FBgn0036165	FBgn0036165	FBtr0344910						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13607	chr3R	17040545	17041284	+	25	NA	promoter-TSS (FBgn0038470)	-promoter-TSS (FBgn0038470)	232	FBgn0038471	FBgn0038471	FBtr0083391						NA
ManzF3Ctrl_REP1.mLb.clN_peak_880	chr2L	6275299	6275504	+	25	NA	intron (FBgn0053531, intron 2 of 16)	-intron (FBgn0053531, intron 2 of 6)	-3898	FBgn0286891	FBgn0286891	FBtr0475067						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16399	chrX	927614	928280	+	25	NA	promoter-TSS (FBgn0040339)	-promoter-TSS (FBgn0040339)	-192	FBgn0040339	FBgn0040339	FBtr0070165						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2256	chr2L	16720396	16721343	+	25	NA	intron (FBgn0284248, intron 1 of 1)	-intron (FBgn0284248, intron 1 of 1)	-1142	FBgn0284248	FBgn0284248	FBtr0344849						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5996	chr2R	17435780	17435905	+	25	NA	intron (FBgn0027506, intron 1 of 5)	-intron (FBgn0027506, intron 1 of 5)	-4455	FBgn0034218	FBgn0034218	FBtr0086918						NA
ManzF3Ctrl_REP1.mLb.clN_peak_94	chr2L	491967	492478	+	25	NA	exon (FBgn0267991, exon 1 of 1)	-exon (FBgn0267991, exon 1 of 1)	343	FBgn0267991	FBgn0267991	FBtr0347590						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4771	chr2R	11679243	11679531	+	25	NA	promoter-TSS (FBgn0040491)	-promoter-TSS (FBgn0040491)	-33	FBgn0044020	FBgn0044020	FBtr0302211						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15989	chr4	115633	115805	+	25	NA	TTS (FBgn0011747)	-TTS (FBgn0011747)	14130	FBgn0011747	FBgn0011747	FBtr0300497						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16550	chrX	1625227	1625351	+	25	NA	intron (FBgn0283451, intron 2 of 7)	-intron (FBgn0283451, intron 2 of 7)	2981	FBgn0283451	FBgn0283451	FBtr0070265						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13924	chr3R	19212864	19213130	+	25	NA	TTS (FBgn0286871)	-TTS (FBgn0286871)	843	FBgn0286871	FBgn0286871	FBtr0475044						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13070	chr3R	13646948	13647250	+	25	NA	promoter-TSS (FBgn0015778)	-promoter-TSS (FBgn0015778)	95	FBgn0015778	FBgn0015778	FBtr0346347						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8900	chr3L	8393001	8393544	+	25	NA	TTS (FBgn0035886)	-TTS (FBgn0035886)	377	FBgn0035887	FBgn0035887	FBtr0076666						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4494	chr2R	10497079	10498377	+	25	NA	exon (FBgn0283521, exon 6 of 6)	-exon (FBgn0283521, exon 6 of 6)	-12476	FBgn0264817	FBgn0264817	FBtr0347596						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16109	chr4	714094	714375	+	25	NA	exon (FBgn0005558, exon 4 of 8)	-exon (FBgn0005558, exon 4 of 8)	9583	FBgn0005558	FBgn0005558	FBtr0100396						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15666	chr3R	30309300	30310034	+	25	NA	intron (FBgn0010113, intron 2 of 5)	-intron (FBgn0010113, intron 2 of 5)	-3030	FBgn0085329	FBgn0085329	FBtr0112496						NA
ManzF3Ctrl_REP1.mLb.clN_peak_19807	chrX	21350285	21350969	+	25	NA	promoter-TSS (FBgn0015527)	-promoter-TSS (FBgn0015527)	-784	FBgn0015527	FBgn0015527	FBtr0077223						NA
ManzF3Ctrl_REP1.mLb.clN_peak_205	chr2L	1185813	1186187	+	25	NA	promoter-TSS (FBgn0031322)	-promoter-TSS (FBgn0031322)	105	FBgn0031322	FBgn0031322	FBtr0335379						NA
ManzF3Ctrl_REP1.mLb.clN_peak_987	chr2L	6924772	6925441	+	25	NA	exon (FBgn0004838, exon 4 of 4)	-exon (FBgn0004838, exon 4 of 4)	4402	FBgn0004838	FBgn0004838	FBtr0079348						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8702	chr3L	7325783	7326069	+	25	NA	TTS (FBgn0035763)	-TTS (FBgn0035763)	2307	FBgn0035762	FBgn0035762	FBtr0076838						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15073	chr3R	26040448	26040754	+	25	NA	exon (FBgn0000591, exon 1 of 1)	-exon (FBgn0000591, exon 1 of 1)	361	FBgn0000591	FBgn0000591	FBtr0084961						NA
ManzF3Ctrl_REP1.mLb.clN_peak_6554	chr2R	20288675	20289867	+	25	NA	promoter-TSS (FBgn0026136)	-promoter-TSS (FBgn0026136)	-274	FBgn0026136	FBgn0026136	FBtr0086278						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4810	chr2R	11836717	11837304	+	25	NA	intron (FBgn0033654, intron 2 of 3)	-intron (FBgn0033654, intron 2 of 3)	2534	FBgn0033654	FBgn0033654	FBtr0088064						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3876	chr2R	7848278	7848875	+	25	NA	intron (FBgn0085390, intron 9 of 19)	-intron (FBgn0085390, intron 10 of 20)	16405	FBgn0040780	FBgn0040780	FBtr0113331						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15427	chr3R	28926006	28926219	+	25	NA	intron (FBgn0039617, intron 8 of 10)	-intron (FBgn0039617, intron 8 of 10)	3068	FBgn0039616	FBgn0039616	FBtr0308601						NA
ManzF3Ctrl_REP1.mLb.clN_peak_12505	chr3R	9784456	9785108	+	25	NA	promoter-TSS (FBgn0002868)	-promoter-TSS (FBgn0002868)	-412	FBgn0002868	FBgn0002868	FBtr0334686						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2221	chr2L	16511248	16511519	+	25	NA	exon (FBgn0032587, exon 3 of 3)	-exon (FBgn0032587, exon 3 of 3)	17539	FBgn0086038	FBgn0086038	FBtr0114314						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8516	chr3L	5902162	5902577	+	25	NA	promoter-TSS (FBgn0052412)	-promoter-TSS (FBgn0052412)	87	FBgn0052412	FBgn0052412	FBtr0077080						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5218	chr2R	13691453	13692194	+	25	NA	exon (FBgn0033865, exon 2 of 2)	-exon (FBgn0033865, exon 2 of 2)	1546	FBgn0033865	FBgn0033865	FBtr0087650						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3817	chr2R	7564680	7565249	+	25	NA	TTS (FBgn0033192)	-TTS (FBgn0033192)	618	FBgn0050499	FBgn0050499	FBtr0088954						NA
ManzF3Ctrl_REP1.mLb.clN_peak_1775	chr2L	12442111	12442656	+	25	NA	exon (FBgn0032433, exon 6 of 7)	-exon (FBgn0032433, exon 6 of 7)	3541	FBgn0032433	FBgn0032433	FBtr0333092						NA
ManzF3Ctrl_REP1.mLb.clN_peak_752	chr2L	5542277	5543418	+	25	NA	promoter-TSS (FBgn0014189)	-promoter-TSS (FBgn0014189)	367	FBgn0002525	FBgn0002525	FBtr0346460						NA
ManzF3Ctrl_REP1.mLb.clN_peak_15988	chr4	107567	107968	+	25	NA	exon (FBgn0085432, exon 13 of 13)	-exon (FBgn0085432, exon 13 of 13)	22082	FBgn0011747	FBgn0011747	FBtr0300497						NA
ManzF3Ctrl_REP1.mLb.clN_peak_13459	chr3R	16048948	16049630	+	25	NA	promoter-TSS (FBgn0038396)	-promoter-TSS (FBgn0038396)	132	FBgn0024222	FBgn0024222	FBtr0304804						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18896	chrX	15762875	15763355	+	25	NA	TTS (FBgn0030686)	-TTS (FBgn0030686)	159	FBgn0030687	FBgn0030687	FBtr0300811						NA
ManzF3Ctrl_REP1.mLb.clN_peak_7189	chr2R	23428813	23428955	+	25	NA	intron (FBgn0034861, intron 1 of 3)	-intron (FBgn0034861, intron 1 of 3)	4470	FBgn0034861	FBgn0034861	FBtr0343264						NA
ManzF3Ctrl_REP1.mLb.clN_peak_14900	chr3R	25038487	25039559	+	25	NA	promoter-TSS (FBgn0045866)	-promoter-TSS (FBgn0045866)	226	FBgn0039261	FBgn0039261	FBtr0334507						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8976	chr3L	8711368	8711626	+	25	NA	Intergenic	Intergenic	8728	FBgn0011509	FBgn0011509	FBtr0333891						NA
ManzF3Ctrl_REP1.mLb.clN_peak_19076	chrX	16800595	16800701	+	25	NA	promoter-TSS (FBgn0030792)	-promoter-TSS (FBgn0030792)	-282	FBgn0030792	FBgn0030792	FBtr0074333						NA
ManzF3Ctrl_REP1.mLb.clN_peak_4727	chr2R	11529576	11529719	+	25	NA	Intergenic	Intergenic	-1764	FBgn0000577	FBgn0000577	FBtr0088095						NA
ManzF3Ctrl_REP1.mLb.clN_peak_8248	chr3L	3893104	3893752	+	25	NA	promoter-TSS (FBgn0083987)	-promoter-TSS (FBgn0083987)	-98	FBgn0083987	FBgn0083987	FBtr0111039						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16366	chrX	774465	774612	+	25	NA	intron (FBgn0027343, intron 1 of 1)	-intron (FBgn0027343, intron 1 of 1)	4593	FBgn0027343	FBgn0027343	FBtr0345511						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16063	chr4	505076	505340	+	25	NA	intron (FBgn0004607, intron 2 of 12)	-intron (FBgn0004607, intron 2 of 13)	3398	FBgn0004607	FBgn0004607	FBtr0307167						NA
ManzF3Ctrl_REP1.mLb.clN_peak_1142	chr2L	7975220	7976018	+	25	NA	exon (FBgn0085450, exon 1 of 2)	-exon (FBgn0085450, exon 1 of 2)	2344	FBgn0085450	FBgn0085450	FBtr0112718						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2301	chr2L	17379222	17379463	+	25	NA	intron (FBgn0032633, intron 1 of 6)	-intron (FBgn0032633, intron 1 of 6)	4773	FBgn0032633	FBgn0032633	FBtr0339797						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16258	chrX	272493	272831	+	25	NA	exon (FBgn0005427, exon 4 of 7)	-exon (FBgn0005427, exon 4 of 7)	-5634	FBgn0029518	FBgn0029518	FBtr0332989						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17965	chrX	9878231	9878442	+	25	NA	promoter-TSS (FBgn0030157)	-promoter-TSS (FBgn0030157)	-86	FBgn0030157	FBgn0030157	FBtr0071388						NA
ManzF3Ctrl_REP1.mLb.clN_peak_458	chr2L	3148331	3149529	+	25	NA	exon (FBgn0011648, exon 2 of 4)	-exon (FBgn0011648, exon 2 of 4)	-3082	FBgn0031505	FBgn0031505	FBtr0329905						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11127	chr3L	22669893	22670069	+	25	NA	promoter-TSS (FBgn0037174)	-promoter-TSS (FBgn0037174)	25	FBgn0037174	FBgn0037174	FBtr0331774						NA
ManzF3Ctrl_REP1.mLb.clN_peak_3026	chr2L	23067224	23068460	+	25	NA	exon (FBgn0086683, exon 2 of 3)	-exon (FBgn0086683, exon 2 of 3)	349	FBgn0086683	FBgn0086683	FBtr0111239						NA
ManzF3Ctrl_REP1.mLb.clN_peak_11700	chr3R	5281206	5281459	+	25	NA	promoter-TSS (FBgn0013576)	-promoter-TSS (FBgn0013576)	-3497	FBgn0051538	FBgn0051538	FBtr0078819						NA
ManzF3Ctrl_REP1.mLb.clN_peak_2350	chr2L	18314150	18314523	+	25	NA	promoter-TSS (FBgn0265682)	-promoter-TSS (FBgn0265682)	-285	FBgn0265682	FBgn0265682	FBtr0340582						NA
ManzF3Ctrl_REP1.mLb.clN_peak_16130	chr4	801394	802072	+	25	NA	exon (FBgn0039938, exon 3 of 3)	-exon (FBgn0039938, exon 3 of 3)	5614	FBgn0039938	FBgn0039938	FBtr0100600						NA
ManzF3Ctrl_REP1.mLb.clN_peak_934	chr2L	6649116	6649416	+	25	NA	promoter-TSS (FBgn0286898)	-promoter-TSS (FBgn0286898)	-122	FBgn0286898	FBgn0286898	FBtr0343864						NA
ManzF3Ctrl_REP1.mLb.clN_peak_5495	chr2R	14904102	14905871	+	25	NA	exon (FBgn0027596, exon 5 of 10)	-exon (FBgn0027596, exon 5 of 10)	2985	FBgn0027596	FBgn0027596	FBtr0303757						NA
ManzF3Ctrl_REP1.mLb.clN_peak_9815	chr3L	14616481	14616602	+	25	NA	exon (FBgn0003388, exon 2 of 8)	-exon (FBgn0003388, exon 2 of 8)	2083	FBgn0003388	FBgn0003388	FBtr0333031						NA
ManzF3Ctrl_REP1.mLb.clN_peak_17522	chrX	7222596	7222760	+	25	NA	intron (FBgn0029939, intron 3 of 5)	-intron (FBgn0029939, intron 3 of 5)	-3777	FBgn0029939	FBgn0029939	FBtr0474234						NA
ManzF3Ctrl_REP1.mLb.clN_peak_19747	chrX	21043013	21043345	+	25	NA	TTS (FBgn0265613)	-TTS (FBgn0265613)	845	FBgn0265613	FBgn0265613	FBtr0340439						NA
ManzF3Ctrl_REP1.mLb.clN_peak_596	chr2L	4336044	4336176	+	25	NA	intron (FBgn0020762, intron 1 of 6)	-intron (FBgn0020762, intron 1 of 6)	2197	FBgn0020762	FBgn0020762	FBtr0112899						NA
ManzF3Ctrl_REP1.mLb.clN_peak_18366	chrX	12003938	12004058	+	25	NA	promoter-TSS (FBgn0001083)	-promoter-TSS (FBgn0001083)	-1691	FBgn0001083	FBgn0001083	FBtr0073580						NA
