PeakID (cmd=annotatePeaks.pl ManzF6Ctrl_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6Ctrl_REP1.mLb.clN_peak_3089	chr2R	7744978	7745932	+	128	NA	promoter-TSS (FBgn0286778)	-promoter-TSS (FBgn0286778)	-9833	FBgn0042135	FBgn0042135	FBtr0088935						NA
ManzF6Ctrl_REP1.mLb.clN_peak_315	chr2L	2885906	2887088	+	128	NA	promoter-TSS (FBgn0024947)	-promoter-TSS (FBgn0024947)	568	FBgn0041111	FBgn0041111	FBtr0077633						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15644	chrX	21034851	21036086	+	128	NA	promoter-TSS (FBgn0031145)	-promoter-TSS (FBgn0031145)	-1	FBgn0031145	FBgn0031145	FBtr0333762						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1778	chr2L	17389196	17389446	+	128	NA	promoter-TSS (FBgn0020503)	-promoter-TSS (FBgn0020503)	4306	FBgn0020503	FBgn0020503	FBtr0479834						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6291	chr3L	1307050	1307610	+	128	NA	promoter-TSS (FBgn0035205)	-promoter-TSS (FBgn0035205)	-218	FBgn0035204	FBgn0035204	FBtr0331867						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8241	chr3L	18790509	18791706	+	128	NA	intron (FBgn0267601, intron 2 of 2)	-intron (FBgn0001078, intron 2 of 9)	10205	FBgn0267601	FBgn0267601	FBtr0347047						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11846	chr3R	26797860	26799892	+	128	NA	promoter-TSS (FBgn0262473)	-promoter-TSS (FBgn0262473)	-165	FBgn0262473	FBgn0262473	FBtr0330154						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7033	chr3L	7935373	7936906	+	128	NA	promoter-TSS (FBgn0035827)	-promoter-TSS (FBgn0035827)	-19	FBgn0024187	FBgn0024187	FBtr0345912						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8054	chr3L	17009882	17012640	+	128	NA	intron (FBgn0036684, intron 1 of 6)	-intron (FBgn0036684, intron 1 of 6)	4790	FBgn0036685	FBgn0036685	FBtr0075294						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4407	chr2R	14751716	14752728	+	128	NA	promoter-TSS (FBgn0050476)	-promoter-TSS (FBgn0050476)	49	FBgn0028689	FBgn0028689	FBtr0087474						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7336	chr3L	10631040	10632582	+	128	NA	promoter-TSS (FBgn0260643)	-promoter-TSS (FBgn0260643)	469	FBgn0001179	FBgn0001179	FBtr0114599						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15871	chrX	23524482	23525003	+	128	NA	Intergenic	Intergenic	233042	FBgn0267524	FBgn0267524	FBtr0346898						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6960	chr3L	7359849	7361535	+	128	NA	promoter-TSS (FBgn0035770)	-promoter-TSS (FBgn0035770)	131	FBgn0035771	FBgn0035771	FBtr0076847						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15584	chrX	19848174	19848610	+	127	NA	promoter-TSS (FBgn0261811)	-promoter-TSS (FBgn0261811)	-2705	FBgn0261811	FBgn0261811	FBtr0074804						NA
ManzF6Ctrl_REP1.mLb.clN_peak_552	chr2L	5092836	5094291	+	127	NA	promoter-TSS (FBgn0031682)	-promoter-TSS (FBgn0031682)	29	FBgn0031681	FBgn0031681	FBtr0111024						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14045	chrX	8090861	8094075	+	127	NA	promoter-TSS (FBgn0029996)	-promoter-TSS (FBgn0029996)	-355	FBgn0029996	FBgn0029996	FBtr0071112						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13793	chrX	6219868	6220480	+	127	NA	promoter-TSS (FBgn0029849)	-promoter-TSS (FBgn0029849)	-81	FBgn0029849	FBgn0029849	FBtr0070875						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15598	chrX	20172545	20174942	+	127	NA	promoter-TSS (FBgn0000084)	-promoter-TSS (FBgn0000084)	-229	FBgn0000084	FBgn0000084	FBtr0301931						NA
ManzF6Ctrl_REP1.mLb.clN_peak_445	chr2L	3888311	3890140	+	127	NA	promoter-TSS (FBgn0000256)	-promoter-TSS (FBgn0000256)	13635	FBgn0000256	FBgn0000256	FBtr0290082						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11218	chr3R	21616098	21616917	+	127	NA	promoter-TSS (FBgn0264826)	-promoter-TSS (FBgn0264826)	-767	FBgn0264826	FBgn0264826	FBtr0334680						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6564	chr3L	3373918	3374492	+	127	NA	promoter-TSS (FBgn0035443)	-promoter-TSS (FBgn0035443)	-35	FBgn0027616	FBgn0027616	FBtr0073079						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13194	chrX	2012155	2013501	+	127	NA	promoter-TSS (FBgn0261954)	-promoter-TSS (FBgn0261954)	-293	FBgn0261954	FBgn0261954	FBtr0307290						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4636	chr2R	16098203	16099173	+	127	NA	promoter-TSS (FBgn0034072)	-promoter-TSS (FBgn0034072)	-124	FBgn0034072	FBgn0034072	FBtr0306238						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13161	chrX	1829902	1831516	+	127	NA	promoter-TSS (FBgn0283741)	-promoter-TSS (FBgn0283741)	-8328	FBgn0029590	FBgn0029590	FBtr0309970						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12796	chr4	1230183	1231071	+	127	NA	promoter-TSS (FBgn0027101)	-promoter-TSS (FBgn0027101)	86	FBgn0027101	FBgn0027101	FBtr0100406						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10665	chr3R	16403316	16404101	+	127	NA	promoter-TSS (FBgn0003513)	-promoter-TSS (FBgn0003513)	-18	FBgn0003513	FBgn0003513	FBtr0306027						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7718	chr3L	14052953	14053602	+	127	NA	promoter-TSS (FBgn0267795)	-promoter-TSS (FBgn0267795)	62	FBgn0267795	FBgn0267795	FBtr0114573						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13146	chrX	1772678	1772916	+	127	NA	promoter-TSS (FBgn0026086)	-promoter-TSS (FBgn0026086)	-5022	FBgn0026086	FBgn0026086	FBtr0339272						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10239	chr3R	13011016	13013231	+	127	NA	promoter-TSS (FBgn0038110)	-promoter-TSS (FBgn0038110)	474	FBgn0020496	FBgn0020496	FBtr0334517						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7914	chr3L	16089907	16090935	+	127	NA	promoter-TSS (FBgn0036566)	-promoter-TSS (FBgn0036566)	-29	FBgn0036565	FBgn0036565	FBtr0333599						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4645	chr2R	16149214	16151400	+	127	NA	promoter-TSS (FBgn0034081)	-promoter-TSS (FBgn0034081)	184	FBgn0034083	FBgn0034083	FBtr0302084						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9644	chr3R	8139038	8141612	+	127	NA	promoter-TSS (FBgn0011962)	-promoter-TSS (FBgn0011962)	-30	FBgn0011962	FBgn0011962	FBtr0081812						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13899	chrX	6862547	6863159	+	127	NA	exon (FBgn0267087, exon 1 of 1)	-exon (FBgn0267087, exon 1 of 1)	2514	FBgn0267087	FBgn0267087	FBtr0346094						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10068	chr3R	11561729	11563561	+	126	NA	promoter-TSS (FBgn0037912)	-promoter-TSS (FBgn0037912)	647	FBgn0037912	FBgn0037912	FBtr0100464						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15645	chrX	21042441	21045649	+	126	NA	promoter-TSS (FBgn0265613)	-promoter-TSS (FBgn0265613)	-21	FBgn0265613	FBgn0265613	FBtr0340439						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8485	chr3L	20517303	20519720	+	126	NA	intron (FBgn0037007, intron 1 of 4)	-intron (FBgn0037007, intron 1 of 4)	-1207	FBgn0037007	FBgn0037007	FBtr0078219						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2789	chr2R	6241480	6242649	+	126	NA	promoter-TSS (FBgn0286511)	-promoter-TSS (FBgn0286511)	-3448	FBgn0286511	FBgn0286511	FBtr0336520						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9148	chr3R	4452497	4454023	+	126	NA	promoter-TSS (FBgn0051522)	-promoter-TSS (FBgn0051522)	555	FBgn0263620	FBgn0263620	FBtr0345149						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12990	chrX	926999	928484	+	126	NA	promoter-TSS (FBgn0040339)	-promoter-TSS (FBgn0040339)	-159	FBgn0040344	FBgn0040344	FBtr0343361						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12620	chr4	554868	555267	+	126	NA	intron (FBgn0026869, intron 1 of 5)	-intron (FBgn0026869, intron 1 of 5)	2787	FBgn0264618	FBgn0264618	FBtr0333707						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7225	chr3L	9383149	9384943	+	126	NA	promoter-TSS (FBgn0001226)	-promoter-TSS (FBgn0001226)	-17	FBgn0001226	FBgn0001226	FBtr0346541						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3891	chr2R	11789937	11790588	+	126	NA	promoter-TSS (FBgn0033652)	-promoter-TSS (FBgn0033652)	-769	FBgn0033651	FBgn0033651	FBtr0088065						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2765	chr2R	6152385	6153685	+	126	NA	promoter-TSS (FBgn0011938)	-promoter-TSS (FBgn0011938)	-151	FBgn0011937	FBgn0011937	FBtr0100015						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15650	chrX	21071660	21072316	+	126	NA	intron (FBgn0031150, intron 2 of 6)	-intron (FBgn0031150, intron 2 of 6)	-4448	FBgn0052512	FBgn0052512	FBtr0340438						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2469	chr2R	4130693	4132594	+	126	NA	exon (FBgn0262115, exon 3 of 4)	-exon (FBgn0262115, exon 3 of 4)	669	FBgn0262115	FBgn0262115	FBtr0111300						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9653	chr3R	8239491	8240600	+	126	NA	TTS (FBgn0037556)	-TTS (FBgn0037556)	470	FBgn0037555	FBgn0037555	FBtr0334315						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10413	chr3R	14574779	14576006	+	126	NA	TTS (FBgn0264903)	-TTS (FBgn0264903)	495	FBgn0038244	FBgn0038244	FBtr0082979						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4753	chr2R	16828644	16829585	+	126	NA	promoter-TSS (FBgn0263659)	-promoter-TSS (FBgn0263659)	-1575	FBgn0263659	FBgn0263659	FBtr0310103						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13333	chrX	2703244	2705134	+	126	NA	promoter-TSS (FBgn0024996)	-promoter-TSS (FBgn0024996)	-337	FBgn0024994	FBgn0024994	FBtr0345710						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9850	chr3R	9577446	9578260	+	126	NA	promoter-TSS (FBgn0037716)	-promoter-TSS (FBgn0037716)	-189	FBgn0037716	FBgn0037716	FBtr0082072						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14510	chrX	11610602	11612328	+	126	NA	promoter-TSS (FBgn0030321)	-promoter-TSS (FBgn0030321)	187	FBgn0030320	FBgn0030320	FBtr0306135						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2070	chr2L	20799833	20801027	+	126	NA	intron (FBgn0032886, intron 1 of 2)	-intron (FBgn0032886, intron 1 of 2)	5624	FBgn0264995	FBgn0264995	FBtr0335500						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7703	chr3L	13964508	13965897	+	126	NA	promoter-TSS (FBgn0036389)	-promoter-TSS (FBgn0036389)	-1	FBgn0263232	FBgn0263232	FBtr0479646						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3067	chr2R	7622056	7623819	+	125	NA	promoter-TSS (FBgn0263077)	-promoter-TSS (FBgn0263077)	-242	FBgn0265637	FBgn0265637	FBtr0340503						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14603	chrX	12579018	12580832	+	125	NA	intron (FBgn0030400, intron 1 of 3)	-intron (FBgn0030400, intron 1 of 3)	3268	FBgn0030400	FBgn0030400	FBtr0331718						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14366	chrX	10546144	10548210	+	125	NA	promoter-TSS (FBgn0085443)	-promoter-TSS (FBgn0085443)	10185	FBgn0085443	FBgn0085443	FBtr0310296						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10928	chr3R	19165592	19166334	+	125	NA	intron (FBgn0010768, intron 1 of 2)	-intron (FBgn0010768, intron 1 of 2)	1752	FBgn0010768	FBgn0010768	FBtr0083733						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5784	chr2R	23551248	23551922	+	125	NA	promoter-TSS (FBgn0034878)	-promoter-TSS (FBgn0034878)	-34	FBgn0034878	FBgn0034878	FBtr0072112						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8954	chr3L	25217068	25217407	+	125	NA	Intergenic	Intergenic	15295	FBgn0058354	FBgn0058354	FBtr0302346						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12931	chrX	628754	629920	+	125	NA	promoter-TSS (FBgn0001341)	-promoter-TSS (FBgn0001341)	-436	FBgn0001341	FBgn0001341	FBtr0070119						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14197	chrX	9163156	9164856	+	125	NA	promoter-TSS (FBgn0026206)	-promoter-TSS (FBgn0026206)	751	FBgn0026206	FBgn0026206	FBtr0474151						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9745	chr3R	8927203	8928510	+	125	NA	intron (FBgn0262614, intron 1 of 13)	-intron (FBgn0262614, intron 1 of 13)	-7270	FBgn0003015	FBgn0003015	FBtr0081956						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8634	chr3L	21515373	21517562	+	125	NA	promoter-TSS (FBgn0037093)	-promoter-TSS (FBgn0037093)	-580	FBgn0026371	FBgn0026371	FBtr0078387						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7255	chr3L	9508963	9510318	+	125	NA	promoter-TSS (FBgn0036008)	-promoter-TSS (FBgn0036008)	-57	FBgn0036008	FBgn0036008	FBtr0333863						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6032	chr2R	25010399	25012426	+	125	NA	promoter-TSS (FBgn0004055)	-promoter-TSS (FBgn0004055)	51	FBgn0287873	FBgn0287873	FBtr0302572						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7462	chr3L	11586707	11588766	+	125	NA	promoter-TSS (FBgn0003292)	-promoter-TSS (FBgn0003292)	34	FBgn0003292	FBgn0003292	FBtr0076146						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14354	chrX	10472693	10474897	+	125	NA	promoter-TSS (FBgn0030206)	-promoter-TSS (FBgn0030206)	-208	FBgn0261710	FBgn0261710	FBtr0071461						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5003	chr2R	18411907	18414206	+	125	NA	promoter-TSS (FBgn0027835)	-promoter-TSS (FBgn0027835)	543	FBgn0013983	FBgn0013983	FBtr0345891						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7994	chr3L	16660009	16662096	+	125	NA	intron (FBgn0260960, intron 1 of 4)	-intron (FBgn0260960, intron 1 of 4)	563	FBgn0260960	FBgn0260960	FBtr0075355						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7866	chr3L	15587727	15589729	+	125	NA	promoter-TSS (FBgn0036518)	-promoter-TSS (FBgn0036518)	-132	FBgn0036518	FBgn0036518	FBtr0332093						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3764	chr2R	11173334	11174573	+	125	NA	exon (FBgn0003396, exon 1 of 8)	-exon (FBgn0003396, exon 1 of 8)	150	FBgn0003396	FBgn0003396	FBtr0330620						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15369	chrX	18499539	18500353	+	125	NA	promoter-TSS (FBgn0030931)	-promoter-TSS (FBgn0030931)	40	FBgn0030930	FBgn0030930	FBtr0346082						NA
ManzF6Ctrl_REP1.mLb.clN_peak_5221	chr2R	19630452	19633077	+	125	NA	promoter-TSS (FBgn0003435)	-promoter-TSS (FBgn0003435)	-1431	FBgn0265696	FBgn0265696	FBtr0340594						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7708	chr3L	14002047	14005454	+	125	NA	intron (FBgn0036398, intron 2 of 7)	-intron (FBgn0036398, intron 2 of 7)	1623	FBgn0036398	FBgn0036398	FBtr0333050						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11217	chr3R	21612711	21613702	+	125	NA	intron (FBgn0283499, intron 1 of 12)	-intron (FBgn0283499, intron 1 of 12)	2534	FBgn0264826	FBgn0264826	FBtr0334680						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15551	chrX	19636971	19638896	+	124	NA	promoter-TSS (FBgn0031047)	-promoter-TSS (FBgn0031047)	436	FBgn0087008	FBgn0087008	FBtr0334281						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1202	chr2L	10291392	10292479	+	124	NA	TTS (FBgn0032209)	-TTS (FBgn0032209)	430	FBgn0032208	FBgn0032208	FBtr0080074						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3915	chr2R	11903628	11904045	+	124	NA	promoter-TSS (FBgn0260959)	-promoter-TSS (FBgn0260959)	82	FBgn0260959	FBgn0260959	FBtr0301431						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4134	chr2R	13171101	13172014	+	124	NA	promoter-TSS (FBgn0266635)	-promoter-TSS (FBgn0266635)	156	FBgn0053138	FBgn0053138	FBtr0087732						NA
ManzF6Ctrl_REP1.mLb.clN_peak_653	chr2L	5879258	5880001	+	124	NA	promoter-TSS (FBgn0031745)	-promoter-TSS (FBgn0031745)	-131	FBgn0031745	FBgn0031745	FBtr0342620						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8665	chr3L	21727906	21730142	+	124	NA	promoter-TSS (FBgn0037121)	-promoter-TSS (FBgn0037121)	92	FBgn0037121	FBgn0037121	FBtr0078432						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1199	chr2L	10276697	10277861	+	124	NA	promoter-TSS (FBgn0260749)	-promoter-TSS (FBgn0260749)	-118	FBgn0260749	FBgn0260749	FBtr0303903						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14801	chrX	13988763	13989254	+	124	NA	promoter-TSS (FBgn0267033)	-promoter-TSS (FBgn0267033)	-177	FBgn0267033	FBgn0267033	FBtr0346006						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2144	chr2L	21101988	21103841	+	124	NA	promoter-TSS (FBgn0284251)	-promoter-TSS (FBgn0284251)	171	FBgn0032916	FBgn0032916	FBtr0081465						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9712	chr3R	8746675	8748711	+	124	NA	promoter-TSS (FBgn0037624)	-promoter-TSS (FBgn0037624)	-18	FBgn0037623	FBgn0037623	FBtr0081946						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12752	chr4	1050218	1051841	+	124	NA	exon (FBgn0264607, exon 1 of 14)	-exon (FBgn0264607, exon 1 of 14)	2674	FBgn0264607	FBgn0264607	FBtr0333675						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11942	chr3R	27580520	27582286	+	124	NA	exon (FBgn0027492, exon 1 of 9)	-exon (FBgn0027492, exon 1 of 9)	838	FBgn0027492	FBgn0027492	FBtr0479866						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9614	chr3R	7963488	7963891	+	124	NA	promoter-TSS (FBgn0000504)	-promoter-TSS (FBgn0000504)	3719	FBgn0000504	FBgn0000504	FBtr0339710						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12225	chr3R	30243294	30243812	+	124	NA	promoter-TSS (FBgn0039758)	-promoter-TSS (FBgn0039758)	-241	FBgn0039758	FBgn0039758	FBtr0085639						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14352	chrX	10460614	10461324	+	124	NA	TTS (FBgn0261710)	-TTS (FBgn0261710)	233	FBgn0083167	FBgn0083167	FBtr0332952						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14171	chrX	9041663	9042970	+	124	NA	promoter-TSS (FBgn0259734)	-promoter-TSS (FBgn0259734)	6675	FBgn0264384	FBgn0264384	FBtr0332281						NA
ManzF6Ctrl_REP1.mLb.clN_peak_1943	chr2L	19507915	19509082	+	124	NA	TTS (FBgn0032797)	-TTS (FBgn0032797)	266	FBgn0032796	FBgn0032796	FBtr0081282						NA
ManzF6Ctrl_REP1.mLb.clN_peak_11655	chr3R	25038278	25039781	+	124	NA	promoter-TSS (FBgn0045866)	-promoter-TSS (FBgn0045866)	220	FBgn0039261	FBgn0039261	FBtr0334507						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12824	chrX	71806	73136	+	124	NA	Intergenic	Intergenic	-50022	FBgn0058469	FBgn0058469	FBtr0307364						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3106	chr2R	7805410	7807138	+	124	NA	promoter-TSS (FBgn0003317)	-promoter-TSS (FBgn0003317)	-210	FBgn0003317	FBgn0003317	FBtr0308825						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6330	chr3L	1536539	1537906	+	124	NA	promoter-TSS (FBgn0035229)	-promoter-TSS (FBgn0035229)	85	FBgn0035229	FBgn0035229	FBtr0072736						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2546	chr2R	4823124	4824629	+	124	NA	intron (FBgn0261387, intron 1 of 5)	-intron (FBgn0261387, intron 1 of 5)	443	FBgn0261387	FBgn0261387	FBtr0111274						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13220	chrX	2136366	2138606	+	124	NA	promoter-TSS (FBgn0004861)	-promoter-TSS (FBgn0004861)	885	FBgn0004861	FBgn0004861	FBtr0345598						NA
ManzF6Ctrl_REP1.mLb.clN_peak_8828	chr3L	22878101	22879989	+	124	NA	promoter-TSS (FBgn0037202)	-promoter-TSS (FBgn0037202)	-61	FBgn0044324	FBgn0044324	FBtr0078569						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3562	chr2R	10159479	10160287	+	123	NA	promoter-TSS (FBgn0265512)	-promoter-TSS (FBgn0265512)	-1299	FBgn0265512	FBgn0265512	FBtr0088369						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12311	chr3R	30886967	30889437	+	123	NA	intron (FBgn0000416, intron 1 of 5)	-intron (FBgn0000416, intron 2 of 6)	624	FBgn0000416	FBgn0000416	FBtr0085713						NA
ManzF6Ctrl_REP1.mLb.clN_peak_386	chr2L	3376334	3377126	+	123	NA	promoter-TSS (FBgn0016698)	-promoter-TSS (FBgn0016698)	7	FBgn0031529	FBgn0031529	FBtr0332407						NA
ManzF6Ctrl_REP1.mLb.clN_peak_2938	chr2R	6985302	6986841	+	123	NA	promoter-TSS (FBgn0033122)	-promoter-TSS (FBgn0033122)	28	FBgn0033122	FBgn0033122	FBtr0303226						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13960	chrX	7323356	7325313	+	123	NA	promoter-TSS (FBgn0029943)	-promoter-TSS (FBgn0029943)	120	FBgn0029944	FBgn0029944	FBtr0071049						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6132	chr3L	346681	348375	+	123	NA	promoter-TSS (FBgn0023000)	-promoter-TSS (FBgn0023000)	-571	FBgn0023000	FBgn0023000	FBtr0306850						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13931	chrX	7095203	7098165	+	123	NA	intron (FBgn0264270, intron 1 of 7)	-intron (FBgn0264270, intron 1 of 7)	1369	FBgn0264270	FBgn0264270	FBtr0346796						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9813	chr3R	9338931	9342705	+	123	NA	promoter-TSS (FBgn0262993)	-promoter-TSS (FBgn0262993)	-826	FBgn0262993	FBgn0262993	FBtr0306834						NA
ManzF6Ctrl_REP1.mLb.clN_peak_13338	chrX	2731803	2732652	+	123	NA	promoter-TSS (FBgn0024975)	-promoter-TSS (FBgn0024975)	-37	FBgn0250874	FBgn0250874	FBtr0347024						NA
ManzF6Ctrl_REP1.mLb.clN_peak_9969	chr3R	10350032	10352430	+	123	NA	intron (FBgn0015396, intron 1 of 2)	-intron (FBgn0015396, intron 1 of 2)	1049	FBgn0015396	FBgn0015396	FBtr0082237						NA
ManzF6Ctrl_REP1.mLb.clN_peak_6794	chr3L	5354755	5356806	+	123	NA	promoter-TSS (FBgn0052420)	-promoter-TSS (FBgn0052420)	-434	FBgn0016031	FBgn0016031	FBtr0077159						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7305	chr3L	9853225	9856284	+	123	NA	exon (FBgn0004390, exon 1 of 5)	-exon (FBgn0004390, exon 1 of 5)	531	FBgn0004390	FBgn0004390	FBtr0330168						NA
ManzF6Ctrl_REP1.mLb.clN_peak_12748	chr4	1031644	1032152	+	123	NA	promoter-TSS (FBgn0010217)	-promoter-TSS (FBgn0010217)	34	FBgn0010217	FBgn0010217	FBtr0344754						NA
ManzF6Ctrl_REP1.mLb.clN_peak_15114	chrX	16610515	16611820	+	123	NA	TTS (FBgn0061200)	-TTS (FBgn0061200)	482	FBgn0025743	FBgn0025743	FBtr0074285						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10761	chr3R	17667977	17668257	+	123	NA	promoter-TSS (FBgn0051576)	-promoter-TSS (FBgn0051576)	-70	FBgn0051576	FBgn0051576	FBtr0083477						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10756	chr3R	17624511	17625293	+	123	NA	promoter-TSS (FBgn0038530)	-promoter-TSS (FBgn0038530)	-23	FBgn0011994	FBgn0011994	FBtr0083496						NA
ManzF6Ctrl_REP1.mLb.clN_peak_14119	chrX	8560095	8562449	+	123	NA	promoter-TSS (FBgn0030049)	-promoter-TSS (FBgn0030049)	377	FBgn0030049	FBgn0030049	FBtr0331725						NA
ManzF6Ctrl_REP1.mLb.clN_peak_7235	chr3L	9429828	9431002	+	123	NA	promoter-TSS (FBgn0005533)	-promoter-TSS (FBgn0005533)	103	FBgn0040305	FBgn0040305	FBtr0344236						NA
ManzF6Ctrl_REP1.mLb.clN_peak_3420	chr2R	9426370	9427138	+	123	NA	TTS (FBgn0033413)	-TTS (FBgn0033413)	315	FBgn0017558	FBgn0017558	FBtr0112892						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10719	chr3R	17056193	17056930	+	123	NA	intron (FBgn0020493, intron 2 of 7)	-intron (FBgn0020493, intron 2 of 7)	2554	FBgn0020493	FBgn0020493	FBtr0479820						NA
ManzF6Ctrl_REP1.mLb.clN_peak_4867	chr2R	17534988	17536717	+	123	NA	promoter-TSS (FBgn0034237)	-promoter-TSS (FBgn0034237)	14	FBgn0263197	FBgn0263197	FBtr0332266						NA
ManzF6Ctrl_REP1.mLb.clN_peak_10262	chr3R	13263840	13264563	+	123	NA	promoter-TSS (FBgn0003598)	-promoter-TSS (FBgn0003598)	-140	FBgn0038128	FBgn0038128	FBtr0082779						NA
