PeakID (cmd=annotatePeaks.pl AkaaF6Ctrl_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6Ctrl_REP3.mLb.clN_peak_6092	chr2R	22561351	22562226	+	273	NA	promoter-TSS (FBgn0034737)	-promoter-TSS (FBgn0034737)	277	FBgn0003175	FBgn0003175	FBtr0479816						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16382	chrX	16552813	16554013	+	273	NA	exon (FBgn0011742, exon 1 of 6)	-exon (FBgn0011742, exon 1 of 6)	538	FBgn0011742	FBgn0011742	FBtr0112868						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2612	chr2L	21828054	21829219	+	273	NA	promoter-TSS (FBgn0003866)	-promoter-TSS (FBgn0003866)	43	FBgn0003866	FBgn0003866	FBtr0085906						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10499	chr3R	7947143	7947771	+	273	NA	intron (FBgn0000504, intron 2 of 3)	-intron (FBgn0000504, intron 2 of 4)	19951	FBgn0000504	FBgn0000504	FBtr0339710						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9174	chr3L	19632089	19633549	+	272	NA	exon (FBgn0036896, exon 1 of 7)	-exon (FBgn0036896, exon 1 of 7)	277	FBgn0036896	FBgn0036896	FBtr0074964						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_984	chr2L	7418077	7418762	+	272	NA	TTS (FBgn0028387)	-TTS (FBgn0028387)	-5401	FBgn0264439	FBgn0264439	FBtr0332525						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15634	chrX	11107812	11109031	+	272	NA	promoter-TSS (FBgn0015245)	-promoter-TSS (FBgn0015245)	-1382	FBgn0015245	FBgn0015245	FBtr0073435						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_8374	chr3L	13044367	13045157	+	271	NA	TTS (FBgn0011284)	-TTS (FBgn0011284)	124	FBgn0036341	FBgn0036341	FBtr0332076						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_460	chr2L	3580435	3581160	+	271	NA	promoter-TSS (FBgn0004892)	-promoter-TSS (FBgn0004892)	-28	FBgn0004892	FBgn0004892	FBtr0077558						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5580	chr2R	19178609	19179554	+	270	NA	TTS (FBgn0034420)	-TTS (FBgn0034420)	343	FBgn0263395	FBgn0263395	FBtr0340456						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16589	chrX	17885508	17887601	+	270	NA	exon (FBgn0259168, exon 1 of 9)	-exon (FBgn0259168, exon 1 of 9)	-1623	FBgn0030880	FBgn0030880	FBtr0074495						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14703	chrX	4684360	4684858	+	270	NA	intron (FBgn0022768, intron 1 of 2)	-intron (FBgn0022768, intron 1 of 2)	2294	FBgn0022768	FBgn0022768	FBtr0343531						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_760	chr2L	5943569	5945035	+	270	NA	promoter-TSS (FBgn0261055)	-promoter-TSS (FBgn0261055)	659	FBgn0001128	FBgn0001128	FBtr0333230						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12083	chr3R	20821488	20822545	+	269	NA	promoter-TSS (FBgn0019936)	-promoter-TSS (FBgn0019936)	-165	FBgn0019936	FBgn0019936	FBtr0083964						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11141	chr3R	13381784	13382999	+	269	NA	promoter-TSS (FBgn0038145)	-promoter-TSS (FBgn0038145)	285	FBgn0038145	FBgn0038145	FBtr0082755						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12274	chr3R	21948247	21949609	+	268	NA	promoter-TSS (FBgn0264490)	-promoter-TSS (FBgn0264490)	-23451	FBgn0264490	FBgn0264490	FBtr0330384						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6584	chr3L	130987	132589	+	268	NA	promoter-TSS (FBgn0020386)	-promoter-TSS (FBgn0020386)	-217	FBgn0267455	FBgn0267455	FBtr0346826						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4673	chr2R	13925183	13926199	+	267	NA	promoter-TSS (FBgn0013733)	-promoter-TSS (FBgn0013733)	-14745	FBgn0013733	FBgn0013733	FBtr0304850						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10536	chr3R	8181339	8182037	+	267	NA	promoter-TSS (FBgn0001138)	-promoter-TSS (FBgn0001138)	-244	FBgn0001138	FBgn0001138	FBtr0330188						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12807	chr3R	26260750	26261770	+	266	NA	exon (FBgn0000064, exon 1 of 4)	-exon (FBgn0000064, exon 1 of 4)	331	FBgn0000064	FBgn0000064	FBtr0339614						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16574	chrX	17826843	17827639	+	266	NA	TTS (FBgn0265902)	-TTS (FBgn0265902)	323	FBgn0030869	FBgn0030869	FBtr0310310						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5106	chr2R	16129840	16130582	+	266	NA	intron (FBgn0086676, intron 1 of 7)	-intron (FBgn0086676, intron 1 of 7)	5230	FBgn0086676	FBgn0086676	FBtr0089591						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12921	chr3R	27244591	27245733	+	266	NA	promoter-TSS (FBgn0042111)	-promoter-TSS (FBgn0042111)	-171	FBgn0267754	FBgn0267754	FBtr0347318						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2664	chr2L	22133954	22135033	+	265	NA	exon (FBgn0261802, exon 1 of 8)	-exon (FBgn0261802, exon 1 of 8)	160	FBgn0261802	FBgn0261802	FBtr0333744						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9719	chr3L	22944895	22946272	+	265	NA	promoter-TSS (FBgn0037207)	-promoter-TSS (FBgn0037207)	-412	FBgn0037207	FBgn0037207	FBtr0078563						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11709	chr3R	18121314	18122070	+	265	NA	promoter-TSS (FBgn0003499)	-promoter-TSS (FBgn0003499)	-369	FBgn0003499	FBgn0003499	FBtr0330050						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13670	chr4	659178	660736	+	265	NA	promoter-TSS (FBgn0051992)	-promoter-TSS (FBgn0051992)	651	FBgn0051992	FBgn0051992	FBtr0310543						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7548	chr3L	7125013	7125665	+	265	NA	promoter-TSS (FBgn0035741)	-promoter-TSS (FBgn0035741)	194	FBgn0002775	FBgn0002775	FBtr0076926						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10878	chr3R	10760750	10762679	+	264	NA	promoter-TSS (FBgn0037831)	-promoter-TSS (FBgn0037831)	83	FBgn0266372	FBgn0266372	FBtr0344135						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9864	chr3R	3138537	3139312	+	264	NA	intron (FBgn0267430, intron 8 of 20)	-intron (FBgn0267430, intron 8 of 20)	124658	FBgn0267430	FBgn0267430	FBtr0445191						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16783	chrX	19297784	19299234	+	264	NA	promoter-TSS (FBgn0031011)	-promoter-TSS (FBgn0031011)	3364	FBgn0065084	FBgn0065084	FBtr0091699						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15801	chrX	12470178	12470580	+	264	NA	intron (FBgn0259143, intron 2 of 5)	-intron (FBgn0259143, intron 2 of 5)	-1285	FBgn0259143	FBgn0259143	FBtr0339840						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11600	chr3R	16948620	16948856	+	264	NA	intron (FBgn0000015, intron 1 of 6)	-intron (FBgn0000015, intron 1 of 6)	-3169	FBgn0278597	FBgn0278597	FBtr0415462						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1444	chr2L	10967264	10968402	+	264	NA	intron (FBgn0053129, intron 1 of 4)	-intron (FBgn0053129, intron 5 of 7)	-1022	FBgn0053129	FBgn0053129	FBtr0080169						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14260	chrX	2049366	2050719	+	263	NA	promoter-TSS (FBgn0025631)	-promoter-TSS (FBgn0025631)	-1647	FBgn0025631	FBgn0025631	FBtr0303045						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15813	chrX	12574311	12575883	+	263	NA	intron (FBgn0030400, intron 1 of 3)	-intron (FBgn0030400, intron 1 of 3)	8096	FBgn0030400	FBgn0030400	FBtr0331718						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12584	chr3R	24543246	24544239	+	263	NA	promoter-TSS (FBgn0266758)	-promoter-TSS (FBgn0266758)	-317	FBgn0039207	FBgn0039207	FBtr0089906						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15778	chrX	12012158	12012697	+	263	NA	promoter-TSS (FBgn0030362)	-promoter-TSS (FBgn0030362)	-216	FBgn0030361	FBgn0030361	FBtr0346737						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5453	chr2R	18355728	18358062	+	263	NA	exon (FBgn0285917, exon 1 of 13)	-exon (FBgn0285917, exon 1 of 13)	401	FBgn0285917	FBgn0285917	FBtr0301550						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3942	chr2R	10302452	10303716	+	263	NA	promoter-TSS (FBgn0033504)	-promoter-TSS (FBgn0033504)	6710	FBgn0028426	FBgn0028426	FBtr0088360						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11966	chr3R	19802275	19803239	+	262	NA	promoter-TSS (FBgn0051471)	-promoter-TSS (FBgn0051471)	67	FBgn0051471	FBgn0051471	FBtr0083794						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2782	chr2R	2845926	2846803	+	262	NA	intron (FBgn0085638, intron 1 of 2)	-intron (FBgn0085638, intron 1 of 2)	297	FBgn0085638	FBgn0085638	FBtr0301792						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13736	chr4	878571	880299	+	262	NA	promoter-TSS (FBgn0264821)	-promoter-TSS (FBgn0264821)	61	FBgn0264821	FBgn0264821	FBtr0334490						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1886	chr2L	15333404	15334019	+	262	NA	promoter-TSS (FBgn0287768)	-promoter-TSS (FBgn0287768)	-155	FBgn0287768	FBgn0287768	FBtr0080734						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9054	chr3L	18800057	18801629	+	262	NA	exon (FBgn0001078, exon 1 of 10)	-exon (FBgn0001078, exon 1 of 10)	469	FBgn0267601	FBgn0267601	FBtr0347047						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_17154	chrX	23012920	23014064	+	261	NA	promoter-TSS (FBgn0039966)	-promoter-TSS (FBgn0039966)	-3	FBgn0039965	FBgn0039965	FBtr0344110						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9900	chr3R	4196832	4197899	+	261	NA	promoter-TSS (FBgn0037215)	-promoter-TSS (FBgn0037215)	159	FBgn0037215	FBgn0037215	FBtr0336704						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16245	chrX	15625621	15626678	+	261	NA	exon (FBgn0003463, exon 1 of 6)	-exon (FBgn0003463, exon 1 of 6)	391	FBgn0003463	FBgn0003463	FBtr0331760						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16024	chrX	14024861	14025894	+	261	NA	promoter-TSS (FBgn0011980)	-promoter-TSS (FBgn0011980)	-187	FBgn0011980	FBgn0011980	FBtr0073886						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7226	chr3L	4039768	4041093	+	261	NA	promoter-TSS (FBgn0263832)	-promoter-TSS (FBgn0263832)	-99	FBgn0263832	FBgn0263832	FBtr0073202						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4136	chr2R	11202324	11205144	+	261	NA	promoter-TSS (FBgn0003396)	-promoter-TSS (FBgn0003396)	15507	FBgn0033582	FBgn0033582	FBtr0339485						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6093	chr2R	22569081	22571038	+	261	NA	intron (FBgn0260866, intron 1 of 3)	-intron (FBgn0260866, intron 1 of 3)	7752	FBgn0034737	FBgn0034737	FBtr0071836						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15003	chrX	6862536	6863158	+	260	NA	exon (FBgn0267087, exon 1 of 1)	-exon (FBgn0267087, exon 1 of 1)	2508	FBgn0267087	FBgn0267087	FBtr0346094						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_329	chr2L	2492441	2493394	+	260	NA	promoter-TSS (FBgn0011818)	-promoter-TSS (FBgn0011818)	-38	FBgn0011818	FBgn0011818	FBtr0077780						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15020	chrX	6997435	6999215	+	260	NA	promoter-TSS (FBgn0027108)	-promoter-TSS (FBgn0027108)	-347	FBgn0027108	FBgn0027108	FBtr0071006						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7069	chr3L	3069898	3072515	+	260	NA	promoter-TSS (FBgn0035397)	-promoter-TSS (FBgn0035397)	-367	FBgn0266918	FBgn0266918	FBtr0073004						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10428	chr3R	7186193	7188475	+	260	NA	promoter-TSS (FBgn0037482)	-promoter-TSS (FBgn0037482)	340	FBgn0086372	FBgn0086372	FBtr0334888						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10193	chr3R	5516673	5517812	+	259	NA	exon (FBgn0010051, exon 1 of 19)	-exon (FBgn0010051, exon 1 of 19)	125	FBgn0010051	FBgn0010051	FBtr0344265						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9133	chr3L	19294403	19295257	+	259	NA	promoter-TSS (FBgn0028380)	-promoter-TSS (FBgn0028380)	266	FBgn0028380	FBgn0028380	FBtr0347258						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16547	chrX	17651381	17652897	+	259	NA	promoter-TSS (FBgn0026375)	-promoter-TSS (FBgn0026375)	423	FBgn0026375	FBgn0026375	FBtr0333662						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_3415	chr2R	7745170	7745866	+	259	NA	promoter-TSS (FBgn0286778)	-promoter-TSS (FBgn0286778)	-9896	FBgn0042135	FBgn0042135	FBtr0088935						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15826	chrX	12653615	12654823	+	258	NA	promoter-TSS (FBgn0015024)	-promoter-TSS (FBgn0015024)	-180	FBgn0015024	FBgn0015024	FBtr0073680						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5819	chr2R	20835739	20836584	+	258	NA	promoter-TSS (FBgn0011674)	-promoter-TSS (FBgn0011674)	-133	FBgn0011674	FBgn0011674	FBtr0071562						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10504	chr3R	7967794	7968243	+	258	NA	promoter-TSS (FBgn0000504)	-promoter-TSS (FBgn0000504)	-610	FBgn0000504	FBgn0000504	FBtr0339710						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5651	chr2R	19742653	19743081	+	258	NA	promoter-TSS (FBgn0053417)	-promoter-TSS (FBgn0053417)	151	FBgn0053416	FBgn0053416	FBtr0086408						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15939	chrX	13413024	13413610	+	258	NA	promoter-TSS (FBgn0030486)	-promoter-TSS (FBgn0030486)	75	FBgn0030486	FBgn0030486	FBtr0301559						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7443	chr3L	6184710	6185176	+	258	NA	promoter-TSS (FBgn0022699)	-promoter-TSS (FBgn0022699)	-23	FBgn0022699	FBgn0022699	FBtr0077017						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9225	chr3L	20006298	20007297	+	258	NA	intron (FBgn0261574, intron 1 of 21)	-intron (FBgn0261574, intron 1 of 20)	1496	FBgn0261574	FBgn0261574	FBtr0346077						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5984	chr2R	21871188	21872354	+	257	NA	promoter-TSS (FBgn0085397)	-promoter-TSS (FBgn0085397)	-259	FBgn0085397	FBgn0085397	FBtr0479817						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9962	chr3R	4471051	4471793	+	257	NA	promoter-TSS (FBgn0051523)	-promoter-TSS (FBgn0051523)	-143	FBgn0051523	FBgn0051523	FBtr0078936						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9313	chr3L	20621590	20622248	+	257	NA	Intergenic	Intergenic	-1260	FBgn0001323	FBgn0001323	FBtr0346815						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7401	chr3L	5752908	5753473	+	257	NA	promoter-TSS (FBgn0016756)	-promoter-TSS (FBgn0016756)	217	FBgn0016756	FBgn0016756	FBtr0306259						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13563	chr4	205637	206320	+	257	NA	promoter-TSS (FBgn0051998)	-promoter-TSS (FBgn0051998)	-33	FBgn0051998	FBgn0051998	FBtr0089145						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9824	chr3L	27076190	27077341	+	257	NA	Intergenic	Intergenic	7141	FBgn0063670	FBgn0063670	FBtr0333872						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_10095	chr3R	5086445	5088211	+	257	NA	promoter-TSS (FBgn0010313)	-promoter-TSS (FBgn0010313)	-616	FBgn0010313	FBgn0010313	FBtr0308120						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6821	chr3L	1400992	1401891	+	257	NA	promoter-TSS (FBgn0011854)	-promoter-TSS (FBgn0011854)	1	FBgn0011854	FBgn0011854	FBtr0072690						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_6561	chr2R	25284646	25286095	+	256	NA	Intergenic	Intergenic	33443	FBgn0050428	FBgn0050428	FBtr0343515						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9703	chr3L	22870821	22872509	+	256	NA	promoter-TSS (FBgn0037200)	-promoter-TSS (FBgn0037200)	59	FBgn0010348	FBgn0010348	FBtr0299907						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1613	chr2L	12545346	12546832	+	256	NA	exon (FBgn0259176, exon 1 of 7)	-exon (FBgn0259176, exon 1 of 7)	2913	FBgn0261709	FBgn0261709	FBtr0303215						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5018	chr2R	15674818	15676784	+	256	NA	promoter-TSS (FBgn0266636)	-promoter-TSS (FBgn0266636)	-640	FBgn0266636	FBgn0266636	FBtr0344930						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_958	chr2L	7203538	7204461	+	256	NA	TTS (FBgn0031897)	-TTS (FBgn0031897)	265	FBgn0031896	FBgn0031896	FBtr0079417						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7638	chr3L	7718513	7719778	+	255	NA	promoter-TSS (FBgn0035811)	-promoter-TSS (FBgn0035811)	-205	FBgn0035811	FBgn0035811	FBtr0076808						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9024	chr3L	18618035	18618529	+	255	NA	promoter-TSS (FBgn0052200)	-promoter-TSS (FBgn0052200)	-108	FBgn0052200	FBgn0052200	FBtr0075107						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4820	chr2R	14644393	14645943	+	255	NA	promoter-TSS (FBgn0033951)	-promoter-TSS (FBgn0033951)	-102	FBgn0033951	FBgn0033951	FBtr0339980						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15276	chrX	8714356	8715202	+	255	NA	promoter-TSS (FBgn0030061)	-promoter-TSS (FBgn0030061)	145	FBgn0030060	FBgn0030060	FBtr0346167						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13263	chr3R	30562827	30563960	+	255	NA	exon (FBgn0082582, exon 1 of 7)	-exon (FBgn0082582, exon 1 of 7)	-3194	FBgn0083991	FBgn0083991	FBtr0111047						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_674	chr2L	5305176	5305828	+	255	NA	promoter-TSS (FBgn0016076)	-promoter-TSS (FBgn0016076)	-148	FBgn0016076	FBgn0016076	FBtr0346579						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1303	chr2L	9758029	9759152	+	255	NA	exon (FBgn0270924, exon 1 of 4)	-exon (FBgn0270924, exon 1 of 4)	248	FBgn0270924	FBgn0270924	FBtr0079865						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1921	chr2L	16269157	16269958	+	255	NA	intron (FBgn0001994, intron 2 of 2)	-intron (FBgn0001994, intron 2 of 2)	7416	FBgn0028897	FBgn0028897	FBtr0080825						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13	chr2L	66599	67522	+	254	NA	promoter-TSS (FBgn0067779)	-promoter-TSS (FBgn0067779)	578	FBgn0067779	FBgn0067779	FBtr0306539						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_8306	chr3L	12514775	12516185	+	254	NA	promoter-TSS (FBgn0002466)	-promoter-TSS (FBgn0002466)	421	FBgn0041775	FBgn0041775	FBtr0332637						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_5531	chr2R	18805977	18807344	+	254	NA	exon (FBgn0265661, exon 1 of 1)	-exon (FBgn0265661, exon 1 of 1)	1065	FBgn0265661	FBgn0265661	FBtr0340528						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_1253	chr2L	9448184	9450226	+	254	NA	promoter-TSS (FBgn0002973)	-promoter-TSS (FBgn0002973)	-625	FBgn0002973	FBgn0002973	FBtr0339526						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7159	chr3L	3626067	3626521	+	253	NA	promoter-TSS (FBgn0263239)	-promoter-TSS (FBgn0263239)	-58	FBgn0263239	FBgn0263239	FBtr0113134						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_4339	chr2R	12261080	12261986	+	253	NA	TTS (FBgn0264501)	-TTS (FBgn0264501)	1501	FBgn0000253	FBgn0000253	FBtr0304963						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11595	chr3R	16869389	16869654	+	253	NA	intron (FBgn0288835, intron 4 of 7)	-intron (FBgn0264857, intron 3 of 6)	19283	FBgn0020546	FBgn0020546	FBtr0345273						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16865	chrX	19696982	19698261	+	252	NA	intron (FBgn0010341, intron 1 of 2)	-intron (FBgn0010341, intron 1 of 2)	530	FBgn0010341	FBgn0010341	FBtr0309215						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14591	chrX	4116713	4117702	+	252	NA	promoter-TSS (FBgn0026083)	-promoter-TSS (FBgn0026083)	-258	FBgn0026080	FBgn0026080	FBtr0070668						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14144	chrX	1466462	1467241	+	252	NA	promoter-TSS (FBgn0029580)	-promoter-TSS (FBgn0029580)	-642	FBgn0029580	FBgn0029580	FBtr0070254						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15275	chrX	8709124	8709905	+	252	NA	promoter-TSS (FBgn0041629)	-promoter-TSS (FBgn0041629)	-138	FBgn0041629	FBgn0041629	FBtr0071249						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16383	chrX	16558807	16560296	+	252	NA	exon (FBgn0011826, exon 1 of 1)	-exon (FBgn0011826, exon 1 of 1)	465	FBgn0011826	FBgn0011826	FBtr0309793						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2555	chr2L	21344020	21345313	+	252	NA	promoter-TSS (FBgn0032943)	-promoter-TSS (FBgn0032943)	59	FBgn0032943	FBgn0032943	FBtr0273404						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_2847	chr2R	4744127	4745485	+	251	NA	exon (FBgn0039994, exon 1 of 9)	-exon (FBgn0039994, exon 1 of 9)	-4383	FBgn0039994	FBgn0039994	FBtr0345008						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11660	chr3R	17619500	17620357	+	251	NA	promoter-TSS (FBgn0011945)	-promoter-TSS (FBgn0011945)	-33	FBgn0011945	FBgn0011945	FBtr0083469						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12485	chr3R	23668683	23670441	+	251	NA	promoter-TSS (FBgn0051145)	-promoter-TSS (FBgn0051145)	97	FBgn0051145	FBgn0051145	FBtr0474143						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_8391	chr3L	13227571	13229080	+	251	NA	promoter-TSS (FBgn0023095)	-promoter-TSS (FBgn0023095)	-367	FBgn0023095	FBgn0023095	FBtr0346864						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_15416	chrX	9778097	9779364	+	251	NA	promoter-TSS (FBgn0030151)	-promoter-TSS (FBgn0030151)	-12	FBgn0030151	FBgn0030151	FBtr0474138						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_694	chr2L	5461071	5461862	+	250	NA	promoter-TSS (FBgn0261963)	-promoter-TSS (FBgn0261963)	-173	FBgn0261963	FBgn0261963	FBtr0079093						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_11038	chr3R	12280651	12281127	+	250	NA	promoter-TSS (FBgn0003651)	-promoter-TSS (FBgn0003651)	-263	FBgn0003651	FBgn0003651	FBtr0479795						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_40	chr2L	220588	223141	+	250	NA	promoter-TSS (FBgn0266557)	-promoter-TSS (FBgn0266557)	-1655	FBgn0265153	FBgn0265153	FBtr0336985						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12717	chr3R	25515485	25516260	+	250	NA	promoter-TSS (FBgn0011666)	-promoter-TSS (FBgn0011666)	9597	FBgn0039343	FBgn0039343	FBtr0084880						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16281	chrX	15859998	15860996	+	249	NA	promoter-TSS (FBgn0001105)	-promoter-TSS (FBgn0001105)	-209	FBgn0001105	FBgn0001105	FBtr0074108						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_8912	chr3L	17643516	17645220	+	249	NA	intron (FBgn0004401, intron 1 of 4)	-intron (FBgn0004401, intron 1 of 2)	668	FBgn0004401	FBgn0004401	FBtr0304977						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_12012	chr3R	20261130	20262255	+	249	NA	intron (FBgn0262582, intron 1 of 17)	-intron (FBgn0262582, intron 2 of 18)	-22601	FBgn0267710	FBgn0267710	FBtr0347250						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_14566	chrX	3948920	3950693	+	249	NA	intron (FBgn0029687, intron 2 of 6)	-intron (FBgn0029687, intron 2 of 6)	831	FBgn0029687	FBgn0029687	FBtr0342739						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13661	chr4	592072	593537	+	249	NA	Intergenic	Intergenic	5470	FBgn0266726	FBgn0266726	FBtr0345199						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_16970	chrX	21034747	21036073	+	249	NA	promoter-TSS (FBgn0031145)	-promoter-TSS (FBgn0031145)	-59	FBgn0031145	FBgn0031145	FBtr0333762						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_13138	chr3R	29618532	29619575	+	249	NA	promoter-TSS (FBgn0039674)	-promoter-TSS (FBgn0039674)	-12	FBgn0039674	FBgn0039674	FBtr0085447						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_9408	chr3L	21202341	21203302	+	249	NA	promoter-TSS (FBgn0037057)	-promoter-TSS (FBgn0037057)	61	FBgn0053054	FBgn0053054	FBtr0078317						NA
AkaaF6Ctrl_REP3.mLb.clN_peak_7787	chr3L	8696521	8696919	+	249	NA	Intergenic	Intergenic	4017	FBgn0265719	FBgn0265719	FBtr0340661						NA
