PeakID (cmd=annotatePeaks.pl ManzF6Ctrl_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6Ctrl_REP2.mLb.clN_peak_7624	chr3L	1298592	1298763	+	57	NA	promoter-TSS (FBgn0025682)	-promoter-TSS (FBgn0025682)	5	FBgn0025682	FBgn0025682	FBtr0089942						NA
ManzF6Ctrl_REP2.mLb.clN_peak_2364	chr2L	19126609	19127462	+	57	NA	promoter-TSS (FBgn0086445)	-promoter-TSS (FBgn0086445)	-59	FBgn0086444	FBgn0086444	FBtr0081163						NA
ManzF6Ctrl_REP2.mLb.clN_peak_11091	chr3R	2088272	2088601	+	57	NA	intron (FBgn0267431, intron 16 of 21)	-intron (FBgn0267431, intron 16 of 21)	68770	FBgn0058182	FBgn0058182	FBtr0302347						NA
ManzF6Ctrl_REP2.mLb.clN_peak_6232	chr2R	18857677	18858127	+	57	NA	promoter-TSS (FBgn0034405)	-promoter-TSS (FBgn0034405)	315	FBgn0287616	FBgn0287616	FBtr0479987						NA
ManzF6Ctrl_REP2.mLb.clN_peak_13016	chr3R	17539631	17540892	+	57	NA	promoter-TSS (FBgn0025571)	-promoter-TSS (FBgn0025571)	-160	FBgn0025571	FBgn0025571	FBtr0083456						NA
ManzF6Ctrl_REP2.mLb.clN_peak_6562	chr2R	21127642	21129084	+	57	NA	promoter-TSS (FBgn0002736)	-promoter-TSS (FBgn0002736)	-214	FBgn0002736	FBgn0002736	FBtr0071569						NA
ManzF6Ctrl_REP2.mLb.clN_peak_14181	chr3R	25686299	25687206	+	57	NA	exon (FBgn0039360, exon 2 of 5)	-exon (FBgn0039360, exon 2 of 5)	618	FBgn0039360	FBgn0039360	FBtr0331359						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3763	chr2R	7654683	7655706	+	57	NA	promoter-TSS (FBgn0050491)	-promoter-TSS (FBgn0050491)	108	FBgn0033199	FBgn0033199	FBtr0088946						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7904	chr3L	3120796	3122086	+	57	NA	TTS (FBgn0052273)	-TTS (FBgn0052273)	573	FBgn0052273	FBgn0052273	FBtr0073121						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8217	chr3L	5360190	5360925	+	57	NA	intron (FBgn0035600, intron 1 of 5)	-intron (FBgn0035600, intron 1 of 5)	346	FBgn0035600	FBgn0035600	FBtr0077144						NA
ManzF6Ctrl_REP2.mLb.clN_peak_6296	chr2R	19249469	19250356	+	57	NA	exon (FBgn0004003, exon 1 of 2)	-exon (FBgn0004003, exon 1 of 2)	517	FBgn0004003	FBgn0004003	FBtr0340470						NA
ManzF6Ctrl_REP2.mLb.clN_peak_58	chr2L	282652	283514	+	57	NA	promoter-TSS (FBgn0267995)	-promoter-TSS (FBgn0267995)	112	FBgn0031244	FBgn0031244	FBtr0078137						NA
ManzF6Ctrl_REP2.mLb.clN_peak_2887	chr2L	22311186	22313480	+	57	NA	intron (FBgn0039972, intron 1 of 6)	-intron (FBgn0039972, intron 1 of 6)	-28289	FBgn0263091	FBgn0263091	FBtr0307110						NA
ManzF6Ctrl_REP2.mLb.clN_peak_5766	chr2R	16308426	16309192	+	57	NA	promoter-TSS (FBgn0085428)	-promoter-TSS (FBgn0085428)	-133	FBgn0085428	FBgn0085428	FBtr0345379						NA
ManzF6Ctrl_REP2.mLb.clN_peak_2725	chr2L	21243923	21244464	+	57	NA	intron (FBgn0261239, intron 2 of 7)	-intron (FBgn0261239, intron 2 of 4)	6943	FBgn0261239	FBgn0261239	FBtr0081481						NA
ManzF6Ctrl_REP2.mLb.clN_peak_14702	chr3R	29932849	29933500	+	57	NA	promoter-TSS (FBgn0051040)	-promoter-TSS (FBgn0051040)	-113	FBgn0260759	FBgn0260759	FBtr0301256						NA
ManzF6Ctrl_REP2.mLb.clN_peak_14519	chr3R	28696137	28696635	+	57	NA	TTS (FBgn0039594)	-TTS (FBgn0039594)	144	FBgn0027655	FBgn0027655	FBtr0336788						NA
ManzF6Ctrl_REP2.mLb.clN_peak_15471	chrX	140989	142679	+	57	NA	promoter-TSS (FBgn0284435)	-promoter-TSS (FBgn0284435)	363	FBgn0267029	FBgn0267029	FBtr0345997						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1989	chr2L	14706074	14706703	+	57	NA	Intergenic	Intergenic	-6083	FBgn0028855	FBgn0028855	FBtr0080656						NA
ManzF6Ctrl_REP2.mLb.clN_peak_2060	chr2L	16040159	16040707	+	57	NA	TTS (FBgn0028644)	-TTS (FBgn0028644)	-1614	FBgn0266459	FBgn0266459	FBtr0344488						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12471	chr3R	12977255	12978449	+	57	NA	promoter-TSS (FBgn0038099)	-promoter-TSS (FBgn0038099)	-148	FBgn0038099	FBgn0038099	FBtr0300278						NA
ManzF6Ctrl_REP2.mLb.clN_peak_5976	chr2R	17478426	17479336	+	57	NA	promoter-TSS (FBgn0034225)	-promoter-TSS (FBgn0034225)	723	FBgn0034225	FBgn0034225	FBtr0340209						NA
ManzF6Ctrl_REP2.mLb.clN_peak_158	chr2L	819304	820173	+	57	NA	promoter-TSS (FBgn0015621)	-promoter-TSS (FBgn0015621)	-226	FBgn0015621	FBgn0015621	FBtr0078011						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1685	chr2L	12207709	12208208	+	57	NA	promoter-TSS (FBgn0051759)	-promoter-TSS (FBgn0051759)	249	FBgn0051759	FBgn0051759	FBtr0290239						NA
ManzF6Ctrl_REP2.mLb.clN_peak_13495	chr3R	21198656	21199663	+	57	NA	promoter-TSS (FBgn0264357)	-promoter-TSS (FBgn0264357)	-15920	FBgn0038868	FBgn0038868	FBtr0084049						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8401	chr3L	6971099	6971852	+	57	NA	TTS (FBgn0035727)	-TTS (FBgn0035727)	992	FBgn0035727	FBgn0035727	FBtr0076935						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3828	chr2R	7938117	7939543	+	56	NA	TTS (FBgn0050380)	-TTS (FBgn0050380)	284	FBgn0033235	FBgn0033235	FBtr0088882						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12515	chr3R	13388187	13388758	+	56	NA	TTS (FBgn0038147)	-TTS (FBgn0038147)	237	FBgn0038146	FBgn0038146	FBtr0082763						NA
ManzF6Ctrl_REP2.mLb.clN_peak_17095	chrX	9067728	9069354	+	56	NA	promoter-TSS (FBgn0030077)	-promoter-TSS (FBgn0030077)	-1200	FBgn0267098	FBgn0267098	FBtr0346174						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8214	chr3L	5349675	5350434	+	56	NA	intron (FBgn0016031, intron 1 of 4)	-intron (FBgn0016031, intron 1 of 4)	5292	FBgn0287586	FBgn0287586	FBtr0479855						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1470	chr2L	10362335	10363202	+	56	NA	promoter-TSS (FBgn0003087)	-promoter-TSS (FBgn0003087)	-61	FBgn0027568	FBgn0027568	FBtr0332198						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16515	chrX	5613143	5614037	+	56	NA	TTS (FBgn0250904)	-TTS (FBgn0250904)	877	FBgn0085464	FBgn0085464	FBtr0112736						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16870	chrX	7695022	7695164	+	56	NA	promoter-TSS (FBgn0029504)	-promoter-TSS (FBgn0029504)	-175	FBgn0029504	FBgn0029504	FBtr0310287						NA
ManzF6Ctrl_REP2.mLb.clN_peak_2118	chr2L	16591157	16591540	+	56	NA	intron (FBgn0259735, intron 2 of 4)	-intron (FBgn0259735, intron 2 of 4)	-10479	FBgn0259735	FBgn0259735	FBtr0335497						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3743	chr2R	7538852	7540124	+	56	NA	promoter-TSS (FBgn0033192)	-promoter-TSS (FBgn0033192)	208	FBgn0033191	FBgn0033191	FBtr0088955						NA
ManzF6Ctrl_REP2.mLb.clN_peak_17297	chrX	10384692	10385227	+	56	NA	TTS (FBgn0028480)	-TTS (FBgn0028480)	902	FBgn0030196	FBgn0030196	FBtr0346350						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1217	chr2L	8436973	8437720	+	56	NA	promoter-TSS (FBgn0027490)	-promoter-TSS (FBgn0027490)	19	FBgn0027490	FBgn0027490	FBtr0079707						NA
ManzF6Ctrl_REP2.mLb.clN_peak_14670	chr3R	29765418	29766327	+	56	NA	promoter-TSS (FBgn0001297)	-promoter-TSS (FBgn0001297)	-6832	FBgn0266258	FBgn0266258	FBtr0343925						NA
ManzF6Ctrl_REP2.mLb.clN_peak_11706	chr3R	7310688	7310897	+	56	NA	Intergenic	Intergenic	-1163	FBgn0267337	FBgn0267337	FBtr0330140						NA
ManzF6Ctrl_REP2.mLb.clN_peak_448	chr2L	3144140	3145781	+	56	NA	promoter-TSS (FBgn0015600)	-promoter-TSS (FBgn0015600)	888	FBgn0031505	FBgn0031505	FBtr0329905						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12503	chr3R	13270943	13272084	+	56	NA	exon (FBgn0038129, exon 1 of 6)	-exon (FBgn0038129, exon 1 of 6)	498	FBgn0038129	FBgn0038129	FBtr0082778						NA
ManzF6Ctrl_REP2.mLb.clN_peak_5738	chr2R	16143090	16143694	+	56	NA	TTS (FBgn0050094)	-TTS (FBgn0050094)	245	FBgn0027091	FBgn0027091	FBtr0087234						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7997	chr3L	3615996	3616640	+	56	NA	exon (FBgn0035453, exon 3 of 4)	-exon (FBgn0035453, exon 3 of 4)	936	FBgn0035453	FBgn0035453	FBtr0300062						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1446	chr2L	10269926	10270430	+	56	NA	TTS (FBgn0032205)	-TTS (FBgn0032205)	127	FBgn0260750	FBgn0260750	FBtr0079986						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3148	chr2R	4671462	4672920	+	56	NA	exon (FBgn0040005, exon 1 of 4)	-exon (FBgn0040005, exon 1 of 4)	338	FBgn0040005	FBgn0040005	FBtr0334996						NA
ManzF6Ctrl_REP2.mLb.clN_peak_4920	chr2R	12437104	12438064	+	56	NA	TTS (FBgn0050051)	-TTS (FBgn0050051)	239	FBgn0033739	FBgn0033739	FBtr0308613						NA
ManzF6Ctrl_REP2.mLb.clN_peak_4064	chr2R	8862508	8862935	+	56	NA	promoter-TSS (FBgn0011286)	-promoter-TSS (FBgn0011286)	2357	FBgn0011286	FBgn0011286	FBtr0308083						NA
ManzF6Ctrl_REP2.mLb.clN_peak_18931	chrX	21125949	21126374	+	56	NA	intron (FBgn0083956, intron 1 of 14)	-intron (FBgn0083956, intron 1 of 14)	2527	FBgn0083956	FBgn0083956	FBtr0343018						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9635	chr3L	15938469	15939070	+	56	NA	intron (FBgn0000489, intron 2 of 7)	-intron (FBgn0000489, intron 3 of 8)	-13908	FBgn0036544	FBgn0036544	FBtr0334071						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1827	chr2L	13386908	13387935	+	56	NA	promoter-TSS (FBgn0032517)	-promoter-TSS (FBgn0032517)	-109	FBgn0032516	FBgn0032516	FBtr0080526						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8918	chr3L	10522454	10522755	+	56	NA	intron (FBgn0052062, intron 2 of 13)	-intron (FBgn0052062, intron 2 of 14)	6601	FBgn0052062	FBgn0052062	FBtr0332985						NA
ManzF6Ctrl_REP2.mLb.clN_peak_17470	chrX	11446863	11447737	+	56	NA	intron (FBgn0262740, intron 1 of 8)	-intron (FBgn0262740, intron 1 of 8)	4123	FBgn0030300	FBgn0030300	FBtr0073497						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7354	chr2R	25270565	25271848	+	56	NA	Intergenic	Intergenic	19279	FBgn0050428	FBgn0050428	FBtr0343515						NA
ManzF6Ctrl_REP2.mLb.clN_peak_18432	chrX	17635545	17637348	+	56	NA	promoter-TSS (FBgn0030854)	-promoter-TSS (FBgn0030854)	165	FBgn0030855	FBgn0030855	FBtr0074453						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3137	chr2R	4593818	4597103	+	56	NA	exon (FBgn0260799, exon 1 of 4)	-exon (FBgn0260799, exon 1 of 4)	172	FBgn0260799	FBgn0260799	FBtr0111114						NA
ManzF6Ctrl_REP2.mLb.clN_peak_683	chr2L	5096301	5096652	+	56	NA	TTS (FBgn0031682)	-TTS (FBgn0031682)	105	FBgn0031683	FBgn0031683	FBtr0329983						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16878	chrX	7721978	7723125	+	56	NA	exon (FBgn0022786, exon 2 of 5)	-exon (FBgn0022786, exon 2 of 5)	432	FBgn0022786	FBgn0022786	FBtr0071070						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16122	chrX	3343821	3344416	+	56	NA	TTS (FBgn0000479)	-TTS (FBgn0000479)	4282	FBgn0266180	FBgn0266180	FBtr0343761						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12189	chr3R	10696443	10697088	+	56	NA	promoter-TSS (FBgn0020385)	-promoter-TSS (FBgn0020385)	118	FBgn0287589	FBgn0287589	FBtr0479861						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1348	chr2L	9545563	9547066	+	56	NA	exon (FBgn0032127, exon 2 of 2)	-exon (FBgn0032127, exon 2 of 2)	503	FBgn0032127	FBgn0032127	FBtr0273329						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9732	chr3L	16380727	16381860	+	56	NA	promoter-TSS (FBgn0036622)	-promoter-TSS (FBgn0036622)	277	FBgn0036622	FBgn0036622	FBtr0331172						NA
ManzF6Ctrl_REP2.mLb.clN_peak_10018	chr3L	18032843	18033107	+	56	NA	intron (FBgn0000568, intron 3 of 7)	-intron (FBgn0000568, intron 1 of 5)	5305	FBgn0267582	FBgn0267582	FBtr0346996						NA
ManzF6Ctrl_REP2.mLb.clN_peak_982	chr2L	6947988	6948906	+	56	NA	TTS (FBgn0031873)	-TTS (FBgn0031873)	361	FBgn0031872	FBgn0031872	FBtr0079365						NA
ManzF6Ctrl_REP2.mLb.clN_peak_10173	chr3L	19194891	19195467	+	56	NA	intron (FBgn0016797, intron 3 of 5)	-intron (FBgn0016797, intron 4 of 6)	-10453	FBgn0267603	FBgn0267603	FBtr0347049						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9754	chr3L	16494535	16495445	+	56	NA	exon (FBgn0260388, exon 1 of 5)	-exon (FBgn0260388, exon 1 of 5)	278	FBgn0260388	FBgn0260388	FBtr0300656						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12863	chr3R	16157875	16158302	+	56	NA	promoter-TSS (FBgn0063649)	-promoter-TSS (FBgn0063649)	-73	FBgn0063649	FBgn0063649	FBtr0309302						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16053	chrX	2719928	2720791	+	56	NA	promoter-TSS (FBgn0000928)	-promoter-TSS (FBgn0000928)	-32	FBgn0024973	FBgn0024973	FBtr0070498						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7302	chr2R	24986030	24987159	+	56	NA	promoter-TSS (FBgn0010435)	-promoter-TSS (FBgn0010435)	-524	FBgn0010435	FBgn0010435	FBtr0343508						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9910	chr3L	17415582	17415952	+	56	NA	promoter-TSS (FBgn0027660)	-promoter-TSS (FBgn0027660)	9450	FBgn0266669	FBgn0266669	FBtr0075231						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9633	chr3L	15924386	15925105	+	56	NA	exon (FBgn0036544, exon 1 of 16)	-exon (FBgn0036544, exon 1 of 16)	116	FBgn0036544	FBgn0036544	FBtr0334071						NA
ManzF6Ctrl_REP2.mLb.clN_peak_17494	chrX	11559964	11560723	+	56	NA	Intergenic	Intergenic	-1592	FBgn0030310	FBgn0030310	FBtr0340296						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9927	chr3L	17512209	17515589	+	56	NA	promoter-TSS (FBgn0036734)	-promoter-TSS (FBgn0036734)	13	FBgn0036733	FBgn0036733	FBtr0075209						NA
ManzF6Ctrl_REP2.mLb.clN_peak_18808	chrX	19711972	19713649	+	56	NA	promoter-TSS (FBgn0266183)	-promoter-TSS (FBgn0266183)	-124	FBgn0266183	FBgn0266183	FBtr0343773						NA
ManzF6Ctrl_REP2.mLb.clN_peak_14570	chr3R	29026709	29028038	+	56	NA	promoter-TSS (FBgn0039622)	-promoter-TSS (FBgn0039622)	137	FBgn0039623	FBgn0039623	FBtr0085342						NA
ManzF6Ctrl_REP2.mLb.clN_peak_13970	chr3R	24318945	24320847	+	56	NA	promoter-TSS (FBgn0267762)	-promoter-TSS (FBgn0267762)	-114	FBgn0267762	FBgn0267762	FBtr0347326						NA
ManzF6Ctrl_REP2.mLb.clN_peak_722	chr2L	5277964	5279457	+	56	NA	promoter-TSS (FBgn0031696)	-promoter-TSS (FBgn0031696)	-155	FBgn0031696	FBgn0031696	FBtr0342934						NA
ManzF6Ctrl_REP2.mLb.clN_peak_11581	chr3R	6409203	6409574	+	56	NA	exon (FBgn0264787, exon 1 of 1)	-exon (FBgn0264787, exon 1 of 1)	190	FBgn0264787	FBgn0264787	FBtr0334323						NA
ManzF6Ctrl_REP2.mLb.clN_peak_17460	chrX	11423479	11424048	+	56	NA	promoter-TSS (FBgn0001145)	-promoter-TSS (FBgn0001145)	-194	FBgn0001145	FBgn0001145	FBtr0343563						NA
ManzF6Ctrl_REP2.mLb.clN_peak_18344	chrX	17110588	17111094	+	56	NA	intron (FBgn0260748, intron 1 of 10)	-intron (FBgn0260748, intron 1 of 10)	-4989	FBgn0065032	FBgn0065032	FBtr0074410						NA
ManzF6Ctrl_REP2.mLb.clN_peak_6680	chr2R	21841607	21843663	+	56	NA	TTS (FBgn0050407)	-TTS (FBgn0050407)	533	FBgn0050407	FBgn0050407	FBtr0071737						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12055	chr3R	9746861	9748685	+	56	NA	promoter-TSS (FBgn0005777)	-promoter-TSS (FBgn0005777)	-29	FBgn0037739	FBgn0037739	FBtr0345176						NA
ManzF6Ctrl_REP2.mLb.clN_peak_9791	chr3L	16673063	16673616	+	56	NA	promoter-TSS (FBgn0036652)	-promoter-TSS (FBgn0036652)	198	FBgn0040512	FBgn0040512	FBtr0075351						NA
ManzF6Ctrl_REP2.mLb.clN_peak_18261	chrX	16593217	16594422	+	56	NA	promoter-TSS (FBgn0015615)	-promoter-TSS (FBgn0015615)	142	FBgn0267384	FBgn0267384	FBtr0340157						NA
ManzF6Ctrl_REP2.mLb.clN_peak_416	chr2L	2976886	2977368	+	56	NA	promoter-TSS (FBgn0031484)	-promoter-TSS (FBgn0031484)	5	FBgn0031484	FBgn0031484	FBtr0077642						NA
ManzF6Ctrl_REP2.mLb.clN_peak_15674	chrX	1062080	1063609	+	56	NA	intron (FBgn0266005, intron 1 of 1)	-intron (FBgn0266005, intron 1 of 2)	11319	FBgn0040398	FBgn0040398	FBtr0070179						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12636	chr3R	14366055	14366267	+	56	NA	intron (FBgn0024321, intron 2 of 5)	-intron (FBgn0024321, intron 1 of 3)	3847	FBgn0024321	FBgn0024321	FBtr0082941						NA
ManzF6Ctrl_REP2.mLb.clN_peak_11923	chr3R	8984039	8985719	+	56	NA	promoter-TSS (FBgn0027503)	-promoter-TSS (FBgn0027503)	161	FBgn0027503	FBgn0027503	FBtr0346139						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8484	chr3L	7638967	7641729	+	56	NA	promoter-TSS (FBgn0053276)	-promoter-TSS (FBgn0053276)	98	FBgn0053276	FBgn0053276	FBtr0114530						NA
ManzF6Ctrl_REP2.mLb.clN_peak_2284	chr2L	18611909	18612328	+	56	NA	exon (FBgn0032691, exon 1 of 5)	-exon (FBgn0032691, exon 1 of 5)	131	FBgn0032691	FBgn0032691	FBtr0081079						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16014	chrX	2517658	2518201	+	56	NA	promoter-TSS (FBgn0284408)	-promoter-TSS (FBgn0284408)	27498	FBgn0284408	FBgn0284408	FBtr0481646						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16029	chrX	2624754	2625241	+	56	NA	promoter-TSS (FBgn0040333)	-promoter-TSS (FBgn0040333)	193	FBgn0267350	FBgn0267350	FBtr0331587						NA
ManzF6Ctrl_REP2.mLb.clN_peak_10972	chr3L	25130277	25130733	+	56	NA	Intergenic	Intergenic	9756	FBgn0260008	FBgn0260008	FBtr0343636						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1396	chr2L	9893155	9893503	+	56	NA	TTS (FBgn0063449)	-TTS (FBgn0063449)	117	FBgn0032154	FBgn0032154	FBtr0079911						NA
ManzF6Ctrl_REP2.mLb.clN_peak_14392	chr3R	27238668	27239774	+	56	NA	promoter-TSS (FBgn0051064)	-promoter-TSS (FBgn0051064)	58	FBgn0005696	FBgn0005696	FBtr0114543						NA
ManzF6Ctrl_REP2.mLb.clN_peak_2585	chr2L	20675055	20676628	+	55	NA	promoter-TSS (FBgn0086657)	-promoter-TSS (FBgn0086657)	-204	FBgn0086657	FBgn0086657	FBtr0336824						NA
ManzF6Ctrl_REP2.mLb.clN_peak_4524	chr2R	10739195	10740156	+	55	NA	TTS (FBgn0053144)	-TTS (FBgn0053144)	154	FBgn0024956	FBgn0024956	FBtr0088255						NA
ManzF6Ctrl_REP2.mLb.clN_peak_15039	chr3R	31809869	31810790	+	55	NA	promoter-TSS (FBgn0039882)	-promoter-TSS (FBgn0039882)	-143	FBgn0039882	FBgn0039882	FBtr0085852						NA
ManzF6Ctrl_REP2.mLb.clN_peak_3766	chr2R	7668236	7669098	+	55	NA	exon (FBgn0033206, exon 1 of 1)	-exon (FBgn0033206, exon 1 of 1)	362	FBgn0033206	FBgn0033206	FBtr0088944						NA
ManzF6Ctrl_REP2.mLb.clN_peak_18613	chrX	18813084	18814868	+	55	NA	intron (FBgn0259927, intron 1 of 10)	-intron (FBgn0259927, intron 1 of 9)	679	FBgn0259927	FBgn0259927	FBtr0310343						NA
ManzF6Ctrl_REP2.mLb.clN_peak_13939	chr3R	24151553	24153339	+	55	NA	promoter-TSS (FBgn0039156)	-promoter-TSS (FBgn0039156)	99	FBgn0039156	FBgn0039156	FBtr0084550						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12968	chr3R	16991368	16992495	+	55	NA	promoter-TSS (FBgn0038461)	-promoter-TSS (FBgn0038461)	-47	FBgn0266748	FBgn0266748	FBtr0345307						NA
ManzF6Ctrl_REP2.mLb.clN_peak_5451	chr2R	14847929	14848426	+	55	NA	TTS (FBgn0027783)	-TTS (FBgn0027783)	189	FBgn0033971	FBgn0033971	FBtr0329883						NA
ManzF6Ctrl_REP2.mLb.clN_peak_11094	chr3R	2270413	2270896	+	55	NA	intron (FBgn0267431, intron 17 of 21)	-intron (FBgn0267431, intron 17 of 21)	-113448	FBgn0058182	FBgn0058182	FBtr0302347						NA
ManzF6Ctrl_REP2.mLb.clN_peak_11346	chr3R	5128020	5129154	+	55	NA	exon (FBgn0037293, exon 1 of 1)	-exon (FBgn0037293, exon 1 of 1)	500	FBgn0037293	FBgn0037293	FBtr0078842						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12065	chr3R	9793032	9793773	+	55	NA	TTS (FBgn0037756)	-TTS (FBgn0037756)	107	FBgn0037757	FBgn0037757	FBtr0082141						NA
ManzF6Ctrl_REP2.mLb.clN_peak_6229	chr2R	18833877	18835687	+	55	NA	promoter-TSS (FBgn0034399)	-promoter-TSS (FBgn0034399)	-7	FBgn0034398	FBgn0034398	FBtr0086629						NA
ManzF6Ctrl_REP2.mLb.clN_peak_14802	chr3R	30526795	30527895	+	55	NA	promoter-TSS (FBgn0027654)	-promoter-TSS (FBgn0027654)	-308	FBgn0027654	FBgn0027654	FBtr0085683						NA
ManzF6Ctrl_REP2.mLb.clN_peak_222	chr2L	1183662	1185020	+	55	NA	promoter-TSS (FBgn0031320)	-promoter-TSS (FBgn0031320)	276	FBgn0031321	FBgn0031321	FBtr0077971						NA
ManzF6Ctrl_REP2.mLb.clN_peak_15000	chr3R	31577906	31581004	+	55	NA	exon (FBgn0043900, exon 2 of 3)	-exon (FBgn0043900, exon 2 of 3)	1244	FBgn0043900	FBgn0043900	FBtr0085806						NA
ManzF6Ctrl_REP2.mLb.clN_peak_5340	chr2R	14301925	14303466	+	55	NA	promoter-TSS (FBgn0033921)	-promoter-TSS (FBgn0033921)	-342	FBgn0033921	FBgn0033921	FBtr0087562						NA
ManzF6Ctrl_REP2.mLb.clN_peak_8500	chr3L	7726133	7726547	+	55	NA	exon (FBgn0035812, exon 1 of 5)	-exon (FBgn0035812, exon 1 of 5)	133	FBgn0035812	FBgn0035812	FBtr0346912						NA
ManzF6Ctrl_REP2.mLb.clN_peak_450	chr2L	3152562	3152947	+	55	NA	promoter-TSS (FBgn0011648)	-promoter-TSS (FBgn0011648)	-1	FBgn0011648	FBgn0011648	FBtr0077616						NA
ManzF6Ctrl_REP2.mLb.clN_peak_4730	chr2R	11661937	11663093	+	55	NA	intron (FBgn0044020, intron 3 of 3)	-intron (FBgn0044020, intron 2 of 2)	-1880	FBgn0011916	FBgn0011916	FBtr0088086						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12066	chr3R	9800435	9801358	+	55	NA	promoter-TSS (FBgn0037759)	-promoter-TSS (FBgn0037759)	130	FBgn0037758	FBgn0037758	FBtr0479826						NA
ManzF6Ctrl_REP2.mLb.clN_peak_7521	chr3L	732451	732704	+	55	NA	Intergenic	Intergenic	4902	FBgn0264310	FBgn0264310	FBtr0331772						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16712	chrX	6741106	6742405	+	55	NA	TTS (FBgn0086668)	-TTS (FBgn0086668)	736	FBgn0086602	FBgn0086602	FBtr0091803						NA
ManzF6Ctrl_REP2.mLb.clN_peak_16258	chrX	4100341	4101166	+	55	NA	promoter-TSS (FBgn0029694)	-promoter-TSS (FBgn0029694)	278	FBgn0029693	FBgn0029693	FBtr0343297						NA
ManzF6Ctrl_REP2.mLb.clN_peak_14912	chr3R	31215884	31216222	+	55	NA	promoter-TSS (FBgn0039829)	-promoter-TSS (FBgn0039829)	-111	FBgn0039829	FBgn0039829	FBtr0085776						NA
ManzF6Ctrl_REP2.mLb.clN_peak_1128	chr2L	7991450	7992161	+	55	NA	promoter-TSS (FBgn0031969)	-promoter-TSS (FBgn0031969)	1411	FBgn0031969	FBgn0031969	FBtr0300183						NA
ManzF6Ctrl_REP2.mLb.clN_peak_12315	chr3R	11735384	11736707	+	55	NA	TTS (FBgn0002906)	-TTS (FBgn0002906)	429	FBgn0037942	FBgn0037942	FBtr0335211						NA
ManzF6Ctrl_REP2.mLb.clN_peak_483	chr2L	3456343	3457512	+	55	NA	promoter-TSS (FBgn0266670)	-promoter-TSS (FBgn0266670)	137	FBgn0031536	FBgn0031536	FBtr0077573						NA
ManzF6Ctrl_REP2.mLb.clN_peak_13163	chr3R	18677332	18678713	+	55	NA	promoter-TSS (FBgn0286828)	-promoter-TSS (FBgn0286828)	204	FBgn0038640	FBgn0038640	FBtr0083667						NA
