PeakID (cmd=annotatePeaks.pl AkaaF6HSan_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6HSan_REP1.mLb.clN_peak_4224	chr2R	17547426	17548744	+	141	NA	promoter-TSS (FBgn0034240)	-promoter-TSS (FBgn0034240)	-207	FBgn0034240	FBgn0034240	FBtr0340220						NA
AkaaF6HSan_REP1.mLb.clN_peak_13209	chrX	15084443	15086449	+	141	NA	promoter-TSS (FBgn0030612)	-promoter-TSS (FBgn0030612)	381	FBgn0030611	FBgn0030611	FBtr0073965						NA
AkaaF6HSan_REP1.mLb.clN_peak_6880	chr3L	15624975	15626370	+	141	NA	intron (FBgn0259236, intron 1 of 1)	-intron (FBgn0259236, intron 1 of 1)	-3621	FBgn0267639	FBgn0267639	FBtr0347094						NA
AkaaF6HSan_REP1.mLb.clN_peak_47	chr2L	277002	278188	+	141	NA	promoter-TSS (FBgn0003444)	-promoter-TSS (FBgn0003444)	13	FBgn0003444	FBgn0003444	FBtr0078129						NA
AkaaF6HSan_REP1.mLb.clN_peak_1427	chr2L	12369251	12370053	+	141	NA	promoter-TSS (FBgn0262475)	-promoter-TSS (FBgn0262475)	13211	FBgn0032424	FBgn0032424	FBtr0080354						NA
AkaaF6HSan_REP1.mLb.clN_peak_8332	chr3R	6382800	6384351	+	141	NA	promoter-TSS (FBgn0037442)	-promoter-TSS (FBgn0037442)	661	FBgn0037442	FBgn0037442	FBtr0113198						NA
AkaaF6HSan_REP1.mLb.clN_peak_4349	chr2R	18611246	18612013	+	141	NA	TTS (FBgn0261587)	-TTS (FBgn0261587)	1101	FBgn0261587	FBgn0261587	FBtr0302904						NA
AkaaF6HSan_REP1.mLb.clN_peak_12330	chrX	7323557	7325405	+	141	NA	promoter-TSS (FBgn0029943)	-promoter-TSS (FBgn0029943)	267	FBgn0029944	FBgn0029944	FBtr0071049						NA
AkaaF6HSan_REP1.mLb.clN_peak_3449	chr2R	11666479	11666943	+	141	NA	intron (FBgn0050035, intron 1 of 7)	-intron (FBgn0050035, intron 1 of 7)	-5345	FBgn0050035	FBgn0050035	FBtr0088074						NA
AkaaF6HSan_REP1.mLb.clN_peak_13313	chrX	15991526	15992962	+	141	NA	promoter-TSS (FBgn0000611)	-promoter-TSS (FBgn0000611)	-270	FBgn0284228	FBgn0284228	FBtr0452127						NA
AkaaF6HSan_REP1.mLb.clN_peak_13685	chrX	19353067	19355057	+	141	NA	intron (FBgn0031016, intron 1 of 4)	-intron (FBgn0031016, intron 1 of 5)	881	FBgn0031016	FBgn0031016	FBtr0309224						NA
AkaaF6HSan_REP1.mLb.clN_peak_9287	chr3R	16207077	16208493	+	141	NA	promoter-TSS (FBgn0267200)	-promoter-TSS (FBgn0267200)	-888	FBgn0267200	FBgn0267200	FBtr0346352						NA
AkaaF6HSan_REP1.mLb.clN_peak_8953	chr3R	12688651	12689519	+	141	NA	TTS (FBgn0005355)	-TTS (FBgn0005355)	282	FBgn0001296	FBgn0001296	FBtr0302563						NA
AkaaF6HSan_REP1.mLb.clN_peak_5721	chr3L	4170003	4170675	+	141	NA	promoter-TSS (FBgn0261274)	-promoter-TSS (FBgn0261274)	-65	FBgn0261274	FBgn0261274	FBtr0073217						NA
AkaaF6HSan_REP1.mLb.clN_peak_9698	chr3R	20309129	20310728	+	141	NA	exon (FBgn0261550, exon 1 of 9)	-exon (FBgn0261550, exon 1 of 9)	-2391	FBgn0038784	FBgn0038784	FBtr0083900						NA
AkaaF6HSan_REP1.mLb.clN_peak_5956	chr3L	7133694	7135040	+	141	NA	promoter-TSS (FBgn0023001)	-promoter-TSS (FBgn0023001)	-149	FBgn0023001	FBgn0023001	FBtr0333373						NA
AkaaF6HSan_REP1.mLb.clN_peak_12120	chrX	5689325	5691225	+	141	NA	promoter-TSS (FBgn0029789)	-promoter-TSS (FBgn0029789)	273	FBgn0000394	FBgn0000394	FBtr0070804						NA
AkaaF6HSan_REP1.mLb.clN_peak_9743	chr3R	20782615	20783065	+	141	NA	promoter-TSS (FBgn0038826)	-promoter-TSS (FBgn0038826)	-7146	FBgn0038826	FBgn0038826	FBtr0334713						NA
AkaaF6HSan_REP1.mLb.clN_peak_12980	chrX	13087379	13087908	+	141	NA	intron (FBgn0010303, intron 1 of 9)	-intron (FBgn0010303, intron 1 of 9)	2791	FBgn0010303	FBgn0010303	FBtr0479993						NA
AkaaF6HSan_REP1.mLb.clN_peak_11910	chrX	4205465	4206532	+	141	NA	promoter-TSS (FBgn0000635)	-promoter-TSS (FBgn0000635)	95	FBgn0000635	FBgn0000635	FBtr0343524						NA
AkaaF6HSan_REP1.mLb.clN_peak_5629	chr3L	3373902	3374497	+	141	NA	promoter-TSS (FBgn0035443)	-promoter-TSS (FBgn0035443)	-29	FBgn0027616	FBgn0027616	FBtr0073079						NA
AkaaF6HSan_REP1.mLb.clN_peak_3183	chr2R	9874851	9875679	+	140	NA	promoter-TSS (FBgn0033459)	-promoter-TSS (FBgn0033459)	376	FBgn0033459	FBgn0033459	FBtr0088378						NA
AkaaF6HSan_REP1.mLb.clN_peak_9328	chr3R	16452816	16453895	+	140	NA	exon (FBgn0044826, exon 1 of 2)	-exon (FBgn0044826, exon 1 of 2)	466	FBgn0044826	FBgn0044826	FBtr0330047						NA
AkaaF6HSan_REP1.mLb.clN_peak_4245	chr2R	17697584	17699133	+	140	NA	promoter-TSS (FBgn0045800)	-promoter-TSS (FBgn0045800)	4	FBgn0027872	FBgn0027872	FBtr0086888						NA
AkaaF6HSan_REP1.mLb.clN_peak_12219	chrX	6524090	6524809	+	140	NA	promoter-TSS (FBgn0029873)	-promoter-TSS (FBgn0029873)	-15	FBgn0029873	FBgn0029873	FBtr0070912						NA
AkaaF6HSan_REP1.mLb.clN_peak_2348	chr2L	22121736	22123528	+	140	NA	exon (FBgn0032974, exon 3 of 6)	-exon (FBgn0032974, exon 3 of 6)	792	FBgn0032974	FBgn0032974	FBtr0331657						NA
AkaaF6HSan_REP1.mLb.clN_peak_9524	chr3R	18906139	18906997	+	140	NA	promoter-TSS (FBgn0038659)	-promoter-TSS (FBgn0038659)	-41	FBgn0038659	FBgn0038659	FBtr0334522						NA
AkaaF6HSan_REP1.mLb.clN_peak_8254	chr3R	5606332	5606902	+	140	NA	promoter-TSS (FBgn0261004)	-promoter-TSS (FBgn0261004)	-74	FBgn0261004	FBgn0261004	FBtr0078743						NA
AkaaF6HSan_REP1.mLb.clN_peak_2024	chr2L	19492948	19493751	+	140	NA	promoter-TSS (FBgn0002044)	-promoter-TSS (FBgn0002044)	-96	FBgn0032793	FBgn0032793	FBtr0331327						NA
AkaaF6HSan_REP1.mLb.clN_peak_1007	chr2L	8708624	8709925	+	140	NA	promoter-TSS (FBgn0004914)	-promoter-TSS (FBgn0004914)	3702	FBgn0032061	FBgn0032061	FBtr0339543						NA
AkaaF6HSan_REP1.mLb.clN_peak_10441	chr3R	27274595	27275690	+	140	NA	promoter-TSS (FBgn0046247)	-promoter-TSS (FBgn0046247)	348	FBgn0046247	FBgn0046247	FBtr0085162						NA
AkaaF6HSan_REP1.mLb.clN_peak_2595	chr2R	5760253	5761250	+	140	NA	promoter-TSS (FBgn0266580)	-promoter-TSS (FBgn0266580)	-111	FBgn0266580	FBgn0266580	FBtr0335270						NA
AkaaF6HSan_REP1.mLb.clN_peak_13062	chrX	13781693	13782499	+	140	NA	promoter-TSS (FBgn0030521)	-promoter-TSS (FBgn0030521)	74	FBgn0030521	FBgn0030521	FBtr0346091						NA
AkaaF6HSan_REP1.mLb.clN_peak_1555	chr2L	13548444	13550828	+	140	NA	promoter-TSS (FBgn0259984)	-promoter-TSS (FBgn0259984)	-308	FBgn0023407	FBgn0023407	FBtr0332509						NA
AkaaF6HSan_REP1.mLb.clN_peak_13724	chrX	19651587	19652565	+	140	NA	promoter-TSS (FBgn0031052)	-promoter-TSS (FBgn0031052)	193	FBgn0031051	FBgn0031051	FBtr0340614						NA
AkaaF6HSan_REP1.mLb.clN_peak_9894	chr3R	21856043	21856860	+	140	NA	promoter-TSS (FBgn0015229)	-promoter-TSS (FBgn0015229)	-185	FBgn0015229	FBgn0015229	FBtr0084157						NA
AkaaF6HSan_REP1.mLb.clN_peak_4689	chr2R	21379162	21379648	+	140	NA	promoter-TSS (FBgn0000395)	-promoter-TSS (FBgn0000395)	59	FBgn0000395	FBgn0000395	FBtr0071610						NA
AkaaF6HSan_REP1.mLb.clN_peak_2906	chr2R	7745115	7745730	+	140	NA	promoter-TSS (FBgn0286778)	-promoter-TSS (FBgn0286778)	-9800	FBgn0042135	FBgn0042135	FBtr0088935						NA
AkaaF6HSan_REP1.mLb.clN_peak_11577	chrX	1898730	1900900	+	140	NA	promoter-TSS (FBgn0000117)	-promoter-TSS (FBgn0000117)	-291	FBgn0000117	FBgn0000117	FBtr0089992						NA
AkaaF6HSan_REP1.mLb.clN_peak_12154	chrX	5915822	5917519	+	140	NA	promoter-TSS (FBgn0029824)	-promoter-TSS (FBgn0029824)	-353	FBgn0029823	FBgn0029823	FBtr0070827						NA
AkaaF6HSan_REP1.mLb.clN_peak_1904	chr2L	18604611	18605345	+	139	NA	promoter-TSS (FBgn0051789)	-promoter-TSS (FBgn0051789)	271	FBgn0032689	FBgn0032689	FBtr0343829						NA
AkaaF6HSan_REP1.mLb.clN_peak_9855	chr3R	21616103	21616778	+	139	NA	promoter-TSS (FBgn0264826)	-promoter-TSS (FBgn0264826)	-700	FBgn0264826	FBgn0264826	FBtr0334680						NA
AkaaF6HSan_REP1.mLb.clN_peak_4366	chr2R	18687737	18689276	+	139	NA	promoter-TSS (FBgn0262103)	-promoter-TSS (FBgn0262103)	374	FBgn0262103	FBgn0262103	FBtr0344259						NA
AkaaF6HSan_REP1.mLb.clN_peak_7396	chr3L	20197321	20198631	+	139	NA	exon (FBgn0261556, exon 1 of 15)	-exon (FBgn0261556, exon 1 of 15)	-2117	FBgn0262022	FBgn0262022	FBtr0303852						NA
AkaaF6HSan_REP1.mLb.clN_peak_12226	chrX	6590158	6591463	+	139	NA	promoter-TSS (FBgn0029878)	-promoter-TSS (FBgn0029878)	34	FBgn0029878	FBgn0029878	FBtr0331600						NA
AkaaF6HSan_REP1.mLb.clN_peak_1394	chr2L	12003072	12004184	+	139	NA	Intergenic	Intergenic	-1362	FBgn0032394	FBgn0032394	FBtr0080313						NA
AkaaF6HSan_REP1.mLb.clN_peak_3530	chr2R	12200395	12201395	+	139	NA	promoter-TSS (FBgn0033699)	-promoter-TSS (FBgn0033699)	-80	FBgn0033699	FBgn0033699	FBtr0088007						NA
AkaaF6HSan_REP1.mLb.clN_peak_13094	chrX	13994817	13997350	+	139	NA	promoter-TSS (FBgn0000173)	-promoter-TSS (FBgn0000173)	-574	FBgn0000173	FBgn0000173	FBtr0332844						NA
AkaaF6HSan_REP1.mLb.clN_peak_5535	chr3L	2417098	2418293	+	139	NA	promoter-TSS (FBgn0266696)	-promoter-TSS (FBgn0266696)	-26706	FBgn0052298	FBgn0052298	FBtr0299807						NA
AkaaF6HSan_REP1.mLb.clN_peak_1204	chr2L	10291405	10292450	+	139	NA	TTS (FBgn0032209)	-TTS (FBgn0032209)	438	FBgn0032208	FBgn0032208	FBtr0080074						NA
AkaaF6HSan_REP1.mLb.clN_peak_3147	chr2R	9546515	9548168	+	139	NA	promoter-TSS (FBgn0033421)	-promoter-TSS (FBgn0033421)	794	FBgn0033421	FBgn0033421	FBtr0310031						NA
AkaaF6HSan_REP1.mLb.clN_peak_13710	chrX	19520552	19523087	+	139	NA	promoter-TSS (FBgn0027291)	-promoter-TSS (FBgn0027291)	-15	FBgn0027291	FBgn0027291	FBtr0074780						NA
AkaaF6HSan_REP1.mLb.clN_peak_10186	chr3R	24571798	24573598	+	139	NA	promoter-TSS (FBgn0039209)	-promoter-TSS (FBgn0039209)	-733	FBgn0039209	FBgn0039209	FBtr0110795						NA
AkaaF6HSan_REP1.mLb.clN_peak_391	chr2L	3545081	3545748	+	139	NA	exon (FBgn0024244, exon 2 of 3)	-exon (FBgn0024244, exon 2 of 3)	5681	FBgn0024244	FBgn0024244	FBtr0344768						NA
AkaaF6HSan_REP1.mLb.clN_peak_12552	chrX	9089360	9090220	+	139	NA	TTS (FBgn0030085)	-TTS (FBgn0030085)	277	FBgn0030086	FBgn0030086	FBtr0071289						NA
AkaaF6HSan_REP1.mLb.clN_peak_9871	chr3R	21718661	21720414	+	139	NA	exon (FBgn0051176, exon 1 of 3)	-exon (FBgn0051176, exon 1 of 3)	123	FBgn0051176	FBgn0051176	FBtr0084114						NA
AkaaF6HSan_REP1.mLb.clN_peak_13321	chrX	16090746	16091995	+	139	NA	exon (FBgn0028397, exon 1 of 5)	-exon (FBgn0028397, exon 1 of 5)	-3981	FBgn0028397	FBgn0028397	FBtr0301652						NA
AkaaF6HSan_REP1.mLb.clN_peak_5920	chr3L	6742127	6744145	+	139	NA	promoter-TSS (FBgn0261934)	-promoter-TSS (FBgn0261934)	28	FBgn0261934	FBgn0261934	FBtr0333047						NA
AkaaF6HSan_REP1.mLb.clN_peak_2546	chr2R	5307121	5308047	+	139	NA	exon (FBgn0261403, exon 2 of 10)	-exon (FBgn0261403, exon 2 of 10)	296	FBgn0261403	FBgn0261403	FBtr0086086						NA
AkaaF6HSan_REP1.mLb.clN_peak_6284	chr3L	9853262	9855763	+	139	NA	intron (FBgn0004390, intron 1 of 4)	-intron (FBgn0004390, intron 1 of 4)	773	FBgn0004390	FBgn0004390	FBtr0330168						NA
AkaaF6HSan_REP1.mLb.clN_peak_7228	chr3L	18790597	18791630	+	139	NA	intron (FBgn0267601, intron 2 of 2)	-intron (FBgn0001078, intron 2 of 9)	10199	FBgn0267601	FBgn0267601	FBtr0347047						NA
AkaaF6HSan_REP1.mLb.clN_peak_5427	chr3L	1366932	1367544	+	138	NA	intron (FBgn0267487, intron 3 of 7)	-intron (FBgn0267487, intron 1 of 6)	-3390	FBgn0003295	FBgn0003295	FBtr0072681						NA
AkaaF6HSan_REP1.mLb.clN_peak_12461	chrX	8398315	8400480	+	138	NA	exon (FBgn0030034, exon 1 of 3)	-exon (FBgn0030034, exon 1 of 3)	457	FBgn0030034	FBgn0030034	FBtr0343353						NA
AkaaF6HSan_REP1.mLb.clN_peak_8466	chr3R	7995754	7996167	+	138	NA	promoter-TSS (FBgn0037534)	-promoter-TSS (FBgn0037534)	-108	FBgn0037534	FBgn0037534	FBtr0081823						NA
AkaaF6HSan_REP1.mLb.clN_peak_4066	chr2R	16386250	16387153	+	138	NA	TTS (FBgn0262816)	-TTS (FBgn0262816)	177	FBgn0264273	FBgn0264273	FBtr0329991						NA
AkaaF6HSan_REP1.mLb.clN_peak_11006	chr4	68644	70531	+	138	NA	promoter-TSS (FBgn0085432)	-promoter-TSS (FBgn0085432)	261	FBgn0085432	FBgn0085432	FBtr0309803						NA
AkaaF6HSan_REP1.mLb.clN_peak_11112	chr4	625211	626478	+	138	NA	exon (FBgn0039914, exon 1 of 2)	-exon (FBgn0039914, exon 1 of 2)	187	FBgn0039914	FBgn0039914	FBtr0089103						NA
AkaaF6HSan_REP1.mLb.clN_peak_3850	chr2R	14503247	14504745	+	138	NA	promoter-TSS (FBgn0261823)	-promoter-TSS (FBgn0261823)	38	FBgn0261823	FBgn0261823	FBtr0332929						NA
AkaaF6HSan_REP1.mLb.clN_peak_6232	chr3L	9476542	9477701	+	138	NA	promoter-TSS (FBgn0036004)	-promoter-TSS (FBgn0036004)	83	FBgn0036004	FBgn0036004	FBtr0076468						NA
AkaaF6HSan_REP1.mLb.clN_peak_13716	chrX	19607259	19608725	+	138	NA	intron (FBgn0031037, intron 1 of 3)	-intron (FBgn0031037, intron 1 of 3)	2793	FBgn0031037	FBgn0031037	FBtr0345918						NA
AkaaF6HSan_REP1.mLb.clN_peak_8786	chr3R	10888666	10889535	+	138	NA	TTS (FBgn0037855)	-TTS (FBgn0037855)	181	FBgn0042094	FBgn0042094	FBtr0339378						NA
AkaaF6HSan_REP1.mLb.clN_peak_9000	chr3R	13363522	13365324	+	138	NA	promoter-TSS (FBgn0027610)	-promoter-TSS (FBgn0027610)	165	FBgn0086371	FBgn0086371	FBtr0082772						NA
AkaaF6HSan_REP1.mLb.clN_peak_324	chr2L	2987302	2988403	+	138	NA	promoter-TSS (FBgn0025109)	-promoter-TSS (FBgn0025109)	-129	FBgn0250786	FBgn0250786	FBtr0331654						NA
AkaaF6HSan_REP1.mLb.clN_peak_9087	chr3R	14346778	14347311	+	137	NA	intron (FBgn0024321, intron 1 of 3)	-intron (FBgn0024321, intron 1 of 3)	14742	FBgn0051320	FBgn0051320	FBtr0082943						NA
AkaaF6HSan_REP1.mLb.clN_peak_12594	chrX	9355669	9356983	+	137	NA	promoter-TSS (FBgn0026149)	-promoter-TSS (FBgn0026149)	-99	FBgn0085478	FBgn0085478	FBtr0331304						NA
AkaaF6HSan_REP1.mLb.clN_peak_10657	chr3R	29868658	29869597	+	137	NA	promoter-TSS (FBgn0039714)	-promoter-TSS (FBgn0039714)	-232	FBgn0039714	FBgn0039714	FBtr0303034						NA
AkaaF6HSan_REP1.mLb.clN_peak_6559	chr3L	12407150	12407657	+	137	NA	intron (FBgn0052103, intron 5 of 7)	-intron (FBgn0052103, intron 5 of 7)	-5468	FBgn0036282	FBgn0036282	FBtr0075985						NA
AkaaF6HSan_REP1.mLb.clN_peak_6499	chr3L	11707442	11709317	+	137	NA	promoter-TSS (FBgn0036196)	-promoter-TSS (FBgn0036196)	174	FBgn0036196	FBgn0036196	FBtr0076126						NA
AkaaF6HSan_REP1.mLb.clN_peak_4085	chr2R	16594098	16595504	+	137	NA	promoter-TSS (FBgn0034142)	-promoter-TSS (FBgn0034142)	-155	FBgn0034142	FBgn0034142	FBtr0087120						NA
AkaaF6HSan_REP1.mLb.clN_peak_5684	chr3L	3787174	3788124	+	137	NA	exon (FBgn0052264, exon 1 of 12)	-exon (FBgn0052264, exon 1 of 12)	-3155	FBgn0052266	FBgn0052266	FBtr0073147						NA
AkaaF6HSan_REP1.mLb.clN_peak_12454	chrX	8271247	8271739	+	137	NA	promoter-TSS (FBgn0030028)	-promoter-TSS (FBgn0030028)	-84	FBgn0030028	FBgn0030028	FBtr0307283						NA
AkaaF6HSan_REP1.mLb.clN_peak_13566	chrX	18404169	18405368	+	137	NA	promoter-TSS (FBgn0052549)	-promoter-TSS (FBgn0052549)	-4703	FBgn0085357	FBgn0085357	FBtr0112530						NA
AkaaF6HSan_REP1.mLb.clN_peak_3378	chr2R	11185744	11186077	+	137	NA	intron (FBgn0003396, intron 1 of 7)	-intron (FBgn0003396, intron 1 of 7)	12107	FBgn0003396	FBgn0003396	FBtr0330620						NA
AkaaF6HSan_REP1.mLb.clN_peak_2535	chr2R	5121226	5123030	+	137	NA	exon (FBgn0026238, exon 1 of 3)	-exon (FBgn0026238, exon 1 of 3)	6193	FBgn0026238	FBgn0026238	FBtr0309852						NA
AkaaF6HSan_REP1.mLb.clN_peak_8716	chr3R	10133088	10134597	+	137	NA	intron (FBgn0004889, intron 1 of 4)	-intron (FBgn0004889, intron 2 of 4)	1489	FBgn0004889	FBgn0004889	FBtr0082186						NA
AkaaF6HSan_REP1.mLb.clN_peak_8785	chr3R	10886470	10887312	+	137	NA	TTS (FBgn0042094)	-TTS (FBgn0042094)	1351	FBgn0037856	FBgn0037856	FBtr0082325						NA
AkaaF6HSan_REP1.mLb.clN_peak_8741	chr3R	10350065	10352430	+	137	NA	intron (FBgn0015396, intron 1 of 2)	-intron (FBgn0015396, intron 1 of 2)	1065	FBgn0015396	FBgn0015396	FBtr0082237						NA
AkaaF6HSan_REP1.mLb.clN_peak_12195	chrX	6223936	6225931	+	137	NA	promoter-TSS (FBgn0262730)	-promoter-TSS (FBgn0262730)	-776	FBgn0003514	FBgn0003514	FBtr0070877						NA
AkaaF6HSan_REP1.mLb.clN_peak_266	chr2L	2375796	2376556	+	137	NA	promoter-TSS (FBgn0031420)	-promoter-TSS (FBgn0031420)	335	FBgn0031420	FBgn0031420	FBtr0331437						NA
AkaaF6HSan_REP1.mLb.clN_peak_11003	chr4	56151	56992	+	137	NA	promoter-TSS (FBgn0004859)	-promoter-TSS (FBgn0004859)	74	FBgn0264617	FBgn0264617	FBtr0333705						NA
AkaaF6HSan_REP1.mLb.clN_peak_8388	chr3R	7107692	7109906	+	136	NA	promoter-TSS (FBgn0261238)	-promoter-TSS (FBgn0261238)	-1213	FBgn0267566	FBgn0267566	FBtr0346977						NA
AkaaF6HSan_REP1.mLb.clN_peak_6952	chr3L	16377652	16378654	+	136	NA	TTS (FBgn0036622)	-TTS (FBgn0036622)	413	FBgn0036621	FBgn0036621	FBtr0333265						NA
AkaaF6HSan_REP1.mLb.clN_peak_12914	chrX	12028212	12029131	+	136	NA	exon (FBgn0030366, exon 1 of 4)	-exon (FBgn0030366, exon 1 of 4)	361	FBgn0030366	FBgn0030366	FBtr0342732						NA
AkaaF6HSan_REP1.mLb.clN_peak_10791	chr3R	30803355	30804483	+	136	NA	intron (FBgn0011739, intron 1 of 7)	-intron (FBgn0011739, intron 1 of 7)	2700	FBgn0011739	FBgn0011739	FBtr0085720						NA
AkaaF6HSan_REP1.mLb.clN_peak_1061	chr2L	9205146	9205653	+	136	NA	intron (FBgn0041092, intron 2 of 12)	-intron (FBgn0041092, intron 3 of 14)	31195	FBgn0051885	FBgn0051885	FBtr0079820						NA
AkaaF6HSan_REP1.mLb.clN_peak_583	chr2L	5236683	5237853	+	136	NA	promoter-TSS (FBgn0003716)	-promoter-TSS (FBgn0003716)	94	FBgn0003716	FBgn0003716	FBtr0079086						NA
AkaaF6HSan_REP1.mLb.clN_peak_1170	chr2L	10009319	10010538	+	136	NA	promoter-TSS (FBgn0011584)	-promoter-TSS (FBgn0011584)	547	FBgn0011584	FBgn0011584	FBtr0079932						NA
AkaaF6HSan_REP1.mLb.clN_peak_2419	chr2R	1344083	1345715	+	136	NA	exon (FBgn0267398, exon 1 of 2)	-exon (FBgn0267398, exon 1 of 2)	220	FBgn0267398	FBgn0267398	FBtr0344755						NA
AkaaF6HSan_REP1.mLb.clN_peak_4491	chr2R	19467144	19468686	+	136	NA	TTS (FBgn0260934)	-TTS (FBgn0260934)	11745	FBgn0260934	FBgn0260934	FBtr0330245						NA
AkaaF6HSan_REP1.mLb.clN_peak_8830	chr3R	11581466	11582286	+	136	NA	TTS (FBgn0037916)	-TTS (FBgn0037916)	-1051	FBgn0037917	FBgn0037917	FBtr0082414						NA
AkaaF6HSan_REP1.mLb.clN_peak_6112	chr3L	8546322	8547154	+	136	NA	promoter-TSS (FBgn0260442)	-promoter-TSS (FBgn0260442)	63	FBgn0260442	FBgn0260442	FBtr0333108						NA
AkaaF6HSan_REP1.mLb.clN_peak_6119	chr3L	8600754	8601276	+	136	NA	promoter-TSS (FBgn0017579)	-promoter-TSS (FBgn0017579)	9	FBgn0017579	FBgn0017579	FBtr0076633						NA
AkaaF6HSan_REP1.mLb.clN_peak_2770	chr2R	6885471	6885937	+	136	NA	promoter-TSS (FBgn0033115)	-promoter-TSS (FBgn0033115)	152	FBgn0033115	FBgn0033115	FBtr0309371						NA
AkaaF6HSan_REP1.mLb.clN_peak_4008	chr2R	15816776	15818184	+	136	NA	promoter-TSS (FBgn0265991)	-promoter-TSS (FBgn0265991)	-2563	FBgn0265991	FBgn0265991	FBtr0392918						NA
AkaaF6HSan_REP1.mLb.clN_peak_3503	chr2R	11988570	11989419	+	136	NA	promoter-TSS (FBgn0033673)	-promoter-TSS (FBgn0033673)	-137	FBgn0033673	FBgn0033673	FBtr0306003						NA
AkaaF6HSan_REP1.mLb.clN_peak_1474	chr2L	12822217	12824423	+	136	NA	promoter-TSS (FBgn0015399)	-promoter-TSS (FBgn0015399)	-533	FBgn0015399	FBgn0015399	FBtr0346702						NA
AkaaF6HSan_REP1.mLb.clN_peak_12182	chrX	6077248	6077592	+	136	NA	exon (FBgn0029838, exon 1 of 2)	-exon (FBgn0029838, exon 1 of 2)	366	FBgn0029838	FBgn0029838	FBtr0345900						NA
AkaaF6HSan_REP1.mLb.clN_peak_12939	chrX	12658911	12659455	+	136	NA	promoter-TSS (FBgn0011837)	-promoter-TSS (FBgn0011837)	-279	FBgn0053963	FBgn0053963	FBtr0100004						NA
AkaaF6HSan_REP1.mLb.clN_peak_8680	chr3R	9873533	9874980	+	136	NA	promoter-TSS (FBgn0267336)	-promoter-TSS (FBgn0267336)	-425	FBgn0287598	FBgn0287598	FBtr0479941						NA
AkaaF6HSan_REP1.mLb.clN_peak_10274	chr3R	25471939	25473554	+	136	NA	promoter-TSS (FBgn0039335)	-promoter-TSS (FBgn0039335)	312	FBgn0004509	FBgn0004509	FBtr0336806						NA
AkaaF6HSan_REP1.mLb.clN_peak_9279	chr3R	16146139	16147480	+	136	NA	promoter-TSS (FBgn0038401)	-promoter-TSS (FBgn0038401)	46	FBgn0038400	FBgn0038400	FBtr0347199						NA
AkaaF6HSan_REP1.mLb.clN_peak_4600	chr2R	20587016	20588695	+	136	NA	promoter-TSS (FBgn0034523)	-promoter-TSS (FBgn0034523)	-617	FBgn0034523	FBgn0034523	FBtr0086257						NA
AkaaF6HSan_REP1.mLb.clN_peak_9416	chr3R	17645270	17646885	+	136	NA	promoter-TSS (FBgn0051579)	-promoter-TSS (FBgn0051579)	-291	FBgn0051579	FBgn0051579	FBtr0083474						NA
AkaaF6HSan_REP1.mLb.clN_peak_5588	chr3L	3046146	3047135	+	135	NA	promoter-TSS (FBgn0052484)	-promoter-TSS (FBgn0052484)	172	FBgn0035390	FBgn0035390	FBtr0073005						NA
AkaaF6HSan_REP1.mLb.clN_peak_11518	chrX	1517376	1518021	+	135	NA	TTS (FBgn0025394)	-TTS (FBgn0025394)	-4895	FBgn0025393	FBgn0025393	FBtr0070285						NA
AkaaF6HSan_REP1.mLb.clN_peak_10502	chr3R	28544552	28545254	+	135	NA	promoter-TSS (FBgn0039588)	-promoter-TSS (FBgn0039588)	-86	FBgn0039588	FBgn0039588	FBtr0085293						NA
AkaaF6HSan_REP1.mLb.clN_peak_8283	chr3R	5861035	5862488	+	135	NA	promoter-TSS (FBgn0037391)	-promoter-TSS (FBgn0037391)	-464	FBgn0037391	FBgn0037391	FBtr0078662						NA
AkaaF6HSan_REP1.mLb.clN_peak_10654	chr3R	29841171	29841892	+	135	NA	promoter-TSS (FBgn0039709)	-promoter-TSS (FBgn0039709)	-126	FBgn0039709	FBgn0039709	FBtr0303095						NA
AkaaF6HSan_REP1.mLb.clN_peak_12982	chrX	13094143	13094634	+	135	NA	promoter-TSS (FBgn0030447)	-promoter-TSS (FBgn0030447)	89	FBgn0030447	FBgn0030447	FBtr0340301						NA
AkaaF6HSan_REP1.mLb.clN_peak_9128	chr3R	14717719	14718456	+	135	NA	intron (FBgn0262127, intron 1 of 8)	-intron (FBgn0262127, intron 1 of 8)	6174	FBgn0262127	FBgn0262127	FBtr0344383						NA
AkaaF6HSan_REP1.mLb.clN_peak_13407	chrX	16966824	16968889	+	135	NA	exon (FBgn0030809, exon 2 of 11)	-exon (FBgn0030809, exon 2 of 11)	823	FBgn0030809	FBgn0030809	FBtr0346190						NA
AkaaF6HSan_REP1.mLb.clN_peak_1527	chr2L	13289981	13291226	+	135	NA	promoter-TSS (FBgn0051729)	-promoter-TSS (FBgn0051729)	-307	FBgn0051729	FBgn0051729	FBtr0344140						NA
