PeakID (cmd=annotatePeaks.pl ManzF6Ctrl_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6Ctrl_REP3.mLb.clN_peak_12949	chr3R	8108790	8109286	+	34	NA	intron (FBgn0243512, intron 2 of 3)	-intron (FBgn0243512, intron 2 of 3)	2550	FBgn0243512	FBgn0243512	FBtr0339722						NA
ManzF6Ctrl_REP3.mLb.clN_peak_9532	chr3L	8705056	8705660	+	34	NA	Intergenic	Intergenic	12655	FBgn0265719	FBgn0265719	FBtr0340661						NA
ManzF6Ctrl_REP3.mLb.clN_peak_13681	chr3R	12470580	12470960	+	34	NA	Intergenic	Intergenic	-2994	FBgn0013277	FBgn0013277	FBtr0082679						NA
ManzF6Ctrl_REP3.mLb.clN_peak_9595	chr3L	8953258	8954582	+	34	NA	promoter-TSS (FBgn0264307)	-promoter-TSS (FBgn0264307)	-686	FBgn0264307	FBgn0264307	FBtr0331514						NA
ManzF6Ctrl_REP3.mLb.clN_peak_9739	chr3L	9766068	9766281	+	34	NA	intron (FBgn0036043, intron 2 of 14)	-intron (FBgn0036043, intron 1 of 12)	2630	FBgn0036043	FBgn0036043	FBtr0331848						NA
ManzF6Ctrl_REP3.mLb.clN_peak_619	chr2L	4282864	4283270	+	34	NA	promoter-TSS (FBgn0010473)	-promoter-TSS (FBgn0010473)	-81	FBgn0010473	FBgn0010473	FBtr0333484						NA
ManzF6Ctrl_REP3.mLb.clN_peak_5218	chr2R	12264020	12264366	+	34	NA	promoter-TSS (FBgn0000253)	-promoter-TSS (FBgn0000253)	4161	FBgn0000253	FBgn0000253	FBtr0304963						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8641	chr3L	2823409	2824622	+	34	NA	intron (FBgn0263392, intron 5 of 10)	-intron (FBgn0263392, intron 4 of 9)	41760	FBgn0035375	FBgn0035375	FBtr0333442						NA
ManzF6Ctrl_REP3.mLb.clN_peak_18847	chrX	8558565	8559079	+	34	NA	promoter-TSS (FBgn0026679)	-promoter-TSS (FBgn0026679)	-41	FBgn0026679	FBgn0026679	FBtr0071234						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17874	chrX	3427185	3427676	+	34	NA	promoter-TSS (FBgn0052493)	-promoter-TSS (FBgn0052493)	93	FBgn0052493	FBgn0052493	FBtr0070533						NA
ManzF6Ctrl_REP3.mLb.clN_peak_969	chr2L	6465635	6465800	+	34	NA	promoter-TSS (FBgn0031816)	-promoter-TSS (FBgn0031816)	-48	FBgn0031816	FBgn0031816	FBtr0331186						NA
ManzF6Ctrl_REP3.mLb.clN_peak_13167	chr3R	9350725	9351043	+	34	NA	intron (FBgn0266410, intron 2 of 5)	-intron (FBgn0266410, intron 2 of 5)	-3384	FBgn0086053	FBgn0086053	FBtr0114329						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19680	chrX	13411497	13411719	+	34	NA	promoter-TSS (FBgn0030485)	-promoter-TSS (FBgn0030485)	1260	FBgn0030485	FBgn0030485	FBtr0073787						NA
ManzF6Ctrl_REP3.mLb.clN_peak_14678	chr3R	19229335	19229662	+	34	NA	promoter-TSS (FBgn0038692)	-promoter-TSS (FBgn0038692)	35	FBgn0038692	FBgn0038692	FBtr0083737						NA
ManzF6Ctrl_REP3.mLb.clN_peak_2318	chr2L	16274219	16274426	+	34	NA	intron (FBgn0001994, intron 2 of 2)	-intron (FBgn0001994, intron 2 of 2)	12181	FBgn0028897	FBgn0028897	FBtr0080825						NA
ManzF6Ctrl_REP3.mLb.clN_peak_12483	chr3R	5302926	5303263	+	34	NA	intron (FBgn0013576, intron 1 of 14)	-intron (FBgn0013576, intron 5 of 18)	2949	FBgn0037310	FBgn0037310	FBtr0078784						NA
ManzF6Ctrl_REP3.mLb.clN_peak_11954	chr3L	23521500	23522550	+	34	NA	Intergenic	Intergenic	-33900	FBgn0250816	FBgn0250816	FBtr0299882						NA
ManzF6Ctrl_REP3.mLb.clN_peak_14318	chr3R	16483966	16484254	+	33	NA	TTS (FBgn0038439)	-TTS (FBgn0038439)	113	FBgn0038438	FBgn0038438	FBtr0083307						NA
ManzF6Ctrl_REP3.mLb.clN_peak_896	chr2L	6070707	6071669	+	33	NA	promoter-TSS (FBgn0031777)	-promoter-TSS (FBgn0031777)	119	FBgn0266449	FBgn0266449	FBtr0343126						NA
ManzF6Ctrl_REP3.mLb.clN_peak_21096	chrX	21560830	21562004	+	33	NA	Intergenic	Intergenic	-22385	FBgn0265922	FBgn0265922	FBtr0342860						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1547	chr2L	9893141	9893474	+	33	NA	TTS (FBgn0063449)	-TTS (FBgn0063449)	139	FBgn0032154	FBgn0032154	FBtr0079911						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1435	chr2L	9167975	9168794	+	33	NA	intron (FBgn0041092, intron 1 of 12)	-intron (FBgn0041092, intron 1 of 13)	1606	FBgn0041092	FBgn0041092	FBtr0304974						NA
ManzF6Ctrl_REP3.mLb.clN_peak_2583	chr2L	18965459	18967408	+	33	NA	intron (FBgn0015772, intron 1 of 7)	-intron (FBgn0015772, intron 1 of 7)	2311	FBgn0015772	FBgn0015772	FBtr0340326						NA
ManzF6Ctrl_REP3.mLb.clN_peak_10261	chr3L	13387088	13387845	+	33	NA	TTS (FBgn0036354)	-TTS (FBgn0036354)	441	FBgn0036353	FBgn0036353	FBtr0075865						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19658	chrX	13321232	13321460	+	33	NA	promoter-TSS (FBgn0283680)	-promoter-TSS (FBgn0283680)	-9673	FBgn0040309	FBgn0040309	FBtr0345161						NA
ManzF6Ctrl_REP3.mLb.clN_peak_9848	chr3L	10749531	10750161	+	33	NA	Intergenic	Intergenic	-22079	FBgn0262890	FBgn0262890	FBtr0334743						NA
ManzF6Ctrl_REP3.mLb.clN_peak_4132	chr2R	8065013	8065633	+	33	NA	TTS (FBgn0040778)	-TTS (FBgn0040778)	231	FBgn0033252	FBgn0033252	FBtr0339281						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17292	chrX	689105	689479	+	33	NA	intron (FBgn0021764, intron 2 of 13)	-intron (FBgn0021764, intron 2 of 14)	2458	FBgn0021764	FBgn0021764	FBtr0340197						NA
ManzF6Ctrl_REP3.mLb.clN_peak_3759	chr2R	6675569	6676283	+	33	NA	promoter-TSS (FBgn0033089)	-promoter-TSS (FBgn0033089)	-121	FBgn0033089	FBgn0033089	FBtr0086144						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7497	chr2R	22659724	22661957	+	33	NA	TTS (FBgn0034759)	-TTS (FBgn0034759)	-1094	FBgn0260768	FBgn0260768	FBtr0344753						NA
ManzF6Ctrl_REP3.mLb.clN_peak_12514	chr3R	5464240	5464815	+	33	NA	promoter-TSS (FBgn0037327)	-promoter-TSS (FBgn0037327)	-1407	FBgn0037327	FBgn0037327	FBtr0078770						NA
ManzF6Ctrl_REP3.mLb.clN_peak_15051	chr3R	21373285	21373701	+	33	NA	promoter-TSS (FBgn0267652)	-promoter-TSS (FBgn0267652)	82	FBgn0267652	FBgn0267652	FBtr0433528						NA
ManzF6Ctrl_REP3.mLb.clN_peak_16457	chr3R	30335216	30335387	+	33	NA	intron (FBgn0010113, intron 2 of 5)	-intron (FBgn0010113, intron 2 of 5)	22837	FBgn0267783	FBgn0267783	FBtr0347347						NA
ManzF6Ctrl_REP3.mLb.clN_peak_4645	chr2R	9978845	9980413	+	33	NA	promoter-TSS (FBgn0264599)	-promoter-TSS (FBgn0264599)	-45	FBgn0264599	FBgn0264599	FBtr0333552						NA
ManzF6Ctrl_REP3.mLb.clN_peak_18991	chrX	9400647	9401023	+	33	NA	intron (FBgn0261260, intron 2 of 14)	-intron (FBgn0261260, intron 2 of 14)	44201	FBgn0026149	FBgn0026149	FBtr0071358						NA
ManzF6Ctrl_REP3.mLb.clN_peak_4634	chr2R	9942675	9943843	+	33	NA	exon (FBgn0011656, exon 1 of 11)	-exon (FBgn0011656, exon 1 of 11)	-13644	FBgn0011656	FBgn0011656	FBtr0330708						NA
ManzF6Ctrl_REP3.mLb.clN_peak_11388	chr3L	20620498	20621020	+	33	NA	promoter-TSS (FBgn0001323)	-promoter-TSS (FBgn0001323)	-100	FBgn0001323	FBgn0001323	FBtr0346815						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7379	chr2R	22193037	22193340	+	33	NA	promoter-TSS (FBgn0034709)	-promoter-TSS (FBgn0034709)	-33	FBgn0034709	FBgn0034709	FBtr0071784						NA
ManzF6Ctrl_REP3.mLb.clN_peak_10994	chr3L	18176788	18177088	+	33	NA	intron (FBgn0003997, intron 1 of 3)	-intron (FBgn0003997, intron 1 of 3)	8703	FBgn0003997	FBgn0003997	FBtr0332862						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8085	chr3L	102622	102951	+	33	NA	Intergenic	Intergenic	-4411	FBgn0040688	FBgn0040688	FBtr0072540						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17081	chr4	1084062	1084918	+	33	NA	intron (FBgn0024913, intron 1 of 5)	-intron (FBgn0024913, intron 1 of 5)	306	FBgn0024913	FBgn0024913	FBtr0089209						NA
ManzF6Ctrl_REP3.mLb.clN_peak_6458	chr2R	17704513	17705689	+	33	NA	exon (FBgn0028494, exon 4 of 4)	-exon (FBgn0028494, exon 4 of 4)	1999	FBgn0063386	FBgn0063386	FBtr0086858						NA
ManzF6Ctrl_REP3.mLb.clN_peak_9793	chr3L	10322056	10322192	+	33	NA	Intergenic	Intergenic	15240	FBgn0267666	FBgn0267666	FBtr0347129						NA
ManzF6Ctrl_REP3.mLb.clN_peak_14166	chr3R	15657509	15657906	+	33	NA	Intergenic	Intergenic	-8476	FBgn0053207	FBgn0053207	FBtr0334025						NA
ManzF6Ctrl_REP3.mLb.clN_peak_20699	chrX	19148015	19149051	+	33	NA	intron (FBgn0261461, intron 2 of 5)	-intron (FBgn0261461, intron 1 of 4)	-12665	FBgn0030985	FBgn0030985	FBtr0074701						NA
ManzF6Ctrl_REP3.mLb.clN_peak_883	chr2L	6011846	6013926	+	33	NA	promoter-TSS (FBgn0031762)	-promoter-TSS (FBgn0031762)	-548	FBgn0031762	FBgn0031762	FBtr0079228						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1863	chr2L	12085813	12086116	+	33	NA	promoter-TSS (FBgn0003145)	-promoter-TSS (FBgn0003145)	315	FBgn0265803	FBgn0265803	FBtr0342600						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1877	chr2L	12207707	12208050	+	33	NA	promoter-TSS (FBgn0051759)	-promoter-TSS (FBgn0051759)	169	FBgn0051759	FBgn0051759	FBtr0290239						NA
ManzF6Ctrl_REP3.mLb.clN_peak_13436	chr3R	10852340	10852510	+	33	NA	promoter-TSS (FBgn0037841)	-promoter-TSS (FBgn0037841)	-299	FBgn0037841	FBgn0037841	FBtr0113216						NA
ManzF6Ctrl_REP3.mLb.clN_peak_10596	chr3L	16086390	16087563	+	33	NA	TTS (FBgn0036565)	-TTS (FBgn0036565)	549	FBgn0263602	FBgn0263602	FBtr0333600						NA
ManzF6Ctrl_REP3.mLb.clN_peak_12538	chr3R	5554091	5554389	+	33	NA	promoter-TSS (FBgn0037338)	-promoter-TSS (FBgn0037338)	76	FBgn0086768	FBgn0086768	FBtr0339519						NA
ManzF6Ctrl_REP3.mLb.clN_peak_4036	chr2R	7708953	7709648	+	33	NA	promoter-TSS (FBgn0033214)	-promoter-TSS (FBgn0033214)	-116	FBgn0003733	FBgn0003733	FBtr0339117						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17506	chrX	1523475	1525765	+	33	NA	intron (FBgn0025390, intron 7 of 7)	-intron (FBgn0025390, intron 7 of 7)	-11817	FBgn0025393	FBgn0025393	FBtr0070285						NA
ManzF6Ctrl_REP3.mLb.clN_peak_6475	chr2R	17780857	17781979	+	33	NA	exon (FBgn0028741, exon 2 of 9)	-exon (FBgn0028741, exon 2 of 9)	512	FBgn0250851	FBgn0250851	FBtr0329953						NA
ManzF6Ctrl_REP3.mLb.clN_peak_14879	chr3R	20542798	20543622	+	33	NA	intron (FBgn0016917, intron 1 of 9)	-intron (FBgn0016917, intron 1 of 7)	7897	FBgn0016917	FBgn0016917	FBtr0334585						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1522	chr2L	9684231	9684588	+	33	NA	exon (FBgn0000273, exon 3 of 3)	-exon (FBgn0000273, exon 3 of 3)	-13339	FBgn0264999	FBgn0264999	FBtr0335496						NA
ManzF6Ctrl_REP3.mLb.clN_peak_6779	chr2R	19157457	19157840	+	33	NA	intron (FBgn0000578, intron 1 of 8)	-intron (FBgn0000578, intron 2 of 9)	-12575	FBgn0034420	FBgn0034420	FBtr0481659						NA
ManzF6Ctrl_REP3.mLb.clN_peak_5460	chr2R	13197515	13198399	+	33	NA	promoter-TSS (FBgn0027079)	-promoter-TSS (FBgn0027079)	-893	FBgn0027079	FBgn0027079	FBtr0333148						NA
ManzF6Ctrl_REP3.mLb.clN_peak_12413	chr3R	5093660	5094003	+	33	NA	Intergenic	Intergenic	-7119	FBgn0010313	FBgn0010313	FBtr0308120						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19454	chrX	11904767	11905433	+	33	NA	exon (FBgn0030354, exon 1 of 4)	-exon (FBgn0030354, exon 1 of 4)	271	FBgn0030354	FBgn0030354	FBtr0342744						NA
ManzF6Ctrl_REP3.mLb.clN_peak_5823	chr2R	14664645	14665071	+	33	NA	TTS (FBgn0033954)	-TTS (FBgn0033954)	498	FBgn0033953	FBgn0033953	FBtr0087481						NA
ManzF6Ctrl_REP3.mLb.clN_peak_13482	chr3R	11352899	11353839	+	33	NA	promoter-TSS (FBgn0026064)	-promoter-TSS (FBgn0026064)	-238	FBgn0026063	FBgn0026063	FBtr0301427						NA
ManzF6Ctrl_REP3.mLb.clN_peak_3783	chr2R	6756375	6757483	+	33	NA	TTS (FBgn0027066)	-TTS (FBgn0027066)	110	FBgn0033100	FBgn0033100	FBtr0086135						NA
ManzF6Ctrl_REP3.mLb.clN_peak_14364	chr3R	16996016	16996840	+	33	NA	promoter-TSS (FBgn0038463)	-promoter-TSS (FBgn0038463)	-18	FBgn0038463	FBgn0038463	FBtr0083370						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1133	chr2L	7409112	7409853	+	33	NA	TTS (FBgn0031908)	-TTS (FBgn0031908)	327	FBgn0031909	FBgn0031909	FBtr0079467						NA
ManzF6Ctrl_REP3.mLb.clN_peak_13861	chr3R	13815156	13815325	+	33	NA	promoter-TSS (FBgn0263650)	-promoter-TSS (FBgn0263650)	-39	FBgn0263650	FBgn0263650	FBtr0310042						NA
ManzF6Ctrl_REP3.mLb.clN_peak_15667	chr3R	24931974	24933240	+	33	NA	exon (FBgn0039252, exon 2 of 2)	-exon (FBgn0039252, exon 2 of 2)	597	FBgn0039252	FBgn0039252	FBtr0084748						NA
ManzF6Ctrl_REP3.mLb.clN_peak_10515	chr3L	15498650	15499473	+	33	NA	TTS (FBgn0036499)	-TTS (FBgn0036499)	102	FBgn0036500	FBgn0036500	FBtr0075547						NA
ManzF6Ctrl_REP3.mLb.clN_peak_12035	chr3L	26024972	26027173	+	33	NA	Intergenic	Intergenic	-12351	FBgn0287183	FBgn0287183	FBtr0113818						NA
ManzF6Ctrl_REP3.mLb.clN_peak_14763	chr3R	19621040	19621245	+	33	NA	promoter-TSS (FBgn0038720)	-promoter-TSS (FBgn0038720)	2334	FBgn0038720	FBgn0038720	FBtr0083807						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19072	chrX	9989492	9989658	+	33	NA	promoter-TSS (FBgn0052694)	-promoter-TSS (FBgn0052694)	-115	FBgn0052694	FBgn0052694	FBtr0307381						NA
ManzF6Ctrl_REP3.mLb.clN_peak_15999	chr3R	26964134	26965060	+	33	NA	TTS (FBgn0041224)	-TTS (FBgn0041224)	220	FBgn0039465	FBgn0039465	FBtr0344665						NA
ManzF6Ctrl_REP3.mLb.clN_peak_915	chr2L	6179077	6179486	+	33	NA	exon (FBgn0085409, exon 1 of 13)	-exon (FBgn0085409, exon 1 of 13)	148	FBgn0085409	FBgn0085409	FBtr0329980						NA
ManzF6Ctrl_REP3.mLb.clN_peak_5542	chr2R	13535508	13536176	+	33	NA	TTS (FBgn0011896)	-TTS (FBgn0011896)	275	FBgn0011896	FBgn0011896	FBtr0087688						NA
ManzF6Ctrl_REP3.mLb.clN_peak_11083	chr3L	18957157	18957296	+	33	NA	Intergenic	Intergenic	6597	FBgn0036834	FBgn0036834	FBtr0075023						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8857	chr3L	4117901	4118006	+	33	NA	intron (FBgn0035499, intron 1 of 2)	-intron (FBgn0035499, intron 1 of 2)	-2201	FBgn0035499	FBgn0035499	FBtr0073270						NA
ManzF6Ctrl_REP3.mLb.clN_peak_11994	chr3L	24635118	24635227	+	33	NA	Intergenic	Intergenic	82062	FBgn0085810	FBgn0085810	FBtr0114264						NA
ManzF6Ctrl_REP3.mLb.clN_peak_12205	chr3R	4253976	4255633	+	33	NA	promoter-TSS (FBgn0037227)	-promoter-TSS (FBgn0037227)	96	FBgn0037227	FBgn0037227	FBtr0078976						NA
ManzF6Ctrl_REP3.mLb.clN_peak_20448	chrX	17820406	17820678	+	33	NA	promoter-TSS (FBgn0030868)	-promoter-TSS (FBgn0030868)	-857	FBgn0030868	FBgn0030868	FBtr0074474						NA
ManzF6Ctrl_REP3.mLb.clN_peak_297	chr2L	1892175	1892382	+	33	NA	intron (FBgn0031374, intron 1 of 17)	-intron (FBgn0031374, intron 1 of 18)	7656	FBgn0031374	FBgn0031374	FBtr0113011						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1441	chr2L	9190396	9190757	+	33	NA	intron (FBgn0041092, intron 2 of 13)	-intron (FBgn0041092, intron 2 of 14)	23798	FBgn0041092	FBgn0041092	FBtr0304974						NA
ManzF6Ctrl_REP3.mLb.clN_peak_15548	chr3R	24233677	24234462	+	33	NA	intron (FBgn0043884, intron 2 of 16)	-intron (FBgn0043884, intron 2 of 16)	-1001	FBgn0043884	FBgn0043884	FBtr0345261						NA
ManzF6Ctrl_REP3.mLb.clN_peak_20934	chrX	20481405	20481840	+	33	NA	intron (FBgn0031118, intron 3 of 13)	-intron (FBgn0031118, intron 5 of 13)	-4558	FBgn0040649	FBgn0040649	FBtr0077311						NA
ManzF6Ctrl_REP3.mLb.clN_peak_3450	chr2R	5303129	5304264	+	33	NA	Intergenic	Intergenic	-3592	FBgn0261403	FBgn0261403	FBtr0086086						NA
ManzF6Ctrl_REP3.mLb.clN_peak_16504	chr3R	30601861	30601979	+	33	NA	promoter-TSS (FBgn0039790)	-promoter-TSS (FBgn0039790)	-286	FBgn0051021	FBgn0051021	FBtr0300983						NA
ManzF6Ctrl_REP3.mLb.clN_peak_15490	chr3R	23929234	23929472	+	33	NA	promoter-TSS (FBgn0264741)	-promoter-TSS (FBgn0264741)	110	FBgn0047114	FBgn0047114	FBtr0084492						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17179	chrX	199714	199999	+	33	NA	TTS (FBgn0284435)	-TTS (FBgn0284435)	46000	FBgn0040373	FBgn0040373	FBtr0070107						NA
ManzF6Ctrl_REP3.mLb.clN_peak_14379	chr3R	17078122	17078255	+	33	NA	promoter-TSS (FBgn0038475)	-promoter-TSS (FBgn0038475)	1757	FBgn0038475	FBgn0038475	FBtr0083424						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1020	chr2L	6709106	6709294	+	33	NA	promoter-TSS (FBgn0031850)	-promoter-TSS (FBgn0031850)	6986	FBgn0025595	FBgn0025595	FBtr0332331						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17901	chrX	3555373	3555762	+	33	NA	intron (FBgn0052791, intron 2 of 10)	-intron (FBgn0052791, intron 2 of 10)	-9457	FBgn0267910	FBgn0267910	FBtr0307366						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1632	chr2L	10339383	10339583	+	33	NA	promoter-TSS (FBgn0019932)	-promoter-TSS (FBgn0019932)	26	FBgn0019932	FBgn0019932	FBtr0079994						NA
ManzF6Ctrl_REP3.mLb.clN_peak_18611	chrX	7185841	7186316	+	33	NA	intron (FBgn0265457, intron 3 of 4)	-intron (FBgn0029939, intron 1 of 5)	-36228	FBgn0047092	FBgn0047092	FBtr0071016						NA
ManzF6Ctrl_REP3.mLb.clN_peak_5050	chr2R	11618777	11619099	+	33	NA	promoter-TSS (FBgn0086712)	-promoter-TSS (FBgn0086712)	85	FBgn0086712	FBgn0086712	FBtr0088090						NA
ManzF6Ctrl_REP3.mLb.clN_peak_20263	chrX	16849465	16849885	+	33	NA	exon (FBgn0030798, exon 2 of 3)	-exon (FBgn0030798, exon 2 of 3)	-5242	FBgn0024941	FBgn0024941	FBtr0307538						NA
ManzF6Ctrl_REP3.mLb.clN_peak_561	chr2L	3772863	3773086	+	33	NA	intron (FBgn0004893, intron 2 of 3)	-intron (FBgn0004893, intron 2 of 3)	1054	FBgn0004893	FBgn0004893	FBtr0307029						NA
ManzF6Ctrl_REP3.mLb.clN_peak_308	chr2L	1970515	1970795	+	33	NA	promoter-TSS (FBgn0031375)	-promoter-TSS (FBgn0031375)	-3302	FBgn0267972	FBgn0267972	FBtr0334758						NA
ManzF6Ctrl_REP3.mLb.clN_peak_267	chr2L	1613884	1614302	+	33	NA	promoter-TSS (FBgn0021906)	-promoter-TSS (FBgn0021906)	67	FBgn0021906	FBgn0021906	FBtr0334843						NA
ManzF6Ctrl_REP3.mLb.clN_peak_6735	chr2R	18905110	18905509	+	33	NA	intron (FBgn0034408, intron 2 of 6)	-intron (FBgn0034408, intron 3 of 7)	5880	FBgn0086022	FBgn0086022	FBtr0114298						NA
ManzF6Ctrl_REP3.mLb.clN_peak_10538	chr3L	15579797	15581068	+	33	NA	promoter-TSS (FBgn0036514)	-promoter-TSS (FBgn0036514)	105	FBgn0261109	FBgn0261109	FBtr0075595						NA
ManzF6Ctrl_REP3.mLb.clN_peak_14965	chr3R	20989307	20990673	+	33	NA	promoter-TSS (FBgn0013995)	-promoter-TSS (FBgn0013995)	624	FBgn0013995	FBgn0013995	FBtr0344316						NA
ManzF6Ctrl_REP3.mLb.clN_peak_5239	chr2R	12321194	12321825	+	33	NA	promoter-TSS (FBgn0265375)	-promoter-TSS (FBgn0265375)	271	FBgn0033712	FBgn0033712	FBtr0472670						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1184	chr2L	7702623	7702937	+	33	NA	promoter-TSS (FBgn0041181)	-promoter-TSS (FBgn0041181)	-25	FBgn0041181	FBgn0041181	FBtr0079477						NA
ManzF6Ctrl_REP3.mLb.clN_peak_15008	chr3R	21169627	21170017	+	33	NA	intron (FBgn0264357, intron 2 of 12)	-intron (FBgn0264357, intron 3 of 12)	-1617	FBgn0260004	FBgn0260004	FBtr0333928						NA
ManzF6Ctrl_REP3.mLb.clN_peak_1850	chr2L	12020213	12021012	+	33	NA	exon (FBgn0032395, exon 1 of 4)	-exon (FBgn0032395, exon 1 of 4)	348	FBgn0032395	FBgn0032395	FBtr0080312						NA
ManzF6Ctrl_REP3.mLb.clN_peak_16806	chr4	181809	181964	+	33	NA	promoter-TSS (FBgn0287619)	-promoter-TSS (FBgn0287619)	-47	FBgn0287619	FBgn0287619	FBtr0479982						NA
ManzF6Ctrl_REP3.mLb.clN_peak_15517	chr3R	24058209	24058665	+	33	NA	exon (FBgn0040283, exon 1 of 11)	-exon (FBgn0040283, exon 1 of 11)	150	FBgn0040283	FBgn0040283	FBtr0084541						NA
ManzF6Ctrl_REP3.mLb.clN_peak_2563	chr2L	18857302	18858290	+	33	NA	promoter-TSS (FBgn0032721)	-promoter-TSS (FBgn0032721)	1452	FBgn0032721	FBgn0032721	FBtr0347402						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19232	chrX	10738943	10739144	+	33	NA	intron (FBgn0052676, intron 1 of 3)	-intron (FBgn0052676, intron 1 of 3)	-5465	FBgn0265987	FBgn0265987	FBtr0343045						NA
ManzF6Ctrl_REP3.mLb.clN_peak_17889	chrX	3484937	3486026	+	33	NA	promoter-TSS (FBgn0029666)	-promoter-TSS (FBgn0029666)	-103	FBgn0029665	FBgn0029665	FBtr0070590						NA
ManzF6Ctrl_REP3.mLb.clN_peak_15844	chr3R	25883919	25884162	+	33	NA	intron (FBgn0039381, intron 1 of 6)	-intron (FBgn0039381, intron 1 of 6)	2056	FBgn0039381	FBgn0039381	FBtr0300819						NA
ManzF6Ctrl_REP3.mLb.clN_peak_10797	chr3L	16985627	16986016	+	33	NA	promoter-TSS (FBgn0261547)	-promoter-TSS (FBgn0261547)	15808	FBgn0261547	FBgn0261547	FBtr0302651						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7375	chr2R	22182852	22183287	+	33	NA	promoter-TSS (FBgn0034707)	-promoter-TSS (FBgn0034707)	-69	FBgn0034707	FBgn0034707	FBtr0071770						NA
ManzF6Ctrl_REP3.mLb.clN_peak_7981	chr2R	24860491	24860780	+	33	NA	TTS (FBgn0266087)	-TTS (FBgn0266087)	1375	FBgn0266087	FBgn0266087	FBtr0343499						NA
ManzF6Ctrl_REP3.mLb.clN_peak_6001	chr2R	15483514	15484106	+	33	NA	promoter-TSS (FBgn0034021)	-promoter-TSS (FBgn0034021)	-976	FBgn0034021	FBgn0034021	FBtr0345392						NA
ManzF6Ctrl_REP3.mLb.clN_peak_19271	chrX	10893177	10893292	+	33	NA	promoter-TSS (FBgn0265717)	-promoter-TSS (FBgn0265717)	45	FBgn0265717	FBgn0265717	FBtr0340681						NA
ManzF6Ctrl_REP3.mLb.clN_peak_20095	chrX	15932943	15934696	+	33	NA	promoter-TSS (FBgn0053180)	-promoter-TSS (FBgn0053180)	48	FBgn0053180	FBgn0053180	FBtr0340311						NA
ManzF6Ctrl_REP3.mLb.clN_peak_4290	chr2R	8647437	8648000	+	33	NA	Intergenic	Intergenic	-1931	FBgn0003892	FBgn0003892	FBtr0089427						NA
ManzF6Ctrl_REP3.mLb.clN_peak_14415	chr3R	17400323	17401871	+	33	NA	intron (FBgn0038504, intron 1 of 2)	-intron (FBgn0038504, intron 1 of 2)	357	FBgn0038504	FBgn0038504	FBtr0339531						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8250	chr3L	773297	773485	+	33	NA	Intergenic	Intergenic	3028	FBgn0052481	FBgn0052481	FBtr0072580						NA
ManzF6Ctrl_REP3.mLb.clN_peak_16511	chr3R	30648334	30648801	+	33	NA	promoter-TSS (FBgn0051015)	-promoter-TSS (FBgn0051015)	-16	FBgn0051015	FBgn0051015	FBtr0085670						NA
ManzF6Ctrl_REP3.mLb.clN_peak_8915	chr3L	4367088	4367585	+	33	NA	TTS (FBgn0053514)	-TTS (FBgn0053514)	122	FBgn0035537	FBgn0035537	FBtr0073338						NA
ManzF6Ctrl_REP3.mLb.clN_peak_10991	chr3L	18171027	18171542	+	33	NA	intron (FBgn0003997, intron 3 of 3)	-intron (FBgn0003997, intron 3 of 3)	-8762	FBgn0036781	FBgn0036781	FBtr0075134						NA
ManzF6Ctrl_REP3.mLb.clN_peak_14156	chr3R	15547295	15549398	+	33	NA	promoter-TSS (FBgn0038349)	-promoter-TSS (FBgn0038349)	-158	FBgn0038349	FBgn0038349	FBtr0433535						NA
