PeakID (cmd=annotatePeaks.pl ManzF6HSan_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6HSan_REP1.mLb.clN_peak_9760	chr3L	19219407	19220307	+	41	NA	intron (FBgn0016797, intron 2 of 5)	-intron (FBgn0016797, intron 2 of 6)	-9204	FBgn0264485	FBgn0264485	FBtr0332794						NA
ManzF6HSan_REP1.mLb.clN_peak_10905	chr3R	5208384	5208809	+	41	NA	intron (FBgn0259212, intron 1 of 16)	-intron (FBgn0259212, intron 1 of 16)	8860	FBgn0259212	FBgn0259212	FBtr0299709						NA
ManzF6HSan_REP1.mLb.clN_peak_1166	chr2L	8543968	8544274	+	41	NA	intron (FBgn0011259, intron 1 of 20)	-intron (FBgn0011259, intron 1 of 21)	791	FBgn0011259	FBgn0011259	FBtr0329930						NA
ManzF6HSan_REP1.mLb.clN_peak_11664	chr3R	10084302	10084558	+	41	NA	intron (FBgn0266414, intron 1 of 1)	-intron (FBgn0266414, intron 1 of 1)	1049	FBgn0266414	FBgn0266414	FBtr0344594						NA
ManzF6HSan_REP1.mLb.clN_peak_12117	chr3R	13794632	13795111	+	41	NA	Intergenic	Intergenic	-3082	FBgn0051588	FBgn0051588	FBtr0082834						NA
ManzF6HSan_REP1.mLb.clN_peak_9104	chr3L	14543997	14544414	+	41	NA	intron (FBgn0036428, intron 3 of 5)	-intron (FBgn0036428, intron 2 of 4)	6479	FBgn0026409	FBgn0026409	FBtr0308595						NA
ManzF6HSan_REP1.mLb.clN_peak_4426	chr2R	10821439	10822037	+	41	NA	promoter-TSS (FBgn0033555)	-promoter-TSS (FBgn0033555)	62	FBgn0033555	FBgn0033555	FBtr0088226						NA
ManzF6HSan_REP1.mLb.clN_peak_10413	chr3L	23104798	23105983	+	41	NA	Intergenic	Intergenic	4384	FBgn0264492	FBgn0264492	FBtr0345139						NA
ManzF6HSan_REP1.mLb.clN_peak_2000	chr2L	16310073	16310984	+	41	NA	promoter-TSS (FBgn0001086)	-promoter-TSS (FBgn0001086)	198	FBgn0000339	FBgn0000339	FBtr0337082						NA
ManzF6HSan_REP1.mLb.clN_peak_15307	chrX	1452711	1455155	+	41	NA	TTS (FBgn0259108)	-TTS (FBgn0259108)	1503	FBgn0265139	FBgn0265139	FBtr0300224						NA
ManzF6HSan_REP1.mLb.clN_peak_11835	chr3R	11557499	11558006	+	41	NA	promoter-TSS (FBgn0037911)	-promoter-TSS (FBgn0037911)	-24	FBgn0037911	FBgn0037911	FBtr0082410						NA
ManzF6HSan_REP1.mLb.clN_peak_10570	chr3L	27382757	27383049	+	41	NA	intron (FBgn0024804, intron 7 of 9)	-intron (FBgn0024804, intron 8 of 9)	-16913	FBgn0267983	FBgn0267983	FBtr0347580						NA
ManzF6HSan_REP1.mLb.clN_peak_2244	chr2L	18951582	18952521	+	41	NA	promoter-TSS (FBgn0032725)	-promoter-TSS (FBgn0032725)	-214	FBgn0032725	FBgn0032725	FBtr0342928						NA
ManzF6HSan_REP1.mLb.clN_peak_13591	chr3R	24566775	24567051	+	41	NA	intron (FBgn0039209, intron 1 of 3)	-intron (FBgn0039209, intron 2 of 4)	5052	FBgn0039209	FBgn0039209	FBtr0110795						NA
ManzF6HSan_REP1.mLb.clN_peak_986	chr2L	7517184	7517547	+	41	NA	intron (FBgn0264895, intron 3 of 5)	-intron (FBgn0264895, intron 3 of 5)	-2314	FBgn0264891	FBgn0264891	FBtr0334845						NA
ManzF6HSan_REP1.mLb.clN_peak_645	chr2L	5059407	5061092	+	41	NA	promoter-TSS (FBgn0028572)	-promoter-TSS (FBgn0028572)	-459	FBgn0028694	FBgn0028694	FBtr0079027						NA
ManzF6HSan_REP1.mLb.clN_peak_3909	chr2R	8716775	8717530	+	41	NA	TTS (FBgn0040777)	-TTS (FBgn0040777)	202	FBgn0043575	FBgn0043575	FBtr0088709						NA
ManzF6HSan_REP1.mLb.clN_peak_8276	chr3L	8175763	8176484	+	41	NA	promoter-TSS (FBgn0040290)	-promoter-TSS (FBgn0040290)	-145	FBgn0040290	FBgn0040290	FBtr0076729						NA
ManzF6HSan_REP1.mLb.clN_peak_10075	chr3L	21276739	21277184	+	41	NA	promoter-TSS (FBgn0012034)	-promoter-TSS (FBgn0012034)	3020	FBgn0012034	FBgn0012034	FBtr0078413						NA
ManzF6HSan_REP1.mLb.clN_peak_3073	chr2R	4867080	4867235	+	41	NA	Intergenic	Intergenic	37911	FBgn0033000	FBgn0033000	FBtr0345361						NA
ManzF6HSan_REP1.mLb.clN_peak_1105	chr2L	8266880	8267029	+	41	NA	intron (FBgn0003502, intron 4 of 11)	-intron (FBgn0003502, intron 2 of 9)	-13988	FBgn0032010	FBgn0032010	FBtr0332362						NA
ManzF6HSan_REP1.mLb.clN_peak_8083	chr3L	6925988	6926124	+	41	NA	Intergenic	Intergenic	5894	FBgn0266962	FBgn0266962	FBtr0346078						NA
ManzF6HSan_REP1.mLb.clN_peak_17488	chrX	15996920	15998178	+	41	NA	exon (FBgn0030720, exon 1 of 2)	-exon (FBgn0030720, exon 1 of 2)	533	FBgn0030720	FBgn0030720	FBtr0074138						NA
ManzF6HSan_REP1.mLb.clN_peak_4780	chr2R	12467901	12468822	+	41	NA	promoter-TSS (FBgn0033741)	-promoter-TSS (FBgn0033741)	-209	FBgn0033740	FBgn0033740	FBtr0087948						NA
ManzF6HSan_REP1.mLb.clN_peak_14220	chr3R	29736155	29738175	+	41	NA	promoter-TSS (FBgn0027583)	-promoter-TSS (FBgn0027583)	200	FBgn0039689	FBgn0039689	FBtr0085473						NA
ManzF6HSan_REP1.mLb.clN_peak_16278	chrX	7618227	7619076	+	41	NA	intron (FBgn0004198, intron 1 of 6)	-intron (FBgn0004198, intron 1 of 6)	10223	FBgn0004198	FBgn0004198	FBtr0331733						NA
ManzF6HSan_REP1.mLb.clN_peak_6652	chr2R	22993146	22993351	+	41	NA	TTS (FBgn0034808)	-TTS (FBgn0034808)	5636	FBgn0034808	FBgn0034808	FBtr0071988						NA
ManzF6HSan_REP1.mLb.clN_peak_11251	chr3R	7451976	7452268	+	41	NA	promoter-TSS (FBgn0011998)	-promoter-TSS (FBgn0011998)	62	FBgn0011998	FBgn0011998	FBtr0081536						NA
ManzF6HSan_REP1.mLb.clN_peak_7009	chr2R	24959647	24959798	+	41	NA	TTS (FBgn0035087)	-TTS (FBgn0035087)	-2363	FBgn0266088	FBgn0266088	FBtr0343500						NA
ManzF6HSan_REP1.mLb.clN_peak_8182	chr3L	7681192	7681344	+	41	NA	exon (FBgn0261788, exon 16 of 21)	-exon (FBgn0261788, exon 16 of 21)	14386	FBgn0265084	FBgn0265084	FBtr0336853						NA
ManzF6HSan_REP1.mLb.clN_peak_7482	chr3L	2392904	2393214	+	41	NA	intron (FBgn0266696, intron 1 of 1)	-intron (FBgn0266696, intron 1 of 9)	-2070	FBgn0052299	FBgn0052299	FBtr0299808						NA
ManzF6HSan_REP1.mLb.clN_peak_8424	chr3L	9064451	9066087	+	41	NA	intron (FBgn0000116, intron 1 of 2)	-intron (FBgn0000116, intron 1 of 3)	7462	FBgn0035959	FBgn0035959	FBtr0345351						NA
ManzF6HSan_REP1.mLb.clN_peak_17275	chrX	14602124	14602737	+	41	NA	intron (FBgn0030574, intron 1 of 8)	-intron (FBgn0030574, intron 1 of 8)	150	FBgn0030574	FBgn0030574	FBtr0343366						NA
ManzF6HSan_REP1.mLb.clN_peak_12790	chr3R	19014209	19014864	+	41	NA	intron (FBgn0026239, intron 4 of 4)	-intron (FBgn0026239, intron 4 of 4)	9494	FBgn0038672	FBgn0038672	FBtr0343992						NA
ManzF6HSan_REP1.mLb.clN_peak_2862	chr2R	1119171	1119607	+	41	NA	intron (FBgn0003256, intron 7 of 7)	-intron (FBgn0003256, intron 7 of 7)	47414	FBgn0003256	FBgn0003256	FBtr0345337						NA
ManzF6HSan_REP1.mLb.clN_peak_16817	chrX	11155949	11156213	+	41	NA	TTS (FBgn0052668)	-TTS (FBgn0052668)	-2091	FBgn0261277	FBgn0261277	FBtr0346379						NA
ManzF6HSan_REP1.mLb.clN_peak_5490	chr2R	15921956	15922237	+	41	NA	promoter-TSS (FBgn0264089)	-promoter-TSS (FBgn0264089)	22	FBgn0264089	FBgn0264089	FBtr0330734						NA
ManzF6HSan_REP1.mLb.clN_peak_8243	chr3L	8024301	8025148	+	41	NA	intron (FBgn0011817, intron 2 of 7)	-intron (FBgn0011817, intron 3 of 9)	3894	FBgn0052370	FBgn0052370	FBtr0076762						NA
ManzF6HSan_REP1.mLb.clN_peak_7610	chr3L	3134122	3134306	+	41	NA	promoter-TSS (FBgn0035400)	-promoter-TSS (FBgn0035400)	-34	FBgn0035400	FBgn0035400	FBtr0073115						NA
ManzF6HSan_REP1.mLb.clN_peak_15561	chrX	2672911	2673650	+	41	NA	exon (FBgn0003371, exon 9 of 10)	-exon (FBgn0003371, exon 9 of 10)	-2156	FBgn0266707	FBgn0266707	FBtr0346738						NA
ManzF6HSan_REP1.mLb.clN_peak_8266	chr3L	8110274	8111552	+	41	NA	TTS (FBgn0028379)	-TTS (FBgn0028379)	545	FBgn0027549	FBgn0027549	FBtr0334615						NA
ManzF6HSan_REP1.mLb.clN_peak_12298	chr3R	15128667	15129349	+	41	NA	intron (FBgn0261859, intron 1 of 9)	-intron (FBgn0261859, intron 1 of 9)	2918	FBgn0261859	FBgn0261859	FBtr0303486						NA
ManzF6HSan_REP1.mLb.clN_peak_12850	chr3R	19299146	19299773	+	41	NA	Intergenic	Intergenic	-1764	FBgn0265063	FBgn0265063	FBtr0336793						NA
ManzF6HSan_REP1.mLb.clN_peak_8044	chr3L	6550274	6553339	+	40	NA	exon (FBgn0042185, exon 2 of 8)	-exon (FBgn0042185, exon 2 of 8)	1067	FBgn0042185	FBgn0042185	FBtr0076970						NA
ManzF6HSan_REP1.mLb.clN_peak_1334	chr2L	9912027	9913113	+	40	NA	promoter-TSS (FBgn0024285)	-promoter-TSS (FBgn0024285)	38	FBgn0032157	FBgn0032157	FBtr0079901						NA
ManzF6HSan_REP1.mLb.clN_peak_14231	chr3R	29786102	29786434	+	40	NA	intron (FBgn0001297, intron 1 of 2)	-intron (FBgn0001297, intron 1 of 2)	-5816	FBgn0039694	FBgn0039694	FBtr0085538						NA
ManzF6HSan_REP1.mLb.clN_peak_5086	chr2R	13970891	13971366	+	40	NA	promoter-TSS (FBgn0033887)	-promoter-TSS (FBgn0033887)	135	FBgn0033887	FBgn0033887	FBtr0345649						NA
ManzF6HSan_REP1.mLb.clN_peak_16112	chrX	6543946	6544176	+	40	NA	intron (FBgn0085446, intron 2 of 14)	-intron (FBgn0085446, intron 2 of 3)	-2058	FBgn0085446	FBgn0085446	FBtr0345070						NA
ManzF6HSan_REP1.mLb.clN_peak_8477	chr3L	9487417	9487874	+	40	NA	TTS (FBgn0052036)	-TTS (FBgn0052036)	145	FBgn0036005	FBgn0036005	FBtr0076471						NA
ManzF6HSan_REP1.mLb.clN_peak_7665	chr3L	3436782	3438348	+	40	NA	intron (FBgn0026259, intron 6 of 7)	-intron (FBgn0026259, intron 7 of 8)	-19604	FBgn0014388	FBgn0014388	FBtr0073145						NA
ManzF6HSan_REP1.mLb.clN_peak_17607	chrX	16783428	16784301	+	40	NA	promoter-TSS (FBgn0030786)	-promoter-TSS (FBgn0030786)	-69	FBgn0030786	FBgn0030786	FBtr0074330						NA
ManzF6HSan_REP1.mLb.clN_peak_13316	chr3R	22526911	22529071	+	40	NA	TTS (FBgn0053099)	-TTS (FBgn0053099)	672	FBgn0038981	FBgn0038981	FBtr0084289						NA
ManzF6HSan_REP1.mLb.clN_peak_6793	chr2R	23808765	23809253	+	40	NA	promoter-TSS (FBgn0034908)	-promoter-TSS (FBgn0034908)	-5	FBgn0010278	FBgn0010278	FBtr0072242						NA
ManzF6HSan_REP1.mLb.clN_peak_18379	chrX	22843616	22843842	+	40	NA	intron (FBgn0259677, intron 1 of 5)	-intron (FBgn0000719, intron 2 of 2)	11330	FBgn0259677	FBgn0259677	FBtr0333178						NA
ManzF6HSan_REP1.mLb.clN_peak_7745	chr3L	3893069	3894586	+	40	NA	promoter-TSS (FBgn0083987)	-promoter-TSS (FBgn0083987)	-497	FBgn0083987	FBgn0083987	FBtr0111039						NA
ManzF6HSan_REP1.mLb.clN_peak_16628	chrX	9889815	9889949	+	40	NA	intron (FBgn0030161, intron 1 of 4)	-intron (FBgn0030161, intron 1 of 4)	5440	FBgn0030160	FBgn0030160	FBtr0071391						NA
ManzF6HSan_REP1.mLb.clN_peak_10267	chr3L	22262668	22263395	+	40	NA	promoter-TSS (FBgn0015075)	-promoter-TSS (FBgn0015075)	-110	FBgn0028500	FBgn0028500	FBtr0334751						NA
ManzF6HSan_REP1.mLb.clN_peak_17656	chrX	17129943	17130533	+	40	NA	promoter-TSS (FBgn0260748)	-promoter-TSS (FBgn0260748)	-185	FBgn0260748	FBgn0260748	FBtr0346797						NA
ManzF6HSan_REP1.mLb.clN_peak_12996	chr3R	20594749	20594961	+	40	NA	intron (FBgn0023097, intron 1 of 9)	-intron (FBgn0023097, intron 1 of 9)	1716	FBgn0023097	FBgn0023097	FBtr0330043						NA
ManzF6HSan_REP1.mLb.clN_peak_16320	chrX	7923116	7923453	+	40	NA	TTS (FBgn0029979)	-TTS (FBgn0029979)	2875	FBgn0260858	FBgn0260858	FBtr0071093						NA
ManzF6HSan_REP1.mLb.clN_peak_1369	chr2L	10198782	10199167	+	40	NA	TTS (FBgn0032189)	-TTS (FBgn0032189)	143	FBgn0028675	FBgn0028675	FBtr0452144						NA
ManzF6HSan_REP1.mLb.clN_peak_9607	chr3L	18057063	18057382	+	40	NA	intron (FBgn0000568, intron 3 of 7)	-intron (FBgn0000568, intron 1 of 5)	12928	FBgn0264748	FBgn0264748	FBtr0334132						NA
ManzF6HSan_REP1.mLb.clN_peak_4837	chr2R	12755258	12756643	+	40	NA	promoter-TSS (FBgn0026741)	-promoter-TSS (FBgn0026741)	-484	FBgn0026741	FBgn0026741	FBtr0087852						NA
ManzF6HSan_REP1.mLb.clN_peak_8864	chr3L	12500718	12501530	+	40	NA	promoter-TSS (FBgn0036291)	-promoter-TSS (FBgn0036291)	187	FBgn0036290	FBgn0036290	FBtr0345350						NA
ManzF6HSan_REP1.mLb.clN_peak_11854	chr3R	11646928	11647288	+	40	NA	promoter-TSS (FBgn0262081)	-promoter-TSS (FBgn0262081)	-3863	FBgn0037926	FBgn0037926	FBtr0335448						NA
ManzF6HSan_REP1.mLb.clN_peak_10418	chr3L	23123767	23124661	+	40	NA	Intergenic	Intergenic	-1811	FBgn0053217	FBgn0053217	FBtr0070045						NA
ManzF6HSan_REP1.mLb.clN_peak_5535	chr2R	16142485	16143372	+	40	NA	promoter-TSS (FBgn0027091)	-promoter-TSS (FBgn0027091)	-219	FBgn0027091	FBgn0027091	FBtr0087234						NA
ManzF6HSan_REP1.mLb.clN_peak_8482	chr3L	9499846	9500327	+	40	NA	intron (FBgn0036007, intron 1 of 6)	-intron (FBgn0036007, intron 1 of 6)	-2720	FBgn0036007	FBgn0036007	FBtr0333864						NA
ManzF6HSan_REP1.mLb.clN_peak_10503	chr3L	25102117	25102324	+	40	NA	Intergenic	Intergenic	-6777	FBgn0040022	FBgn0040022	FBtr0302248						NA
ManzF6HSan_REP1.mLb.clN_peak_7185	chr3L	550547	551423	+	40	NA	promoter-TSS (FBgn0267982)	-promoter-TSS (FBgn0267982)	25	FBgn0267982	FBgn0267982	FBtr0347579						NA
ManzF6HSan_REP1.mLb.clN_peak_7058	chr2R	25182970	25183237	+	40	NA	TTS (FBgn0035094)	-TTS (FBgn0035094)	5705	FBgn0035094	FBgn0035094	FBtr0333172						NA
ManzF6HSan_REP1.mLb.clN_peak_5984	chr2R	18819392	18819887	+	40	NA	exon (FBgn0010551, exon 2 of 6)	-exon (FBgn0010551, exon 2 of 6)	172	FBgn0010551	FBgn0010551	FBtr0112862						NA
ManzF6HSan_REP1.mLb.clN_peak_9135	chr3L	14743291	14743700	+	40	NA	intron (FBgn0259175, intron 3 of 10)	-intron (FBgn0259175, intron 2 of 9)	-9978	FBgn0036443	FBgn0036443	FBtr0075709						NA
ManzF6HSan_REP1.mLb.clN_peak_7767	chr3L	4070342	4070527	+	40	NA	TTS (FBgn0052259)	-TTS (FBgn0052259)	1065	FBgn0052259	FBgn0052259	FBtr0300989						NA
ManzF6HSan_REP1.mLb.clN_peak_11722	chr3R	10391974	10392270	+	40	NA	intron (FBgn0259938, intron 1 of 2)	-intron (FBgn0259938, intron 1 of 3)	3864	FBgn0259938	FBgn0259938	FBtr0305152						NA
ManzF6HSan_REP1.mLb.clN_peak_14441	chr3R	31053681	31054140	+	40	NA	promoter-TSS (FBgn0010808)	-promoter-TSS (FBgn0010808)	5	FBgn0010808	FBgn0010808	FBtr0085745						NA
ManzF6HSan_REP1.mLb.clN_peak_1598	chr2L	12037675	12039145	+	40	NA	promoter-TSS (FBgn0032397)	-promoter-TSS (FBgn0032397)	101	FBgn0032397	FBgn0032397	FBtr0080309						NA
ManzF6HSan_REP1.mLb.clN_peak_185	chr2L	1009038	1009975	+	40	NA	exon (FBgn0031294, exon 12 of 12)	-exon (FBgn0031294, exon 12 of 12)	-10153	FBgn0287617	FBgn0287617	FBtr0479958						NA
ManzF6HSan_REP1.mLb.clN_peak_16870	chrX	11534645	11534932	+	40	NA	intron (FBgn0052666, intron 1 of 4)	-intron (FBgn0052666, intron 2 of 5)	21650	FBgn0030309	FBgn0030309	FBtr0073543						NA
ManzF6HSan_REP1.mLb.clN_peak_7691	chr3L	3593089	3593889	+	40	NA	promoter-TSS (FBgn0053504)	-promoter-TSS (FBgn0053504)	-334	FBgn0053504	FBgn0053504	FBtr0100848						NA
ManzF6HSan_REP1.mLb.clN_peak_8520	chr3L	9762066	9762341	+	40	NA	TTS (FBgn0266956)	-TTS (FBgn0266956)	1303	FBgn0266956	FBgn0266956	FBtr0345852						NA
ManzF6HSan_REP1.mLb.clN_peak_4650	chr2R	11836587	11837188	+	40	NA	intron (FBgn0033654, intron 2 of 3)	-intron (FBgn0033654, intron 2 of 3)	2657	FBgn0033654	FBgn0033654	FBtr0088064						NA
ManzF6HSan_REP1.mLb.clN_peak_3269	chr2R	6013201	6013847	+	40	NA	TTS (FBgn0000043)	-TTS (FBgn0000043)	2165	FBgn0000043	FBgn0000043	FBtr0086029						NA
ManzF6HSan_REP1.mLb.clN_peak_17206	chrX	13932806	13933026	+	40	NA	exon (FBgn0267033, exon 1 of 8)	-exon (FBgn0267033, exon 1 of 8)	-22320	FBgn0030536	FBgn0030536	FBtr0073854						NA
ManzF6HSan_REP1.mLb.clN_peak_7835	chr3L	4406068	4407350	+	40	NA	promoter-TSS (FBgn0035542)	-promoter-TSS (FBgn0035542)	-650	FBgn0035541	FBgn0035541	FBtr0113139						NA
ManzF6HSan_REP1.mLb.clN_peak_4336	chr2R	10467343	10468897	+	40	NA	promoter-TSS (FBgn0033527)	-promoter-TSS (FBgn0033527)	420	FBgn0033526	FBgn0033526	FBtr0088310						NA
ManzF6HSan_REP1.mLb.clN_peak_1402	chr2L	10314112	10315717	+	40	NA	promoter-TSS (FBgn0032216)	-promoter-TSS (FBgn0032216)	122	FBgn0032217	FBgn0032217	FBtr0079988						NA
ManzF6HSan_REP1.mLb.clN_peak_1215	chr2L	8996922	8999223	+	40	NA	promoter-TSS (FBgn0013746)	-promoter-TSS (FBgn0013746)	-465	FBgn0015316	FBgn0015316	FBtr0345312						NA
ManzF6HSan_REP1.mLb.clN_peak_2334	chr2L	19479359	19479672	+	40	NA	Intergenic	Intergenic	5190	FBgn0032787	FBgn0032787	FBtr0332318						NA
ManzF6HSan_REP1.mLb.clN_peak_17687	chrX	17284840	17285483	+	40	NA	promoter-TSS (FBgn0030837)	-promoter-TSS (FBgn0030837)	-661	FBgn0030837	FBgn0030837	FBtr0074444						NA
ManzF6HSan_REP1.mLb.clN_peak_6000	chr2R	18877957	18878638	+	40	NA	promoter-TSS (FBgn0034408)	-promoter-TSS (FBgn0034408)	-10130	FBgn0262569	FBgn0262569	FBtr0304896						NA
ManzF6HSan_REP1.mLb.clN_peak_16728	chrX	10544381	10544515	+	40	NA	exon (FBgn0085443, exon 2 of 10)	-exon (FBgn0085443, exon 2 of 10)	12914	FBgn0085443	FBgn0085443	FBtr0310296						NA
ManzF6HSan_REP1.mLb.clN_peak_12689	chr3R	18249337	18249625	+	40	NA	TTS (FBgn0020238)	-TTS (FBgn0020238)	-1634	FBgn0038589	FBgn0038589	FBtr0083569						NA
ManzF6HSan_REP1.mLb.clN_peak_13391	chr3R	23167934	23168338	+	40	NA	promoter-TSS (FBgn0265042)	-promoter-TSS (FBgn0265042)	-5737	FBgn0284226	FBgn0284226	FBtr0452125						NA
ManzF6HSan_REP1.mLb.clN_peak_14505	chr3R	31418605	31418954	+	40	NA	intron (FBgn0261988, intron 2 of 12)	-intron (FBgn0261988, intron 2 of 12)	13534	FBgn0261988	FBgn0261988	FBtr0085788						NA
ManzF6HSan_REP1.mLb.clN_peak_17976	chrX	19158946	19159467	+	40	NA	intron (FBgn0261461, intron 2 of 5)	-intron (FBgn0261461, intron 1 of 4)	7876	FBgn0261461	FBgn0261461	FBtr0339261						NA
ManzF6HSan_REP1.mLb.clN_peak_13557	chr3R	24283108	24283233	+	40	NA	promoter-TSS (FBgn0039178)	-promoter-TSS (FBgn0039178)	198	FBgn0267222	FBgn0267222	FBtr0346411						NA
ManzF6HSan_REP1.mLb.clN_peak_6173	chr2R	20118663	20118975	+	40	NA	Intergenic	Intergenic	7308	FBgn0287775	FBgn0287775	FBtr0086309						NA
ManzF6HSan_REP1.mLb.clN_peak_12684	chr3R	18235983	18236167	+	40	NA	promoter-TSS (FBgn0011701)	-promoter-TSS (FBgn0011701)	-117	FBgn0011701	FBgn0011701	FBtr0083564						NA
ManzF6HSan_REP1.mLb.clN_peak_15730	chrX	3862000	3862849	+	40	NA	promoter-TSS (FBgn0019661)	-promoter-TSS (FBgn0019661)	-363	FBgn0019661	FBgn0019661	FBtr0070635						NA
ManzF6HSan_REP1.mLb.clN_peak_9732	chr3L	19040186	19042127	+	40	NA	intron (FBgn0002945, intron 1 of 3)	-intron (FBgn0002945, intron 1 of 4)	4293	FBgn0002945	FBgn0002945	FBtr0332650						NA
ManzF6HSan_REP1.mLb.clN_peak_12517	chr3R	16573371	16574041	+	40	NA	promoter-TSS (FBgn0038446)	-promoter-TSS (FBgn0038446)	46	FBgn0038446	FBgn0038446	FBtr0083303						NA
ManzF6HSan_REP1.mLb.clN_peak_220	chr2L	1177623	1178024	+	40	NA	TTS (FBgn0031318)	-TTS (FBgn0031318)	133	FBgn0031319	FBgn0031319	FBtr0344790						NA
ManzF6HSan_REP1.mLb.clN_peak_11303	chr3R	7919519	7921774	+	40	NA	promoter-TSS (FBgn0037531)	-promoter-TSS (FBgn0037531)	215	FBgn0002542	FBgn0002542	FBtr0081758						NA
ManzF6HSan_REP1.mLb.clN_peak_8056	chr3L	6602829	6603599	+	40	NA	promoter-TSS (FBgn0286051)	-promoter-TSS (FBgn0286051)	152	FBgn0002926	FBgn0002926	FBtr0076984						NA
ManzF6HSan_REP1.mLb.clN_peak_17067	chrX	13109677	13110843	+	40	NA	intron (FBgn0263005, intron 1 of 5)	-intron (FBgn0263005, intron 1 of 5)	-2066	FBgn0030449	FBgn0030449	FBtr0073745						NA
ManzF6HSan_REP1.mLb.clN_peak_17390	chrX	15475154	15475500	+	40	NA	promoter-TSS (FBgn0030647)	-promoter-TSS (FBgn0030647)	73	FBgn0267977	FBgn0267977	FBtr0074074						NA
ManzF6HSan_REP1.mLb.clN_peak_1473	chr2L	10773442	10774448	+	40	NA	exon (FBgn0051869, exon 7 of 7)	-exon (FBgn0051869, exon 7 of 7)	3077	FBgn0032299	FBgn0032299	FBtr0290229						NA
ManzF6HSan_REP1.mLb.clN_peak_13322	chr3R	22550250	22550829	+	40	NA	promoter-TSS (FBgn0260942)	-promoter-TSS (FBgn0260942)	2148	FBgn0264871	FBgn0264871	FBtr0334815						NA
ManzF6HSan_REP1.mLb.clN_peak_12400	chr3R	15873005	15874166	+	40	NA	intron (FBgn0051183, intron 1 of 8)	-intron (FBgn0051183, intron 1 of 8)	2354	FBgn0051183	FBgn0051183	FBtr0346151						NA
ManzF6HSan_REP1.mLb.clN_peak_14903	chr4	979771	980317	+	40	NA	Intergenic	Intergenic	3249	FBgn0083990	FBgn0083990	FBtr0334622						NA
ManzF6HSan_REP1.mLb.clN_peak_15648	chrX	3447973	3448624	+	40	NA	intron (FBgn0029657, intron 1 of 6)	-intron (FBgn0029657, intron 1 of 3)	645	FBgn0029657	FBgn0029657	FBtr0344078						NA
ManzF6HSan_REP1.mLb.clN_peak_15831	chrX	4551640	4552551	+	40	NA	promoter-TSS (FBgn0029713)	-promoter-TSS (FBgn0029713)	122	FBgn0029714	FBgn0029714	FBtr0070678						NA
ManzF6HSan_REP1.mLb.clN_peak_786	chr2L	6047677	6048217	+	40	NA	promoter-TSS (FBgn0031768)	-promoter-TSS (FBgn0031768)	-13	FBgn0029161	FBgn0029161	FBtr0112945						NA
ManzF6HSan_REP1.mLb.clN_peak_11379	chr3R	8362202	8363731	+	40	NA	promoter-TSS (FBgn0037583)	-promoter-TSS (FBgn0037583)	140	FBgn0037584	FBgn0037584	FBtr0301759						NA
ManzF6HSan_REP1.mLb.clN_peak_23	chr2L	102065	103145	+	40	NA	TTS (FBgn0031216)	-TTS (FBgn0031216)	225	FBgn0031217	FBgn0031217	FBtr0330636						NA
ManzF6HSan_REP1.mLb.clN_peak_9266	chr3L	15976882	15977215	+	40	NA	promoter-TSS (FBgn0036551)	-promoter-TSS (FBgn0036551)	178	FBgn0036551	FBgn0036551	FBtr0333575						NA
ManzF6HSan_REP1.mLb.clN_peak_9499	chr3L	17419151	17419528	+	40	NA	intron (FBgn0027660, intron 1 of 5)	-intron (FBgn0027660, intron 1 of 5)	5878	FBgn0266669	FBgn0266669	FBtr0075231						NA
ManzF6HSan_REP1.mLb.clN_peak_1094	chr2L	8210901	8211375	+	40	NA	promoter-TSS (FBgn0015299)	-promoter-TSS (FBgn0015299)	-16	FBgn0003607	FBgn0003607	FBtr0079635						NA
ManzF6HSan_REP1.mLb.clN_peak_17974	chrX	19148013	19149631	+	40	NA	intron (FBgn0261461, intron 2 of 5)	-intron (FBgn0261461, intron 1 of 4)	-12954	FBgn0030985	FBgn0030985	FBtr0074701						NA
ManzF6HSan_REP1.mLb.clN_peak_15064	chrX	395714	396905	+	40	NA	exon (FBgn0004170, exon 1 of 1)	-exon (FBgn0004170, exon 1 of 1)	249	FBgn0004170	FBgn0004170	FBtr0070073						NA
ManzF6HSan_REP1.mLb.clN_peak_494	chr2L	3647795	3649528	+	40	NA	intron (FBgn0000721, intron 2 of 9)	-intron (FBgn0000721, intron 2 of 9)	-14084	FBgn0085369	FBgn0085369	FBtr0339572						NA
ManzF6HSan_REP1.mLb.clN_peak_5153	chr2R	14265743	14265944	+	40	NA	intron (FBgn0033919, intron 1 of 6)	-intron (FBgn0033919, intron 1 of 6)	2076	FBgn0033919	FBgn0033919	FBtr0339968						NA
ManzF6HSan_REP1.mLb.clN_peak_11084	chr3R	6190476	6190965	+	40	NA	intron (FBgn0037408, intron 2 of 5)	-intron (FBgn0037408, intron 2 of 4)	3405	FBgn0037408	FBgn0037408	FBtr0308318						NA
