PeakID (cmd=annotatePeaks.pl AkaaF3Ctrl_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Ctrl_REP3.mLb.clN_peak_2171	chr2L	19133453	19134505	+	48	NA	promoter-TSS (FBgn0086447)	-promoter-TSS (FBgn0086447)	1254	FBgn0086447	FBgn0086447	FBtr0336628						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7482	chr3L	4313450	4313570	+	48	NA	promoter-TSS (FBgn0052251)	-promoter-TSS (FBgn0052251)	27	FBgn0052251	FBgn0052251	FBtr0346538						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_15050	chrX	3772826	3773750	+	48	NA	intron (FBgn0283657, intron 1 of 7)	-intron (FBgn0283657, intron 3 of 9)	-16754	FBgn0029676	FBgn0029676	FBtr0333764						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13706	chr3R	29764131	29764682	+	48	NA	Intergenic	Intergenic	-5366	FBgn0266258	FBgn0266258	FBtr0343925						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2224	chr2L	19432478	19432923	+	48	NA	TTS (FBgn0032781)	-TTS (FBgn0032781)	126	FBgn0032782	FBgn0032782	FBtr0081206						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1991	chr2L	17379075	17379524	+	48	NA	intron (FBgn0032633, intron 1 of 6)	-intron (FBgn0032633, intron 1 of 6)	4816	FBgn0032633	FBgn0032633	FBtr0339797						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16612	chrX	14838909	14839404	+	48	NA	promoter-TSS (FBgn0264078)	-promoter-TSS (FBgn0264078)	-50	FBgn0052590	FBgn0052590	FBtr0073988						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7887	chr3L	7639650	7639961	+	48	NA	promoter-TSS (FBgn0086074)	-promoter-TSS (FBgn0086074)	88	FBgn0086074	FBgn0086074	FBtr0114350						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_928	chr2L	7702684	7702922	+	48	NA	promoter-TSS (FBgn0041181)	-promoter-TSS (FBgn0041181)	-2	FBgn0041181	FBgn0041181	FBtr0079477						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_199	chr2L	1460751	1462108	+	48	NA	Intergenic	Intergenic	18802	FBgn0263321	FBgn0263321	FBtr0343842						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4223	chr2R	11592354	11594491	+	48	NA	promoter-TSS (FBgn0033636)	-promoter-TSS (FBgn0033636)	-1937	FBgn0086658	FBgn0086658	FBtr0091640						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1857	chr2L	15746579	15748260	+	48	NA	promoter-TSS (FBgn0010382)	-promoter-TSS (FBgn0010382)	-582	FBgn0266160	FBgn0266160	FBtr0343720						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13013	chr3R	24051633	24051741	+	48	NA	promoter-TSS (FBgn0026576)	-promoter-TSS (FBgn0026576)	6	FBgn0026576	FBgn0026576	FBtr0084538						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_9791	chr3L	21941438	21942418	+	48	NA	promoter-TSS (FBgn0037142)	-promoter-TSS (FBgn0037142)	-116	FBgn0037141	FBgn0037141	FBtr0078489						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14043	chr3R	31811668	31812886	+	48	NA	promoter-TSS (FBgn0266268)	-promoter-TSS (FBgn0266268)	-159	FBgn0266268	FBgn0266268	FBtr0085850						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7150	chr3L	2170908	2171239	+	48	NA	promoter-TSS (FBgn0026570)	-promoter-TSS (FBgn0026570)	-102	FBgn0026570	FBgn0026570	FBtr0346076						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_5148	chr2R	16196268	16197831	+	48	NA	promoter-TSS (FBgn0262166)	-promoter-TSS (FBgn0262166)	7	FBgn0262026	FBgn0262026	FBtr0303860						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7012	chr3L	1299827	1300643	+	48	NA	TTS (FBgn0010333)	-TTS (FBgn0010333)	1563	FBgn0025682	FBgn0025682	FBtr0089942						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7785	chr3L	6844948	6845755	+	48	NA	Intergenic	Intergenic	21088	FBgn0266590	FBgn0266590	FBtr0344812						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8617	chr3L	13286658	13286820	+	48	NA	promoter-TSS (FBgn0267316)	-promoter-TSS (FBgn0267316)	447	FBgn0267317	FBgn0267317	FBtr0346598						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_15426	chrX	6266817	6268412	+	48	NA	promoter-TSS (FBgn0028982)	-promoter-TSS (FBgn0028982)	-183	FBgn0028982	FBgn0028982	FBtr0070896						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16956	chrX	17185557	17186055	+	48	NA	intron (FBgn0000163, intron 2 of 8)	-intron (FBgn0000163, intron 1 of 7)	-2564	FBgn0264818	FBgn0264818	FBtr0334466						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1224	chr2L	9887967	9888442	+	48	NA	TTS (FBgn0265912)	-TTS (FBgn0265912)	199	FBgn0029174	FBgn0029174	FBtr0342837						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_3723	chr2R	9185803	9186492	+	48	NA	TTS (FBgn0033391)	-TTS (FBgn0033391)	2752	FBgn0265311	FBgn0265311	FBtr0339366						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8086	chr3L	8953220	8954565	+	48	NA	promoter-TSS (FBgn0264307)	-promoter-TSS (FBgn0264307)	-658	FBgn0264307	FBgn0264307	FBtr0331514						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4429	chr2R	12528798	12529799	+	48	NA	exon (FBgn0011592, exon 1 of 10)	-exon (FBgn0011592, exon 1 of 10)	245	FBgn0011592	FBgn0011592	FBtr0339649						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_11452	chr3R	12442833	12444318	+	48	NA	promoter-TSS (FBgn0086687)	-promoter-TSS (FBgn0086687)	-466	FBgn0086687	FBgn0086687	FBtr0082630						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_15402	chrX	6037063	6038259	+	48	NA	promoter-TSS (FBgn0029833)	-promoter-TSS (FBgn0029833)	139	FBgn0003302	FBgn0003302	FBtr0307288						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13880	chr3R	30821984	30822573	+	48	NA	promoter-TSS (FBgn0027598)	-promoter-TSS (FBgn0027598)	-5541	FBgn0039804	FBgn0039804	FBtr0335414						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12104	chr3R	17682294	17682953	+	48	NA	promoter-TSS (FBgn0038536)	-promoter-TSS (FBgn0038536)	-46	FBgn0038536	FBgn0038536	FBtr0083479						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_15652	chrX	7734165	7735955	+	48	NA	promoter-TSS (FBgn0029958)	-promoter-TSS (FBgn0029958)	137	FBgn0029959	FBgn0029959	FBtr0307272						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8887	chr3L	15684017	15684400	+	48	NA	promoter-TSS (FBgn0036528)	-promoter-TSS (FBgn0036528)	336	FBgn0036529	FBgn0036529	FBtr0075578						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13051	chr3R	24319837	24320679	+	48	NA	promoter-TSS (FBgn0267762)	-promoter-TSS (FBgn0267762)	-476	FBgn0267762	FBgn0267762	FBtr0347326						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14951	chrX	3025941	3026108	+	48	NA	intron (FBgn0028369, intron 6 of 10)	-intron (FBgn0028369, intron 6 of 12)	36973	FBgn0028369	FBgn0028369	FBtr0309501						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4161	chr2R	11232524	11233043	+	48	NA	promoter-TSS (FBgn0050021)	-promoter-TSS (FBgn0050021)	-267	FBgn0050021	FBgn0050021	FBtr0339484						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_704	chr2L	6012071	6013297	+	48	NA	promoter-TSS (FBgn0031762)	-promoter-TSS (FBgn0031762)	-346	FBgn0031762	FBgn0031762	FBtr0079228						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7928	chr3L	7868851	7869087	+	48	NA	promoter-TSS (FBgn0052365)	-promoter-TSS (FBgn0052365)	-73	FBgn0052365	FBgn0052365	FBtr0339897						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_9458	chr3L	19922884	19923726	+	48	NA	promoter-TSS (FBgn0036918)	-promoter-TSS (FBgn0036918)	157	FBgn0020887	FBgn0020887	FBtr0074917						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8323	chr3L	11035064	11035861	+	48	NA	TTS (FBgn0263776)	-TTS (FBgn0263776)	660	FBgn0265740	FBgn0265740	FBtr0340697						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4943	chr2R	15109147	15109740	+	47	NA	Intergenic	Intergenic	-6018	FBgn0015371	FBgn0015371	FBtr0305216						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12213	chr3R	18480679	18481068	+	47	NA	promoter-TSS (FBgn0004652)	-promoter-TSS (FBgn0004652)	64713	FBgn0004652	FBgn0004652	FBtr0330040						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_11351	chr3R	11741678	11742097	+	47	NA	promoter-TSS (FBgn0037943)	-promoter-TSS (FBgn0037943)	-3	FBgn0037943	FBgn0037943	FBtr0082431						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_5871	chr2R	20245111	20245702	+	47	NA	promoter-TSS (FBgn0034488)	-promoter-TSS (FBgn0034488)	-18	FBgn0034488	FBgn0034488	FBtr0086322						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_17326	chrX	19642752	19643676	+	47	NA	promoter-TSS (FBgn0031049)	-promoter-TSS (FBgn0031049)	-345	FBgn0031048	FBgn0031048	FBtr0074761						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8529	chr3L	12529621	12530348	+	47	NA	TTS (FBgn0036299)	-TTS (FBgn0036299)	187	FBgn0036298	FBgn0036298	FBtr0075967						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16385	chrX	13111781	13112554	+	47	NA	exon (FBgn0263005, exon 1 of 6)	-exon (FBgn0263005, exon 1 of 6)	295	FBgn0263005	FBgn0263005	FBtr0346130						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_10494	chr3R	5791311	5791901	+	47	NA	promoter-TSS (FBgn0037377)	-promoter-TSS (FBgn0037377)	-273	FBgn0037377	FBgn0037377	FBtr0078630						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_15057	chrX	3789883	3790164	+	47	NA	promoter-TSS (FBgn0029676)	-promoter-TSS (FBgn0029676)	-19	FBgn0029676	FBgn0029676	FBtr0333764						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_10707	chr3R	6893163	6893647	+	47	NA	promoter-TSS (FBgn0267119)	-promoter-TSS (FBgn0267119)	57	FBgn0267119	FBgn0267119	FBtr0346215						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_9170	chr3L	17812823	17813003	+	47	NA	promoter-TSS (FBgn0036756)	-promoter-TSS (FBgn0036756)	-22	FBgn0036756	FBgn0036756	FBtr0075167						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_6614	chr2R	24334245	24335218	+	47	NA	promoter-TSS (FBgn0005638)	-promoter-TSS (FBgn0005638)	-629	FBgn0005638	FBgn0005638	FBtr0072272						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14093	chr4	42927	43867	+	47	NA	TTS (FBgn0266617)	-TTS (FBgn0266617)	381	FBgn0025740	FBgn0025740	FBtr0308297						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_341	chr2L	2857064	2858373	+	47	NA	TTS (FBgn0015521)	-TTS (FBgn0015521)	1607	FBgn0015521	FBgn0015521	FBtr0077623						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_10954	chr3R	8670342	8670647	+	47	NA	promoter-TSS (FBgn0037607)	-promoter-TSS (FBgn0037607)	-157	FBgn0037607	FBgn0037607	FBtr0081883						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_6068	chr2R	21464750	21465238	+	47	NA	intron (FBgn0010415, intron 2 of 6)	-intron (FBgn0010415, intron 2 of 6)	16182	FBgn0010415	FBgn0010415	FBtr0474169						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14781	chrX	2009149	2009440	+	47	NA	promoter-TSS (FBgn0023545)	-promoter-TSS (FBgn0023545)	70	FBgn0023545	FBgn0023545	FBtr0070347						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16024	chrX	10346929	10348617	+	47	NA	promoter-TSS (FBgn0065046)	-promoter-TSS (FBgn0065046)	-352	FBgn0065046	FBgn0065046	FBtr0091641						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_9588	chr3L	20747899	20748863	+	47	NA	Intergenic	Intergenic	7304	FBgn0053912	FBgn0053912	FBtr0091916						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13052	chr3R	24333036	24333831	+	47	NA	promoter-TSS (FBgn0039183)	-promoter-TSS (FBgn0039183)	0	FBgn0039183	FBgn0039183	FBtr0084605						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13754	chr3R	30095578	30096355	+	47	NA	intron (FBgn0266411, intron 7 of 7)	-intron (FBgn0266411, intron 7 of 11)	-11031	FBgn0267781	FBgn0267781	FBtr0347346						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_11350	chr3R	11735393	11736004	+	47	NA	promoter-TSS (FBgn0037942)	-promoter-TSS (FBgn0037942)	82	FBgn0037942	FBgn0037942	FBtr0335211						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8044	chr3L	8719984	8720270	+	47	NA	promoter-TSS (FBgn0011509)	-promoter-TSS (FBgn0011509)	98	FBgn0011509	FBgn0011509	FBtr0333891						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2293	chr2L	19895945	19896167	+	47	NA	promoter-TSS (FBgn0263873)	-promoter-TSS (FBgn0263873)	-3506	FBgn0032827	FBgn0032827	FBtr0081312						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8763	chr3L	14743222	14743777	+	47	NA	intron (FBgn0259175, intron 3 of 10)	-intron (FBgn0259175, intron 2 of 9)	-9982	FBgn0036443	FBgn0036443	FBtr0075709						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_9330	chr3L	18957157	18957296	+	47	NA	Intergenic	Intergenic	6597	FBgn0036834	FBgn0036834	FBtr0075023						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2895	chr2R	5340591	5341080	+	47	NA	exon (FBgn0033017, exon 1 of 2)	-exon (FBgn0033017, exon 1 of 2)	160	FBgn0033017	FBgn0033017	FBtr0086094						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_15649	chrX	7721986	7722349	+	47	NA	promoter-TSS (FBgn0022786)	-promoter-TSS (FBgn0022786)	48	FBgn0022786	FBgn0022786	FBtr0071070						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13229	chr3R	25678464	25678910	+	47	NA	promoter-TSS (FBgn0039356)	-promoter-TSS (FBgn0039356)	4	FBgn0039356	FBgn0039356	FBtr0084900						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12006	chr3R	16899021	16899991	+	47	NA	intron (FBgn0264857, intron 2 of 6)	-intron (FBgn0264857, intron 2 of 7)	-3213	FBgn0288835	FBgn0288835	FBtr0481738						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12658	chr3R	21652875	21653068	+	47	NA	intron (FBgn0011766, intron 1 of 7)	-intron (FBgn0011766, intron 1 of 7)	6670	FBgn0267724	FBgn0267724	FBtr0347264						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12276	chr3R	19094854	19095028	+	47	NA	promoter-TSS (FBgn0004876)	-promoter-TSS (FBgn0004876)	-36	FBgn0038678	FBgn0038678	FBtr0083754						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_17005	chrX	17523970	17524268	+	47	NA	intron (FBgn0263706, intron 4 of 8)	-intron (FBgn0263706, intron 4 of 8)	27450	FBgn0265903	FBgn0265903	FBtr0342804						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_3039	chr2R	6106749	6107012	+	47	NA	intron (FBgn0000546, intron 4 of 7)	-intron (FBgn0000546, intron 3 of 6)	-21255	FBgn0033062	FBgn0033062	FBtr0310667						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12885	chr3R	23214901	23215825	+	47	NA	promoter-TSS (FBgn0262975)	-promoter-TSS (FBgn0262975)	-11329	FBgn0011596	FBgn0011596	FBtr0084399						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7160	chr3L	2261287	2261584	+	47	NA	intron (FBgn0015360, intron 2 of 2)	-intron (FBgn0015360, intron 2 of 2)	1229	FBgn0015360	FBgn0015360	FBtr0072904						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_17655	chrX	22652396	22652710	+	47	NA	Intergenic	Intergenic	-4771	FBgn0266348	FBgn0266348	FBtr0344073						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8429	chr3L	11720854	11721578	+	47	NA	intron (FBgn0036199, intron 1 of 5)	-intron (FBgn0036199, intron 1 of 4)	282	FBgn0036199	FBgn0036199	FBtr0076115						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_4874	chr2R	14770469	14771787	+	47	NA	promoter-TSS (FBgn0015602)	-promoter-TSS (FBgn0015602)	167	FBgn0259112	FBgn0259112	FBtr0347232						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_15720	chrX	8243292	8244361	+	47	NA	promoter-TSS (FBgn0020653)	-promoter-TSS (FBgn0020653)	190	FBgn0030026	FBgn0030026	FBtr0344985						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_5256	chr2R	16869296	16869426	+	47	NA	promoter-TSS (FBgn0034162)	-promoter-TSS (FBgn0034162)	-41	FBgn0034162	FBgn0034162	FBtr0087042						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_5057	chr2R	15733272	15733753	+	47	NA	intron (FBgn0050089, intron 2 of 6)	-intron (FBgn0050089, intron 2 of 6)	-1984	FBgn0050089	FBgn0050089	FBtr0340007						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13033	chr3R	24218728	24218938	+	47	NA	promoter-TSS (FBgn0039167)	-promoter-TSS (FBgn0039167)	-115	FBgn0039167	FBgn0039167	FBtr0084572						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2325	chr2L	20090945	20091916	+	47	NA	promoter-TSS (FBgn0032846)	-promoter-TSS (FBgn0032846)	-5	FBgn0032846	FBgn0032846	FBtr0331615						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_6487	chr2R	23614749	23614940	+	47	NA	promoter-TSS (FBgn0034885)	-promoter-TSS (FBgn0034885)	1910	FBgn0034883	FBgn0034883	FBtr0336928						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_3313	chr2R	7395464	7396110	+	47	NA	exon (FBgn0265096, exon 1 of 1)	-exon (FBgn0265096, exon 1 of 1)	145	FBgn0283450	FBgn0283450	FBtr0089013						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_3388	chr2R	7722006	7723340	+	47	NA	promoter-TSS (FBgn0042135)	-promoter-TSS (FBgn0042135)	7750	FBgn0033216	FBgn0033216	FBtr0088929						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8031	chr3L	8682492	8683169	+	47	NA	Intergenic	Intergenic	7071	FBgn0001168	FBgn0001168	FBtr0100153						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_3332	chr2R	7477819	7479759	+	47	NA	TTS (FBgn0259745)	-TTS (FBgn0259745)	-4130	FBgn0010548	FBgn0010548	FBtr0300481						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_14510	chrX	646483	647716	+	47	NA	promoter-TSS (FBgn0025638)	-promoter-TSS (FBgn0025638)	-205	FBgn0025638	FBgn0025638	FBtr0343564						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_2316	chr2L	20060558	20061914	+	47	NA	promoter-TSS (FBgn0019686)	-promoter-TSS (FBgn0019686)	134	FBgn0014127	FBgn0014127	FBtr0343850						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_5229	chr2R	16681608	16681820	+	47	NA	intron (FBgn0050463, intron 5 of 10)	-intron (FBgn0050463, intron 6 of 11)	2279	FBgn0050463	FBgn0050463	FBtr0087112						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_5133	chr2R	16109702	16110766	+	47	NA	promoter-TSS (FBgn0034075)	-promoter-TSS (FBgn0034075)	-97	FBgn0034075	FBgn0034075	FBtr0336734						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16303	chrX	12510643	12511629	+	47	NA	intron (FBgn0030396, intron 1 of 3)	-intron (FBgn0030396, intron 1 of 3)	13435	FBgn0086047	FBgn0086047	FBtr0114323						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13041	chr3R	24265080	24265495	+	47	NA	promoter-TSS (FBgn0051130)	-promoter-TSS (FBgn0051130)	28	FBgn0051130	FBgn0051130	FBtr0084597						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8415	chr3L	11609133	11609721	+	47	NA	promoter-TSS (FBgn0036180)	-promoter-TSS (FBgn0036180)	38	FBgn0036180	FBgn0036180	FBtr0301145						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1959	chr2L	16752424	16752880	+	47	NA	TTS (FBgn0032600)	-TTS (FBgn0032600)	-1684	FBgn0032601	FBgn0032601	FBtr0343768						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8138	chr3L	9441811	9442302	+	47	NA	intron (FBgn0035993, intron 1 of 1)	-intron (FBgn0035993, intron 1 of 1)	211	FBgn0260859	FBgn0260859	FBtr0089879						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_141	chr2L	870457	871768	+	47	NA	promoter-TSS (FBgn0053526)	-promoter-TSS (FBgn0053526)	647	FBgn0053526	FBgn0053526	FBtr0332000						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_3337	chr2R	7496272	7496374	+	47	NA	promoter-TSS (FBgn0033183)	-promoter-TSS (FBgn0033183)	24	FBgn0033183	FBgn0033183	FBtr0088983						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12495	chr3R	20593040	20594053	+	47	NA	promoter-TSS (FBgn0038811)	-promoter-TSS (FBgn0038811)	407	FBgn0023097	FBgn0023097	FBtr0330043						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13752	chr3R	30058092	30058774	+	47	NA	TTS (FBgn0260468)	-TTS (FBgn0260468)	1574	FBgn0260468	FBgn0260468	FBtr0085564						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_3772	chr2R	9414186	9415172	+	47	NA	exon (FBgn0041087, exon 1 of 6)	-exon (FBgn0041087, exon 1 of 6)	337	FBgn0041087	FBgn0041087	FBtr0339380						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_135	chr2L	843902	844694	+	47	NA	intron (FBgn0020304, intron 1 of 3)	-intron (FBgn0020304, intron 1 of 5)	-6404	FBgn0264869	FBgn0264869	FBtr0334793						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_12771	chr3R	22362344	22363158	+	47	NA	promoter-TSS (FBgn0260467)	-promoter-TSS (FBgn0260467)	131	FBgn0083967	FBgn0083967	FBtr0344526						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_6502	chr2R	23717986	23718278	+	47	NA	TTS (FBgn0034898)	-TTS (FBgn0034898)	1804	FBgn0034898	FBgn0034898	FBtr0072094						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_10304	chr3R	4775511	4776350	+	47	NA	promoter-TSS (FBgn0264897)	-promoter-TSS (FBgn0264897)	-877	FBgn0264897	FBgn0264897	FBtr0334905						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_3047	chr2R	6152441	6153667	+	47	NA	promoter-TSS (FBgn0011938)	-promoter-TSS (FBgn0011938)	-132	FBgn0011937	FBgn0011937	FBtr0100015						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1209	chr2L	9705536	9706094	+	47	NA	exon (FBgn0051710, exon 1 of 3)	-exon (FBgn0051710, exon 1 of 3)	139	FBgn0051710	FBgn0051710	FBtr0339523						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13085	chr3R	24614064	24614927	+	47	NA	intron (FBgn0263490, intron 2 of 4)	-intron (FBgn0263490, intron 2 of 5)	7224	FBgn0267764	FBgn0267764	FBtr0347328						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7660	chr3L	5793799	5794617	+	47	NA	promoter-TSS (FBgn0086694)	-promoter-TSS (FBgn0086694)	-16	FBgn0086694	FBgn0086694	FBtr0344538						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_10834	chr3R	7907082	7908036	+	47	NA	promoter-TSS (FBgn0037530)	-promoter-TSS (FBgn0037530)	-79	FBgn0024909	FBgn0024909	FBtr0081756						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_9017	chr3L	16615334	16615533	+	47	NA	promoter-TSS (FBgn0017572)	-promoter-TSS (FBgn0017572)	39	FBgn0017572	FBgn0017572	FBtr0331560						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_13099	chr3R	24767700	24769589	+	47	NA	promoter-TSS (FBgn0040600)	-promoter-TSS (FBgn0040600)	-160	FBgn0267210	FBgn0267210	FBtr0346366						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7295	chr3L	3192492	3193330	+	47	NA	promoter-TSS (FBgn0001233)	-promoter-TSS (FBgn0001233)	-58	FBgn0001233	FBgn0001233	FBtr0332873						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1542	chr2L	12700126	12700719	+	47	NA	TTS (FBgn0032450)	-TTS (FBgn0032450)	324	FBgn0032449	FBgn0032449	FBtr0340545						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_7240	chr3L	2765792	2767043	+	47	NA	promoter-TSS (FBgn0035370)	-promoter-TSS (FBgn0035370)	-582	FBgn0035370	FBgn0035370	FBtr0072969						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_10303	chr3R	4771097	4771744	+	47	NA	promoter-TSS (FBgn0264907)	-promoter-TSS (FBgn0264907)	-2630	FBgn0264907	FBgn0264907	FBtr0334964						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_1309	chr2L	10506529	10507452	+	47	NA	promoter-TSS (FBgn0086347)	-promoter-TSS (FBgn0086347)	-91	FBgn0032261	FBgn0032261	FBtr0337004						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_9328	chr3L	18949134	18949675	+	47	NA	Intergenic	Intergenic	-1225	FBgn0036834	FBgn0036834	FBtr0075023						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_8071	chr3L	8846991	8847997	+	47	NA	intron (FBgn0263930, intron 1 of 8)	-intron (FBgn0263930, intron 1 of 8)	-1680	FBgn0267473	FBgn0267473	FBtr0346845						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_16028	chrX	10367974	10368344	+	47	NA	promoter-TSS (FBgn0052679)	-promoter-TSS (FBgn0052679)	107	FBgn0028480	FBgn0028480	FBtr0071444						NA
AkaaF3Ctrl_REP3.mLb.clN_peak_3737	chr2R	9251640	9252222	+	47	NA	promoter-TSS (FBgn0050343)	-promoter-TSS (FBgn0050343)	-90	FBgn0050343	FBgn0050343	FBtr0308205						NA
