PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP3.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP3.mLb.clN_peak_4048	chr2R	17087349	17087699	+	32	NA	TTS (FBgn0010591)	-TTS (FBgn0010591)	4085	FBgn0010591	FBgn0010591	FBtr0087007						NA
AkaaF3Heat_REP3.mLb.clN_peak_6152	chr3L	8997977	8998167	+	32	NA	promoter-TSS (FBgn0035953)	-promoter-TSS (FBgn0035953)	-112	FBgn0035953	FBgn0035953	FBtr0333908						NA
AkaaF3Heat_REP3.mLb.clN_peak_8820	chr3R	11073034	11073595	+	32	NA	Intergenic	Intergenic	12174	FBgn0266245	FBgn0266245	FBtr0343911						NA
AkaaF3Heat_REP3.mLb.clN_peak_7005	chr3L	16766001	16766174	+	32	NA	promoter-TSS (FBgn0004108)	-promoter-TSS (FBgn0004108)	15	FBgn0004108	FBgn0004108	FBtr0075322						NA
AkaaF3Heat_REP3.mLb.clN_peak_9885	chr3R	21269052	21269183	+	32	NA	promoter-TSS (FBgn0285937)	-promoter-TSS (FBgn0285937)	-57	FBgn0285937	FBgn0285937	FBtr0084104						NA
AkaaF3Heat_REP3.mLb.clN_peak_8865	chr3R	11562019	11563060	+	32	NA	promoter-TSS (FBgn0037912)	-promoter-TSS (FBgn0037912)	753	FBgn0037912	FBgn0037912	FBtr0100464						NA
AkaaF3Heat_REP3.mLb.clN_peak_3706	chr2R	14128020	14128954	+	32	NA	intron (FBgn0040752, intron 1 of 9)	-intron (FBgn0040752, intron 1 of 11)	12415	FBgn0040752	FBgn0040752	FBtr0339765						NA
AkaaF3Heat_REP3.mLb.clN_peak_1677	chr2L	16049719	16049846	+	32	NA	promoter-TSS (FBgn0013433)	-promoter-TSS (FBgn0013433)	-183	FBgn0013433	FBgn0013433	FBtr0343728						NA
AkaaF3Heat_REP3.mLb.clN_peak_6825	chr3L	15141692	15142616	+	32	NA	promoter-TSS (FBgn0266945)	-promoter-TSS (FBgn0266945)	23	FBgn0266945	FBgn0266945	FBtr0345844						NA
AkaaF3Heat_REP3.mLb.clN_peak_12086	chrX	6654096	6654805	+	32	NA	promoter-TSS (FBgn0028360)	-promoter-TSS (FBgn0028360)	-202	FBgn0029882	FBgn0029882	FBtr0070993						NA
AkaaF3Heat_REP3.mLb.clN_peak_6909	chr3L	15967840	15968232	+	32	NA	promoter-TSS (FBgn0036549)	-promoter-TSS (FBgn0036549)	-164	FBgn0263599	FBgn0263599	FBtr0075527						NA
AkaaF3Heat_REP3.mLb.clN_peak_12302	chrX	8690099	8690344	+	32	NA	promoter-TSS (FBgn0027864)	-promoter-TSS (FBgn0027864)	6	FBgn0030057	FBgn0030057	FBtr0345985						NA
AkaaF3Heat_REP3.mLb.clN_peak_2479	chr2R	5260583	5260707	+	32	NA	intron (FBgn0033015, intron 2 of 5)	-intron (FBgn0033015, intron 2 of 5)	6700	FBgn0084008	FBgn0084008	FBtr0335257						NA
AkaaF3Heat_REP3.mLb.clN_peak_8374	chr3R	7037224	7037871	+	32	NA	promoter-TSS (FBgn0266238)	-promoter-TSS (FBgn0266238)	-331	FBgn0266238	FBgn0266238	FBtr0343903						NA
AkaaF3Heat_REP3.mLb.clN_peak_752	chr2L	7056254	7056783	+	32	NA	TTS (FBgn0262872)	-TTS (FBgn0262872)	217	FBgn0031885	FBgn0031885	FBtr0110978						NA
AkaaF3Heat_REP3.mLb.clN_peak_10280	chr3R	25265501	25265846	+	32	NA	promoter-TSS (FBgn0039306)	-promoter-TSS (FBgn0039306)	48	FBgn0027090	FBgn0027090	FBtr0084866						NA
AkaaF3Heat_REP3.mLb.clN_peak_10415	chr3R	26546309	26546948	+	32	NA	intron (FBgn0263289, intron 3 of 23)	-intron (FBgn0263289, intron 3 of 22)	-3419	FBgn0267753	FBgn0267753	FBtr0347317						NA
AkaaF3Heat_REP3.mLb.clN_peak_9570	chr3R	18436882	18437260	+	32	NA	intron (FBgn0004652, intron 2 of 7)	-intron (FBgn0004652, intron 2 of 7)	-24197	FBgn0051122	FBgn0051122	FBtr0474142						NA
AkaaF3Heat_REP3.mLb.clN_peak_2508	chr2R	5663054	5663318	+	32	NA	promoter-TSS (FBgn0033029)	-promoter-TSS (FBgn0033029)	36	FBgn0033029	FBgn0033029	FBtr0331970						NA
AkaaF3Heat_REP3.mLb.clN_peak_8609	chr3R	8883857	8884631	+	32	NA	intron (FBgn0262614, intron 1 of 13)	-intron (FBgn0262614, intron 1 of 13)	-20711	FBgn0262614	FBgn0262614	FBtr0305301						NA
AkaaF3Heat_REP3.mLb.clN_peak_11436	chrX	1296840	1296973	+	32	NA	intron (FBgn0025641, intron 2 of 10)	-intron (FBgn0025641, intron 3 of 11)	1481	FBgn0052811	FBgn0052811	FBtr0302877						NA
AkaaF3Heat_REP3.mLb.clN_peak_183	chr2L	1562812	1562968	+	32	NA	intron (FBgn0261509, intron 2 of 9)	-intron (FBgn0261509, intron 2 of 9)	7761	FBgn0261509	FBgn0261509	FBtr0474154						NA
AkaaF3Heat_REP3.mLb.clN_peak_5782	chr3L	5750303	5752257	+	32	NA	exon (FBgn0263106, exon 2 of 2)	-exon (FBgn0263106, exon 2 of 2)	909	FBgn0263106	FBgn0263106	FBtr0077123						NA
AkaaF3Heat_REP3.mLb.clN_peak_12289	chrX	8560652	8561001	+	32	NA	promoter-TSS (FBgn0030049)	-promoter-TSS (FBgn0030049)	-69	FBgn0030049	FBgn0030049	FBtr0331725						NA
AkaaF3Heat_REP3.mLb.clN_peak_11425	chrX	1212982	1213609	+	32	NA	TTS (FBgn0040366)	-TTS (FBgn0040366)	1861	FBgn0040366	FBgn0040366	FBtr0345522						NA
AkaaF3Heat_REP3.mLb.clN_peak_3753	chr2R	14503878	14504745	+	32	NA	promoter-TSS (FBgn0024698)	-promoter-TSS (FBgn0024698)	353	FBgn0261823	FBgn0261823	FBtr0332929						NA
AkaaF3Heat_REP3.mLb.clN_peak_9321	chr3R	15875727	15875889	+	32	NA	exon (FBgn0051183, exon 1 of 9)	-exon (FBgn0051183, exon 1 of 9)	131	FBgn0051183	FBgn0051183	FBtr0346151						NA
AkaaF3Heat_REP3.mLb.clN_peak_4861	chr2R	23354473	23355128	+	32	NA	promoter-TSS (FBgn0050410)	-promoter-TSS (FBgn0050410)	-383	FBgn0050410	FBgn0050410	FBtr0305675						NA
AkaaF3Heat_REP3.mLb.clN_peak_5325	chr3L	1794298	1795584	+	32	NA	promoter-TSS (FBgn0011573)	-promoter-TSS (FBgn0011573)	387	FBgn0024510	FBgn0024510	FBtr0072790						NA
AkaaF3Heat_REP3.mLb.clN_peak_11251	chrX	58698	59398	+	32	NA	Intergenic	Intergenic	-63445	FBgn0058469	FBgn0058469	FBtr0307364						NA
AkaaF3Heat_REP3.mLb.clN_peak_130	chr2L	1118962	1119379	+	32	NA	promoter-TSS (FBgn0016926)	-promoter-TSS (FBgn0016926)	-139	FBgn0016926	FBgn0016926	FBtr0077987						NA
AkaaF3Heat_REP3.mLb.clN_peak_5472	chr3L	3077784	3078196	+	32	NA	promoter-TSS (FBgn0035397)	-promoter-TSS (FBgn0035397)	4783	FBgn0035397	FBgn0035397	FBtr0332113						NA
AkaaF3Heat_REP3.mLb.clN_peak_17	chr2L	166383	167068	+	32	NA	intron (FBgn0016977, intron 3 of 13)	-intron (FBgn0016977, intron 2 of 10)	-8061	FBgn0053635	FBgn0053635	FBtr0091612						NA
AkaaF3Heat_REP3.mLb.clN_peak_13836	chrX	22529740	22530130	+	32	NA	promoter-TSS (FBgn0262866)	-promoter-TSS (FBgn0262866)	-29	FBgn0262866	FBgn0262866	FBtr0333715						NA
AkaaF3Heat_REP3.mLb.clN_peak_1259	chr2L	12433716	12435596	+	32	NA	promoter-TSS (FBgn0265298)	-promoter-TSS (FBgn0265298)	-236	FBgn0020443	FBgn0020443	FBtr0333089						NA
AkaaF3Heat_REP3.mLb.clN_peak_6965	chr3L	16385350	16385882	+	32	NA	promoter-TSS (FBgn0036624)	-promoter-TSS (FBgn0036624)	193	FBgn0036623	FBgn0036623	FBtr0075417						NA
AkaaF3Heat_REP3.mLb.clN_peak_8378	chr3R	7074360	7075832	+	32	NA	promoter-TSS (FBgn0037467)	-promoter-TSS (FBgn0037467)	237	FBgn0037468	FBgn0037468	FBtr0334668						NA
AkaaF3Heat_REP3.mLb.clN_peak_9296	chr3R	15632696	15633135	+	32	NA	Intergenic	Intergenic	-2553	FBgn0263040	FBgn0263040	FBtr0306929						NA
AkaaF3Heat_REP3.mLb.clN_peak_13535	chrX	19754129	19754340	+	32	NA	promoter-TSS (FBgn0031069)	-promoter-TSS (FBgn0031069)	3464	FBgn0031069	FBgn0031069	FBtr0335157						NA
AkaaF3Heat_REP3.mLb.clN_peak_1491	chr2L	14509805	14510045	+	32	NA	TTS (FBgn0267257)	-TTS (FBgn0267257)	2158	FBgn0267257	FBgn0267257	FBtr0346471						NA
AkaaF3Heat_REP3.mLb.clN_peak_8264	chr3R	6222312	6223340	+	32	NA	Intergenic	Intergenic	-1045	FBgn0037412	FBgn0037412	FBtr0334866						NA
AkaaF3Heat_REP3.mLb.clN_peak_9647	chr3R	19164092	19164973	+	32	NA	exon (FBgn0010768, exon 1 of 3)	-exon (FBgn0010768, exon 1 of 3)	321	FBgn0010768	FBgn0010768	FBtr0083733						NA
AkaaF3Heat_REP3.mLb.clN_peak_4718	chr2R	22304412	22304766	+	32	NA	intron (FBgn0034718, intron 1 of 1)	-intron (FBgn0034718, intron 2 of 2)	-3166	FBgn0034718	FBgn0034718	FBtr0071850						NA
AkaaF3Heat_REP3.mLb.clN_peak_1339	chr2L	13191217	13191570	+	32	NA	promoter-TSS (FBgn0032480)	-promoter-TSS (FBgn0032480)	586	FBgn0032479	FBgn0032479	FBtr0305555						NA
AkaaF3Heat_REP3.mLb.clN_peak_6642	chr3L	13389977	13390122	+	32	NA	promoter-TSS (FBgn0036354)	-promoter-TSS (FBgn0036354)	-43	FBgn0036354	FBgn0036354	FBtr0321318						NA
AkaaF3Heat_REP3.mLb.clN_peak_1745	chr2L	16716035	16716586	+	32	NA	promoter-TSS (FBgn0062978)	-promoter-TSS (FBgn0062978)	-115	FBgn0062978	FBgn0062978	FBtr0303445						NA
AkaaF3Heat_REP3.mLb.clN_peak_1079	chr2L	10321621	10322062	+	32	NA	promoter-TSS (FBgn0032219)	-promoter-TSS (FBgn0032219)	-39	FBgn0032218	FBgn0032218	FBtr0331667						NA
AkaaF3Heat_REP3.mLb.clN_peak_9819	chr3R	20588041	20588399	+	32	NA	promoter-TSS (FBgn0038810)	-promoter-TSS (FBgn0038810)	136	FBgn0014029	FBgn0014029	FBtr0083945						NA
AkaaF3Heat_REP3.mLb.clN_peak_7326	chr3L	19320095	19320544	+	32	NA	intron (FBgn0003089, intron 1 of 5)	-intron (FBgn0003089, intron 1 of 5)	17290	FBgn0003089	FBgn0003089	FBtr0333897						NA
AkaaF3Heat_REP3.mLb.clN_peak_3689	chr2R	14018406	14019269	+	32	NA	intron (FBgn0002643, intron 2 of 5)	-intron (FBgn0002643, intron 3 of 6)	9638	FBgn0002643	FBgn0002643	FBtr0087598						NA
AkaaF3Heat_REP3.mLb.clN_peak_12855	chrX	13988718	13989272	+	32	NA	promoter-TSS (FBgn0267033)	-promoter-TSS (FBgn0267033)	-164	FBgn0267033	FBgn0267033	FBtr0346006						NA
AkaaF3Heat_REP3.mLb.clN_peak_12030	chrX	6037172	6038098	+	32	NA	promoter-TSS (FBgn0029833)	-promoter-TSS (FBgn0029833)	165	FBgn0003302	FBgn0003302	FBtr0307288						NA
AkaaF3Heat_REP3.mLb.clN_peak_6485	chr3L	11819718	11820080	+	32	NA	promoter-TSS (FBgn0036211)	-promoter-TSS (FBgn0036211)	2376	FBgn0036211	FBgn0036211	FBtr0343994						NA
AkaaF3Heat_REP3.mLb.clN_peak_4875	chr2R	23432061	23432603	+	32	NA	promoter-TSS (FBgn0034861)	-promoter-TSS (FBgn0034861)	1022	FBgn0034861	FBgn0034861	FBtr0343264						NA
AkaaF3Heat_REP3.mLb.clN_peak_9167	chr3R	14419375	14420183	+	32	NA	intron (FBgn0085417, intron 1 of 2)	-intron (FBgn0085417, intron 1 of 2)	1186	FBgn0085417	FBgn0085417	FBtr0112629						NA
AkaaF3Heat_REP3.mLb.clN_peak_6425	chr3L	11294569	11295027	+	32	NA	promoter-TSS (FBgn0036152)	-promoter-TSS (FBgn0036152)	1121	FBgn0036152	FBgn0036152	FBtr0333389						NA
AkaaF3Heat_REP3.mLb.clN_peak_9648	chr3R	19165592	19166087	+	32	NA	intron (FBgn0010768, intron 1 of 2)	-intron (FBgn0010768, intron 1 of 2)	1628	FBgn0010768	FBgn0010768	FBtr0083733						NA
AkaaF3Heat_REP3.mLb.clN_peak_5640	chr3L	4532078	4532312	+	32	NA	promoter-TSS (FBgn0035557)	-promoter-TSS (FBgn0035557)	-50	FBgn0014073	FBgn0014073	FBtr0073323						NA
AkaaF3Heat_REP3.mLb.clN_peak_13881	chrX	22758461	22758613	+	32	NA	intron (FBgn0266348, intron 3 of 3)	-intron (FBgn0266348, intron 3 of 3)	8126	FBgn0264940	FBgn0264940	FBtr0335051						NA
AkaaF3Heat_REP3.mLb.clN_peak_11058	chr3R	31937148	31937755	+	32	NA	promoter-TSS (FBgn0011224)	-promoter-TSS (FBgn0011224)	-49398	FBgn0039886	FBgn0039886	FBtr0085871						NA
AkaaF3Heat_REP3.mLb.clN_peak_7447	chr3L	20452660	20453312	+	32	NA	promoter-TSS (FBgn0036994)	-promoter-TSS (FBgn0036994)	-122	FBgn0036994	FBgn0036994	FBtr0331571						NA
AkaaF3Heat_REP3.mLb.clN_peak_3143	chr2R	9978903	9979352	+	32	NA	promoter-TSS (FBgn0000606)	-promoter-TSS (FBgn0000606)	-192	FBgn0000606	FBgn0000606	FBtr0088390						NA
AkaaF3Heat_REP3.mLb.clN_peak_4591	chr2R	21323049	21324003	+	32	NA	promoter-TSS (FBgn0020306)	-promoter-TSS (FBgn0020306)	96	FBgn0020306	FBgn0020306	FBtr0071602						NA
AkaaF3Heat_REP3.mLb.clN_peak_9098	chr3R	13728883	13729346	+	32	NA	intron (FBgn0085412, intron 2 of 12)	-intron (FBgn0085412, intron 2 of 12)	-6355	FBgn0085412	FBgn0085412	FBtr0112624						NA
AkaaF3Heat_REP3.mLb.clN_peak_6028	chr3L	7867053	7867673	+	32	NA	promoter-TSS (FBgn0016694)	-promoter-TSS (FBgn0016694)	-1679	FBgn0052365	FBgn0052365	FBtr0339897						NA
AkaaF3Heat_REP3.mLb.clN_peak_5985	chr3L	7604909	7605239	+	32	NA	promoter-TSS (FBgn0035802)	-promoter-TSS (FBgn0035802)	7844	FBgn0035802	FBgn0035802	FBtr0334064						NA
AkaaF3Heat_REP3.mLb.clN_peak_3096	chr2R	9605937	9606063	+	32	NA	promoter-TSS (FBgn0050000)	-promoter-TSS (FBgn0050000)	12	FBgn0050000	FBgn0050000	FBtr0088463						NA
AkaaF3Heat_REP3.mLb.clN_peak_11719	chrX	3474528	3475273	+	32	NA	promoter-TSS (FBgn0029662)	-promoter-TSS (FBgn0029662)	-1450	FBgn0029662	FBgn0029662	FBtr0070527						NA
AkaaF3Heat_REP3.mLb.clN_peak_7101	chr3L	17529836	17530965	+	32	NA	promoter-TSS (FBgn0036735)	-promoter-TSS (FBgn0036735)	-198	FBgn0266675	FBgn0266675	FBtr0345040						NA
AkaaF3Heat_REP3.mLb.clN_peak_10515	chr3R	27281409	27282286	+	32	NA	promoter-TSS (FBgn0039507)	-promoter-TSS (FBgn0039507)	-1136	FBgn0039507	FBgn0039507	FBtr0305971						NA
AkaaF3Heat_REP3.mLb.clN_peak_10678	chr3R	28812028	28812335	+	32	NA	promoter-TSS (FBgn0039600)	-promoter-TSS (FBgn0039600)	79	FBgn0039600	FBgn0039600	FBtr0113299						NA
AkaaF3Heat_REP3.mLb.clN_peak_7316	chr3L	19260343	19260737	+	32	NA	promoter-TSS (FBgn0260857)	-promoter-TSS (FBgn0260857)	139	FBgn0026630	FBgn0026630	FBtr0075020						NA
AkaaF3Heat_REP3.mLb.clN_peak_7672	chr3L	22034848	22035063	+	32	NA	promoter-TSS (FBgn0004514)	-promoter-TSS (FBgn0004514)	-48	FBgn0004514	FBgn0004514	FBtr0301930						NA
AkaaF3Heat_REP3.mLb.clN_peak_1240	chr2L	12108854	12109165	+	32	NA	promoter-TSS (FBgn0263234)	-promoter-TSS (FBgn0263234)	107	FBgn0015797	FBgn0015797	FBtr0346437						NA
AkaaF3Heat_REP3.mLb.clN_peak_9749	chr3R	19903204	19903565	+	32	NA	promoter-TSS (FBgn0038745)	-promoter-TSS (FBgn0038745)	305	FBgn0038745	FBgn0038745	FBtr0344262						NA
AkaaF3Heat_REP3.mLb.clN_peak_3003	chr2R	8952274	8952501	+	32	NA	promoter-TSS (FBgn0011300)	-promoter-TSS (FBgn0011300)	48	FBgn0011300	FBgn0011300	FBtr0300599						NA
AkaaF3Heat_REP3.mLb.clN_peak_3167	chr2R	10159577	10160287	+	32	NA	intron (FBgn0033494, intron 1 of 16)	-intron (FBgn0033494, intron 1 of 16)	-1348	FBgn0265512	FBgn0265512	FBtr0088369						NA
AkaaF3Heat_REP3.mLb.clN_peak_10039	chr3R	22666608	22667534	+	31	NA	exon (FBgn0266418, exon 1 of 10)	-exon (FBgn0266418, exon 1 of 10)	19439	FBgn0046114	FBgn0046114	FBtr0334605						NA
AkaaF3Heat_REP3.mLb.clN_peak_2477	chr2R	5250866	5251238	+	31	NA	promoter-TSS (FBgn0053554)	-promoter-TSS (FBgn0053554)	-30	FBgn0053554	FBgn0053554	FBtr0347556						NA
AkaaF3Heat_REP3.mLb.clN_peak_13585	chrX	20173368	20174082	+	31	NA	promoter-TSS (FBgn0000084)	-promoter-TSS (FBgn0000084)	-211	FBgn0000084	FBgn0000084	FBtr0301931						NA
AkaaF3Heat_REP3.mLb.clN_peak_11063	chr3R	31977936	31978167	+	31	NA	promoter-TSS (FBgn0039886)	-promoter-TSS (FBgn0039886)	-8798	FBgn0039886	FBgn0039886	FBtr0085871						NA
AkaaF3Heat_REP3.mLb.clN_peak_8754	chr3R	10356154	10356875	+	31	NA	intron (FBgn0015396, intron 1 of 2)	-intron (FBgn0015396, intron 1 of 2)	6332	FBgn0015396	FBgn0015396	FBtr0082237						NA
AkaaF3Heat_REP3.mLb.clN_peak_2480	chr2R	5293831	5294201	+	31	NA	promoter-TSS (FBgn0033015)	-promoter-TSS (FBgn0033015)	-47	FBgn0033015	FBgn0033015	FBtr0335258						NA
AkaaF3Heat_REP3.mLb.clN_peak_12168	chrX	7337160	7337397	+	31	NA	promoter-TSS (FBgn0026144)	-promoter-TSS (FBgn0026144)	-74	FBgn0026144	FBgn0026144	FBtr0329894						NA
AkaaF3Heat_REP3.mLb.clN_peak_6300	chr3L	10368933	10369386	+	31	NA	Intergenic	Intergenic	5140	FBgn0267668	FBgn0267668	FBtr0347140						NA
AkaaF3Heat_REP3.mLb.clN_peak_3124	chr2R	9842476	9842675	+	31	NA	promoter-TSS (FBgn0266186)	-promoter-TSS (FBgn0266186)	-73	FBgn0266186	FBgn0266186	FBtr0346639						NA
AkaaF3Heat_REP3.mLb.clN_peak_8015	chr3R	4523727	4523947	+	31	NA	intron (FBgn0085386, intron 4 of 14)	-intron (FBgn0085386, intron 4 of 5)	-9411	FBgn0051526	FBgn0051526	FBtr0445669						NA
AkaaF3Heat_REP3.mLb.clN_peak_7453	chr3L	20508089	20508307	+	31	NA	TTS (FBgn0037005)	-TTS (FBgn0037005)	2166	FBgn0037005	FBgn0037005	FBtr0078208						NA
AkaaF3Heat_REP3.mLb.clN_peak_10324	chr3R	25647900	25648168	+	31	NA	promoter-TSS (FBgn0039350)	-promoter-TSS (FBgn0039350)	-2538	FBgn0267577	FBgn0267577	FBtr0346991						NA
AkaaF3Heat_REP3.mLb.clN_peak_10104	chr3R	23334136	23334917	+	31	NA	promoter-TSS (FBgn0267759)	-promoter-TSS (FBgn0267759)	-723	FBgn0267759	FBgn0267759	FBtr0347323						NA
AkaaF3Heat_REP3.mLb.clN_peak_12909	chrX	14462751	14463459	+	31	NA	TTS (FBgn0052600)	-TTS (FBgn0052600)	16981	FBgn0030569	FBgn0030569	FBtr0073916						NA
AkaaF3Heat_REP3.mLb.clN_peak_12750	chrX	13087372	13087757	+	31	NA	intron (FBgn0010303, intron 1 of 9)	-intron (FBgn0010303, intron 1 of 9)	2870	FBgn0010303	FBgn0010303	FBtr0479993						NA
AkaaF3Heat_REP3.mLb.clN_peak_4332	chr2R	19275508	19275680	+	31	NA	promoter-TSS (FBgn0003254)	-promoter-TSS (FBgn0003254)	-138	FBgn0003254	FBgn0003254	FBtr0330058						NA
AkaaF3Heat_REP3.mLb.clN_peak_11030	chr3R	31715398	31715685	+	31	NA	intron (FBgn0003870, intron 1 of 4)	-intron (FBgn0003870, intron 1 of 4)	6266	FBgn0054046	FBgn0054046	FBtr0308935						NA
AkaaF3Heat_REP3.mLb.clN_peak_8503	chr3R	7977650	7977876	+	31	NA	promoter-TSS (FBgn0037533)	-promoter-TSS (FBgn0037533)	665	FBgn0037533	FBgn0037533	FBtr0479743						NA
AkaaF3Heat_REP3.mLb.clN_peak_5232	chr3L	1092994	1093340	+	31	NA	intron (FBgn0004870, intron 1 of 3)	-intron (FBgn0004870, intron 1 of 3)	7922	FBgn0004870	FBgn0004870	FBtr0333270						NA
AkaaF3Heat_REP3.mLb.clN_peak_8915	chr3R	11982641	11982842	+	31	NA	promoter-TSS (FBgn0037974)	-promoter-TSS (FBgn0037974)	-679	FBgn0037974	FBgn0037974	FBtr0475135						NA
AkaaF3Heat_REP3.mLb.clN_peak_13511	chrX	19605135	19605270	+	31	NA	promoter-TSS (FBgn0031037)	-promoter-TSS (FBgn0031037)	3	FBgn0031037	FBgn0031037	FBtr0345918						NA
AkaaF3Heat_REP3.mLb.clN_peak_4361	chr2R	19462134	19462612	+	31	NA	promoter-TSS (FBgn0260934)	-promoter-TSS (FBgn0260934)	6203	FBgn0260934	FBgn0260934	FBtr0330245						NA
AkaaF3Heat_REP3.mLb.clN_peak_7797	chr3L	22822610	22822833	+	31	NA	intron (FBgn0027339, intron 1 of 5)	-intron (FBgn0027339, intron 2 of 6)	10667	FBgn0027339	FBgn0027339	FBtr0330076						NA
AkaaF3Heat_REP3.mLb.clN_peak_2785	chr2R	7387147	7387538	+	31	NA	promoter-TSS (FBgn0000352)	-promoter-TSS (FBgn0000352)	18	FBgn0033160	FBgn0033160	FBtr0336909						NA
AkaaF3Heat_REP3.mLb.clN_peak_2216	chr2L	21078009	21078163	+	31	NA	intron (FBgn0032911, intron 3 of 8)	-intron (FBgn0032911, intron 3 of 8)	2681	FBgn0032911	FBgn0032911	FBtr0329988						NA
AkaaF3Heat_REP3.mLb.clN_peak_3947	chr2R	16179343	16180253	+	31	NA	intron (FBgn0015754, intron 1 of 7)	-intron (FBgn0015754, intron 1 of 7)	972	FBgn0015754	FBgn0015754	FBtr0087241						NA
AkaaF3Heat_REP3.mLb.clN_peak_10841	chr3R	30191179	30191783	+	31	NA	promoter-TSS (FBgn0039754)	-promoter-TSS (FBgn0039754)	-229	FBgn0039754	FBgn0039754	FBtr0346162						NA
AkaaF3Heat_REP3.mLb.clN_peak_5048	chr2R	24869736	24870080	+	31	NA	promoter-TSS (FBgn0265193)	-promoter-TSS (FBgn0265193)	-200	FBgn0265193	FBgn0265193	FBtr0339096						NA
AkaaF3Heat_REP3.mLb.clN_peak_5864	chr3L	6576985	6577758	+	31	NA	intron (FBgn0263973, intron 2 of 7)	-intron (FBgn0042185, intron 3 of 7)	12108	FBgn0263973	FBgn0263973	FBtr0307514						NA
AkaaF3Heat_REP3.mLb.clN_peak_9857	chr3R	20984189	20984346	+	31	NA	intron (FBgn0013995, intron 1 of 10)	-intron (FBgn0013995, intron 1 of 8)	3669	FBgn0263400	FBgn0263400	FBtr0309177						NA
AkaaF3Heat_REP3.mLb.clN_peak_10226	chr3R	24586259	24586786	+	31	NA	intron (FBgn0263490, intron 1 of 4)	-intron (FBgn0263490, intron 1 of 5)	869	FBgn0263490	FBgn0263490	FBtr0304915						NA
AkaaF3Heat_REP3.mLb.clN_peak_59	chr2L	490618	491001	+	31	NA	promoter-TSS (FBgn0003963)	-promoter-TSS (FBgn0003963)	-1070	FBgn0267991	FBgn0267991	FBtr0347590						NA
AkaaF3Heat_REP3.mLb.clN_peak_5210	chr3L	875565	876061	+	31	NA	intron (FBgn0052479, intron 4 of 9)	-intron (FBgn0052479, intron 4 of 9)	2902	FBgn0052479	FBgn0052479	FBtr0333267						NA
AkaaF3Heat_REP3.mLb.clN_peak_1906	chr2L	18509348	18509543	+	31	NA	promoter-TSS (FBgn0032684)	-promoter-TSS (FBgn0032684)	-115	FBgn0032684	FBgn0032684	FBtr0305619						NA
AkaaF3Heat_REP3.mLb.clN_peak_11401	chrX	1056405	1056801	+	31	NA	intron (FBgn0266005, intron 1 of 1)	-intron (FBgn0266005, intron 1 of 2)	5078	FBgn0040398	FBgn0040398	FBtr0070179						NA
AkaaF3Heat_REP3.mLb.clN_peak_9976	chr3R	22022863	22023500	+	31	NA	promoter-TSS (FBgn0038923)	-promoter-TSS (FBgn0038923)	-107	FBgn0019960	FBgn0019960	FBtr0290271						NA
AkaaF3Heat_REP3.mLb.clN_peak_4717	chr2R	22287401	22287532	+	31	NA	TTS (FBgn0020307)	-TTS (FBgn0020307)	-4251	FBgn0263341	FBgn0263341	FBtr0308773						NA
AkaaF3Heat_REP3.mLb.clN_peak_7011	chr3L	16842422	16842546	+	31	NA	exon (FBgn0036666, exon 1 of 7)	-exon (FBgn0036666, exon 1 of 7)	190	FBgn0036666	FBgn0036666	FBtr0075329						NA
AkaaF3Heat_REP3.mLb.clN_peak_7138	chr3L	17856474	17857508	+	31	NA	promoter-TSS (FBgn0036764)	-promoter-TSS (FBgn0036764)	-197	FBgn0036764	FBgn0036764	FBtr0273277						NA
AkaaF3Heat_REP3.mLb.clN_peak_6348	chr3L	10760612	10761334	+	31	NA	Intergenic	Intergenic	-10952	FBgn0262890	FBgn0262890	FBtr0334743						NA
AkaaF3Heat_REP3.mLb.clN_peak_13130	chrX	16421941	16423270	+	31	NA	promoter-TSS (FBgn0026575)	-promoter-TSS (FBgn0026575)	-226	FBgn0026575	FBgn0026575	FBtr0343571						NA
AkaaF3Heat_REP3.mLb.clN_peak_10649	chr3R	28547254	28547535	+	31	NA	Intergenic	Intergenic	-2577	FBgn0039588	FBgn0039588	FBtr0085293						NA
AkaaF3Heat_REP3.mLb.clN_peak_10659	chr3R	28634457	28634627	+	31	NA	exon (FBgn0039590, exon 1 of 6)	-exon (FBgn0039590, exon 1 of 6)	557	FBgn0039590	FBgn0039590	FBtr0085319						NA
AkaaF3Heat_REP3.mLb.clN_peak_13077	chrX	15849155	15849369	+	31	NA	promoter-TSS (FBgn0014391)	-promoter-TSS (FBgn0014391)	-4	FBgn0014391	FBgn0014391	FBtr0074177						NA
AkaaF3Heat_REP3.mLb.clN_peak_7949	chr3R	2088073	2089112	+	31	NA	intron (FBgn0267431, intron 16 of 21)	-intron (FBgn0267431, intron 16 of 21)	68614	FBgn0058182	FBgn0058182	FBtr0302347						NA
