PeakID (cmd=annotatePeaks.pl AkaaF3Ctrl_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Ctrl_REP2.mLb.clN_peak_9063	chr3L	15588786	15589733	+	82	NA	exon (FBgn0036518, exon 1 of 6)	-exon (FBgn0036518, exon 1 of 6)	399	FBgn0036518	FBgn0036518	FBtr0332093						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1127	chr2L	8416233	8417054	+	82	NA	intron (FBgn0027932, intron 1 of 4)	-intron (FBgn0027932, intron 1 of 5)	-1387	FBgn0032042	FBgn0032042	FBtr0331990						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9291	chr3L	17032015	17032426	+	82	NA	promoter-TSS (FBgn0036690)	-promoter-TSS (FBgn0036690)	-140	FBgn0036690	FBgn0036690	FBtr0290221						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9633	chr3L	19483051	19483248	+	82	NA	TTS (FBgn0036874)	-TTS (FBgn0036874)	3349	FBgn0036874	FBgn0036874	FBtr0074982						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_6715	chr2R	24241777	24243384	+	82	NA	promoter-TSS (FBgn0050418)	-promoter-TSS (FBgn0050418)	-675	FBgn0050418	FBgn0050418	FBtr0072263						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_7060	chr3L	738237	739903	+	82	NA	exon (FBgn0035160, exon 1 of 2)	-exon (FBgn0035160, exon 1 of 2)	-1591	FBgn0264310	FBgn0264310	FBtr0331772						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_13549	chr3R	25982854	25983632	+	82	NA	TTS (FBgn0259146)	-TTS (FBgn0259146)	230	FBgn0015269	FBgn0015269	FBtr0084953						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17697	chrX	19696988	19697725	+	82	NA	intron (FBgn0010341, intron 1 of 2)	-intron (FBgn0010341, intron 1 of 2)	265	FBgn0010341	FBgn0010341	FBtr0309215						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_3490	chr2R	7418562	7419698	+	82	NA	promoter-TSS (FBgn0003460)	-promoter-TSS (FBgn0003460)	-220	FBgn0003460	FBgn0003460	FBtr0088970						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16673	chrX	12784829	12785194	+	82	NA	promoter-TSS (FBgn0052647)	-promoter-TSS (FBgn0052647)	-53	FBgn0052647	FBgn0052647	FBtr0073702						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16036	chrX	8463661	8465371	+	82	NA	promoter-TSS (FBgn0014032)	-promoter-TSS (FBgn0014032)	-78	FBgn0014032	FBgn0014032	FBtr0071241						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_6702	chr2R	24186175	24186998	+	82	NA	promoter-TSS (FBgn0266083)	-promoter-TSS (FBgn0266083)	524	FBgn0261974	FBgn0261974	FBtr0303792						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_2529	chr2L	20787474	20788240	+	82	NA	TTS (FBgn0250785)	-TTS (FBgn0250785)	201	FBgn0032884	FBgn0032884	FBtr0081414						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_3760	chr2R	8683079	8683628	+	82	NA	TTS (FBgn0263120)	-TTS (FBgn0263120)	138	FBgn0011906	FBgn0011906	FBtr0088703						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_14372	chr4	67088	67366	+	82	NA	promoter-TSS (FBgn0017545)	-promoter-TSS (FBgn0017545)	-20	FBgn0017545	FBgn0017545	FBtr0308296						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_13916	chr3R	29229065	29229716	+	82	NA	exon (FBgn0028476, exon 1 of 5)	-exon (FBgn0028476, exon 1 of 5)	229	FBgn0028476	FBgn0028476	FBtr0333818						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17108	chrX	16004984	16005859	+	82	NA	promoter-TSS (FBgn0030721)	-promoter-TSS (FBgn0030721)	391	FBgn0003969	FBgn0003969	FBtr0074143						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10991	chr3R	7130423	7131134	+	82	NA	promoter-TSS (FBgn0051493)	-promoter-TSS (FBgn0051493)	240	FBgn0051491	FBgn0051491	FBtr0081610						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_2891	chr2R	2564094	2565704	+	82	NA	intron (FBgn0058263, intron 1 of 5)	-intron (FBgn0058263, intron 1 of 4)	486	FBgn0058263	FBgn0058263	FBtr0334936						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_4451	chr2R	11988508	11989499	+	82	NA	promoter-TSS (FBgn0033673)	-promoter-TSS (FBgn0033673)	-128	FBgn0033673	FBgn0033673	FBtr0306003						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8089	chr3L	8081729	8082139	+	82	NA	TTS (FBgn0264705)	-TTS (FBgn0264705)	1266	FBgn0264705	FBgn0264705	FBtr0333950						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9600	chr3L	19260181	19260770	+	82	NA	promoter-TSS (FBgn0260857)	-promoter-TSS (FBgn0260857)	204	FBgn0026630	FBgn0026630	FBtr0075020						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8907	chr3L	14360250	14360593	+	82	NA	intron (FBgn0001085, intron 4 of 4)	-intron (FBgn0001085, intron 4 of 4)	9286	FBgn0036421	FBgn0036421	FBtr0333022						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12723	chr3R	20035558	20036165	+	82	NA	TTS (FBgn0040571)	-TTS (FBgn0040571)	195	FBgn0038769	FBgn0038769	FBtr0083839						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12323	chr3R	17385763	17386438	+	82	NA	exon (FBgn0262871, exon 1 of 5)	-exon (FBgn0262871, exon 1 of 5)	209	FBgn0262871	FBgn0262871	FBtr0330037						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_11468	chr3R	10356059	10356662	+	82	NA	intron (FBgn0015396, intron 1 of 2)	-intron (FBgn0015396, intron 1 of 2)	6178	FBgn0015396	FBgn0015396	FBtr0082237						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_15931	chrX	7696720	7697569	+	82	NA	promoter-TSS (FBgn0029504)	-promoter-TSS (FBgn0029504)	-2226	FBgn0029504	FBgn0029504	FBtr0310287						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17187	chrX	16586064	16587291	+	82	NA	promoter-TSS (FBgn0267912)	-promoter-TSS (FBgn0267912)	-1196	FBgn0030759	FBgn0030759	FBtr0074282						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_13647	chr3R	26797830	26798452	+	82	NA	promoter-TSS (FBgn0262473)	-promoter-TSS (FBgn0262473)	-900	FBgn0262473	FBgn0262473	FBtr0330154						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_969	chr2L	7423509	7423817	+	82	NA	promoter-TSS (FBgn0264439)	-promoter-TSS (FBgn0264439)	-157	FBgn0264439	FBgn0264439	FBtr0332525						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_11537	chr3R	11172620	11173093	+	82	NA	promoter-TSS (FBgn0026315)	-promoter-TSS (FBgn0026315)	-192	FBgn0026315	FBgn0026315	FBtr0082374						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8037	chr3L	7809535	7810025	+	82	NA	promoter-TSS (FBgn0052369)	-promoter-TSS (FBgn0052369)	45	FBgn0052369	FBgn0052369	FBtr0304992						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_5382	chr2R	16689160	16689929	+	82	NA	intron (FBgn0050463, intron 5 of 10)	-intron (FBgn0050463, intron 6 of 11)	-1478	FBgn0013763	FBgn0013763	FBtr0340066						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9899	chr3L	21130941	21131666	+	82	NA	promoter-TSS (FBgn0037050)	-promoter-TSS (FBgn0037050)	-416	FBgn0037050	FBgn0037050	FBtr0305500						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8732	chr3L	12749785	12750161	+	81	NA	promoter-TSS (FBgn0036305)	-promoter-TSS (FBgn0036305)	-134	FBgn0010235	FBgn0010235	FBtr0075951						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9101	chr3L	15967846	15968454	+	81	NA	promoter-TSS (FBgn0036549)	-promoter-TSS (FBgn0036549)	-54	FBgn0036549	FBgn0036549	FBtr0075512						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_882	chr2L	6722821	6723408	+	81	NA	promoter-TSS (FBgn0046704)	-promoter-TSS (FBgn0046704)	-184	FBgn0025777	FBgn0025777	FBtr0332330						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9726	chr3L	20140616	20140985	+	81	NA	promoter-TSS (FBgn0036942)	-promoter-TSS (FBgn0036942)	-193	FBgn0036942	FBgn0036942	FBtr0074864						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1792	chr2L	14020742	14020929	+	81	NA	promoter-TSS (FBgn0001967)	-promoter-TSS (FBgn0001967)	-627	FBgn0001967	FBgn0001967	FBtr0290243						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_7602	chr3L	4232185	4232628	+	81	NA	intron (FBgn0001257, intron 1 of 2)	-intron (FBgn0001257, intron 1 of 2)	-5104	FBgn0001257	FBgn0001257	FBtr0073248						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_4277	chr2R	11180826	11181195	+	81	NA	intron (FBgn0003396, intron 1 of 7)	-intron (FBgn0003396, intron 1 of 7)	7207	FBgn0003396	FBgn0003396	FBtr0330620						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_3334	chr2R	6714974	6716590	+	81	NA	TTS (FBgn0033096)	-TTS (FBgn0033096)	1925	FBgn0033096	FBgn0033096	FBtr0086139						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10262	chr3L	23125877	23126262	+	81	NA	promoter-TSS (FBgn0053217)	-promoter-TSS (FBgn0053217)	44	FBgn0053217	FBgn0053217	FBtr0070045						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_7898	chr3L	6844953	6845644	+	81	NA	Intergenic	Intergenic	21141	FBgn0266590	FBgn0266590	FBtr0344812						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_13709	chr3R	27263481	27264147	+	81	NA	TTS (FBgn0039503)	-TTS (FBgn0039503)	241	FBgn0010328	FBgn0010328	FBtr0334731						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_644	chr2L	5092913	5094195	+	81	NA	promoter-TSS (FBgn0031682)	-promoter-TSS (FBgn0031682)	38	FBgn0031681	FBgn0031681	FBtr0111024						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9358	chr3L	17563523	17564117	+	81	NA	intron (FBgn0000567, intron 7 of 7)	-intron (FBgn0000567, intron 7 of 7)	2342	FBgn0086080	FBgn0086080	FBtr0114356						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16304	chrX	10264933	10266480	+	81	NA	promoter-TSS (FBgn0040942)	-promoter-TSS (FBgn0040942)	-443	FBgn0040942	FBgn0040942	FBtr0071481						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8030	chr3L	7772202	7772614	+	81	NA	intron (FBgn0023076, intron 1 of 7)	-intron (FBgn0023076, intron 1 of 7)	-4056	FBgn0052371	FBgn0052371	FBtr0076788						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12819	chr3R	20783659	20785038	+	81	NA	intron (FBgn0038826, intron 1 of 12)	-intron (FBgn0038826, intron 2 of 11)	-5638	FBgn0038826	FBgn0038826	FBtr0334713						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10947	chr3R	6821118	6821223	+	81	NA	promoter-TSS (FBgn0026164)	-promoter-TSS (FBgn0026164)	-30	FBgn0026163	FBgn0026163	FBtr0081661						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_14225	chr3R	31404559	31405833	+	81	NA	promoter-TSS (FBgn0261988)	-promoter-TSS (FBgn0261988)	-49	FBgn0261988	FBgn0261988	FBtr0085788						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_6848	chr2R	24869736	24870085	+	81	NA	promoter-TSS (FBgn0265193)	-promoter-TSS (FBgn0265193)	-198	FBgn0265193	FBgn0265193	FBtr0339096						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17473	chrX	18478951	18480344	+	81	NA	promoter-TSS (FBgn0052547)	-promoter-TSS (FBgn0052547)	-160	FBgn0052547	FBgn0052547	FBtr0332378						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1846	chr2L	14495695	14495919	+	81	NA	promoter-TSS (FBgn0028882)	-promoter-TSS (FBgn0028882)	-71	FBgn0028882	FBgn0028882	FBtr0080644						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1369	chr2L	10204030	10204341	+	81	NA	TTS (FBgn0032191)	-TTS (FBgn0032191)	132	FBgn0085188	FBgn0085188	FBtr0112350						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_5281	chr2R	16159949	16160883	+	81	NA	intron (FBgn0034083, intron 1 of 8)	-intron (FBgn0034083, intron 1 of 8)	-1622	FBgn0034082	FBgn0034082	FBtr0087250						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17763	chrX	20235282	20237391	+	81	NA	promoter-TSS (FBgn0003654)	-promoter-TSS (FBgn0003654)	-138	FBgn0003654	FBgn0003654	FBtr0089401						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16937	chrX	14824859	14826253	+	81	NA	intron (FBgn0003301, intron 1 of 16)	-intron (FBgn0003301, intron 1 of 17)	517	FBgn0003301	FBgn0003301	FBtr0340467						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17510	chrX	18692746	18693411	+	81	NA	promoter-TSS (FBgn0010383)	-promoter-TSS (FBgn0010383)	-36	FBgn0010383	FBgn0010383	FBtr0074610						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10685	chr3R	5367576	5368572	+	81	NA	promoter-TSS (FBgn0264912)	-promoter-TSS (FBgn0264912)	-407	FBgn0264912	FBgn0264912	FBtr0335001						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_7937	chr3L	7125107	7125634	+	81	NA	promoter-TSS (FBgn0035741)	-promoter-TSS (FBgn0035741)	163	FBgn0002775	FBgn0002775	FBtr0076926						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_11224	chr3R	8814091	8814505	+	81	NA	promoter-TSS (FBgn0037635)	-promoter-TSS (FBgn0037635)	-4487	FBgn0037635	FBgn0037635	FBtr0309098						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16782	chrX	13633975	13635237	+	81	NA	intron (FBgn0030505, intron 1 of 9)	-intron (FBgn0030505, intron 1 of 9)	-7569	FBgn0030505	FBgn0030505	FBtr0301449						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_5489	chr2R	17394469	17394918	+	81	NA	promoter-TSS (FBgn0010620)	-promoter-TSS (FBgn0010620)	100	FBgn0010620	FBgn0010620	FBtr0086909						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_3605	chr2R	8024272	8024766	+	81	NA	exon (FBgn0266805, exon 1 of 1)	-exon (FBgn0266805, exon 1 of 1)	4914	FBgn0263970	FBgn0263970	FBtr0329886						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_4123	chr2R	10477768	10478679	+	81	NA	TTS (FBgn0033528)	-TTS (FBgn0033528)	180	FBgn0266627	FBgn0266627	FBtr0345623						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_11520	chr3R	10888719	10888849	+	81	NA	TTS (FBgn0037855)	-TTS (FBgn0037855)	497	FBgn0042094	FBgn0042094	FBtr0339378						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_13265	chr3R	23781360	23782718	+	81	NA	promoter-TSS (FBgn0039120)	-promoter-TSS (FBgn0039120)	274	FBgn0015513	FBgn0015513	FBtr0304729						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10350	chr3L	27068591	27069605	+	81	NA	Intergenic	Intergenic	14808	FBgn0063670	FBgn0063670	FBtr0333872						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_13382	chr3R	24651085	24651502	+	81	NA	promoter-TSS (FBgn0000139)	-promoter-TSS (FBgn0000139)	113	FBgn0000139	FBgn0000139	FBtr0306171						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10320	chr3L	25120602	25120839	+	81	NA	promoter-TSS (FBgn0260008)	-promoter-TSS (FBgn0260008)	-29	FBgn0260008	FBgn0260008	FBtr0343636						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_5530	chr2R	17616577	17617723	+	80	NA	TTS (FBgn0082922)	-TTS (FBgn0082922)	394	FBgn0082922	FBgn0082922	FBtr0113512						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16326	chrX	10365822	10366380	+	80	NA	TTS (FBgn0052679)	-TTS (FBgn0052679)	172	FBgn0028331	FBgn0028331	FBtr0481644						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_2991	chr2R	4728800	4729175	+	80	NA	promoter-TSS (FBgn0026401)	-promoter-TSS (FBgn0026401)	30	FBgn0026401	FBgn0026401	FBtr0301454						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17715	chrX	19782828	19783811	+	80	NA	promoter-TSS (FBgn0259789)	-promoter-TSS (FBgn0259789)	-176	FBgn0259789	FBgn0259789	FBtr0344733						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9116	chr3L	16051881	16052949	+	80	NA	intron (FBgn0005536, intron 1 of 19)	-intron (FBgn0005536, intron 1 of 15)	456	FBgn0005536	FBgn0005536	FBtr0475269						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9658	chr3L	19663456	19664019	+	80	NA	promoter-TSS (FBgn0036899)	-promoter-TSS (FBgn0036899)	367	FBgn0036899	FBgn0036899	FBtr0331861						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_143	chr2L	825617	826641	+	80	NA	promoter-TSS (FBgn0031286)	-promoter-TSS (FBgn0031286)	160	FBgn0010583	FBgn0010583	FBtr0078015						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_4139	chr2R	10540479	10540748	+	80	NA	promoter-TSS (FBgn0266628)	-promoter-TSS (FBgn0266628)	-982	FBgn0266628	FBgn0266628	FBtr0344916						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_6917	chr2R	25262584	25262876	+	80	NA	Intergenic	Intergenic	10803	FBgn0050428	FBgn0050428	FBtr0343515						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8115	chr3L	8299216	8300410	+	80	NA	promoter-TSS (FBgn0035867)	-promoter-TSS (FBgn0035867)	26	FBgn0035866	FBgn0035866	FBtr0076715						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_84	chr2L	470279	471573	+	80	NA	intron (FBgn0031258, intron 1 of 1)	-intron (FBgn0031258, intron 1 of 1)	629	FBgn0031258	FBgn0031258	FBtr0310034						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10662	chr3R	5231524	5232738	+	80	NA	promoter-TSS (FBgn0037301)	-promoter-TSS (FBgn0037301)	78	FBgn0040208	FBgn0040208	FBtr0334909						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17016	chrX	15323260	15323799	+	80	NA	promoter-TSS (FBgn0004924)	-promoter-TSS (FBgn0004924)	-62	FBgn0004924	FBgn0004924	FBtr0340434						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_16083	chrX	8806654	8806958	+	80	NA	Intergenic	Intergenic	-21453	FBgn0026411	FBgn0026411	FBtr0071279						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_13921	chr3R	29255280	29257377	+	80	NA	promoter-TSS (FBgn0003525)	-promoter-TSS (FBgn0003525)	-157	FBgn0267104	FBgn0267104	FBtr0346198						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_15007	chrX	1861522	1862131	+	80	NA	promoter-TSS (FBgn0028969)	-promoter-TSS (FBgn0028969)	-36	FBgn0028969	FBgn0028969	FBtr0301926						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12086	chr3R	15408294	15408811	+	80	NA	promoter-TSS (FBgn0041188)	-promoter-TSS (FBgn0041188)	-1482	FBgn0038337	FBgn0038337	FBtr0346109						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_6426	chr2R	22688873	22689153	+	80	NA	promoter-TSS (FBgn0020257)	-promoter-TSS (FBgn0020257)	-26	FBgn0020257	FBgn0020257	FBtr0343014						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_11143	chr3R	8269691	8270183	+	80	NA	promoter-TSS (FBgn0037561)	-promoter-TSS (FBgn0037561)	-41	FBgn0037561	FBgn0037561	FBtr0081866						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8081	chr3L	8058284	8058845	+	80	NA	TTS (FBgn0267528)	-TTS (FBgn0267528)	1063	FBgn0267528	FBgn0267528	FBtr0346916						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12452	chr3R	18298259	18299649	+	80	NA	promoter-TSS (FBgn0024432)	-promoter-TSS (FBgn0024432)	-275	FBgn0024432	FBgn0024432	FBtr0083575						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8000	chr3L	7612748	7613416	+	80	NA	intron (FBgn0035802, intron 1 of 14)	-intron (FBgn0035802, intron 1 of 14)	15852	FBgn0035802	FBgn0035802	FBtr0334064						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_7820	chr3L	6217984	6218868	+	80	NA	promoter-TSS (FBgn0002526)	-promoter-TSS (FBgn0002526)	-404	FBgn0002526	FBgn0002526	FBtr0077014						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_5939	chr2R	20012938	20013383	+	80	NA	Intergenic	Intergenic	-1335	FBgn0265840	FBgn0265840	FBtr0342682						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12478	chr3R	18450268	18450497	+	80	NA	promoter-TSS (FBgn0004652)	-promoter-TSS (FBgn0004652)	-37508	FBgn0051122	FBgn0051122	FBtr0474142						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1172	chr2L	8701114	8701396	+	80	NA	intron (FBgn0004914, intron 2 of 7)	-intron (FBgn0004914, intron 2 of 7)	-2220	FBgn0266327	FBgn0266327	FBtr0344058						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1764	chr2L	13779755	13780885	+	80	NA	promoter-TSS (FBgn0024846)	-promoter-TSS (FBgn0024846)	-155	FBgn0028540	FBgn0028540	FBtr0346632						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_7207	chr3L	1576574	1576701	+	80	NA	promoter-TSS (FBgn0035237)	-promoter-TSS (FBgn0035237)	7456	FBgn0035236	FBgn0035236	FBtr0345367						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_17087	chrX	15843948	15844647	+	80	NA	promoter-TSS (FBgn0030699)	-promoter-TSS (FBgn0030699)	-152	FBgn0027093	FBgn0027093	FBtr0074178						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1027	chr2L	7821472	7821790	+	80	NA	promoter-TSS (FBgn0027515)	-promoter-TSS (FBgn0027515)	96	FBgn0027515	FBgn0027515	FBtr0331236						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1444	chr2L	10767684	10768051	+	80	NA	promoter-TSS (FBgn0015320)	-promoter-TSS (FBgn0015320)	139	FBgn0015320	FBgn0015320	FBtr0345437						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_12494	chr3R	18585506	18585776	+	80	NA	promoter-TSS (FBgn0023083)	-promoter-TSS (FBgn0023083)	1168	FBgn0038627	FBgn0038627	FBtr0344291						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_4391	chr2R	11710285	11710490	+	80	NA	Intergenic	Intergenic	-1876	FBgn0033649	FBgn0033649	FBtr0113070						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_13171	chr3R	23156785	23157882	+	80	NA	TTS (FBgn0039058)	-TTS (FBgn0039058)	529	FBgn0004395	FBgn0004395	FBtr0347570						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_7625	chr3L	4363614	4364576	+	80	NA	promoter-TSS (FBgn0035534)	-promoter-TSS (FBgn0035534)	7	FBgn0035533	FBgn0035533	FBtr0333571						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_1882	chr2L	14664265	14665289	+	80	NA	intron (FBgn0003016, intron 1 of 11)	-intron (FBgn0003016, intron 1 of 10)	24563	FBgn0003016	FBgn0003016	FBtr0301496						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8035	chr3L	7804724	7805681	+	80	NA	promoter-TSS (FBgn0052369)	-promoter-TSS (FBgn0052369)	4623	FBgn0052369	FBgn0052369	FBtr0304992						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10398	chr3R	143128	143530	+	80	NA	Intergenic	Intergenic	-423747	FBgn0267431	FBgn0267431	FBtr0392909						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_13105	chr3R	22633029	22633364	+	80	NA	promoter-TSS (FBgn0020278)	-promoter-TSS (FBgn0020278)	3260	FBgn0020278	FBgn0020278	FBtr0084273						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_3523	chr2R	7586608	7587492	+	80	NA	promoter-TSS (FBgn0004133)	-promoter-TSS (FBgn0004133)	-1565	FBgn0004133	FBgn0004133	FBtr0088952						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_9495	chr3L	18621200	18622155	+	80	NA	exon (FBgn0013717, exon 1 of 5)	-exon (FBgn0013717, exon 1 of 5)	452	FBgn0013717	FBgn0013717	FBtr0481736						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_5573	chr2R	17852315	17852537	+	80	NA	promoter-TSS (FBgn0050323)	-promoter-TSS (FBgn0050323)	-869	FBgn0050323	FBgn0050323	FBtr0336700						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_10259	chr3L	23113995	23114516	+	80	NA	Intergenic	Intergenic	-11770	FBgn0053217	FBgn0053217	FBtr0070045						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_2361	chr2L	19576053	19576652	+	80	NA	promoter-TSS (FBgn0005672)	-promoter-TSS (FBgn0005672)	-765	FBgn0005672	FBgn0005672	FBtr0081268						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_7885	chr3L	6742121	6743837	+	79	NA	promoter-TSS (FBgn0261934)	-promoter-TSS (FBgn0261934)	185	FBgn0261934	FBgn0261934	FBtr0333047						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_6258	chr2R	21733632	21734461	+	79	NA	Intergenic	Intergenic	-5851	FBgn0265963	FBgn0265963	FBtr0346710						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_5559	chr2R	17792539	17792933	+	79	NA	promoter-TSS (FBgn0028743)	-promoter-TSS (FBgn0028743)	-134	FBgn0028743	FBgn0028743	FBtr0340279						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_2039	chr2L	16587903	16588242	+	79	NA	intron (FBgn0259735, intron 2 of 4)	-intron (FBgn0259735, intron 2 of 4)	-13755	FBgn0259735	FBgn0259735	FBtr0335497						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_5613	chr2R	18140676	18142064	+	79	NA	promoter-TSS (FBgn0265297)	-promoter-TSS (FBgn0265297)	-5	FBgn0265297	FBgn0265297	FBtr0086740						NA
AkaaF3Ctrl_REP2.mLb.clN_peak_8685	chr3L	12407185	12407606	+	79	NA	intron (FBgn0052103, intron 5 of 7)	-intron (FBgn0052103, intron 5 of 7)	-5460	FBgn0036282	FBgn0036282	FBtr0075985						NA
