PeakID (cmd=annotatePeaks.pl AkaaF6Ctrl_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6Ctrl_REP1.mLb.clN_peak_10632	chr3R	17667937	17668222	+	85	NA	promoter-TSS (FBgn0051576)	-promoter-TSS (FBgn0051576)	-108	FBgn0051576	FBgn0051576	FBtr0083477						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1881	chr2L	18314024	18314591	+	85	NA	promoter-TSS (FBgn0265682)	-promoter-TSS (FBgn0265682)	-256	FBgn0265682	FBgn0265682	FBtr0340582						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12974	chrX	1559980	1560280	+	85	NA	intron (FBgn0025390, intron 4 of 8)	-intron (FBgn0025390, intron 3 of 7)	-1730	FBgn0065095	FBgn0065095	FBtr0091687						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3998	chr2R	12651501	12653327	+	85	NA	promoter-TSS (FBgn0033762)	-promoter-TSS (FBgn0033762)	73	FBgn0033761	FBgn0033761	FBtr0087880						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11528	chr3R	25122060	25124113	+	85	NA	promoter-TSS (FBgn0046214)	-promoter-TSS (FBgn0046214)	-166	FBgn0051108	FBgn0051108	FBtr0339247						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1875	chr2L	18137713	18138134	+	85	NA	TTS (FBgn0041184)	-TTS (FBgn0041184)	160	FBgn0001301	FBgn0001301	FBtr0081043						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10795	chr3R	19165595	19166388	+	85	NA	intron (FBgn0010768, intron 1 of 2)	-intron (FBgn0010768, intron 1 of 2)	1780	FBgn0010768	FBgn0010768	FBtr0083733						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12643	chr4	1146210	1146713	+	85	NA	promoter-TSS (FBgn0052017)	-promoter-TSS (FBgn0052017)	-1005	FBgn0039925	FBgn0039925	FBtr0089196						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3578	chr2R	10432453	10432711	+	85	NA	intron (FBgn0262114, intron 2 of 11)	-intron (FBgn0262114, intron 2 of 11)	2874	FBgn0262114	FBgn0262114	FBtr0346961						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12968	chrX	1512846	1513480	+	85	NA	promoter-TSS (FBgn0025394)	-promoter-TSS (FBgn0025394)	-360	FBgn0025393	FBgn0025393	FBtr0070285						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8477	chr3L	21303286	21305681	+	85	NA	promoter-TSS (FBgn0037071)	-promoter-TSS (FBgn0037071)	-16	FBgn0037070	FBgn0037070	FBtr0321282						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6557	chr3L	3941995	3942911	+	85	NA	promoter-TSS (FBgn0035477)	-promoter-TSS (FBgn0035477)	12	FBgn0027552	FBgn0027552	FBtr0073171						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11108	chr3R	21630327	21630789	+	85	NA	intron (FBgn0011766, intron 2 of 7)	-intron (FBgn0011766, intron 2 of 7)	-2147	FBgn0267722	FBgn0267722	FBtr0347262						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9233	chr3R	5861055	5862494	+	85	NA	promoter-TSS (FBgn0037391)	-promoter-TSS (FBgn0037391)	-477	FBgn0037391	FBgn0037391	FBtr0078662						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10653	chr3R	17810441	17811922	+	85	NA	promoter-TSS (FBgn0038552)	-promoter-TSS (FBgn0038552)	-47	FBgn0038552	FBgn0038552	FBtr0083523						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2557	chr2R	4545878	4547602	+	85	NA	promoter-TSS (FBgn0046692)	-promoter-TSS (FBgn0046692)	49	FBgn0046692	FBgn0046692	FBtr0111111						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1	chr2L	5615	5953	+	85	NA	Intergenic	Intergenic	-1745	FBgn0031208	FBgn0031208	FBtr0475186						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15413	chrX	19389452	19391210	+	85	NA	intron (FBgn0031016, intron 3 of 7)	-intron (FBgn0031016, intron 2 of 5)	37150	FBgn0031016	FBgn0031016	FBtr0309224						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5018	chr2R	18854931	18855736	+	85	NA	promoter-TSS (FBgn0010053)	-promoter-TSS (FBgn0010053)	-246	FBgn0010053	FBgn0010053	FBtr0086625						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12035	chr3R	29875674	29877392	+	85	NA	promoter-TSS (FBgn0051038)	-promoter-TSS (FBgn0051038)	-526	FBgn0051038	FBgn0051038	FBtr0481731						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2423	chr2L	22924708	22925875	+	85	NA	exon (FBgn0002566, exon 2 of 11)	-exon (FBgn0002566, exon 2 of 11)	496	FBgn0002566	FBgn0002566	FBtr0344082						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2769	chr2R	6168376	6169935	+	85	NA	promoter-TSS (FBgn0011956)	-promoter-TSS (FBgn0011956)	-452	FBgn0011956	FBgn0011956	FBtr0085985						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2286	chr2L	21307958	21308579	+	85	NA	intron (FBgn0032940, intron 2 of 11)	-intron (FBgn0032940, intron 2 of 11)	1782	FBgn0032940	FBgn0032940	FBtr0301463						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8306	chr3L	20028590	20029449	+	85	NA	promoter-TSS (FBgn0036932)	-promoter-TSS (FBgn0036932)	1	FBgn0036932	FBgn0036932	FBtr0302366						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14371	chrX	11807083	11807674	+	85	NA	promoter-TSS (FBgn0001218)	-promoter-TSS (FBgn0001218)	-2257	FBgn0001218	FBgn0001218	FBtr0073608						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7490	chr3L	12734398	12735707	+	85	NA	promoter-TSS (FBgn0261933)	-promoter-TSS (FBgn0261933)	107	FBgn0014007	FBgn0014007	FBtr0075914						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6918	chr3L	8063808	8064227	+	85	NA	exon (FBgn0262579, exon 1 of 12)	-exon (FBgn0262579, exon 1 of 12)	1708	FBgn0052361	FBgn0052361	FBtr0076741						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12501	chr4	570067	571085	+	85	NA	intron (FBgn0039909, intron 2 of 6)	-intron (FBgn0039909, intron 1 of 5)	978	FBgn0039909	FBgn0039909	FBtr0333676						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9456	chr3R	7530287	7531325	+	85	NA	promoter-TSS (FBgn0003885)	-promoter-TSS (FBgn0003885)	53	FBgn0003885	FBgn0003885	FBtr0081538						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13715	chrX	6770776	6771825	+	85	NA	promoter-TSS (FBgn0029502)	-promoter-TSS (FBgn0029502)	75	FBgn0029502	FBgn0029502	FBtr0070963						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11644	chr3R	26051942	26052859	+	85	NA	promoter-TSS (FBgn0039402)	-promoter-TSS (FBgn0039402)	-143	FBgn0266668	FBgn0266668	FBtr0084978						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8346	chr3L	20375042	20376955	+	85	NA	promoter-TSS (FBgn0036980)	-promoter-TSS (FBgn0036980)	-102	FBgn0001247	FBgn0001247	FBtr0273273						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12311	chr3R	31776511	31778483	+	85	NA	promoter-TSS (FBgn0039876)	-promoter-TSS (FBgn0039876)	477	FBgn0005632	FBgn0005632	FBtr0307550						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14172	chrX	10329422	10329964	+	85	NA	TTS (FBgn0030189)	-TTS (FBgn0030189)	179	FBgn0011770	FBgn0011770	FBtr0071472						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_661	chr2L	5519674	5520712	+	85	NA	promoter-TSS (FBgn0000318)	-promoter-TSS (FBgn0000318)	58	FBgn0000318	FBgn0000318	FBtr0329968						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_87	chr2L	452047	453734	+	85	NA	promoter-TSS (FBgn0031256)	-promoter-TSS (FBgn0031256)	134	FBgn0015924	FBgn0015924	FBtr0078088						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_409	chr2L	3124247	3125186	+	85	NA	exon (FBgn0015600, exon 3 of 11)	-exon (FBgn0015600, exon 3 of 11)	-3919	FBgn0031504	FBgn0031504	FBtr0077661						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15149	chrX	17722318	17723248	+	85	NA	promoter-TSS (FBgn0261570)	-promoter-TSS (FBgn0261570)	-13130	FBgn0030864	FBgn0030864	FBtr0074475						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14754	chrX	14947507	14947696	+	85	NA	intron (FBgn0027601, intron 3 of 6)	-intron (FBgn0027601, intron 1 of 4)	5931	FBgn0027601	FBgn0027601	FBtr0343521						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6768	chr3L	6488145	6489040	+	85	NA	promoter-TSS (FBgn0035702)	-promoter-TSS (FBgn0035702)	-89	FBgn0035703	FBgn0035703	FBtr0303036						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5536	chr2R	22374944	22375488	+	85	NA	promoter-TSS (FBgn0265980)	-promoter-TSS (FBgn0265980)	126	FBgn0034722	FBgn0034722	FBtr0342988						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1914	chr2L	18561338	18563474	+	85	NA	intron (FBgn0085370, intron 1 of 17)	-intron (FBgn0085370, intron 1 of 16)	27936	FBgn0085370	FBgn0085370	FBtr0343831						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13863	chrX	7899769	7902735	+	85	NA	promoter-TSS (FBgn0010292)	-promoter-TSS (FBgn0010292)	-49	FBgn0082924	FBgn0082924	FBtr0113562						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1737	chr2L	15910914	15914074	+	85	NA	promoter-TSS (FBgn0266162)	-promoter-TSS (FBgn0266162)	-64	FBgn0266162	FBgn0266162	FBtr0343724						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5063	chr2R	19228892	19230203	+	84	NA	TTS (FBgn0034422)	-TTS (FBgn0034422)	484	FBgn0010434	FBgn0010434	FBtr0340469						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7612	chr3L	14071760	14072603	+	84	NA	TTS (FBgn0267795)	-TTS (FBgn0267795)	289	FBgn0013563	FBgn0013563	FBtr0075777						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12787	chrX	619339	620469	+	84	NA	promoter-TSS (FBgn0025633)	-promoter-TSS (FBgn0025633)	291	FBgn0025633	FBgn0025633	FBtr0339434						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2998	chr2R	7386767	7387800	+	84	NA	promoter-TSS (FBgn0033160)	-promoter-TSS (FBgn0033160)	-41	FBgn0033160	FBgn0033160	FBtr0336909						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9615	chr3R	8845734	8847809	+	84	NA	promoter-TSS (FBgn0262614)	-promoter-TSS (FBgn0262614)	-15109	FBgn0011966	FBgn0011966	FBtr0081923						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10993	chr3R	20850404	20853374	+	84	NA	TTS (FBgn0038834)	-TTS (FBgn0038834)	1373	FBgn0038834	FBgn0038834	FBtr0346148						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11551	chr3R	25265264	25266118	+	84	NA	promoter-TSS (FBgn0039306)	-promoter-TSS (FBgn0039306)	30	FBgn0027090	FBgn0027090	FBtr0084866						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_152	chr2L	870456	871809	+	84	NA	promoter-TSS (FBgn0053526)	-promoter-TSS (FBgn0053526)	667	FBgn0053526	FBgn0053526	FBtr0332000						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7899	chr3L	16602224	16603471	+	84	NA	promoter-TSS (FBgn0042177)	-promoter-TSS (FBgn0042177)	-4	FBgn0042177	FBgn0042177	FBtr0481626						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1211	chr2L	9966774	9968589	+	84	NA	promoter-TSS (FBgn0015664)	-promoter-TSS (FBgn0015664)	351	FBgn0011272	FBgn0011272	FBtr0310482						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9133	chr3R	5281048	5281477	+	84	NA	promoter-TSS (FBgn0013576)	-promoter-TSS (FBgn0013576)	-3427	FBgn0051538	FBgn0051538	FBtr0078819						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11844	chr3R	28339545	28340783	+	84	NA	promoter-TSS (FBgn0039581)	-promoter-TSS (FBgn0039581)	-170	FBgn0039581	FBgn0039581	FBtr0300346						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1231	chr2L	10220026	10221924	+	84	NA	promoter-TSS (FBgn0250843)	-promoter-TSS (FBgn0250843)	-23	FBgn0024320	FBgn0024320	FBtr0343609						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13853	chrX	7734239	7736106	+	84	NA	promoter-TSS (FBgn0029958)	-promoter-TSS (FBgn0029958)	249	FBgn0029959	FBgn0029959	FBtr0307272						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8255	chr3L	19649507	19650973	+	84	NA	promoter-TSS (FBgn0022774)	-promoter-TSS (FBgn0022774)	-389	FBgn0022774	FBgn0022774	FBtr0074961						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7277	chr3L	11069655	11071093	+	84	NA	promoter-TSS (FBgn0263241)	-promoter-TSS (FBgn0263241)	-152	FBgn0263241	FBgn0263241	FBtr0076205						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2428	chr2L	23066673	23069368	+	84	NA	promoter-TSS (FBgn0262887)	-promoter-TSS (FBgn0262887)	171	FBgn0086683	FBgn0086683	FBtr0111239						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10198	chr3R	14024004	14026616	+	84	NA	intron (FBgn0264493, intron 1 of 8)	-intron (FBgn0264493, intron 2 of 8)	-3918	FBgn0038194	FBgn0038194	FBtr0089766						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10561	chr3R	16847294	16847559	+	84	NA	intron (FBgn0288835, intron 5 of 7)	-intron (FBgn0264857, intron 4 of 6)	-2812	FBgn0020546	FBgn0020546	FBtr0345273						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9816	chr3R	10263983	10266147	+	84	NA	intron (FBgn0262617, intron 1 of 14)	-intron (FBgn0262617, intron 1 of 11)	2942	FBgn0040078	FBgn0040078	FBtr0082226						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11084	chr3R	21482018	21483355	+	84	NA	exon (FBgn0038889, exon 2 of 6)	-exon (FBgn0038889, exon 2 of 6)	361	FBgn0038889	FBgn0038889	FBtr0334662						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4861	chr2R	17739223	17740540	+	84	NA	promoter-TSS (FBgn0034271)	-promoter-TSS (FBgn0034271)	-20	FBgn0034271	FBgn0034271	FBtr0086864						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5782	chr2R	23939594	23941572	+	84	NA	promoter-TSS (FBgn0034933)	-promoter-TSS (FBgn0034933)	173	FBgn0023477	FBgn0023477	FBtr0072141						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3870	chr2R	11885203	11885778	+	84	NA	promoter-TSS (FBgn0260932)	-promoter-TSS (FBgn0260932)	95	FBgn0033661	FBgn0033661	FBtr0310323						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10484	chr3R	16241128	16241649	+	84	NA	intron (FBgn0040071, intron 1 of 1)	-intron (FBgn0040071, intron 1 of 1)	-1428	FBgn0040071	FBgn0040071	FBtr0083258						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3554	chr2R	10308959	10310300	+	84	NA	promoter-TSS (FBgn0033507)	-promoter-TSS (FBgn0033507)	165	FBgn0028426	FBgn0028426	FBtr0088360						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11244	chr3R	22726157	22727811	+	84	NA	promoter-TSS (FBgn0039013)	-promoter-TSS (FBgn0039013)	-8	FBgn0266409	FBgn0266409	FBtr0344361						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14551	chrX	13287916	13288415	+	84	NA	TTS (FBgn0030465)	-TTS (FBgn0030465)	114	FBgn0030466	FBgn0030466	FBtr0073756						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3192	chr2R	8396701	8397328	+	84	NA	TTS (FBgn0261588)	-TTS (FBgn0261588)	14753	FBgn0033289	FBgn0033289	FBtr0290124						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9266	chr3R	6149730	6149957	+	84	NA	TTS (FBgn0051559)	-TTS (FBgn0051559)	7392	FBgn0051559	FBgn0051559	FBtr0078616						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10599	chr3R	17148879	17149880	+	84	NA	promoter-TSS (FBgn0264291)	-promoter-TSS (FBgn0264291)	33	FBgn0038488	FBgn0038488	FBtr0337043						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1150	chr2L	9497284	9497730	+	84	NA	intron (FBgn0032120, intron 2 of 15)	-intron (FBgn0032120, intron 1 of 14)	2033	FBgn0032120	FBgn0032120	FBtr0089853						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10052	chr3R	12477235	12478116	+	84	NA	exon (FBgn0052865, exon 1 of 2)	-exon (FBgn0052865, exon 1 of 2)	592	FBgn0052865	FBgn0052865	FBtr0082678						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4864	chr2R	17760306	17761538	+	84	NA	promoter-TSS (FBgn0027572)	-promoter-TSS (FBgn0027572)	-18	FBgn0027572	FBgn0027572	FBtr0089548						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13463	chrX	4648993	4650263	+	84	NA	promoter-TSS (FBgn0022942)	-promoter-TSS (FBgn0022942)	404	FBgn0025615	FBgn0025615	FBtr0345715						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10285	chr3R	14717293	14718444	+	84	NA	intron (FBgn0262127, intron 1 of 8)	-intron (FBgn0262127, intron 1 of 8)	6393	FBgn0262127	FBgn0262127	FBtr0344383						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_39	chr2L	182695	185043	+	84	NA	exon (FBgn0016977, exon 3 of 11)	-exon (FBgn0016977, exon 3 of 11)	1049	FBgn0016977	FBgn0016977	FBtr0078121						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9548	chr3R	8349192	8350612	+	83	NA	promoter-TSS (FBgn0261108)	-promoter-TSS (FBgn0261108)	87	FBgn0261108	FBgn0261108	FBtr0081843						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1812	chr2L	16719661	16721488	+	83	NA	TTS (FBgn0086907)	-TTS (FBgn0086907)	-1437	FBgn0284248	FBgn0284248	FBtr0344849						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9134	chr3R	5282710	5283862	+	83	NA	promoter-TSS (FBgn0013576)	-promoter-TSS (FBgn0013576)	-5451	FBgn0051538	FBgn0051538	FBtr0078819						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2581	chr2R	4850270	4853373	+	83	NA	Intergenic	Intergenic	22575	FBgn0033000	FBgn0033000	FBtr0345361						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_4372	chr2R	14768489	14769543	+	83	NA	TTS (FBgn0259112)	-TTS (FBgn0259112)	407	FBgn0020767	FBgn0020767	FBtr0329879						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11744	chr3R	26966391	26968194	+	83	NA	promoter-TSS (FBgn0041224)	-promoter-TSS (FBgn0041224)	362	FBgn0039466	FBgn0039466	FBtr0301134						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8546	chr3L	21679483	21680312	+	83	NA	promoter-TSS (FBgn0037117)	-promoter-TSS (FBgn0037117)	-142	FBgn0037116	FBgn0037116	FBtr0078462						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11298	chr3R	23250772	23252472	+	83	NA	promoter-TSS (FBgn0039066)	-promoter-TSS (FBgn0039066)	59	FBgn0039066	FBgn0039066	FBtr0084375						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_8043	chr3L	17855817	17857787	+	83	NA	promoter-TSS (FBgn0036764)	-promoter-TSS (FBgn0036764)	-8	FBgn0036764	FBgn0036764	FBtr0273277						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_3941	chr2R	12337775	12338305	+	83	NA	promoter-TSS (FBgn0033716)	-promoter-TSS (FBgn0033716)	-260	FBgn0033716	FBgn0033716	FBtr0301874						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_13550	chrX	5419725	5422468	+	83	NA	promoter-TSS (FBgn0029763)	-promoter-TSS (FBgn0029763)	-872	FBgn0029763	FBgn0029763	FBtr0340462						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9119	chr3R	5215730	5217544	+	83	NA	intron (FBgn0259212, intron 1 of 16)	-intron (FBgn0259212, intron 1 of 16)	819	FBgn0259212	FBgn0259212	FBtr0299709						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14312	chrX	11426160	11426469	+	83	NA	intron (FBgn0001145, intron 1 of 3)	-intron (FBgn0001145, intron 2 of 4)	2357	FBgn0001145	FBgn0001145	FBtr0343563						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6228	chr3L	1378539	1380607	+	83	NA	promoter-TSS (FBgn0052330)	-promoter-TSS (FBgn0052330)	-361	FBgn0052330	FBgn0052330	FBtr0072682						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6887	chr3L	7854742	7856758	+	83	NA	promoter-TSS (FBgn0016694)	-promoter-TSS (FBgn0016694)	-202	FBgn0016694	FBgn0016694	FBtr0332083						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_11192	chr3R	22367278	22369167	+	83	NA	promoter-TSS (FBgn0038951)	-promoter-TSS (FBgn0038951)	-849	FBgn0038951	FBgn0038951	FBtr0305320						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_296	chr2L	2221612	2222208	+	83	NA	promoter-TSS (FBgn0031401)	-promoter-TSS (FBgn0031401)	-1290	FBgn0031401	FBgn0031401	FBtr0077839						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12384	chr4	42765	43992	+	83	NA	TTS (FBgn0266617)	-TTS (FBgn0266617)	400	FBgn0025740	FBgn0025740	FBtr0308297						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12998	chrX	1695665	1696236	+	83	NA	promoter-TSS (FBgn0023130)	-promoter-TSS (FBgn0023130)	-61	FBgn0023130	FBgn0023130	FBtr0333116						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9193	chr3R	5623237	5624841	+	83	NA	promoter-TSS (FBgn0037351)	-promoter-TSS (FBgn0037351)	86	FBgn0037350	FBgn0037350	FBtr0113194						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12518	chr4	662403	663527	+	83	NA	promoter-TSS (FBgn0024728)	-promoter-TSS (FBgn0024728)	-134	FBgn0287597	FBgn0287597	FBtr0479937						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_5337	chr2R	21181009	21181740	+	83	NA	promoter-TSS (FBgn0053539)	-promoter-TSS (FBgn0053539)	90	FBgn0053539	FBgn0053539	FBtr0100847						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10759	chr3R	18918014	18918885	+	83	NA	exon (FBgn0261113, exon 1 of 5)	-exon (FBgn0261113, exon 1 of 5)	189	FBgn0261113	FBgn0261113	FBtr0334524						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_15373	chrX	19193025	19193915	+	83	NA	promoter-TSS (FBgn0030996)	-promoter-TSS (FBgn0030996)	-22	FBgn0030995	FBgn0030995	FBtr0074696						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_2585	chr2R	5090233	5091684	+	83	NA	promoter-TSS (FBgn0033005)	-promoter-TSS (FBgn0033005)	-46	FBgn0033005	FBgn0033005	FBtr0345009						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7021	chr3L	8740582	8741458	+	83	NA	intron (FBgn0003149, intron 4 of 8)	-intron (FBgn0003149, intron 4 of 8)	-2113	FBgn0003149	FBgn0003149	FBtr0076594						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9244	chr3R	5987388	5988027	+	83	NA	Intergenic	Intergenic	-1520	FBgn0266232	FBgn0266232	FBtr0343895						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_514	chr2L	4282975	4283265	+	83	NA	promoter-TSS (FBgn0010473)	-promoter-TSS (FBgn0010473)	-28	FBgn0010473	FBgn0010473	FBtr0333484						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6889	chr3L	7863346	7864361	+	83	NA	intron (FBgn0016694, intron 1 of 5)	-intron (FBgn0016694, intron 1 of 4)	-5189	FBgn0052365	FBgn0052365	FBtr0339897						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_7950	chr3L	16955329	16956131	+	83	NA	promoter-TSS (FBgn0010352)	-promoter-TSS (FBgn0010352)	-1709	FBgn0010352	FBgn0010352	FBtr0481643						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10355	chr3R	15290431	15292113	+	83	NA	promoter-TSS (FBgn0266745)	-promoter-TSS (FBgn0266745)	-473	FBgn0266745	FBgn0266745	FBtr0345248						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_14855	chrX	15592907	15594501	+	83	NA	promoter-TSS (FBgn0030662)	-promoter-TSS (FBgn0030662)	-553	FBgn0030662	FBgn0030662	FBtr0074064						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_227	chr2L	1613917	1614303	+	83	NA	promoter-TSS (FBgn0021906)	-promoter-TSS (FBgn0021906)	50	FBgn0021906	FBgn0021906	FBtr0334843						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9549	chr3R	8356707	8358742	+	83	NA	promoter-TSS (FBgn0020249)	-promoter-TSS (FBgn0020249)	746	FBgn0020249	FBgn0020249	FBtr0306260						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_12669	chr4	1276998	1278011	+	83	NA	Intergenic	Intergenic	46667	FBgn0053653	FBgn0053653	FBtr0333702						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_9060	chr3R	4997654	4999740	+	83	NA	intron (FBgn0037292, intron 1 of 3)	-intron (FBgn0037292, intron 1 of 3)	12334	FBgn0037292	FBgn0037292	FBtr0301312						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10583	chr3R	17072423	17073090	+	83	NA	promoter-TSS (FBgn0038473)	-promoter-TSS (FBgn0038473)	24	FBgn0038474	FBgn0038474	FBtr0089894						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_6256	chr3L	1567953	1570131	+	83	NA	promoter-TSS (FBgn0035236)	-promoter-TSS (FBgn0035236)	-139	FBgn0035236	FBgn0035236	FBtr0345367						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_1076	chr2L	8619700	8620538	+	83	NA	promoter-TSS (FBgn0051602)	-promoter-TSS (FBgn0051602)	91	FBgn0051602	FBgn0051602	FBtr0079693						NA
AkaaF6Ctrl_REP1.mLb.clN_peak_10559	chr3R	16798549	16798946	+	83	NA	Intergenic	Intergenic	-1853	FBgn0267314	FBgn0267314	FBtr0346595						NA
