PeakID (cmd=annotatePeaks.pl AkaaF6HSan_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF6HSan_REP2.mLb.clN_peak_1735	chr2L	16422687	16423138	+	139	NA	intron (FBgn0028523, intron 1 of 3)	-intron (FBgn0028523, intron 1 of 3)	-5028	FBgn0086037	FBgn0086037	FBtr0114313						NA
AkaaF6HSan_REP2.mLb.clN_peak_14918	chrX	10898348	10899738	+	139	NA	promoter-TSS (FBgn0030247)	-promoter-TSS (FBgn0030247)	200	FBgn0030246	FBgn0030246	FBtr0073403						NA
AkaaF6HSan_REP2.mLb.clN_peak_8216	chr3L	16419037	16419858	+	139	NA	promoter-TSS (FBgn0053158)	-promoter-TSS (FBgn0053158)	-145	FBgn0027080	FBgn0027080	FBtr0075410						NA
AkaaF6HSan_REP2.mLb.clN_peak_13354	chrX	927387	928549	+	139	NA	promoter-TSS (FBgn0040339)	-promoter-TSS (FBgn0040339)	-171	FBgn0040339	FBgn0040339	FBtr0070165						NA
AkaaF6HSan_REP2.mLb.clN_peak_15819	chrX	17506284	17507873	+	139	NA	promoter-TSS (FBgn0263706)	-promoter-TSS (FBgn0263706)	10409	FBgn0265903	FBgn0265903	FBtr0342804						NA
AkaaF6HSan_REP2.mLb.clN_peak_2717	chr2R	5306763	5308883	+	139	NA	intron (FBgn0261403, intron 1 of 8)	-intron (FBgn0261403, intron 2 of 9)	535	FBgn0261403	FBgn0261403	FBtr0086086						NA
AkaaF6HSan_REP2.mLb.clN_peak_7946	chr3L	14028203	14029175	+	139	NA	TTS (FBgn0061515)	-TTS (FBgn0061515)	432	FBgn0052133	FBgn0052133	FBtr0075784						NA
AkaaF6HSan_REP2.mLb.clN_peak_6728	chr3L	3787147	3788337	+	139	NA	exon (FBgn0052264, exon 1 of 12)	-exon (FBgn0052264, exon 1 of 12)	-3062	FBgn0052266	FBgn0052266	FBtr0073147						NA
AkaaF6HSan_REP2.mLb.clN_peak_10151	chr3R	8747138	8748713	+	139	NA	promoter-TSS (FBgn0037623)	-promoter-TSS (FBgn0037623)	127	FBgn0037624	FBgn0037624	FBtr0308889						NA
AkaaF6HSan_REP2.mLb.clN_peak_12469	chr3R	29082123	29083432	+	139	NA	intron (FBgn0039633, intron 1 of 7)	-intron (FBgn0039633, intron 2 of 8)	-12591	FBgn0266390	FBgn0266390	FBtr0344329						NA
AkaaF6HSan_REP2.mLb.clN_peak_2207	chr2L	20821466	20824627	+	139	NA	promoter-TSS (FBgn0032889)	-promoter-TSS (FBgn0032889)	-596	FBgn0032889	FBgn0032889	FBtr0339560						NA
AkaaF6HSan_REP2.mLb.clN_peak_4714	chr2R	16185677	16188155	+	139	NA	promoter-TSS (FBgn0034086)	-promoter-TSS (FBgn0034086)	-410	FBgn0034086	FBgn0034086	FBtr0304748						NA
AkaaF6HSan_REP2.mLb.clN_peak_242	chr2L	1987377	1988717	+	139	NA	promoter-TSS (FBgn0031381)	-promoter-TSS (FBgn0031381)	-243	FBgn0031381	FBgn0031381	FBtr0077816						NA
AkaaF6HSan_REP2.mLb.clN_peak_5937	chr2R	24305617	24306561	+	139	NA	exon (FBgn0288686, exon 1 of 4)	-exon (FBgn0288686, exon 1 of 4)	208	FBgn0288686	FBgn0288686	FBtr0343443						NA
AkaaF6HSan_REP2.mLb.clN_peak_10931	chr3R	14817330	14818274	+	139	NA	exon (FBgn0266756, exon 1 of 7)	-exon (FBgn0266756, exon 1 of 7)	16029	FBgn0038262	FBgn0038262	FBtr0082993						NA
AkaaF6HSan_REP2.mLb.clN_peak_12696	chr3R	31218561	31219839	+	138	NA	promoter-TSS (FBgn0039830)	-promoter-TSS (FBgn0039830)	-149	FBgn0039830	FBgn0039830	FBtr0085772						NA
AkaaF6HSan_REP2.mLb.clN_peak_6789	chr3L	4170010	4170764	+	138	NA	promoter-TSS (FBgn0261274)	-promoter-TSS (FBgn0261274)	-17	FBgn0261274	FBgn0261274	FBtr0073217						NA
AkaaF6HSan_REP2.mLb.clN_peak_14333	chrX	6803052	6804850	+	138	NA	promoter-TSS (FBgn0029903)	-promoter-TSS (FBgn0029903)	267	FBgn0029903	FBgn0029903	FBtr0308228						NA
AkaaF6HSan_REP2.mLb.clN_peak_8903	chr3L	21174904	21176718	+	138	NA	promoter-TSS (FBgn0021760)	-promoter-TSS (FBgn0021760)	-2050	FBgn0021760	FBgn0021760	FBtr0089462						NA
AkaaF6HSan_REP2.mLb.clN_peak_14831	chrX	10365333	10366672	+	138	NA	TTS (FBgn0052679)	-TTS (FBgn0052679)	271	FBgn0028331	FBgn0028331	FBtr0481644						NA
AkaaF6HSan_REP2.mLb.clN_peak_10169	chr3R	8845570	8847700	+	138	NA	promoter-TSS (FBgn0262614)	-promoter-TSS (FBgn0262614)	-15245	FBgn0011966	FBgn0011966	FBtr0081923						NA
AkaaF6HSan_REP2.mLb.clN_peak_4907	chr2R	17616400	17617631	+	138	NA	TTS (FBgn0082922)	-TTS (FBgn0082922)	259	FBgn0082922	FBgn0082922	FBtr0113512						NA
AkaaF6HSan_REP2.mLb.clN_peak_14895	chrX	10783644	10787040	+	138	NA	promoter-TSS (FBgn0003360)	-promoter-TSS (FBgn0003360)	1616	FBgn0003360	FBgn0003360	FBtr0346384						NA
AkaaF6HSan_REP2.mLb.clN_peak_4123	chr2R	12586736	12589944	+	138	NA	promoter-TSS (FBgn0050055)	-promoter-TSS (FBgn0050055)	-1427	FBgn0050055	FBgn0050055	FBtr0303919						NA
AkaaF6HSan_REP2.mLb.clN_peak_2519	chr2R	1070999	1073846	+	138	NA	exon (FBgn0003256, exon 2 of 8)	-exon (FBgn0003256, exon 2 of 8)	447	FBgn0003256	FBgn0003256	FBtr0345337						NA
AkaaF6HSan_REP2.mLb.clN_peak_3737	chr2R	10540387	10543623	+	138	NA	promoter-TSS (FBgn0283521)	-promoter-TSS (FBgn0283521)	410	FBgn0266628	FBgn0266628	FBtr0344916						NA
AkaaF6HSan_REP2.mLb.clN_peak_10574	chr3R	11876817	11877494	+	138	NA	promoter-TSS (FBgn0003312)	-promoter-TSS (FBgn0003312)	-80	FBgn0003312	FBgn0003312	FBtr0082475						NA
AkaaF6HSan_REP2.mLb.clN_peak_12417	chr3R	28672270	28672511	+	137	NA	TTS (FBgn0039593)	-TTS (FBgn0039593)	1686	FBgn0039593	FBgn0039593	FBtr0085307						NA
AkaaF6HSan_REP2.mLb.clN_peak_54	chr2L	276817	278017	+	137	NA	promoter-TSS (FBgn0003444)	-promoter-TSS (FBgn0003444)	-165	FBgn0003444	FBgn0003444	FBtr0078129						NA
AkaaF6HSan_REP2.mLb.clN_peak_15873	chrX	17830205	17831084	+	137	NA	promoter-TSS (FBgn0030870)	-promoter-TSS (FBgn0030870)	-184	FBgn0030870	FBgn0030870	FBtr0342784						NA
AkaaF6HSan_REP2.mLb.clN_peak_7842	chr3L	12804221	12805165	+	137	NA	exon (FBgn0260945, exon 1 of 12)	-exon (FBgn0260945, exon 1 of 12)	423	FBgn0260945	FBgn0260945	FBtr0300561						NA
AkaaF6HSan_REP2.mLb.clN_peak_5582	chr2R	22212508	22214332	+	137	NA	TTS (FBgn0034713)	-TTS (FBgn0034713)	585	FBgn0025186	FBgn0025186	FBtr0071774						NA
AkaaF6HSan_REP2.mLb.clN_peak_9158	chr3L	22822480	22825247	+	137	NA	intron (FBgn0027339, intron 1 of 5)	-intron (FBgn0027339, intron 2 of 6)	9525	FBgn0027339	FBgn0027339	FBtr0330076						NA
AkaaF6HSan_REP2.mLb.clN_peak_4695	chr2R	16098054	16099177	+	137	NA	promoter-TSS (FBgn0034072)	-promoter-TSS (FBgn0034072)	-51	FBgn0034072	FBgn0034072	FBtr0306238						NA
AkaaF6HSan_REP2.mLb.clN_peak_9418	chr3R	3585739	3587634	+	137	NA	intron (FBgn0010247, intron 1 of 5)	-intron (FBgn0010247, intron 1 of 5)	368	FBgn0010247	FBgn0010247	FBtr0113885						NA
AkaaF6HSan_REP2.mLb.clN_peak_2126	chr2L	20090914	20091858	+	137	NA	promoter-TSS (FBgn0032846)	-promoter-TSS (FBgn0032846)	-38	FBgn0032845	FBgn0032845	FBtr0331618						NA
AkaaF6HSan_REP2.mLb.clN_peak_484	chr2L	4393467	4394597	+	137	NA	promoter-TSS (FBgn0022153)	-promoter-TSS (FBgn0022153)	-156	FBgn0031600	FBgn0031600	FBtr0077460						NA
AkaaF6HSan_REP2.mLb.clN_peak_11950	chr3R	24006476	24007353	+	137	NA	promoter-TSS (FBgn0020647)	-promoter-TSS (FBgn0020647)	10500	FBgn0051184	FBgn0051184	FBtr0300648						NA
AkaaF6HSan_REP2.mLb.clN_peak_7743	chr3L	12081466	12082667	+	137	NA	promoter-TSS (FBgn0284221)	-promoter-TSS (FBgn0284221)	-236	FBgn0284221	FBgn0284221	FBtr0300339						NA
AkaaF6HSan_REP2.mLb.clN_peak_3176	chr2R	7530397	7531286	+	137	NA	promoter-TSS (FBgn0033188)	-promoter-TSS (FBgn0033188)	54	FBgn0033188	FBgn0033188	FBtr0088956						NA
AkaaF6HSan_REP2.mLb.clN_peak_7948	chr3L	14036915	14038525	+	137	NA	promoter-TSS (FBgn0265295)	-promoter-TSS (FBgn0265295)	701	FBgn0026418	FBgn0026418	FBtr0333051						NA
AkaaF6HSan_REP2.mLb.clN_peak_15777	chrX	17177892	17179187	+	137	NA	exon (FBgn0000163, exon 2 of 10)	-exon (FBgn0000163, exon 2 of 10)	4703	FBgn0264818	FBgn0264818	FBtr0334466						NA
AkaaF6HSan_REP2.mLb.clN_peak_10295	chr3R	9559514	9560432	+	137	NA	promoter-TSS (FBgn0024833)	-promoter-TSS (FBgn0024833)	213	FBgn0027950	FBgn0027950	FBtr0334654						NA
AkaaF6HSan_REP2.mLb.clN_peak_8213	chr3L	16408421	16409231	+	137	NA	promoter-TSS (FBgn0014163)	-promoter-TSS (FBgn0014163)	-663	FBgn0014163	FBgn0014163	FBtr0075412						NA
AkaaF6HSan_REP2.mLb.clN_peak_13590	chrX	2041040	2042413	+	137	NA	promoter-TSS (FBgn0003964)	-promoter-TSS (FBgn0003964)	-142	FBgn0025632	FBgn0025632	FBtr0340109						NA
AkaaF6HSan_REP2.mLb.clN_peak_14555	chrX	8398303	8400152	+	137	NA	promoter-TSS (FBgn0040928)	-promoter-TSS (FBgn0040928)	287	FBgn0030034	FBgn0030034	FBtr0343353						NA
AkaaF6HSan_REP2.mLb.clN_peak_14087	chrX	5046787	5047393	+	137	NA	intron (FBgn0266096, intron 1 of 3)	-intron (FBgn0266096, intron 1 of 3)	-1183	FBgn0003028	FBgn0003028	FBtr0301914						NA
AkaaF6HSan_REP2.mLb.clN_peak_6214	chr3L	505803	507061	+	136	NA	intron (FBgn0001316, intron 2 of 18)	-intron (FBgn0001316, intron 3 of 18)	-2865	FBgn0267664	FBgn0267664	FBtr0347133						NA
AkaaF6HSan_REP2.mLb.clN_peak_14334	chrX	6820204	6821185	+	136	NA	promoter-TSS (FBgn0029906)	-promoter-TSS (FBgn0029906)	225	FBgn0029905	FBgn0029905	FBtr0070974						NA
AkaaF6HSan_REP2.mLb.clN_peak_14726	chrX	9608440	9609371	+	136	NA	promoter-TSS (FBgn0027084)	-promoter-TSS (FBgn0027084)	-64	FBgn0027084	FBgn0027084	FBtr0071366						NA
AkaaF6HSan_REP2.mLb.clN_peak_5666	chr2R	22670391	22671250	+	136	NA	promoter-TSS (FBgn0034763)	-promoter-TSS (FBgn0034763)	233	FBgn0034763	FBgn0034763	FBtr0345500						NA
AkaaF6HSan_REP2.mLb.clN_peak_1719	chr2L	16271429	16271721	+	136	NA	intron (FBgn0001994, intron 2 of 2)	-intron (FBgn0001994, intron 2 of 2)	9434	FBgn0028897	FBgn0028897	FBtr0080825						NA
AkaaF6HSan_REP2.mLb.clN_peak_9298	chr3L	24674473	24674837	+	136	NA	Intergenic	Intergenic	-49507	FBgn0287186	FBgn0287186	FBtr0339923						NA
AkaaF6HSan_REP2.mLb.clN_peak_12386	chr3R	28339485	28340809	+	136	NA	promoter-TSS (FBgn0039581)	-promoter-TSS (FBgn0039581)	-187	FBgn0039581	FBgn0039581	FBtr0300346						NA
AkaaF6HSan_REP2.mLb.clN_peak_13557	chrX	1861374	1862232	+	136	NA	promoter-TSS (FBgn0028969)	-promoter-TSS (FBgn0028969)	-13	FBgn0028969	FBgn0028969	FBtr0301926						NA
AkaaF6HSan_REP2.mLb.clN_peak_3144	chr2R	7386840	7387984	+	136	NA	promoter-TSS (FBgn0000352)	-promoter-TSS (FBgn0000352)	88	FBgn0033160	FBgn0033160	FBtr0336909						NA
AkaaF6HSan_REP2.mLb.clN_peak_3122	chr2R	7282421	7282883	+	136	NA	promoter-TSS (FBgn0003174)	-promoter-TSS (FBgn0003174)	80	FBgn0003174	FBgn0003174	FBtr0332462						NA
AkaaF6HSan_REP2.mLb.clN_peak_8952	chr3L	21506933	21508293	+	136	NA	promoter-TSS (FBgn0264561)	-promoter-TSS (FBgn0264561)	-75	FBgn0264561	FBgn0264561	FBtr0332717						NA
AkaaF6HSan_REP2.mLb.clN_peak_14899	chrX	10805579	10807477	+	136	NA	exon (FBgn0285926, exon 1 of 6)	-exon (FBgn0285926, exon 1 of 6)	-10236	FBgn0266731	FBgn0266731	FBtr0345221						NA
AkaaF6HSan_REP2.mLb.clN_peak_6183	chr3L	377123	378382	+	136	NA	promoter-TSS (FBgn0262139)	-promoter-TSS (FBgn0262139)	-436	FBgn0262139	FBgn0262139	FBtr0333901						NA
AkaaF6HSan_REP2.mLb.clN_peak_5422	chr2R	21199631	21201655	+	136	NA	exon (FBgn0265191, exon 1 of 5)	-exon (FBgn0265191, exon 1 of 5)	-2723	FBgn0265191	FBgn0265191	FBtr0339089						NA
AkaaF6HSan_REP2.mLb.clN_peak_14947	chrX	11136006	11138249	+	136	NA	promoter-TSS (FBgn0030269)	-promoter-TSS (FBgn0030269)	-9	FBgn0030268	FBgn0030268	FBtr0346270						NA
AkaaF6HSan_REP2.mLb.clN_peak_1142	chr2L	9966599	9967829	+	136	NA	promoter-TSS (FBgn0011272)	-promoter-TSS (FBgn0011272)	15	FBgn0015664	FBgn0015664	FBtr0310483						NA
AkaaF6HSan_REP2.mLb.clN_peak_5018	chr2R	18411912	18414207	+	136	NA	promoter-TSS (FBgn0027835)	-promoter-TSS (FBgn0027835)	540	FBgn0013983	FBgn0013983	FBtr0345891						NA
AkaaF6HSan_REP2.mLb.clN_peak_11699	chr3R	21829319	21829892	+	136	NA	Intergenic	Intergenic	-2898	FBgn0041229	FBgn0041229	FBtr0084133						NA
AkaaF6HSan_REP2.mLb.clN_peak_8385	chr3L	17739597	17741163	+	135	NA	promoter-TSS (FBgn0036749)	-promoter-TSS (FBgn0036749)	-347	FBgn0036749	FBgn0036749	FBtr0333692						NA
AkaaF6HSan_REP2.mLb.clN_peak_1140	chr2L	9956774	9957706	+	135	NA	promoter-TSS (FBgn0032170)	-promoter-TSS (FBgn0032170)	-3	FBgn0032171	FBgn0032171	FBtr0346717						NA
AkaaF6HSan_REP2.mLb.clN_peak_14309	chrX	6693916	6695344	+	135	NA	exon (FBgn0029893, exon 1 of 2)	-exon (FBgn0029893, exon 1 of 2)	377	FBgn0029893	FBgn0029893	FBtr0339493						NA
AkaaF6HSan_REP2.mLb.clN_peak_12176	chr3R	26055196	26055514	+	135	NA	promoter-TSS (FBgn0028833)	-promoter-TSS (FBgn0028833)	83	FBgn0028833	FBgn0028833	FBtr0084976						NA
AkaaF6HSan_REP2.mLb.clN_peak_14844	chrX	10472673	10475115	+	135	NA	promoter-TSS (FBgn0030206)	-promoter-TSS (FBgn0030206)	-307	FBgn0261710	FBgn0261710	FBtr0071461						NA
AkaaF6HSan_REP2.mLb.clN_peak_7675	chr3L	11428409	11429068	+	135	NA	Intergenic	Intergenic	3580	FBgn0036157	FBgn0036157	FBtr0076173						NA
AkaaF6HSan_REP2.mLb.clN_peak_128	chr2L	850122	851180	+	135	NA	promoter-TSS (FBgn0264869)	-promoter-TSS (FBgn0264869)	-51	FBgn0264869	FBgn0264869	FBtr0334793						NA
AkaaF6HSan_REP2.mLb.clN_peak_7264	chr3L	8081640	8082162	+	135	NA	TTS (FBgn0264705)	-TTS (FBgn0264705)	1299	FBgn0264705	FBgn0264705	FBtr0333950						NA
AkaaF6HSan_REP2.mLb.clN_peak_14842	chrX	10460601	10461416	+	135	NA	TTS (FBgn0261710)	-TTS (FBgn0261710)	272	FBgn0083167	FBgn0083167	FBtr0332952						NA
AkaaF6HSan_REP2.mLb.clN_peak_8948	chr3L	21483932	21485800	+	135	NA	TTS (FBgn0037085)	-TTS (FBgn0037085)	5720	FBgn0037085	FBgn0037085	FBtr0332718						NA
AkaaF6HSan_REP2.mLb.clN_peak_3796	chr2R	10853791	10854266	+	135	NA	exon (FBgn0050015, exon 1 of 6)	-exon (FBgn0050015, exon 1 of 6)	122	FBgn0050015	FBgn0050015	FBtr0306393						NA
AkaaF6HSan_REP2.mLb.clN_peak_8384	chr3L	17667879	17669733	+	135	NA	promoter-TSS (FBgn0065088)	-promoter-TSS (FBgn0065088)	-76	FBgn0065088	FBgn0065088	FBtr0091663						NA
AkaaF6HSan_REP2.mLb.clN_peak_11272	chr3R	18198385	18200176	+	135	NA	promoter-TSS (FBgn0028499)	-promoter-TSS (FBgn0028499)	315	FBgn0011481	FBgn0011481	FBtr0083612						NA
AkaaF6HSan_REP2.mLb.clN_peak_14547	chrX	8271206	8271752	+	135	NA	promoter-TSS (FBgn0030028)	-promoter-TSS (FBgn0030028)	-70	FBgn0030028	FBgn0030028	FBtr0307283						NA
AkaaF6HSan_REP2.mLb.clN_peak_12524	chr3R	29675184	29675669	+	135	NA	promoter-TSS (FBgn0039680)	-promoter-TSS (FBgn0039680)	-5	FBgn0025457	FBgn0025457	FBtr0339148						NA
AkaaF6HSan_REP2.mLb.clN_peak_15327	chrX	13829491	13830407	+	135	NA	TTS (FBgn0052626)	-TTS (FBgn0052626)	368	FBgn0030530	FBgn0030530	FBtr0340292						NA
AkaaF6HSan_REP2.mLb.clN_peak_3939	chr2R	11712045	11713067	+	135	NA	exon (FBgn0033649, exon 1 of 5)	-exon (FBgn0033649, exon 1 of 5)	293	FBgn0033649	FBgn0033649	FBtr0113070						NA
AkaaF6HSan_REP2.mLb.clN_peak_6680	chr3L	3542435	3544055	+	135	NA	promoter-TSS (FBgn0005640)	-promoter-TSS (FBgn0005640)	13054	FBgn0267470	FBgn0267470	FBtr0346841						NA
AkaaF6HSan_REP2.mLb.clN_peak_10011	chr3R	7793550	7794342	+	135	NA	promoter-TSS (FBgn0037518)	-promoter-TSS (FBgn0037518)	-123	FBgn0037518	FBgn0037518	FBtr0081745						NA
AkaaF6HSan_REP2.mLb.clN_peak_6890	chr3L	4825430	4826261	+	135	NA	promoter-TSS (FBgn0027085)	-promoter-TSS (FBgn0027085)	-8	FBgn0027085	FBgn0027085	FBtr0073348						NA
AkaaF6HSan_REP2.mLb.clN_peak_7804	chr3L	12529625	12530379	+	135	NA	TTS (FBgn0036299)	-TTS (FBgn0036299)	169	FBgn0036298	FBgn0036298	FBtr0075967						NA
AkaaF6HSan_REP2.mLb.clN_peak_4876	chr2R	17452018	17452685	+	135	NA	exon (FBgn0028956, exon 1 of 9)	-exon (FBgn0028956, exon 1 of 9)	-1048	FBgn0034221	FBgn0034221	FBtr0086919						NA
AkaaF6HSan_REP2.mLb.clN_peak_4703	chr2R	16135338	16136034	+	134	NA	intron (FBgn0086676, intron 4 of 7)	-intron (FBgn0086676, intron 3 of 7)	-2993	FBgn0001124	FBgn0001124	FBtr0087232						NA
AkaaF6HSan_REP2.mLb.clN_peak_11028	chr3R	15665788	15666427	+	134	NA	promoter-TSS (FBgn0053207)	-promoter-TSS (FBgn0053207)	-76	FBgn0053207	FBgn0053207	FBtr0334025						NA
AkaaF6HSan_REP2.mLb.clN_peak_1671	chr2L	15057022	15058085	+	134	NA	promoter-TSS (FBgn0053679)	-promoter-TSS (FBgn0053679)	309	FBgn0000317	FBgn0000317	FBtr0343686						NA
AkaaF6HSan_REP2.mLb.clN_peak_12503	chr3R	29318668	29320292	+	134	NA	exon (FBgn0015622, exon 2 of 10)	-exon (FBgn0015622, exon 2 of 10)	118	FBgn0015622	FBgn0015622	FBtr0085437						NA
AkaaF6HSan_REP2.mLb.clN_peak_10094	chr3R	8304988	8305462	+	134	NA	promoter-TSS (FBgn0265101)	-promoter-TSS (FBgn0265101)	49	FBgn0265101	FBgn0265101	FBtr0081862						NA
AkaaF6HSan_REP2.mLb.clN_peak_10611	chr3R	12089774	12090922	+	134	NA	exon (FBgn0037989, exon 1 of 20)	-exon (FBgn0037989, exon 1 of 20)	264	FBgn0037989	FBgn0037989	FBtr0339646						NA
AkaaF6HSan_REP2.mLb.clN_peak_2062	chr2L	19587140	19587820	+	134	NA	exon (FBgn0000464, exon 1 of 18)	-exon (FBgn0000464, exon 1 of 18)	857	FBgn0000464	FBgn0000464	FBtr0331242						NA
AkaaF6HSan_REP2.mLb.clN_peak_9304	chr3L	24975652	24977162	+	134	NA	promoter-TSS (FBgn0287614)	-promoter-TSS (FBgn0287614)	153	FBgn0058002	FBgn0058002	FBtr0113773						NA
AkaaF6HSan_REP2.mLb.clN_peak_15530	chrX	15453283	15453726	+	134	NA	promoter-TSS (FBgn0030638)	-promoter-TSS (FBgn0030638)	33	FBgn0030638	FBgn0030638	FBtr0074031						NA
AkaaF6HSan_REP2.mLb.clN_peak_8739	chr3L	20139627	20141371	+	134	NA	exon (FBgn0036942, exon 1 of 1)	-exon (FBgn0036942, exon 1 of 1)	108	FBgn0036942	FBgn0036942	FBtr0074864						NA
AkaaF6HSan_REP2.mLb.clN_peak_6179	chr3L	346732	348472	+	134	NA	promoter-TSS (FBgn0023000)	-promoter-TSS (FBgn0023000)	-645	FBgn0023000	FBgn0023000	FBtr0306850						NA
AkaaF6HSan_REP2.mLb.clN_peak_2474	chr2L	22535815	22537049	+	134	NA	promoter-TSS (FBgn0082980)	-promoter-TSS (FBgn0082980)	452	FBgn0064225	FBgn0064225	FBtr0332633						NA
AkaaF6HSan_REP2.mLb.clN_peak_5081	chr2R	18802222	18802853	+	134	NA	promoter-TSS (FBgn0010651)	-promoter-TSS (FBgn0010651)	-132	FBgn0010651	FBgn0010651	FBtr0086634						NA
AkaaF6HSan_REP2.mLb.clN_peak_6297	chr3L	880560	882283	+	134	NA	promoter-TSS (FBgn0035173)	-promoter-TSS (FBgn0035173)	-376	FBgn0035173	FBgn0035173	FBtr0072593						NA
AkaaF6HSan_REP2.mLb.clN_peak_13640	chrX	2269494	2270920	+	134	NA	promoter-TSS (FBgn0023528)	-promoter-TSS (FBgn0023528)	211	FBgn0267036	FBgn0267036	FBtr0346010						NA
AkaaF6HSan_REP2.mLb.clN_peak_4489	chr2R	14768757	14769550	+	134	NA	TTS (FBgn0259112)	-TTS (FBgn0259112)	270	FBgn0020767	FBgn0020767	FBtr0329879						NA
AkaaF6HSan_REP2.mLb.clN_peak_11016	chr3R	15475448	15476604	+	134	NA	exon (FBgn0286071, exon 1 of 17)	-exon (FBgn0286071, exon 1 of 17)	-3378	FBgn0286736	FBgn0286736	FBtr0474092						NA
AkaaF6HSan_REP2.mLb.clN_peak_7705	chr3L	11707910	11709701	+	134	NA	promoter-TSS (FBgn0036196)	-promoter-TSS (FBgn0036196)	-174	FBgn0261353	FBgn0261353	FBtr0302271						NA
AkaaF6HSan_REP2.mLb.clN_peak_11279	chr3R	18242365	18245275	+	134	NA	intron (FBgn0020238, intron 1 of 3)	-intron (FBgn0020238, intron 1 of 3)	1289	FBgn0020238	FBgn0020238	FBtr0083568						NA
AkaaF6HSan_REP2.mLb.clN_peak_12884	chr4	135456	137021	+	134	NA	promoter-TSS (FBgn0052000)	-promoter-TSS (FBgn0052000)	1472	FBgn0052000	FBgn0052000	FBtr0333161						NA
AkaaF6HSan_REP2.mLb.clN_peak_9307	chr3L	25115261	25116210	+	134	NA	TTS (FBgn0040022)	-TTS (FBgn0040022)	103	FBgn0040020	FBgn0040020	FBtr0113739						NA
AkaaF6HSan_REP2.mLb.clN_peak_5370	chr2R	20903403	20903952	+	134	NA	promoter-TSS (FBgn0015524)	-promoter-TSS (FBgn0015524)	-263	FBgn0015524	FBgn0015524	FBtr0474157						NA
AkaaF6HSan_REP2.mLb.clN_peak_13174	chr4	1268258	1269077	+	134	NA	intron (FBgn0053653, intron 21 of 22)	-intron (FBgn0053653, intron 22 of 23)	37830	FBgn0053653	FBgn0053653	FBtr0333702						NA
AkaaF6HSan_REP2.mLb.clN_peak_14690	chrX	9284057	9284599	+	134	NA	promoter-TSS (FBgn0002576)	-promoter-TSS (FBgn0002576)	-321	FBgn0002576	FBgn0002576	FBtr0112814						NA
AkaaF6HSan_REP2.mLb.clN_peak_12163	chr3R	25888305	25889076	+	134	NA	TTS (FBgn0039381)	-TTS (FBgn0039381)	148	FBgn0028717	FBgn0028717	FBtr0339160						NA
AkaaF6HSan_REP2.mLb.clN_peak_12787	chr3R	31669190	31670153	+	134	NA	exon (FBgn0039863, exon 1 of 10)	-exon (FBgn0039863, exon 1 of 10)	206	FBgn0039863	FBgn0039863	FBtr0085824						NA
AkaaF6HSan_REP2.mLb.clN_peak_14061	chrX	4908985	4911116	+	134	NA	intron (FBgn0052772, intron 2 of 6)	-intron (FBgn0052772, intron 1 of 5)	-2331	FBgn0052772	FBgn0052772	FBtr0343533						NA
AkaaF6HSan_REP2.mLb.clN_peak_5897	chr2R	24056699	24058447	+	134	NA	promoter-TSS (FBgn0285952)	-promoter-TSS (FBgn0285952)	-280	FBgn0285952	FBgn0285952	FBtr0072172						NA
AkaaF6HSan_REP2.mLb.clN_peak_4347	chr2R	13897407	13898118	+	134	NA	promoter-TSS (FBgn0013733)	-promoter-TSS (FBgn0013733)	13184	FBgn0013733	FBgn0013733	FBtr0304850						NA
AkaaF6HSan_REP2.mLb.clN_peak_8757	chr3L	20230340	20230866	+	133	NA	TTS (FBgn0260397)	-TTS (FBgn0260397)	-1066	FBgn0036956	FBgn0036956	FBtr0074827						NA
AkaaF6HSan_REP2.mLb.clN_peak_6987	chr3L	5845489	5845896	+	133	NA	promoter-TSS (FBgn0003984)	-promoter-TSS (FBgn0003984)	-28	FBgn0003984	FBgn0003984	FBtr0300010						NA
AkaaF6HSan_REP2.mLb.clN_peak_5149	chr2R	19228914	19230174	+	133	NA	TTS (FBgn0034422)	-TTS (FBgn0034422)	481	FBgn0010434	FBgn0010434	FBtr0340469						NA
AkaaF6HSan_REP2.mLb.clN_peak_1755	chr2L	16543992	16546300	+	133	NA	exon (FBgn0259735, exon 1 of 5)	-exon (FBgn0259735, exon 1 of 5)	2600	FBgn0051816	FBgn0051816	FBtr0080868						NA
AkaaF6HSan_REP2.mLb.clN_peak_1612	chr2L	14408572	14410598	+	133	NA	promoter-TSS (FBgn0004858)	-promoter-TSS (FBgn0004858)	-36	FBgn0004858	FBgn0004858	FBtr0342915						NA
AkaaF6HSan_REP2.mLb.clN_peak_15834	chrX	17624493	17625856	+	133	NA	exon (FBgn0030850, exon 3 of 3)	-exon (FBgn0030850, exon 3 of 3)	2721	FBgn0030850	FBgn0030850	FBtr0290036						NA
